,target,output,question
86,office,day.,What is west of the garden?
87,garden,Aunt of her.,What is east of the bathroom?
88,bathroom,Answer: Eleanor'south.,What is north of the office?
89,kitchen,"What is the thing that Bill's own, and Sam and Dickens's and Peter'",What is the bedroom west of?
90,office,Answer: The bathroom is located south of the hotel room where the boys are staying. When,What is the bathroom south of?
91,office,"Answer: According to the passage, there is an office east of the bedroom. The passage states",What is east of the bedroom?
92,bedroom,"Answer: According to the passage, what is south of the office is a secret staircase.",What is south of the office?
93,bathroom,What is a thoughtfulness of her.,What is the garden west of?
94,garden,What is the most favourable information,What is the bedroom west of?
95,hallway,"What is a blanket of him had been a guardian, not been the case.",What is north of the garden?
96,bedroom,"Answer: Fred, I will raise no alarm and men will come.",What is the kitchen west of?
97,kitchen,Nelson's.,What is west of the bedroom?
98,bathroom,Answer: The kitchen.,What is the kitchen north of?
99,garden,"Heavoid ""He't be the money from him.",What is the office north of?
100,bedroom,"Answer: Hellena, or the men.",What is east of the hallway?
101,kitchen,Answer: The passage is marked by the priest's thoughts and reflections about God's way,What is south of the hallway?
102,bedroom,Answer: The woman's a long-- Anita--it is not a long--it is,What is the office west of?
103,bathroom,What is north of the kitchen utmost holy kitchen utmost holy kitchen utmost holy kitchen utmost,What is the kitchen north of?
104,hallway,"Answer: According to the passage, there is a kitchen on the opposite side of the bedroom.",What is west of the bedroom?
105,bedroom,Answer: The kitchen utenside of a chair.,What is west of the kitchen?
106,office,mentumoristically.,What is the kitchen south of?
107,bathroom,Answer: Osteopathic and rational and irrational and spiritual awak,What is west of the garden?
108,bedroom,"The musician, and the musician's not be played on the sidonia.",What is the bathroom south of?
109,bathroom,,What is the kitchen west of?
110,garden,Answer: The hallway west of is the bathroom.,What is the hallway west of?
111,hallway,Answer: The kitchen is located south of the kitchen is located in the south of the kitchen is located,What is the kitchen south of?
112,office,Answer: The bathroom is south of the room.,What is south of the bathroom?
113,hallway,Answer: The office west of is the Governor-General's office in Khartoum.,What is the office west of?
114,bedroom,Answer: The northern Europe. The reader has not have a kitchen.,What is the kitchen north of?
115,office,"The answer is the garden of the marked by the sides, rather than the marked by the sides,",What is the garden east of?
116,bedroom,"Answer: The hallway south of is the Ducal Palace, which is located in Venice.",What is the hallway south of?
117,bedroom,Answer: The garden west of is the Bedouin encampment where Gordon meets with the Mah,What is the garden west of?
118,hallway,Answer: The question is referring to the fall of Khartoumightful expedition to relieve,What is north of the office?
119,office,"Answer: The answer is: The answer is yes, the hallmark",What is west of the hallway?
120,bedroom,"Rudolph, and ready to be ready to catch her.",What is the bathroom north of?
121,kitchen,Answer: The passage.,What is the hallway north of?
122,office,"accident, 6.   
5.   195.   195.",What is east of the bathroom?
123,bathroom,,What is north of the hallway?
124,bathroom,"theiris the Empusa, and the Empusa, and Empusa, and Empusa,",What is the bedroom north of?
125,kitchen,e of the sandwiches of the sandwiches of the foot.,What is west of the garden?
126,bathroom,theirts of the potterestas the work of the mouth.,What is north of the kitchen?
127,hallway,their,What is the bedroom east of?
128,garden,"heath, and",What is the bedroom south of?
129,hallway,tlethese.,What is east of the bathroom?
130,garden,What is the passw0rds of the night.,What is the bedroom east of?
131,kitchen,Answer: The bathroom is located in the south of the bathroom.,What is south of the bathroom?
132,kitchen,Answer: The east of the garden.,What is east of the garden?
133,bathroom,Answer: The ten Hutchman's the hallway.,What is the hallway east of?
134,office,Answer: The hallway.,What is the hallway east of?
135,kitchen,Answer: The sun of a morals.,What is the garden east of?
136,bathroom,"He's of the Point, and he's of the men, directly on the men,",What is the bedroom south of?
137,hallway,Answer: The east of the west of the garden.,What is the garden east of?
138,kitchen,"What is south of the hallucs of women, what is south of the hallucs what",What is south of the hallway?
139,hallway,Answer: The kitchen.,What is west of the kitchen?
140,kitchen,,What is north of the garden?
141,office,,What is the kitchen west of?
142,bathroom,What is the voice of ours of the spirit of the ministers of the kitchen.,What is the kitchen north of?
143,bathroom,Answer: The kitchen utenseless.,What is east of the kitchen?
144,bathroom,Answer: The garden of Unexpectedly.,What is east of the garden?
145,kitchen,Answer: The young nurse.,What is the office south of?
146,hallway,"heathree, and the flame, and the kitchen, and the same.",What is the kitchen north of?
147,hallway,ear; and supported by afoot.,What is the bedroom west of?
148,bathroom,What is the office? What is the office? What is the office? What is the office?,What is the office west of?
149,hallway,e.,What is the office south of?
150,bathroom,Answer: The men of the regiment's honor of the men's of the company had not,What is north of the hallway?
151,garden,Answer:,What is the bathroom east of?
152,kitchen,the scientists' discussion was held at the conference. The scientists' opinions were divided,What is the bathroom east of?
153,hallway,"Answer: The passage mentions a kitchen, but does not explicitly state what is south of it. Based",What is south of the kitchen?
154,hallway,What is the voice of it.,What is south of the office?
155,garden,Answer: The problem,What is the bedroom west of?
156,office,"What does not appear as though he mounted on horse, as he said he was ready to appear as",What is south of the bedroom?
157,bathroom,He had predicted that he had a sister-in-lawyer's had not been dismissed,What is north of the garden?
158,garden,"Answer: My dear father, I am not sure that I am not sure that am notheast,",What is the bedroom east of?
159,bedroom,"He was done with a face with a record of this, and it and it.",What is south of the kitchen?
160,hallway,Answer: The major'south.,What is the office south of?
161,bathroom,Answer: The question is a metaphorse.,What is north of the garden?
162,hallway,,What is east of the bathroom?
163,hallway,Answer: The office is east of the Mississippi River.,What is the office east of?
164,bathroom,Answer: The Pioneer's.,What is the office west of?
165,kitchen,"Answer: According to the passage, there is a kitchen west of the bedroom.",What is west of the bedroom?
166,office,Answer: The north of the hall.,What is north of the hallway?
167,garden,Answer: The office north of is the bathroom.,What is the office north of?
168,kitchen,"Answer: According to the passage, the kitchen is west of the hallway.",What is west of the hallway?
169,bedroom,Answer: What is the bag and half-mind.,What is the garden south of?
170,hallway,Answer: The bedroom north of is the living room or kitchen.,What is the bedroom north of?
171,bathroom,Answer: The Turanian races were not take its hallmarkets on earthly on,What is the hallway west of?
172,kitchen,Answer: The character of the north of the garden.,What is north of the garden?
173,hallway,Answer: The bathroom is located in the north of the room.,What is the bathroom north of?
174,bathroom,Horace he noted a certain incredulous earthly he noted that Horace he noted a certain,What is south of the office?
175,office,"Answer: According to the passage, there is an office east of the bathroom. The passage states",What is east of the bathroom?
176,hallway,Answer: The bedroom west of is the one belonging to Miss Tabitha Wilcox.,What is the bedroom west of?
177,hallway,The kitchen is south of the office.,What is the office south of?
178,kitchen,"Answer: According to the picture caption, ""The kitchen is south of the office.""",What is south of the office?
179,bathroom,"their
theirts of the lines of the lines of the lines of the lines of the",What is the garden south of?
180,hallway,What is the surgeon of the matter.,What is the bedroom north of?
181,bathroom,"Answer: According to the passage, there is a garden east of the hallway. Pauline and",What is east of the hallway?
182,bedroom,her room.,What is the hallway west of?
183,bathroom,What is the case.,What is south of the garden?
184,bedroom,What is the case.,What is the office west of?
185,bathroom,Answer: Theophilanthropic Paine's.,What is west of the bedroom?
186,garden,"Answer: The similarities between the Maya, as if notably the most remote past",What is the office west of?
187,garden,Answer: The south of the bedroom.,What is south of the bedroom?
188,kitchen,Answer: The south of the office.,What is south of the office?
189,hallway,,What is east of the bathroom?
190,bathroom,the garden of the most favored by the garden of the school.,What is the kitchen east of?
191,bathroom,"Davila, and the man's, and the precipitate the man's office.",What is the office east of?
192,bedroom,"Answer: ""heavenged, everything that he was possible that he reflected it.",What is the office south of?
193,office,the room.,What is the kitchen south of?
194,bedroom,"Answer: According to the passage, the garden is east of the hallway.",What is east of the garden?
195,office,t.,What is east of the bathroom?
196,kitchen,Answer: I's the receiver.,What is north of the hallway?
197,office,What is the matter.,What is the kitchen south of?
198,garden,A gentleman; and the south of the hall.,What is south of the hallway?
199,kitchen,Answer: The bathroom is south of the kitchen.,What is the bathroom south of?
200,bedroom,Answer: The south of the hallway is that Ispent.,What is the hallway south of?
201,hallway,Answer: The passage.,What is east of the garden?
202,office,"The gods created by men and women, not",What is the bathroom north of?
203,kitchen,,What is west of the hallway?
204,office,What is ate? What is connected to the incident? What is ate? What is connected,What is the bathroom east of?
205,garden,"Answer: No, I remember it is the bed.",What is the bedroom east of?
206,garden,"What is a virtues of his honor of his had a man's office, he lived in",What is the office north of?
207,garden,,What is the office north of?
208,garden,e.,What is south of the office?
209,bathroom,,What is south of the kitchen?
210,office,,What is south of the bedroom?
211,kitchen,"Answer: What is a question is a £2090,0,0,",What is the office east of?
212,office,Aunt;s.,What is west of the bedroom?
213,hallway,Answer: The room.,What is the bedroom south of?
214,hallway,What is the kitchen utens the utens the kitchen utens the utens the utens the,What is the kitchen south of?
215,bedroom,What is the hallmark of the French Revolution.,What is west of the hallway?
216,bedroom,"What is a matter of their Majora, as to be made bye to apply the case,",What is west of the office?
217,hallway,Answer: The east of the bathroom.,What is east of the bathroom?
218,office,Answer: The garden south of is the castle garden of Jaffnapatam.,What is the garden south of?
219,hallway,"What is the case of your Orchard, and the earth, and the case of your Or",What is east of the office?
220,office,,What is south of the bedroom?
221,kitchen,What is the girl's a question of her.,What is west of the bedroom?
222,kitchen,"He had been removed from the material, science.",What is west of the garden?
223,bedroom,Anside the picture.,What is the bathroom west of?
224,kitchen,,What is the office west of?
225,hallway,Answer: The garden of the east of the stable to nick of the horse.,What is the garden east of?
226,hallway,5,What is north of the kitchen?
227,kitchen,585845,What is the garden north of?
228,hallway,,What is the garden north of?
229,kitchen,"Answer: According to the context, there is a library west of the bedroom at the Deanery",What is west of the bedroom?
230,garden,,What is north of the hallway?
231,garden,The answer.,What is the hallway west of?
232,hallway,,What is the bathroom east of?
233,bedroom,Answer: The kitchen.,What is the kitchen south of?
234,bathroom,Answer: The west of the context of the author's office is.,What is the office west of?
235,kitchen,"What is a fire, and the child's eye can see the fire, the child's",What is east of the bedroom?
236,office,"Answer: According to the passage, the garden is east of the bedroom. The passage states that",What is east of the bedroom?
237,bathroom,"trodeclarity of the room, and the hospital, and the room.",What is east of the kitchen?
238,bedroom,What a kitchen.,What is west of the kitchen?
239,office,,What is the kitchen north of?
240,garden,Answer: The dome in the Byzantine churches. The dome in the Byz,What is north of the bedroom?
241,bathroom,What is a kitchen.,What is east of the kitchen?
242,office,"Answer: According to the passage, there is a garden north of the ruins of La Casa Grande",What is north of the garden?
243,bedroom,Answer: The earth's atmosphere.,What is the hallway south of?
244,office,Answer: The kitchen.,What is the kitchen west of?
245,garden,"Answer: According to the passage, the kitchen is south of the bedroom.",What is south of the bedroom?
246,garden,What is the history of the past.,What is west of the office?
247,kitchen,Answer: The boy was blindfolded to the presence of the boy was not present.,What is the garden north of?
248,office,Answer: The kitchen utensils.,What is west of the kitchen?
249,bedroom,Answer: The hall of the second. The second.,What is the hallway west of?
250,office,Answer: The room.,What is south of the bathroom?
251,kitchen,Answer: The room.,What is west of the bedroom?
252,office,heavail,What is the hallway north of?
253,bedroom,Answer: The scene of the hall.,What is east of the hallway?
254,office,"What does not say, ""He said he said he said he said he said he said he said",What is south of the bathroom?
255,hallway,as a question.,What is the bedroom north of?
256,bathroom,,What is the garden east of?
257,kitchen,King the river,What is the bathroom north of?
258,kitchen,Answer: The poor girl's heart.,What is west of the bedroom?
259,garden,Answer: The Princess Saint-Doubly is notably is the man is the hall of,What is the hallway east of?
260,kitchen,Answer: I do not be finished.,What is south of the garden?
261,hallway,Answer: The bedroom is east of the bathroom.,What is the bedroom east of?
262,garden,"Answer: According to the context, west of the office is the garden.",What is west of the office?
263,office,Answer:,What is north of the kitchen?
264,garden,successfully.,What is the office north of?
265,kitchen,What is the case of people's,What is north of the office?
266,garden,The weather was cold and damp; it was not helpfully snowed on,What is south of the bedroom?
267,hallway,,What is the garden north of?
268,garden,eo,What is the bedroom east of?
269,bedroom,,What is west of the hallway?
270,bathroom,Answer: Eleanor to the hallway. It looked like a boy's.,What is east of the hallway?
271,kitchen,Answer: The bedroom was a comfortable and familiar and well-choseness and well-,What is the bedroom south of?
272,hallway,Answer: The House of the Witenessential.,What is east of the garden?
273,kitchen,Answer: The south of the hallway is the north of the south of the hallway,What is the hallway south of?
274,office,Answer: The bathroom east of is the kitchen.,What is the bathroom east of?
275,bedroom,Answer: The garden of the south of the north of the garden of the south of the garden of,What is the garden south of?
276,bathroom,What is the Prince of his Grace of his muster's office.,What is the kitchen west of?
277,bathroom,,What is east of the garden?
278,bedroom,Answer: The passage,What is south of the bathroom?
279,office,Answer: The room of the bedroom of the west is the west is the west is the bed,What is the bedroom west of?
280,hallway,Answer: The northern Gothic form. The northern form.,What is north of the garden?
281,hallway,Answer: The story of the man's office.,What is west of the office?
282,hallway,,What is east of the bathroom?
283,kitchen,He was a magnificent,What is west of the bedroom?
284,garden,successfully in the,What is north of the office?
285,garden,,What is the hallway south of?
286,hallway,his friend.,What is the garden east of?
287,bathroom,"Answer:


Answer:

The answer:

The answer:",What is east of the bedroom?
288,garden,EMILEUation.,What is east of the office?
289,office,Answer: I am content,What is the garden west of?
290,garden,Answer: The narrative of her escape.,What is east of the bathroom?
291,garden,,What is the bedroom west of?
292,garden,Answer: The kitchen.,What is west of the kitchen?
293,office,,What is west of the bathroom?
294,bathroom,Answer: The bedroom is south of the bedroom is south of the bedroom is south of,What is south of the bedroom?
295,bathroom,"Answer: According to the diary report, there is a bathroom south of the bedroom.",What is south of the bedroom?
296,bathroom,and kitchen.,What is the kitchen south of?
297,office,Answer: The kitchen utensile in the kitchen.,What is east of the kitchen?
298,hallway,Smith's kitchen utmost likely be the case.,What is north of the kitchen?
299,kitchen,"Answer: ""She had been ladyship had.",What is the bathroom east of?
300,hallway,Answer: The bathroom was filled with her favorite with her.,What is west of the bathroom?
301,office,Answer: The context suggests that the speaker is referring to the hallway south of the hallway.,What is south of the hallway?
302,bathroom,Ans and east,What is the hallway west of?
303,bedroom,What is the case of the murderer's daughter of the murderer's father's,What is east of the bathroom?
304,garden,"And I come and south of the money, I come and south of the money, I come and",What is the office south of?
305,bedroom,He was forever.,What is east of the office?
306,bedroom,"Answer: The number SEV, SEV, I, as the inscriptions, having been",What is north of the hallway?
307,garden,Answer: The passage is a metaphorse. The passage is a metaphorse.,What is the office east of?
308,kitchen,Answer: The hallway west of is the sitting room.,What is the hallway west of?
309,garden,Herrimony.,What is west of the bathroom?
310,garden,"the kitchen utmost, and the kitchen, and the kitchen, and the kitchen, and the kitchen",What is the kitchen west of?
311,bedroom,her. Eugenia.,What is the office west of?
312,bathroom,Answer: The boy's description of the moon.,What is east of the garden?
313,bathroom,"Answer: According to the poem, east of the kitchen is ""the bathroom is east of the",What is east of the kitchen?
314,kitchen,Answer: The garden north of is Eden.,What is the garden north of?
315,kitchen,Heatheavoids,What is west of the hallway?
316,office,He was a nurse.,What is east of the garden?
317,office,What is the hallmark,What is the hallway west of?
318,bedroom,Answer: The present translation of his work.,What is east of the garden?
319,hallway,,What is the garden east of?
320,bedroom,,What is the office west of?
321,hallway,Answer: The Church.,What is the bathroom west of?
322,bathroom,"Answer: The filling the tank, and other people's work, and other people",What is the bedroom north of?
323,garden,What is the case.,What is the bedroom east of?
324,bathroom,Answer: The garden west of is the Grand Parade.,What is the garden west of?
325,hallway,Answer: The young lady of the summer house.,What is south of the garden?
326,hallway,Answer: The Good Hope was seaw the minister's office.,What is south of the office?
327,kitchen,Answer: The men had not have a garden of their work.,What is the garden east of?
328,bathroom,Answer: The Beano.,What is the garden west of?
329,office,"theirreo
theirreo
theirreo
theirreoys",What is the bathroom west of?
330,hallway,"the
the question.",What is west of the garden?
331,bathroom,as if we had been a dimly as we had no litheavoid a sunshine,What is south of the hallway?
332,hallway,Answer: The sprite's room.,What is the bedroom east of?
333,kitchen,Answer: The room is a place where the soldier's bedroom is a place where the least,What is the bedroom south of?
334,kitchen,,What is the garden south of?
335,bathroom,Answer:,What is west of the office?
336,garden,What is a male-s,What is south of the bathroom?
337,bathroom,"eoes, and parts, and parts of the parts, and the parts of the parts of",What is west of the garden?
338,bathroom,,What is north of the office?
339,garden,What is a question of the east of the office.,What is east of the office?
340,bathroom,"Answer: According to the passage, west of the kitchen is the ""dining room.""",What is west of the kitchen?
341,office,Answer: The garden.,What is the garden south of?
342,hallway,"Answer: According to the passage, there is a ""bathroom"" located west of the bed",What is west of the bedroom?
343,bedroom,Answer: What is risen to be seen as a woman's strength of compassurance and,What is south of the hallway?
344,garden,,What is the hallway east of?
345,hallway,Answer: The kitchen.,What is north of the kitchen?
346,garden,Answer: What can't's not answer: What is not answer: What is not answer,What is west of the office?
347,bathroom,"He was convicted, he was.",What is the office west of?
348,bathroom,He was determined to planted that she was determined to planted that she was not determined to plant,What is the garden north of?
349,garden,"Amy, and I'south of the river, and marvine.",What is the office south of?
350,garden,Amy's presence of her.,What is the hallway north of?
351,hallway,"a, and rudolph, and earth.",What is the kitchen west of?
352,bathroom,heavoid's--heavoid's--heavoid's--heav,What is north of the hallway?
353,bedroom,She opened the kitchen utensibly.,What is the kitchen north of?
354,bathroom,Answer: The kitchen utensity.,What is the kitchen south of?
355,bedroom,er.,What is north of the office?
356,hallway,What is a part of the room.,What is east of the bathroom?
357,kitchen,Answer: The south of the hallway.,What is south of the hallway?
358,hallway,Answer: The west of the west of the east of the west of the room.,What is west of the office?
359,bedroom,Answer: The rock-cut excavis of the people.,What is the office north of?
360,kitchen,Answer: The remains of the palace of Persia are probably buried in the garden of Pers,What is north of the garden?
361,hallway,Answer: The east of heaven is a central to the east of heaven is a place as small wonder,What is the garden east of?
362,bathroom,What does nother eyes.,What is the kitchen west of?
363,garden,Answer: The hallway east of is the spire of the church.,What is the hallway east of?
364,bedroom,"Answer: According to the passage, there is a bedroom located south of the office.",What is south of the office?
365,bathroom,Answer: The office is west of the hallway.,What is the office west of?
366,hallway,"Answer: According to the passage, there is a hallway east of the bedroom.",What is east of the bedroom?
367,garden,"Answer: According to the passage, the bedroom is west of the garden. The passage states that",What is west of the bedroom?
368,kitchen,Answer: The bathroom west of is the Judge's bathroom.,What is the bathroom west of?
369,bathroom,What is the knees of her waiting to her knees of her.,What is north of the bedroom?
370,bathroom,Answer: The garden is south of the Colonel's house at Glencoe.,What is the garden south of?
371,bathroom,Answer: The story.,What is the hallway west of?
372,office,Answer: The hallucle,What is the hallway east of?
373,office,s,What is east of the kitchen?
374,bathroom,s,What is north of the kitchen?
375,office,Answer: The Grillustration.,What is west of the bathroom?
376,kitchen,Answer: The Seven Days's army.,What is the office west of?
377,garden,trodeclarity to the time to the time to the time to the time to the time,What is south of the bedroom?
378,garden,s of the battlefield.,What is north of the kitchen?
379,office,Answer:,What is the bedroom south of?
380,kitchen,,What is the office north of?
381,hallway,"Answer: According to the scene, the bedroom west of is the Commander's room.",What is the bedroom west of?
382,bathroom,Answer: west of her.,What is west of the office?
383,bedroom,"What does not
She was not believe that is all her face was her face was her face was",What is the garden south of?
384,office,"Answer: According to the passage, there is a secret stairway up the cliff that leads",What is north of the bathroom?
385,bedroom,Answer: The men were singing and laughing and jovelry.,What is east of the garden?
386,bathroom,Answer: The kitchen.,What is the kitchen east of?
387,bedroom,Answer: The garden south of Khartoum.,What is the garden south of?
388,bedroom,Answer: The office south of is the General Advertiser's office.,What is the office south of?
389,hallway,the trace of the girl.,What is south of the bedroom?
390,kitchen,Answer: The hallway north of leads to the kitchen.,What is the hallway north of?
391,bathroom,"Answer: According to the context, there is a temple located north of the garden. The temple is",What is north of the garden?
392,kitchen,"Answer: According to the passage, there is a kitchen west of the garden.",What is west of the garden?
393,garden,Answer: He's no one of our work.,What is south of the hallway?
394,bedroom,Answer: The office east of is Rushton & Co.'s office. It is located on,What is the office east of?
395,bathroom,Answer: The nun.,What is the garden south of?
396,bedroom,What is a ferry-me to obtain a ferry-me to obtain a ferry-,What is the office west of?
397,bedroom,as,What is west of the bathroom?
398,kitchen,"Answer: According to the passage, the kitchen is west of the office.",What is west of the office?
399,hallway,Answer: The passage is referring to the man's love and affection for a woman.,What is north of the garden?
400,office,Answer: The girl's illuminated.,What is south of the bathroom?
401,garden,What is the room.,What is west of the office?
402,hallway,Answer: The bedroom east of their feet.,What is the bedroom east of?
403,bathroom,Answer: The office west of is the California College of Sciences.,What is the office west of?
404,bedroom,their,What is north of the garden?
405,hallway,What is the case.,What is the bedroom north of?
406,bathroom,"Answer: According to the passage, what is west of the hallway is ""the room where the",What is west of the hallway?
407,bedroom,Answer: The bathroom is east of the garden.,What is the bathroom east of?
408,bedroom,Answer: The east of the meridian,What is the office east of?
409,garden,"Answer: According to the context, the garden is south of the bathroom.",What is south of the bathroom?
410,bathroom,What is north of the office.,What is north of the office?
411,hallway,Answer: The character.,What is north of the kitchen?
412,office,Answer: The bathroom is south of the hall.,What is the bathroom south of?
413,bathroom,,What is the bedroom north of?
414,kitchen,Answer: The bathroom.,What is the bathroom west of?
415,garden,Answer: The hallway north of the Secretariate is the entrance to the Political Council chamber.,What is the hallway north of?
416,hallway,,What is south of the bathroom?
417,bathroom,Answer: The enemy snip and dirtleaders of the relief of the ground troops.,What is the hallway north of?
418,hallway,Answer: The south of the morning sun shone of all.,What is the office south of?
419,office,,What is the hallway east of?
420,kitchen,Answer: The bathroom.,What is east of the bathroom?
421,hallway,Answer: Eleanor,What is north of the office?
422,kitchen,What does not be crossed the most likely to crossroads.,What is the bedroom west of?
423,office,,What is the garden west of?
424,garden,"s, and symptoms, as well as well as",What is the kitchen east of?
425,office,"Answer: The daughter's spirit and the father's spirit and the daughter's body,",What is the bedroom south of?
426,bathroom,Answer: The hallway south of is the kitchen.,What is the hallway south of?
427,office,Answer: The bathroom.,What is north of the bathroom?
428,hallway,,What is the garden north of?
429,bedroom,"a, and other plant, and other, and dirtys, and other plantains, and",What is the kitchen east of?
430,kitchen,"Answer: According to the passage, the bedroom is east of the bedroom.",What is east of the bedroom?
431,bedroom,"Answer: The room is called a ""general confession""--a special confession.",What is south of the bathroom?
432,kitchen,What is done to live in the hall of the context of their owners of a state of their,What is the hallway south of?
433,kitchen,Aidleman's work.,What is west of the office?
434,garden,,What is north of the kitchen?
435,bathroom,Answer: The Omniscient focus on the bedroom.,What is the bedroom south of?
436,garden,Answer: Eleanor.,What is west of the kitchen?
437,bathroom,Answer: The room east of the scholar of the room east of the east of the east of the,What is the bedroom east of?
438,bedroom,Answer: The room west,What is the bathroom west of?
439,garden,"Answer: The sun shadows casts its rays of the sun, and the sun",What is the office south of?
440,bathroom,Answer: The kitchen is east of the cottage.,What is the kitchen east of?
441,kitchen,Answer: The hall is a woman of the woman: Angeline.,What is the hallway east of?
442,bedroom,"Answer: According to the text, south of the office is the ""bedroom is south of the",What is south of the office?
443,bedroom,"Answer:

South of",What is the garden south of?
444,bathroom,"Answer:
South",What is south of the office?
445,bedroom,,What is east of the bathroom?
446,office,Answer: Amy's kitchen utenside the room to her.,What is the kitchen east of?
447,bathroom,Answer: The kitchen.,What is the kitchen south of?
448,garden,"Answer: According to the passage, there is a garden west of the hallway.",What is west of the hallway?
