,target,output,question
20,office,"Answer: In the human mind.

Question: Where is the serpent?

Answer: In the human",Where is the apple? 
21,bedroom,Answer: In the cow. Question: Where is the cow? Answer: In the meadow. Question: Where is the meadow,Where is the milk? 
22,garden,Answer: In the kitchen.,Where is the milk? 
23,bathroom,Answer: In the office.,Where is the milk? 
24,office,Answer: In the basket. Question: Where is the basket? Answer: On the table. Question: Where is the table,Where is the apple? 
25,garden,"Answer: In the
kitchen. Question: Where is the
football? Answer: In the
kitchen.",Where is the football? 
26,garden,"Answer: In the garden.









End of the Project Gutenberg EBook",Where is the football? 
27,bedroom,"Answer: In the hallway.

Question: Where is the apple?

Answer: In the hallway.",Where is the apple? 
28,hallway,Answer: In the basket. Question: Where is the basket? Answer: On the table. Question: Where is the table,Where is the apple? 
29,hallway,Answer: In the basket. Question: Where is the basket? Answer: On the table. Question: Where is the table,Where is the apple? 
30,hallway,Answer: In the basket. Question: Where is the basket? Answer: In the basket. Question: Where is the basket,Where is the apple? 
31,garden,Answer: In the garden. Question: What is the football? Answer: A ball. Question: What is the ball?,Where is the football? 
32,hallway,"Answer: The apple is in the hallway.

Question: Where is the apple?

Answer: The",Where is the apple? 
33,kitchen,"Answer: In the hallway.

Question: Where is the apple?

Answer: In the hallway.",Where is the football? 
34,hallway,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the kitchen.",Where is the milk? 
35,kitchen,"Answer: In the basket.

Question: Where is the basket?

Answer: On the table.",Where is the apple? 
36,office,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
37,hallway,Answer: In the refrigerator. Question: Where is the refrigerator? Answer: In the kitchen. Question: Where is the kitchen,Where is the milk? 
38,bathroom,"Answer: In the garden.

Question: Where is the garden?

Answer: In the milk.",Where is the milk? 
39,bathroom,Answer: In the refrigerator. Question: Where is the refrigerator? Answer: In the kitchen. Question: Where is the kitchen,Where is the milk? 
40,bathroom,Answer: In the cave. Question: What is the football? Answer: A ball. Question: Who is the football?,Where is the football? 
41,hallway,"Answer: In the hallway.

Question: Where is the ball?

Answer: In the hallway.",Where is the football? 
42,garden,"Answer: In the garden.

Question: Where is the garden?

Answer: In the garden.",Where is the apple? 
43,bedroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the kitchen.",Where is the apple? 
44,kitchen,Answer: In the cow. Question: Where is the cow? Answer: In the field. Question: Where is the field,Where is the milk? 
45,bedroom,"Answer: In the refrigerator.

Question: Where is the refrigerator?

Answer: In the kitchen.",Where is the milk? 
46,hallway,Answer: In the basket. Question: Where is the basket? Answer: In the kitchen. Question: Where is the kitchen,Where is the apple? 
47,garden,Answer: In the cow. Question: Where is the cow? Answer: In the barn. Question: Where is the barn,Where is the milk? 
48,kitchen,"Answer: In the garden.

“He’s the one!” answered Sam. “And he’s",Where is the football? 
49,bathroom,"Answer: The football is in the bathroom.

Question: Where is the football?

Answer: The",Where is the football? 
50,garden,"Answer: In the refrigerator.

Question: Where is the refrigerator? Answer: In the kitchen.

Question:",Where is the milk? 
51,bedroom,"Answer: In the basket.

Question: Where is the basket?

Answer: In the hall.",Where is the apple? 
52,hallway,"Answer: In the refrigerator.




[Decoration]


XIV. _THE GREAT SC",Where is the milk? 
53,hallway,"Answer: In the hallway.









End of the Project Gutenberg EBook",Where is the milk? 
54,office,Answer: In the refrigerator. Question: Where is the refrigerator? Answer: In the kitchen. Question: Where is the kitchen,Where is the milk? 
55,kitchen,"Answer: In the basket.

""I am glad you are a good girl,"" said Harry, as",Where is the apple? 
56,bathroom,"Answer: In the cow.

Question: Where is the butter?

Answer: In the cow.",Where is the milk? 
57,bathroom,Answer: In the refrigerator. Question: Where is the refrigerator? Answer: In the kitchen. Question: Where is the kitchen,Where is the milk? 
58,office,"Answer: The football is in the hallway.

Question: Where is the football?

Answer: The",Where is the football? 
59,garden,Answer: In the garden.,Where is the football? 
60,kitchen,Answer: In the basket. Question: Where is the basket? Answer: In the basket. Question: Where is the basket,Where is the apple? 
61,bathroom,"Answer: In the basket.

Question: Where is the basket?

Answer: On the table.",Where is the apple? 
62,garden,"Answer: In the kitchen.

Question: Where is the milk? Answer: In the kitchen.

Question:",Where is the football? 
63,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
64,bathroom,"Answer: In the refrigerator.




[Illustration: THE BATTLE OF THE WILDERNESS",Where is the milk? 
65,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
66,bedroom,"Answer: In the office.











End of the Project Gutenberg",Where is the football? 
67,garden,"Answer: In the hallway. I am, etc.,

      A. FORBES-MITCHELL.",Where is the football? 
68,bedroom,Answer: In the pocket of the overcoat. Question: Where is the overcoat? Answer: On the back of the,Where is the football? 
69,bathroom,Answer: In the basket. Question: Where is the apple? Answer: In the basket. Question: Where is the apple,Where is the apple? 
70,garden,"Answer: In the kitchen.

of urine is measured out, a few drops of a saturated solution of pic",Where is the milk? 
71,office,"Answer: In the milk-house.

_s._  _d._
                            {Case                 0",Where is the milk? 
72,office,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
73,hallway,Answer: In the box. Question: Where is the box? Answer: In the house. Question: Where is the house,Where is the football? 
74,garden,"Answer: In the garden.

Question: Where is the milk?

Answer: In the garden.",Where is the football? 
75,office,"Answer: In the refrigerator.

Question: Where is the refrigerator?

Answer: In the kitchen.",Where is the milk? 
76,kitchen,Answer: In the lake. Question: Where is the oar? Answer: In the lake. Question: Where is the,Where is the football? 
77,office,Answer: In the cow. Question: Where is the cow? Answer: In the field. Question: Where is the field,Where is the milk? 
78,kitchen,"Answer: In the kitchen.

on his window-blind, 'Coningsby,' instead of '",Where is the apple? 
79,kitchen,"Answer: In the pocket of the man who is
talking to the girl. Question: What is the girl doing?",Where is the football? 
80,office,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
81,kitchen,"Answer: In the basket.

Question: Where is the apple? Answer: In the basket.

Question:",Where is the apple? 
82,office,"Answer: In the hallway.

Question: Where is the apple?

Answer: In the hallway.",Where is the apple? 
83,bathroom,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the football? 
84,bathroom,"Answer: In the gas office.

Question: What is the gas office?

Answer: The gas",Where is the football? 
85,office,Answer: In the refrigerator. Question: Where is the refrigerator? Answer: In the kitchen. Question: Where is the kitchen,Where is the milk? 
86,bathroom,Answer: In the mind of the one who thinks it. Question: Where is the blind babe? Answer: In the mind,Where is the apple? 
87,bedroom,"Answer: In the kitchen.




CHAPTER II.

The Laird of Gandercleugh.",Where is the milk? 
88,hallway,"of modern warfare to the Boer burghers. The result of this instruction
has been the creation of a military system that",Where is the apple? 
89,bedroom,"Answer: In the refrigerator.

Question: Where is the refrigerator?

Answer: In the kitchen.",Where is the milk? 
90,bedroom,"Answer: In the kitchen.

Question: Where is the apple? Answer: In the kitchen.

Question:",Where is the apple? 
91,bathroom,Answer: In the garden.,Where is the football? 
92,bedroom,"by the Theban kings of the eighteenth dynasty, who reigned over all
Egypt for 393 years",Where is the football? 
93,bedroom,Answer: The football is in the bedroom. Question: Where is the football? Answer: The football is in the bedroom.,Where is the football? 
94,bedroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the kitchen.",Where is the apple? 
95,kitchen,Answer: In the kitchen.,Where is the football? 
96,garden,Answer: In the refrigerator. Question: Where is the refrigerator? Answer: In the kitchen. Question: Where is the kitchen,Where is the milk? 
97,office,Answer: In the refrigerator. Question: Where is the milk? Answer: In the refrigerator. Question: Where is the milk,Where is the milk? 
98,bedroom,Answer: In the hallway. Question: Where is the milk? Answer: In the hallway. Question: Where is the milk,Where is the milk? 
99,kitchen,Answer: The apple is on the table. Question: Where is the apple? Answer: The apple is on the table.,Where is the apple? 
