Unnamed: 0,target,output,question
89,kitchen,"Answer: hallway

Context: The kitchen is east of the bedroom. The hallway is west of the bedroom.",What is the bedroom west of?
90,office,"Answer: office

Context: The kitchen is west of the bedroom. The bedroom is west of the bathroom.",What is the bathroom south of?
91,office,"Answer: office

Context: The kitchen is west of the bedroom. The office is east of the bedroom.",What is east of the bedroom?
92,bedroom,"Answer: bedroom

Question: What is north of the hallway?
Answer: bedroom

Question: What is",What is south of the office?
93,bathroom,"Answer: bathroom

Context: The kitchen is east of the bathroom. The bathroom is east of the garden.",What is the garden west of?
94,garden,"Answer: garden

Context: The garden is east of the bedroom. The kitchen is west of the bedroom.",What is the bedroom west of?
95,hallway,"Answer: hallway

Context: The garden is north of the kitchen. The hallway is north of the garden.",What is north of the garden?
96,bedroom,"Answer: bathroom

Context: The kitchen is west of the bedroom. The bathroom is east of the bedroom.",What is the kitchen west of?
97,kitchen,"Answer: kitchen

Context: The office is west of the kitchen. The kitchen is west of the bedroom.",What is west of the bedroom?
98,bathroom,"Answer: office

Context: The bathroom is south of the kitchen. The office is south of the bathroom.",What is the kitchen north of?
99,garden,"Answer: bedroom

Question: What is the garden south of?
Answer: office

Question: What is",What is the office north of?
100,bedroom,"Answer: garden

Question: What is west of the bedroom?
Answer: garden

Question: What is",What is east of the hallway?
101,kitchen,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is south of the hallway?
102,bedroom,"Answer: bedroom

Question: What is the office east of?
Answer: bathroom

Question: What is",What is the office west of?
103,bathroom,"Answer: garden

Context: The kitchen is south of the garden. The bathroom is south of the kitchen.",What is the kitchen north of?
104,hallway,"Answer: hallway

Context: The garden is north of the bedroom. The kitchen is south of the bedroom.",What is west of the bedroom?
105,bedroom,"Answer: garden

Context: The bedroom is west of the kitchen. The garden is east of the kitchen.",What is west of the kitchen?
106,office,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the kitchen south of?
107,bathroom,"Answer: bedroom

Context: The kitchen is north of the garden. The garden is north of the bedroom.",What is west of the garden?
108,bedroom,"Answer: bedroom

Context: The kitchen is west of the bedroom. The bedroom is west of the bathroom.",What is the bathroom south of?
109,bathroom,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the kitchen west of?
110,garden,"Answer: garden

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen",What is the hallway west of?
111,hallway,"Answer: bathroom

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the kitchen south of?
112,office,"Answer: office

Question: What is north of the bathroom?
Answer: bedroom

Question: What is",What is south of the bathroom?
113,hallway,"Answer: bedroom

Question: What is the office east of?
Answer: hallway

Question: What is",What is the office west of?
114,bedroom,"Answer: bedroom

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the kitchen north of?
115,office,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the garden east of?
116,bedroom,"Answer: bedroom

Context: The kitchen is west of the bedroom. The bathroom is east of the bedroom.",What is the hallway south of?
117,bedroom,"Answer: bedroom

Context: The kitchen is south of the bedroom. The kitchen is north of the hallway.",What is the garden west of?
118,hallway,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is north of the office?
119,office,"Answer: office

Question: What is east of the kitchen?
Answer: office

Question: What is",What is west of the hallway?
120,bedroom,"Answer: bedroom

Context: The kitchen is north of the bedroom. The hallway is south of the kitchen.",What is the bathroom north of?
121,kitchen,"Answer: bedroom

Context: The bedroom is south of the kitchen. The kitchen is south of the hallway.",What is the hallway north of?
122,office,"Answer: office

Context: The kitchen is west of the bathroom. The office is east of the bathroom.",What is east of the bathroom?
123,bathroom,"Answer: bathroom

Question: What is south of the office?
Answer: bathroom

Question: What is",What is north of the hallway?
124,bathroom,"Answer: hallway

Context: The kitchen is west of the bedroom. The bathroom is east of the bedroom.",What is the bedroom north of?
125,kitchen,"Answer: office

Context: The kitchen is west of the garden. The office is west of the kitchen.",What is west of the garden?
126,bathroom,"Answer: garden

Context: The garden is north of the bathroom. The bathroom is north of the kitchen.",What is north of the kitchen?
127,hallway,"Answer: garden

Question: What is the bedroom west of?
Answer: hallway

Question: What is",What is the bedroom east of?
128,garden,"Answer: kitchen

Question: What is the garden south of?
Answer: bedroom

Question: What is",What is the bedroom south of?
129,hallway,"Answer: hallway

Context: The kitchen is north of the bedroom. The bathroom is south of the bedroom.",What is east of the bathroom?
130,garden,"Answer: hallway

Question: What is the bedroom west of?
Answer: garden

Question: What is",What is the bedroom east of?
131,kitchen,"Answer: bedroom

Context: The kitchen is south of the bathroom. The bathroom is south of the bedroom.",What is south of the bathroom?
132,kitchen,"Answer: kitchen

Question: What is west of the garden?
Answer: bathroom

Question: What is",What is east of the garden?
133,bathroom,"Answer: bathroom

Question: What is the office west of?
Answer: bathroom

Question: What is",What is the hallway east of?
134,office,"Answer: bedroom

Context: The kitchen is north of the bedroom. The bedroom is north of the office.",What is the hallway east of?
135,kitchen,"Answer: bedroom

Context: The kitchen is west of the garden. The bedroom is west of the kitchen.",What is the garden east of?
136,bathroom,"Answer: kitchen

Question: What is the bathroom south of?
Answer: bedroom

Question: What is",What is the bedroom south of?
137,hallway,"Answer: hallway

Context: The bedroom is north of the kitchen. The kitchen is north of the hallway.",What is the garden east of?
138,kitchen,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is south of the hallway?
139,hallway,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is west of the kitchen?
140,kitchen,"Answer: bathroom

Context: The kitchen is north of the garden. The bathroom is north of the kitchen.",What is north of the garden?
141,office,"Answer: bathroom

Context: The bedroom is north of the kitchen. The bathroom is south of the kitchen.",What is the kitchen west of?
142,bathroom,"Answer: garden

Context: The garden is north of the kitchen. The bathroom is south of the kitchen.",What is the kitchen north of?
143,bathroom,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is east of the kitchen?
144,bathroom,"Answer: bathroom

Question: What is west of the garden?
Answer: bedroom

Question: What is",What is east of the garden?
145,kitchen,"Answer: garden

Context: The bedroom is west of the kitchen. The bedroom is east of the garden.",What is the office south of?
146,hallway,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the kitchen north of?
147,hallway,"Answer: hallway

Context: The kitchen is north of the bedroom. The hallway is north of the kitchen.",What is the bedroom west of?
148,bathroom,"Answer: kitchen

Question: What is the kitchen west of?
Answer: bathroom

Question: What is",What is the office west of?
149,hallway,"Answer: hallway

Context: The kitchen is south of the bedroom. The bedroom is south of the bathroom.",What is the office south of?
150,bathroom,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is north of the hallway?
151,garden,"Answer: hallway

Question: What is the garden west of?
Answer: bedroom

Question: What is",What is the bathroom east of?
152,kitchen,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the bathroom east of?
153,hallway,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is south of the kitchen?
154,hallway,"Answer: hallway

Context: The kitchen is west of the bedroom. The bedroom is north of the office.",What is south of the office?
155,garden,"Answer: garden

Context: The garden is east of the bedroom. The bedroom is east of the hallway.",What is the bedroom west of?
156,office,"Answer: office

Context: The kitchen is west of the bathroom. The bedroom is east of the bathroom.",What is south of the bedroom?
157,bathroom,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is north of the garden?
158,garden,"Answer: office

Context: The garden is west of the bedroom. The office is east of the bedroom.",What is the bedroom east of?
159,bedroom,"Answer: bedroom

Question: What is north of the kitchen?
Answer: bathroom

Question: What is",What is south of the kitchen?
160,hallway,"Answer: bedroom

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the office south of?
161,bathroom,"Answer: bedroom

Question: What is south of the garden?
Answer: bathroom

Question: What is",What is north of the garden?
162,hallway,"Answer: garden

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen",What is east of the bathroom?
163,hallway,"Answer: hallway

Context: The kitchen is north of the bedroom. The bedroom is north of the bathroom.",What is the office east of?
164,bathroom,"Answer: garden

Question: What is the office east of?
Answer: bathroom

Question: What is",What is the office west of?
165,kitchen,"Answer: hallway

Context: The kitchen is west of the bedroom. The hallway is west of the kitchen.",What is west of the bedroom?
166,office,"Answer: bedroom

Context: The kitchen is south of the hallway. The bedroom is south of the kitchen.",What is north of the hallway?
167,garden,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the office north of?
168,kitchen,"Answer: kitchen

Context: The bedroom is north of the hallway. The kitchen is south of the hallway.",What is west of the hallway?
169,bedroom,"Answer: hallway

Context: The garden is north of the hallway. The bedroom is north of the garden.",What is the garden south of?
170,hallway,"Answer: office

Context: The kitchen is west of the bedroom. The hallway is east of the bedroom.",What is the bedroom north of?
171,bathroom,"Answer: bedroom

Question: What is the bathroom west of?
Answer: hallway

Question: What is",What is the hallway west of?
172,kitchen,"Answer: office

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen",What is north of the garden?
173,hallway,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the bathroom north of?
174,bathroom,"Answer: bathroom

Context: The kitchen is north of the hallway. The bedroom is north of the kitchen.",What is south of the office?
175,office,"Answer: office

Context: The kitchen is west of the bathroom. The office is east of the bathroom.",What is east of the bathroom?
176,hallway,"Answer: garden

Context: The garden is west of the bedroom. The hallway is east of the bedroom.",What is the bedroom west of?
177,hallway,"Answer: kitchen

Context: The bedroom is west of the kitchen. The hallway is east of the kitchen.",What is the office south of?
178,kitchen,"Answer: kitchen

Example:
The bedroom is north of the kitchen. The kitchen is south of the office",What is south of the office?
179,bathroom,"Answer: office

Question: What is the garden north of?
Answer: bathroom

Question: What is",What is the garden south of?
180,hallway,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the bedroom north of?
181,bathroom,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is east of the hallway?
182,bedroom,"Answer: bedroom

Question: What is the bedroom west of?
Answer: hallway

Question: What is",What is the hallway west of?
183,bathroom,"Answer: office

Context: The kitchen is north of the bedroom. The bedroom is north of the bathroom.",What is south of the garden?
184,bedroom,"Answer: garden

Question: What is the bedroom west of?
Answer: office

Question: What is",What is the office west of?
185,bathroom,"Answer: bathroom

Context: The kitchen is west of the bathroom. The bathroom is west of the bedroom.",What is west of the bedroom?
186,garden,"Answer: garden

Context: The garden is east of the office. The garden is west of the bathroom.",What is the office west of?
187,garden,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is south of the bedroom?
188,kitchen,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is south of the office?
189,hallway,"Answer: office

Context: The kitchen is north of the bedroom. The bathroom is south of the bedroom.",What is east of the bathroom?
190,bathroom,"Answer: bathroom

Context: The garden is east of the bedroom. The bedroom is east of the kitchen.",What is the kitchen east of?
191,bathroom,"Answer: bedroom

Context: The kitchen is north of the bedroom. The bathroom is north of the kitchen.",What is the office east of?
192,bedroom,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the office south of?
193,office,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the kitchen south of?
194,bedroom,"Answer: bedroom

Context: The kitchen is north of the garden. The garden is north of the hallway.",What is east of the garden?
195,office,"Answer: office

Context: The kitchen is south of the bedroom. The bedroom is south of the living room.",What is east of the bathroom?
196,kitchen,"Answer: garden

Context: The kitchen is north of the hallway. The garden is south of the hallway.",What is north of the hallway?
197,office,"Answer: bedroom

Question: What is the bedroom south of?
Answer: office

Question: What is",What is the kitchen south of?
198,garden,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is south of the hallway?
199,kitchen,"Answer: kitchen

Context: The bedroom is west of the kitchen. The bedroom is east of the bathroom.",What is the bathroom south of?
200,bedroom,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the hallway south of?
201,hallway,"Answer: hallway

Context: The garden is east of the kitchen. The hallway is east of the garden.",What is east of the garden?
202,office,"Answer: office

Context: The kitchen is west of the bedroom. The bedroom is west of the bathroom.",What is the bathroom north of?
203,kitchen,"Answer: kitchen

Context: The bedroom is north of the kitchen. The bedroom is south of the hallway.",What is west of the hallway?
204,office,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the bathroom east of?
205,garden,"Answer: bathroom

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the bedroom east of?
206,garden,"Answer: garden

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen",What is the office north of?
207,garden,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the office north of?
208,garden,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is south of the office?
209,bathroom,"Answer: garden

Context: The bathroom is south of the kitchen. The kitchen is south of the garden.",What is south of the kitchen?
210,office,"Answer: garden

Example:
The garden is north of the bedroom. The office is south of the bedroom",What is south of the bedroom?
211,kitchen,"Answer: hallway

Question: What is the kitchen west of?

Answer: office

Question:",What is the office east of?
212,office,"Answer: garden

Context: The office is west of the bedroom. The bedroom is west of the kitchen.",What is west of the bedroom?
213,hallway,"Answer: bathroom

Context: The kitchen is west of the bedroom. The bathroom is east of the bedroom.",What is the bedroom south of?
214,hallway,"Answer: bathroom

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the kitchen south of?
215,bedroom,"Answer: bedroom

Context: The kitchen is north of the bedroom. The bedroom is north of the bathroom.",What is west of the hallway?
216,bedroom,"Answer: garden

Question: What is east of the garden?
Answer: bedroom

Question: What is",What is west of the office?
217,hallway,"Answer: garden

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen",What is east of the bathroom?
218,office,"Answer: bathroom

Question: What is the garden north of?
Answer: office

Question: What is",What is the garden south of?
219,hallway,"Answer: garden

Context: The garden is east of the hallway. The hallway is east of the office.",What is east of the office?
220,office,"Answer: office

Context: The kitchen is north of the bedroom. The office is south of the bedroom.",What is south of the bedroom?
221,kitchen,"Answer: hallway

Context: The kitchen is west of the bedroom. The bedroom is west of the hallway.",What is west of the bedroom?
222,kitchen,"Answer: bathroom

Context: The bedroom is north of the kitchen. The kitchen is north of the garden.",What is west of the garden?
223,bedroom,"Answer: hallway

Question: What is the bedroom west of?
Answer: bathroom

Question: What is",What is the bathroom west of?
224,kitchen,"Answer: garden

Context: The garden is west of the office. The kitchen is east of the office.",What is the office west of?
225,hallway,"Answer: hallway

Context: The kitchen is east of the garden. The hallway is west of the garden.",What is the garden east of?
226,hallway,"Answer: bathroom

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is north of the kitchen?
227,kitchen,"Answer: bedroom

Question: What is the garden south of?
Answer: kitchen

Question: What is",What is the garden north of?
228,hallway,"Answer: hallway

Context: The kitchen is north of the garden. The hallway is south of the garden.",What is the garden north of?
229,kitchen,"Answer: kitchen

Context: The kitchen is west of the bedroom. The bathroom is east of the bedroom.",What is west of the bedroom?
230,garden,"Answer: garden

Example:
The garden is west of the bedroom. The bedroom is west of the kitchen",What is north of the hallway?
231,garden,"Answer: garden

Context: The kitchen is north of the garden. The garden is north of the hallway.",What is the hallway west of?
232,hallway,"Answer: office

Question: What is the bathroom west of?
Answer: hallway

Question: What is",What is the bathroom east of?
233,bedroom,"Answer: bedroom

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the kitchen south of?
234,bathroom,"Answer: garden

Context: The garden is east of the bathroom. The bathroom is east of the office.",What is the office west of?
235,kitchen,"Answer: bathroom

Context: The kitchen is east of the bedroom. The bedroom is east of the bathroom.",What is east of the bedroom?
236,office,"Answer: office

Context: The garden is west of the bedroom. The office is east of the bedroom.",What is east of the bedroom?
237,bathroom,"Answer: bathroom

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is east of the kitchen?
238,bedroom,"Answer: garden

Context: The bedroom is east of the garden. The bedroom is west of the kitchen.",What is west of the kitchen?
239,office,"Answer: office

Context: The bathroom is south of the office. The office is south of the kitchen.",What is the kitchen north of?
240,garden,"Answer: garden

Context: The kitchen is south of the garden. The garden is south of the bedroom.",What is north of the bedroom?
241,bathroom,"Answer: bathroom

Context: The bathroom is east of the kitchen. The kitchen is east of the hallway.",What is east of the kitchen?
242,office,"Answer: office

Question: What is south of the garden?
Answer: bathroom

Question: What is",What is north of the garden?
243,bedroom,"Answer: bathroom

Question: What is the bedroom north of?
Answer: hallway

Question: What is",What is the hallway south of?
244,office,"Answer: office

Context: The kitchen is east of the bathroom. The office is east of the kitchen.",What is the kitchen west of?
245,garden,"Answer: garden

Context: The kitchen is south of the garden. The garden is south of the bedroom.",What is south of the bedroom?
246,garden,"Answer: garden

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is west of the office?
247,kitchen,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the garden north of?
248,office,"Answer: office

Context: The bedroom is south of the kitchen. The kitchen is south of the living room",What is west of the kitchen?
249,bedroom,"Answer: bedroom

Context: The kitchen is south of the bedroom. The bedroom is south of the office.",What is the hallway west of?
250,office,"Answer: office

Question: What is north of the bathroom?
Answer: bedroom

Question: What is",What is south of the bathroom?
251,kitchen,"Answer: garden

Context: The garden is east of the bedroom. The kitchen is west of the bedroom.",What is west of the bedroom?
252,office,"Answer: office

Context: The kitchen is north of the hallway. The office is south of the hallway.",What is the hallway north of?
253,bedroom,"Answer: garden

Context: The garden is east of the bedroom. The bedroom is east of the hallway.",What is east of the hallway?
254,office,"Answer: office

Context: The kitchen is north of the bedroom. The bedroom is north of the bathroom.",What is south of the bathroom?
255,hallway,"Answer: hallway

Context: The kitchen is north of the hallway. The hallway is north of the bedroom.",What is the bedroom north of?
256,bathroom,"Answer: hallway

Context: The garden is west of the hallway. The bathroom is west of the garden.",What is the garden east of?
257,kitchen,"Answer: hallway

Context: The garden is west of the bedroom. The bedroom is west of the kitchen.",What is the bathroom north of?
