,target,output,result,question
51,bedroom, The apple is there.,0.0,Where is the apple? 
52,hallway, The milk is in the fridge.,0.0,Where is the milk? 
53,hallway, The milk is in the fridge.,0.0,Where is the milk? 
54,office, The milk is in the fridge.,0.0,Where is the milk? 
55,kitchen, Where is the apple?,0.0,Where is the apple? 
56,bathroom, John picked up the milk there.,0.0,Where is the milk? 
57,bathroom, I don't know.,0.0,Where is the milk? 
58,office, The football is on the ground.,0.0,Where is the football? 
59,garden, There is a football on the ground.,0.0,Where is the football? 
60,kitchen, The apple is on the table.,0.0,Where is the apple? 
61,bathroom, The apple is there.,0.0,Where is the apple? 
62,garden," It is not there.  The Epeira has
carried it off.

The figure",0.0,Where is the football? 
63,bathroom, It's in the fridge.,0.0,Where is the milk? 
64,bathroom, It's in the fridge.,0.0,Where is the milk? 
65,hallway, The milk is in the barn.,0.0,Where is the milk? 
66,bedroom," I don't know.  I didn't see it.

I don't know.  I",0.0,Where is the football? 
67,garden, The football is there.,0.0,Where is the football? 
68,bedroom, It's on the field.,0.0,Where is the football? 
69,bathroom, There.,0.0,Where is the apple? 
70,garden, There is the milk there.,0.0,Where is the milk? 
71,office, There is the milk.,0.0,Where is the milk? 
72,office," It is on the ground, near the goal.

The Epeira, who has been watching",0.0,Where is the football? 
73,hallway," I don't see it.

[_Looking around._]  It's not here.

[_Looking",0.0,Where is the football? 
74,garden, The football is in the corner.,0.0,Where is the football? 
75,office," The milk is in the pail.

Where is the pail?  The pail is",0.0,Where is the milk? 
76,kitchen, There is a football on the field.,0.0,Where is the football? 
77,office, Daniel grabbed the milk there.,0.0,Where is the milk? 
78,kitchen, There,0.0,Where is the apple? 
79,kitchen," He
threw it away.

He was
a good deal excited and I think he was",0.0,Where is the football? 
80,office, Daniel dropped the football.,0.0,Where is the football? 
81,kitchen, The apple is on the table.,0.0,Where is the apple? 
82,office," It is electrically controlled, with its pipes running all around the room, so as to give",0.0,Where is the apple? 
83,bathroom," I don't know.  I didn't see it.  I didn't
hear it",0.0,Where is the football? 
84,bathroom, There is a football at the northeast corner.,0.0,Where is the football? 
85,office, The milk is in the refrigerator.,0.0,Where is the milk? 
86,bathroom, Where is the apple?,0.0,Where is the apple? 
87,bedroom," He
picked up the milk-pails and went out.

The milkman was
coming up",0.0,Where is the milk? 
88,hallway, There.,0.0,Where is the apple? 
89,bedroom, I drank it.,0.0,Where is the milk? 
90,bedroom, The apple is there.,0.0,Where is the apple? 
91,bathroom, The football is there.,0.0,Where is the football? 
92,bedroom, John discarded the football.,0.0,Where is the football? 
93,bedroom, The football is in John's chest.,0.0,Where is the football? 
94,bedroom, The apple is on the table.,0.0,Where is the apple? 
95,kitchen, The ball is in his chest and probably lodged near his lungs.,0.0,Where is the football? 
96,garden, There.,0.0,Where is the milk? 
97,office, The milk is there.,0.0,Where is the milk? 
98,bedroom, The milk is there.,0.0,Where is the milk? 
99,kitchen, The apple is in the orchard.,0.0,Where is the apple? 
