,target,output,result,question
343,apple, Fred gave the apple to Bill.,1.0,What did Fred give to Bill? 
344,apple, The apple,1.0,What did Fred give to Bill? 
345,milk, Mary gave milk to Jeff.,1.0,What did Mary give to Jeff? 
346,Mary, Mary,1.0,Who gave the milk to Jeff? 
347,Jeff, Mary,0.0,Who gave the milk? 
348,Fred, Jeff,0.0,Who received the milk? 
349,Jeff, Jeff,1.0,Who gave the milk to Fred? 
350,Jeff, Jeff,1.0,Who gave the milk? 
351,Mary, Jeff,0.0,Who gave the milk to Bill? 
352,milk, Bill gave the milk to Jeff.,1.0,What did Bill give to Jeff? 
353,Bill, Bill,1.0,Who received the milk? 
354,milk, Jeff gave the milk to Bill.,1.0,What did Jeff give to Bill? 
355,Bill, Bill,1.0,Who gave the milk? 
356,Bill, Bill,1.0,Who gave the milk to Fred? 
357,Bill, Bill,1.0,Who gave the milk to Fred? 
358,apple, Jeff gave the apple to Fred.,1.0,What did Jeff give to Fred? 
359,Fred, Jeff gave the apple to Fred.,1.0,Who did Jeff give the apple to? 
360,Mary, Jeff gave the apple to Mary.,1.0,Who received the apple? 
361,Bill, Mary gave the apple to Bill.,1.0,Who did Mary give the apple to? 
362,apple, The apple,1.0,What did Mary give to Bill? 
363,Mary, Mary,1.0,Who did Bill give the apple to? 
364,Bill, Bill,1.0,Who received the apple? 
365,Jeff, Jeff,1.0,Who received the apple? 
366,Jeff, Fred,0.0,Who gave the apple? 
367,Bill, Bill,1.0,Who received the football? 
368,Bill, Bill,1.0,Who received the football? 
369,Bill, Bill,1.0,Who did Mary give the football to? 
370,Fred, Mary gave the football to Fred.,1.0,Who did Mary give the football to? 
371,Mary, Mary,1.0,Who gave the football to Fred? 
372,Fred, Mary,0.0,Who gave the football to Mary? 
373,Jeff, Mary gave the football to Fred.,0.0,Who did Mary give the football to? 
374,football, Mary gave the football to Jeff.,1.0,What did Mary give to Jeff? 
375,Fred, Bill,0.0,Who received the apple? 
376,Fred, Mary,0.0,Who gave the apple? 
377,Bill, Bill,1.0,Who gave the apple? 
378,apple, Fred gave an apple to Bill.,1.0,What did Fred give to Bill? 
379,Fred, Bill gave the apple to Fred.,1.0,Who did Bill give the apple to? 
380,milk, Milk,1.0,What did Mary give to Bill? 
381,Bill, Bill gave the milk to Mary.,1.0,Who gave the milk? 
382,milk, Mary gave the milk to Fred.,1.0,What did Mary give to Fred? 
383,milk, milk,1.0,What did Fred give to Mary? 
384,milk, milk,1.0,What did Fred give to Mary? 
385,football, Bill gave the football to Mary.,1.0,What did Bill give to Mary? 
386,Mary, Mary,1.0,Who did Bill give the football to? 
387,football, Fred gave the football to Mary.,1.0,What did Fred give to Mary? 
388,Fred, Mary gave the football to Fred.,1.0,Who did Mary give the football to? 
389,Mary, Mary,1.0,Who gave the football? 
390,Fred, Jeff gave the apple to Fred.,1.0,Who gave the apple? 
391,apple, Jeff gave the apple to Fred.,1.0,What did Fred give to Jeff? 
392,Fred, Jeff.,0.0,Who received the apple? 
393,Fred, Jeff,0.0,Who received the apple? 
394,Jeff, Jeff,1.0,Who gave the apple to Fred? 
395,Mary, Bill,0.0,Who gave the apple? 
396,Bill, Mary gave the apple to Bill.,1.0,Who did Mary give the apple to? 
397,Fred, Mary,0.0,Who gave the apple to Bill? 
398,Fred, Bill gave the apple to Fred.,1.0,Who did Bill give the apple to? 
399,Fred, Mary,0.0,Who received the apple? 
400,Mary, Mary,1.0,Who gave the football to Fred? 
401,Fred, Fred,1.0,Who did Mary give the football to? 
402,Fred, Mary gave the football to Fred.,1.0,Who did Mary give the football to? 
403,Fred, Jeff,0.0,Who gave the apple to Jeff? 
404,apple, The apple,1.0,What did Fred give to Jeff? 
405,apple, Fred gave the apple to Bill.,1.0,What did Fred give to Bill? 
406,Fred, Fred,1.0,Who gave the apple? 
407,Fred, Bill,0.0,Who received the apple? 
408,Fred, Bill,0.0,Who gave the apple to Jeff? 
409,apple, Fred gave the apple to Jeff.,1.0,What did Fred give to Jeff? 
410,milk, Bill gave milk to Jeff.,1.0,What did Bill give to Jeff? 
411,Jeff, Jeff,1.0,Who gave the milk to Bill? 
412,milk, Jeff gave Bill the milk.,1.0,What did Jeff give to Bill? 
413,milk, Jeff gave the milk to Bill.,1.0,What did Jeff give to Bill? 
414,Jeff, Jeff,1.0,Who gave the milk to Mary? 
415,milk, Milk,1.0,What did Fred give to Jeff? 
416,milk, Jeff gave the milk to Fred.,1.0,What did Jeff give to Fred? 
417,Fred, Fred,1.0,Who received the milk? 
418,Jeff, Fred gave the milk to Jeff.,1.0,Who did Fred give the milk to? 
419,Jeff, Jeff,1.0,Who gave the milk to Fred? 
420,Fred, Mary,0.0,Who gave the football? 
421,Fred, Mary,0.0,Who received the football? 
422,football, Mary gave the football to Fred.,1.0,What did Mary give to Fred? 
423,football, Mary gave the football to Fred.,1.0,What did Mary give to Fred? 
424,Fred, Mary,0.0,Who gave the football to Mary? 
425,apple, Fred gave the apple to Bill.,1.0,What did Fred give to Bill? 
426,Fred, Bill,0.0,Who received the apple? 
427,apple, Fred gave the apple to Mary.,1.0,What did Fred give to Mary? 
428,Fred, Mary,0.0,Who received the apple? 
429,Mary, Mary,1.0,Who gave the apple? 
430,Jeff, Jeff,1.0,Who did Fred give the apple to? 
431,apple, The apple,1.0,What did Fred give to Jeff? 
432,Fred, Fred,1.0,Who gave the apple to Jeff? 
433,Jeff, Jeff,1.0,Who received the apple? 
434,Mary, Mary,1.0,Who received the football? 
435,apple, The apple,1.0,What did Bill give to Mary? 
436,Mary, Mary,1.0,Who did Bill give the apple to? 
437,Fred, Mary,0.0,Who gave the apple? 
438,Fred, Mary,0.0,Who received the apple? 
439,Mary, Mary,1.0,Who gave the apple to Fred? 
440,apple, Mary gave the apple to Bill.,1.0,What did Mary give to Bill? 
441,Mary, Mary,1.0,Who did Bill give the apple to? 
442,apple, The apple,1.0,What did Bill give to Mary? 
443,Mary, Mary,1.0,Who gave the apple? 
444,Mary, Mary,1.0,Who gave the apple? 
445,apple, Mary gave the apple to Fred.,1.0,What did Mary give to Fred? 
446,Fred, Mary gave the apple to Fred.,1.0,Who did Mary give the apple to? 
447,milk, Mary gave the milk to Bill.,1.0,What did Mary give to Bill? 
448,Bill, Mary,0.0,Who received the milk? 
449,milk, The milk,1.0,What did Bill give to Mary? 
450,Mary, Mary,1.0,Who gave the apple to Bill? 
451,apple, Mary gave the apple to Bill.,1.0,What did Mary give to Bill? 
452,Bill, Mary,0.0,Who gave the apple to Fred? 
453,Fred, Mary,0.0,Who gave the apple to Bill? 
454,Bill, Bill,1.0,Who received the apple? 
455,Fred, Fred,1.0,Who did Mary give the milk to? 
456,Mary, Mary,1.0,Who gave the milk? 
457,Fred, Mary gave the milk to Fred.,1.0,Who did Mary give the milk to? 
458,Mary, Mary,1.0,Who gave the milk? 
459,milk, Milk,1.0,What did Fred give to Jeff? 
460,Mary, Mary,1.0,Who gave the milk? 
461,milk, Mary gave the milk to Bill.,1.0,What did Mary give to Bill? 
462,Bill, Jeff gave the football to Bill.,1.0,Who did Jeff give the football to? 
463,football, Jeff gave the football to Bill.,1.0,What did Jeff give to Bill? 
464,football, Jeff gave the football to Bill.,1.0,What did Jeff give to Bill? 
465,Bill, Bill,1.0,Who did Fred give the apple to? 
466,Bill, Bill,1.0,Who gave the apple to Fred? 
467,apple, The apple,1.0,What did Bill give to Fred? 
468,Bill, Bill,1.0,Who gave the apple to Fred? 
469,Jeff, Bill,0.0,Who gave the apple to Fred? 
470,Fred, Mary,0.0,Who gave the apple? 
471,apple, The apple,1.0,What did Fred give to Mary? 
472,Mary,1,0.0,Who received the apple? 
