,target,output,result,question
46,bedroom, The most recent location of Mary is home.,0.0,Where is Mary? 
47,hallway, The most recent location of Daniel is bedroom.,0.0,Where is Daniel? 
48,garden, The most recent location of Sandra is garden.,1.0,Where is Sandra? 
49,office, The most recent location of Sandra is kitchen.,0.0,Where is Sandra? 
50,bedroom, The most recent location of Mary is the bathroom.,0.0,Where is Mary? 
51,kitchen, The most recent location of Sandra is kitchen.,1.0,Where is Sandra? 
52,kitchen, The most recent location of Sandra is the kitchen.,1.0,Where is Sandra? 
53,garden, The most recent location of Daniel is kitchen.,0.0,Where is Daniel? 
54,garden, The most recent location of Sandra is garden.,1.0,Where is Sandra? 
55,hallway, The most recent location of Daniel is bathroom.,0.0,Where is Daniel? 
56,hallway, The most recent location of Daniel is hallway.,1.0,Where is Daniel? 
57,office, The most recent location of Sandra is office.,1.0,Where is Sandra? 
58,bedroom, The most recent location of Daniel is the court.,0.0,Where is Daniel? 
59,hallway, The most recent location of John is hallway.,1.0,Where is John? 
60,hallway, The most recent location of Daniel is hallway.,1.0,Where is Daniel? 
61,office, The most recent location of Daniel is kitchen.,0.0,Where is Daniel? 
62,garden, The most recent location of Sandra is garden.,1.0,Where is Sandra? 
63,kitchen, The most recent location of John is the city.,0.0,Where is John? 
64,hallway, The most recent location of Daniel is hallway.,1.0,Where is Daniel? 
65,bedroom, The most recent location of John is London.,0.0,Where is John? 
66,kitchen, The most recent location of Daniel is garden.,0.0,Where is Daniel? 
67,bedroom, The most recent location of Mary is garden.,0.0,Where is Mary? 
68,hallway, The most recent location of John is hallway.,1.0,Where is John? 
69,kitchen, The most recent location of John is office.,0.0,Where is John? 
70,bathroom, The most recent location of Daniel is bathroom.,1.0,Where is Daniel? 
71,bedroom, The most recent location of John is M.,0.0,Where is John? 
72,kitchen, The most recent location of Mary is home.,0.0,Where is Mary? 
73,bedroom, The most recent location of John M. is in porta.,0.0,Where is John? 
74,kitchen, The most recent location of Daniel is the kitchen.,1.0,Where is Daniel? 
75,bedroom, The most recent location of Sandra is the garden.,0.0,Where is Sandra? 
76,hallway, The most recent location of Daniel is the hallway.,1.0,Where is Daniel? 
77,bedroom, The most recent location of John C. is bedroom.,1.0,Where is John? 
78,hallway, The most recent location of Daniel is office.,0.0,Where is Daniel? 
79,office, The most recent location of Sandra is office.,1.0,Where is Sandra? 
80,kitchen, The most recent location of Mary is kitchen.,1.0,Where is Mary? 
81,bathroom, The most recent location of Mary is bathroom.,1.0,Where is Mary? 
82,hallway, The most recent location of Daniel is garden.,0.0,Where is Daniel? 
83,kitchen, The most recent location of Sandra is kitchen.,1.0,Where is Sandra? 
84,hallway, The most recent location of John M. is John C.,0.0,Where is John? 
85,bedroom, The most recent location of Mary is the bedroom.,1.0,Where is Mary? 
86,hallway, The most recent location of Mary is hallway.,1.0,Where is Mary? 
87,garden, The most recent location of Daniel is garden.,1.0,Where is Daniel? 
88,bedroom, The most recent location of Mary is the bedroom.,1.0,Where is Mary? 
89,bedroom, The most recent location of Daniel is the door of the court.,0.0,Where is Daniel? 
90,garden, The most recent location of Sandra is garden.,1.0,Where is Sandra? 
91,hallway, The most recent location of Sandra is garden.,0.0,Where is Sandra? 
92,hallway, The most recent location of Daniel is office.,0.0,Where is Daniel? 
93,garden, The most recent location of Mary is garden.,1.0,Where is Mary? 
94,bathroom, The most recent location of Daniel is bathroom.,1.0,Where is Daniel? 
95,hallway, The most recent location of Mary is hallway.,1.0,Where is Mary? 
96,office, The most recent location of John is London.,0.0,Where is John? 
97,hallway, The most recent location of Sandra is kitchen.,0.0,Where is Sandra? 
98,bedroom, The most recent location of Sandra is bedroom.,1.0,Where is Sandra? 
99,garden, The most recent location of Mary is garden.,1.0,Where is Mary? 
