,target,output,result,question
64,hallway, Daniel is in the hallway.,1.0,Where is Daniel? 
65,bedroom, John is in the bedroom.,1.0,Where is John? 
66,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
67,bedroom, Mary is in the garden.,0.0,Where is Mary? 
68,hallway, John is in the hallway.,1.0,Where is John? 
69,kitchen, John is in the office.,0.0,Where is John? 
70,bathroom, Daniel is in the bathroom.,1.0,Where is Daniel? 
71,bedroom, John is in the kitchen.,0.0,Where is John? 
72,kitchen, Mary is in Domenica.,0.0,Where is Mary? 
73,bedroom, John C.,0.0,Where is John? 
74,kitchen, Daniel is in the kitchen.,1.0,Where is Daniel? 
75,bedroom, she is in the bedroom,1.0,Where is Sandra? 
76,hallway, Daniel is in the bedroom.,0.0,Where is Daniel? 
77,bedroom, John C. is in the kitchen.,0.0,Where is John? 
78,hallway, Daniel moved to the office.,0.0,Where is Daniel? 
79,office," Where is Sandra?  Assistant

Where is Sandra?  Assistant

Where is Sandra?  Assistant",0.0,Where is Sandra? 
80,kitchen," Mary is in the kitchen.

Mary is in the kitchen.",1.0,Where is Mary? 
81,bathroom, Mary moved to the bathroom.,1.0,Where is Mary? 
82,hallway, Daniel is in the garden.,0.0,Where is Daniel? 
83,kitchen," I don't know.  She was in the kitchen a minute ago.

        ST.

She's",1.0,Where is Sandra? 
84,hallway, John is in the kitchen.,0.0,Where is John? 
85,bedroom, Mary is in the bedroom.,1.0,Where is Mary? 
86,hallway, She is in the hallway.,1.0,Where is Mary? 
87,garden, Daniel is in the garden.,1.0,Where is Daniel? 
88,bedroom, Mary is in the bathroom.,0.0,Where is Mary? 
89,bedroom, Daniel is in the court.,0.0,Where is Daniel? 
90,garden, She is at the Ann.,0.0,Where is Sandra? 
91,hallway," Sandra is in the hallway.

Where did Sandra go?  Sandra went to the bathroom.

Where",1.0,Where is Sandra? 
92,hallway, Daniel is in the garden.,0.0,Where is Daniel? 
93,garden, Mary is in the garden.,1.0,Where is Mary? 
94,bathroom, Daniel is in the bathroom.,1.0,Where is Daniel? 
95,hallway, Mary is in the hallway.,1.0,Where is Mary? 
96,office, I don't know.  I have not seen him for a long time.,0.0,Where is John? 
97,hallway," I don't know.  She went to the hallway.  I thought she was coming back,",1.0,Where is Sandra? 
98,bedroom, Where is she?  Where is she?  Where is she?  Where is she? ,0.0,Where is Sandra? 
99,garden, Mary is in the garden.,1.0,Where is Mary? 
