,target,output,result,question
42,garden, The apple was in the office before Sandra took it.,0.0,Where was the apple before the office? 
43,bedroom," Before the garden, the apple was in the hands of Mary.",0.0,Where was the apple before the garden? 
44,kitchen, The apple was in the bedroom before Mary discarded it there.,0.0,Where was the apple before the bedroom? 
45,garden," Before John took the apple, it was in the bathroom.",0.0,Where was the apple before the bathroom? 
46,office, The football was in the living room before it was moved to the bedroom.,0.0,Where was the football before the bedroom? 
47,office, The football was in the garden.,0.0,Where was the football before the garden? 
48,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
49,bathroom, The football was in the office before the office.,0.0,Where was the football before the office? 
50,bedroom, The football was in the living room before it was in the kitchen.,0.0,Where was the football before the kitchen? 
51,bedroom, The football was outside the kitchen.,0.0,Where was the football before the kitchen? 
52,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
53,bathroom, The milk was in the hallway before Daniel picked it up.,0.0,Where was the milk before the hallway? 
54,garden, The apple was in the office before Mary went to the office.,0.0,Where was the apple before the office? 
55,garden," Before the kitchen, the football was outside.",0.0,Where was the football before the kitchen? 
56,office," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
57,bathroom, The milk was at the office before the office.,0.0,Where was the milk before the office? 
58,bedroom, The football was in the office.,0.0,Where was the football before the office? 
59,garden, The milk was at the store before it was brought to the office.,0.0,Where was the milk before the office? 
60,garden, In the basement.,0.0,Where was the milk before the office? 
61,garden," Before Mary went to the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
62,hallway, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
63,bathroom," Before the hallway, the apple was in the room.",0.0,Where was the apple before the hallway? 
64,bathroom, The milk was in the fridge.,0.0,Where was the milk before the kitchen? 
65,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the kitchen? 
66,office, The milk was in the fridge.,0.0,Where was the milk before the garden? 
67,hallway, The milk was in the kitchen before the bedroom.,0.0,Where was the milk before the bedroom? 
68,kitchen, The milk was in the kitchen.,1.0,Where was the milk before the bedroom? 
69,kitchen, The milk was in the fridge.,0.0,Where was the milk before the office? 
70,garden, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
71,bedroom, The milk was in the kitchen before it was grabbed by Mary.,0.0,Where was the milk before the kitchen? 
72,hallway," Before the office, the apple was on the table.",0.0,Where was the apple before the office? 
73,office, The milk was in the kitchen before it was put down.,0.0,Where was the milk before the kitchen? 
74,bedroom, The milk was in the fridge.,0.0,Where was the milk before the garden? 
75,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
76,bathroom, The apple was on the table before the maid.,0.0,Where was the apple before the hallway? 
77,bedroom," The milk was in the kitchen before it was left, picked up, dropped, or taken.",0.0,Where was the milk before the kitchen? 
78,bathroom, The apple was in the living room before the hallway.,0.0,Where was the apple before the hallway? 
79,kitchen, The apple was on the table before it was dropped by Daniel.,0.0,Where was the apple before the bathroom? 
80,garden, The apple was in the bedroom before it was left by Daniel.,0.0,Where was the apple before the bedroom? 
81,office, Daniel took the apple from the garden.,0.0,Where was the apple before the garden? 
82,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
83,hallway, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
84,garden," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
85,kitchen, The milk was in the fridge before it was taken by John.,0.0,Where was the milk before the bedroom? 
86,bedroom, The milk was in the kitchen before it was in the hallway.,0.0,Where was the milk before the hallway? 
87,garden, The football was in the bathroom before Sandra got it.,0.0,Where was the football before the bathroom? 
88,garden, Daniel's house,0.0,Where was the football before the hallway? 
89,bathroom, The football was in England before the garden.,0.0,Where was the football before the garden? 
90,office," Before the bathroom, the apple was in the bedroom.",0.0,Where was the apple before the bathroom? 
91,kitchen, The apple was in the office.,0.0,Where was the apple before the office? 
92,bathroom, The football was in the office before the office began.,0.0,Where was the football before the office? 
93,garden, The milk was in the kitchen before Schwitter came in.,0.0,Where was the milk before the kitchen? 
94,office, The football was in the hallway.,0.0,Where was the football before the hallway? 
95,bathroom," Before the kitchen, the apple was in Sandra's possession.",0.0,Where was the apple before the kitchen? 
96,office, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
97,bedroom, The apple was in the living room.,0.0,Where was the apple before the bathroom? 
98,garden," Before the hallway, the football was with Mary.",0.0,Where was the football before the hallway? 
99,bathroom," I'm sorry, but I think you have the cause and effect backwards. The garden did not",0.0,Where was the football before the garden? 
