,target,output,result,question
41,kitchen, The apple was in Mary's hand before she discarded it in the bedroom.,0.0,Where was the apple before the bedroom? 
42,garden, The apple was in the office before Sandra took it.,0.0,Where was the apple before the office? 
43,bedroom, The apple was in the garden.,0.0,Where was the apple before the garden? 
44,kitchen, The apple was in the bedroom before Mary discarded it there.,0.0,Where was the apple before the bedroom? 
45,garden," Before John moved to the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
46,office, The football was in the kitchen before it was moved to the bedroom.,0.0,Where was the football before the bedroom? 
47,office, The football was in the garden.,0.0,Where was the football before the garden? 
48,bathroom, The apple was in the living room before it was moved to the kitchen.,0.0,Where was the apple before the kitchen? 
49,bathroom," Before the office, the football was with Mary.",0.0,Where was the football before the office? 
50,bedroom," Before the kitchen, the football was with John.",0.0,Where was the football before the kitchen? 
51,bedroom, The football was in the living room.,0.0,Where was the football before the kitchen? 
52,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
53,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the hallway? 
54,garden," Before the office, the apple was in the hands of Sandra.",0.0,Where was the apple before the office? 
55,garden, The football was in the kitchen before the kitchen.,0.0,Where was the football before the kitchen? 
56,office," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
57,bathroom, The milk was at Lambeth.,0.0,Where was the milk before the office? 
58,bedroom, The football was in the office before it was picked up by Mary.,0.0,Where was the football before the office? 
59,garden, The milk was at the office before Mary went back to the office.,0.0,Where was the milk before the office? 
60,garden, In the fridge.,0.0,Where was the milk before the office? 
61,garden, The milk was in the kitchen.,0.0,Where was the milk before the hallway? 
62,hallway, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
63,bathroom," Before the hallway, the apple was in the hand of John.",0.0,Where was the apple before the hallway? 
64,bathroom, The milk was in the fridge.,0.0,Where was the milk before the kitchen? 
65,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the kitchen? 
66,office, The milk was in the fridge before the garden.,0.0,Where was the milk before the garden? 
67,hallway, The milk was in the kitchen before the bedroom.,0.0,Where was the milk before the bedroom? 
68,kitchen, The milk was in the kitchen.,1.0,Where was the milk before the bedroom? 
69,kitchen, The milk was in the fridge.,0.0,Where was the milk before the office? 
70,garden, The milk was on the counter before Daniel put it down in the bathroom.,0.0,Where was the milk before the bathroom? 
71,bedroom, The milk was in the kitchen before it was grabbed by Mary.,0.0,Where was the milk before the kitchen? 
72,hallway, The apple was in the office.,0.0,Where was the apple before the office? 
73,office, The milk was at the store before it was brought to the kitchen.,0.0,Where was the milk before the kitchen? 
74,bedroom, The milk was in the fridge.,0.0,Where was the milk before the garden? 
75,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
76,bathroom, The apple was in the hallway before Daniel dropped it.,0.0,Where was the apple before the hallway? 
77,bedroom," Before the kitchen, the milk was in the fridge.",0.0,Where was the milk before the kitchen? 
78,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the hallway? 
79,kitchen, The apple was on the table before it was dropped by Daniel.,0.0,Where was the apple before the bathroom? 
80,garden, The apple was in the kitchen.,0.0,Where was the apple before the bedroom? 
81,office, The apple was in the orchard.,0.0,Where was the apple before the garden? 
82,kitchen, The apple was not in the garden before it was taken there.,0.0,Where was the apple before the garden? 
83,hallway," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
84,garden," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
85,kitchen, The milk was in the fridge before it was taken by John.,0.0,Where was the milk before the bedroom? 
86,bedroom, The milk was in the kitchen before it was dropped in the hallway.,0.0,Where was the milk before the hallway? 
87,garden, The football was in the bathroom before Sandra got it.,0.0,Where was the football before the bathroom? 
88,garden, Daniel's house,0.0,Where was the football before the hallway? 
89,bathroom," Before the garden, the football was with Sandra.",0.0,Where was the football before the garden? 
90,office," Before the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
91,kitchen, The apple was in the office.,0.0,Where was the apple before the office? 
92,bathroom, The football was in the office before it was grabbed by Sandra.,0.0,Where was the football before the office? 
93,garden, The milk was in the kitchen.,0.0,Where was the milk before the kitchen? 
94,office, The football was in the courtyard.,0.0,Where was the football before the hallway? 
95,bathroom," Before the kitchen, the apple was in John's hand.",0.0,Where was the apple before the kitchen? 
96,office, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
97,bedroom," Before the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
98,garden," Before the hallway, the football was with Mary.",0.0,Where was the football before the hallway? 
99,bathroom, The football was in the garden before it was picked up by Mary.,0.0,Where was the football before the garden? 
