,target,output,result,question
58,kitchen, The milk is at the office.,0.0,Where is the milk? 
59,bedroom, John left the apple there.,0.0,Where is the apple? 
60,garden, Daniel took the milk there.,0.0,Where is the milk? 
61,garden," The milk is in the church.

Where is the honey?  The honey is in the church",0.0,Where is the milk? 
62,kitchen, A.,0.0,Where is the football? 
63,kitchen, John dropped the football.,0.0,Where is the football? 
64,kitchen, John dropped the football.,0.0,Where is the football? 
65,kitchen," I'll tell you where it is.

It's in the kitchen, in the sink.

You",1.0,Where is the football? 
66,kitchen, Mary found the football.,0.0,Where is the football? 
67,bedroom, Daniel discarded the milk.,0.0,Where is the milk? 
68,bedroom, The milk is in the fridge.,0.0,Where is the milk? 
69,bedroom, The football is in the parlor.,0.0,Where is the football? 
70,garden, The apple is in the kitchen.,0.0,Where is the apple? 
71,garden, The apple is in the kitchen.,0.0,Where is the apple? 
72,bathroom, The apple is in the kitchen.,0.0,Where is the apple? 
73,bathroom, The apple is on the table.,0.0,Where is the apple? 
74,bathroom, The apple is there.,0.0,Where is the apple? 
75,office, The apple is on the table.,0.0,Where is the apple? 
76,hallway, Mary grabbed the milk there.,0.0,Where is the milk? 
77,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
78,hallway, Where is the milk?  Where is the milk?  Where is the milk?  Where is,0.0,Where is the milk? 
79,hallway, Mary left the milk in the kitchen.,0.0,Where is the milk? 
80,bathroom, John moved to the garden.,0.0,Where is the football? 
81,bathroom, John moved to the bathroom.,1.0,Where is the football? 
82,kitchen, John discarded the football.,0.0,Where is the football? 
83,kitchen, The football is in the garden.,0.0,Where is the football? 
84,kitchen, The football is in the garden.,0.0,Where is the football? 
85,bathroom," Sandra asked.

""I spilled it,"" Jimmy
answered.

""Spilled it?"" Sandra
re",0.0,Where is the milk? 
86,kitchen, The apple is in the garden.,0.0,Where is the apple? 
87,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
88,bedroom, There.,0.0,Where is the football? 
89,kitchen, The apple is in the kitchen.,1.0,Where is the apple? 
90,kitchen, It's in the kitchen.,1.0,Where is the milk? 
91,kitchen, Mary dropped the milk.,0.0,Where is the milk? 
92,kitchen, Mary dropped the milk there.,0.0,Where is the milk? 
93,kitchen, The milk is there.,0.0,Where is the milk? 
94,kitchen, Mary picked up the milk there.,0.0,Where is the milk? 
95,bathroom, John got the football there.,0.0,Where is the football? 
96,bathroom, John got the football there.,0.0,Where is the football? 
97,bathroom, The football is there.,0.0,Where is the football? 
98,bathroom, John put down the football.,0.0,Where is the football? 
99,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
100,office, The milk is in the kitchen.,0.0,Where is the milk? 
101,office, The milk is in the kitchen.,0.0,Where is the milk? 
102,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
103,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
104,bedroom, The football is in the office.,0.0,Where is the football? 
105,bathroom, I don't know.  I didn't see it.,0.0,Where is the football? 
106,bedroom, Mary drank the milk.,0.0,Where is the milk? 
107,bathroom, Mary ate the apple.,0.0,Where is the apple? 
108,bedroom, Mary discarded the milk.,0.0,Where is the milk? 
109,bathroom, There.,0.0,Where is the apple? 
110,bedroom, John dropped the football.,0.0,Where is the football? 
111,bedroom, It is on the spot.,0.0,Where is the football? 
112,bedroom, The football is in the trash.,0.0,Where is the football? 
113,bedroom, The football is there.,0.0,Where is the football? 
114,office, The apple is in the garden.,0.0,Where is the apple? 
115,office, John grabbed the football there.,0.0,Where is the football? 
116,hallway, John grabbed the football there.,0.0,Where is the football? 
117,office, The milk is on the table.,0.0,Where is the milk? 
118,bedroom, The milk is in the fridge.,0.0,Where is the milk? 
119,bathroom, The apple is on the table.,0.0,Where is the apple? 
120,hallway, The apple is on the table.,0.0,Where is the apple? 
121,bedroom, Mary journeyed to the bedroom.,1.0,Where is the milk? 
122,garden, The apple is discarded.,0.0,Where is the apple? 
123,garden, The football is there.,0.0,Where is the football? 
124,garden, The football is there.,0.0,Where is the football? 
125,kitchen, The football is in the bathroom.,0.0,Where is the football? 
126,kitchen, Mary put it down.,0.0,Where is the football? 
127,kitchen, The football is in the bathroom.,0.0,Where is the football? 
128,bedroom, The football is there.,0.0,Where is the football? 
129,bedroom, Mary put down the football.,0.0,Where is the football? 
130,kitchen, I don't know.  I don't know.  I don't know.  I,0.0,Where is the football? 
131,kitchen, John left the football.,0.0,Where is the football? 
132,kitchen, It is in the kitchen.,1.0,Where is the milk? 
133,hallway, The football is there.,0.0,Where is the football? 
134,hallway, The football is there.,0.0,Where is the football? 
135,office, The football is in the hallway.,0.0,Where is the football? 
136,office, The milk is in the office.,1.0,Where is the milk? 
137,office, The football is there.,0.0,Where is the football? 
138,kitchen, The football is in the office.,0.0,Where is the football? 
139,bathroom, The football is in the office.,0.0,Where is the football? 
140,bedroom," Daniel asked the football.  The football replied, ""I am here.""",0.0,Where is the football? 
141,bedroom, It is on the ground.,0.0,Where is the football? 
142,bedroom, The football is on the ground.,0.0,Where is the football? 
143,bedroom, Daniel dropped the football.,0.0,Where is the football? 
144,garden, Daniel dropped the football.,0.0,Where is the football? 
145,kitchen, The apple is on the table.,0.0,Where is the apple? 
146,bathroom, The milk is in the bathroom.,1.0,Where is the milk? 
147,garden, Mary left the milk.,0.0,Where is the milk? 
148,kitchen, The apple is in the garden.,0.0,Where is the apple? 
149,kitchen, Daniel dropped the apple.,0.0,Where is the apple? 
150,bedroom," I asked Easter where Jinny was, and I found
her--""

""You found her--",0.0,Where is the apple? 
151,bedroom, The apple is on the table.,0.0,Where is the apple? 
152,bedroom, The apple is on the table.,0.0,Where is the apple? 
153,kitchen, Mary took the football there.,0.0,Where is the football? 
154,kitchen, Mary took the football there.,0.0,Where is the football? 
155,hallway, John moved to the bedroom.,0.0,Where is the football? 
156,hallway, Daniel picked up the football.,0.0,Where is the football? 
157,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
158,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
159,hallway, Sandra left the football.,0.0,Where is the football? 
160,garden, The apple is on the table.,0.0,Where is the apple? 
161,garden, The apple is at the foot of the bed.,0.0,Where is the apple? 
162,garden, The apple is there.,0.0,Where is the apple? 
163,garden, The apple is there.,0.0,Where is the apple? 
164,bedroom, Mary took the football there.,0.0,Where is the football? 
165,garden," They must be, according to our theory, either on the bank or in the
Bay.

",0.0,Where is the football? 
166,garden, Daniel has the football.,0.0,Where is the football? 
167,hallway, The apple is on the table.,0.0,Where is the apple? 
168,hallway, The apple is in the garden.,0.0,Where is the apple? 
169,office," Daniel grabbed the football there.

Sandra discarded the football.

Your
division shall be the first",0.0,Where is the football? 
170,bedroom, The apple is on the table.,0.0,Where is the apple? 
171,bathroom, A.,0.0,Where is the apple? 
172,hallway," I don't know.  I thought you had it.

I've brought her a plate of",0.0,Where is the milk? 
173,hallway, The milk is there.,0.0,Where is the milk? 
174,bathroom, The apple is on the table.,0.0,Where is the apple? 
175,kitchen, Mary got the milk there.,0.0,Where is the milk? 
176,hallway, Mary got the apple there.,0.0,Where is the apple? 
177,kitchen, Mary got the apple there.,0.0,Where is the apple? 
178,office, The milk is in the kitchen.,0.0,Where is the milk? 
179,office, The milk is in the kitchen.,0.0,Where is the milk? 
180,garden," Virginia's voice was a wail.

""Where is the milk?  I can't find",0.0,Where is the milk? 
181,garden," asked the Judge, looking around.

The milk is there, said the gentleman, pointing to the",0.0,Where is the milk? 
182,garden, John went to the kitchen and got the milk.,0.0,Where is the milk? 
183,kitchen, The apple is on the ground.,0.0,Where is the apple? 
184,kitchen, The apple is on the ground.,0.0,Where is the apple? 
185,office, The apple is there.,0.0,Where is the apple? 
186,office, A.,0.0,Where is the apple? 
187,kitchen, The milk is in the office.,0.0,Where is the milk? 
188,office, There is the apple.,0.0,Where is the apple? 
189,kitchen, The milk is in the office.,0.0,Where is the milk? 
190,garden," The height is 5⅜ inches, and its width 6¼ inches.",0.0,Where is the apple? 
191,garden, The apple is at the farm-yard.,0.0,Where is the apple? 
192,garden, Daniel left the apple.,0.0,Where is the apple? 
193,bedroom, The milk is in the bedroom.,1.0,Where is the milk? 
194,bedroom, Mary moved to the office.,0.0,Where is the milk? 
195,bathroom, John grabbed the apple there.,0.0,Where is the apple? 
196,bathroom, John discarded the apple.,0.0,Where is the apple? 
197,garden, I left it there.,0.0,Where is the milk? 
198,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
199,kitchen, The milk is there.,0.0,Where is the milk? 
200,office, Mary left the milk in the kitchen.,0.0,Where is the milk? 
201,office, Mary journeyed to the kitchen.,0.0,Where is the milk? 
202,hallway, The milk is at the store.,0.0,Where is the milk? 
203,garden, The milk is at the store.,0.0,Where is the milk? 
204,garden, Mary put down the milk.,0.0,Where is the milk? 
205,office, The milk is in the kitchen.,0.0,Where is the milk? 
206,office, The milk is in the kitchen.,0.0,Where is the milk? 
207,garden, The apple is in the garden.,1.0,Where is the apple? 
208,bathroom, Mary got the milk there.,0.0,Where is the milk? 
209,bathroom, The milk is there.,0.0,Where is the milk? 
210,kitchen, Mary dropped the football.,0.0,Where is the football? 
211,kitchen, It is on the ground.,0.0,Where is the football? 
212,kitchen, The football is there.,0.0,Where is the football? 
213,kitchen, Mary picked up the milk there.,0.0,Where is the milk? 
214,garden, The football is there.,0.0,Where is the football? 
215,office, The apple is there.,0.0,Where is the apple? 
216,office, The apple is on the table.,0.0,Where is the apple? 
217,office, The apple is there.,0.0,Where is the apple? 
218,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
219,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
220,office, John moved to the office.,1.0,Where is the apple? 
221,office, The apple is on the table.,0.0,Where is the apple? 
222,office, The apple is on the table.,0.0,Where is the apple? 
223,bedroom, The milk is in the office.,0.0,Where is the milk? 
224,bedroom, The apple is at the kitchen.,0.0,Where is the apple? 
225,bedroom, The apple is on the table.,0.0,Where is the apple? 
226,kitchen, apple is on the table.,0.0,Where is the apple? 
227,garden, Mary left the football there.,0.0,Where is the football? 
228,bathroom, The milk is there.,0.0,Where is the milk? 
229,garden, Mary left the football.,0.0,Where is the football? 
230,bathroom," I can't see it.

SANDRA

_Behind the screen._

It's over",0.0,Where is the football? 
231,bathroom," I don't see it.

_The football is lying in the garden.

_The football is",0.0,Where is the football? 
232,bathroom, I don't know.,0.0,Where is the football? 
233,garden, The apple is in the garden.,1.0,Where is the apple? 
234,bathroom, Sandra grabbed the football there.,0.0,Where is the football? 
235,bedroom, The apple is in the bedroom.,1.0,Where is the apple? 
236,bedroom, The apple is in the bedroom.,1.0,Where is the apple? 
237,kitchen, Mary went back to the hallway.,0.0,Where is the football? 
238,office, The apple is on the table.,0.0,Where is the apple? 
239,garden, The milk is on the table.,0.0,Where is the milk? 
240,hallway, There.,0.0,Where is the apple? 
241,hallway, It is in the garden.,0.0,Where is the apple? 
242,kitchen, The apple is there.,0.0,Where is the apple? 
243,bathroom, The apple is there.,0.0,Where is the apple? 
244,bathroom, The apple is there.,0.0,Where is the apple? 
245,hallway, Mary went back to the bathroom.,0.0,Where is the milk? 
246,garden, The milk is in the bathroom.,0.0,Where is the milk? 
247,garden, The milk is in the bathroom.,0.0,Where is the milk? 
248,garden," I have not seen it, Sir G.

I have not seen it, Sir G.

I have",0.0,Where is the football? 
249,garden, The football is at Mr. Daniel's house.,0.0,Where is the football? 
250,bathroom, The apple is in the pocketbook.,0.0,Where is the apple? 
251,hallway, John picked the apple.,0.0,Where is the apple? 
252,hallway, The apple is on the table.,0.0,Where is the apple? 
253,hallway, The apple is on the table.,0.0,Where is the apple? 
254,hallway, The apple is on the ground.,0.0,Where is the apple? 
255,bathroom, The milk is in the fridge.,0.0,Where is the milk? 
256,kitchen, The apple is in the garden.,0.0,Where is the apple? 
257,hallway, I don't know.,0.0,Where is the apple? 
258,hallway, I ate it.,0.0,Where is the apple? 
259,hallway, The apple is on the table.,0.0,Where is the apple? 
260,garden, Sandra took the football there.,0.0,Where is the football? 
261,garden," David?  I put it down there.""",0.0,Where is the football? 
262,garden, The football is on the table.,0.0,Where is the football? 
263,bathroom, The apple is there.,0.0,Where is the apple? 
264,hallway, there.,0.0,Where is the apple? 
265,garden, The apple is there.,0.0,Where is the apple? 
266,garden, The apple is there.,0.0,Where is the apple? 
267,bathroom, The apple is there.,0.0,Where is the apple? 
268,bathroom, The apple is there.,0.0,Where is the apple? 
269,garden, The apple is there.,0.0,Where is the apple? 
270,kitchen, John put down the football.,0.0,Where is the football? 
271,office, The apple is in the kitchen.,0.0,Where is the apple? 
272,office, The apple is in the kitchen.,0.0,Where is the apple? 
273,kitchen, The football is at the northeast corner.,0.0,Where is the football? 
274,office, The apple is in the kitchen.,0.0,Where is the apple? 
275,hallway, I put it down.,0.0,Where is the milk? 
276,hallway, I'll get it.,0.0,Where is the milk? 
277,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
278,kitchen, The apple is on the table.,0.0,Where is the apple? 
279,kitchen, The apple is on the table.,0.0,Where is the apple? 
280,bathroom, Sandra took the football there.,0.0,Where is the football? 
281,bathroom, I left it there.,0.0,Where is the football? 
282,office, Daniel grabbed the milk there.,0.0,Where is the milk? 
283,office, The milk is in the kitchen.,0.0,Where is the milk? 
284,office, The milk is in the kitchen.,0.0,Where is the milk? 
285,bedroom,2.,0.0,Where is the football? 
286,bedroom, I don't know.  I didn't see it.  I didn't see it. ,0.0,Where is the football? 
287,bedroom, Sandra dropped the football.,0.0,Where is the football? 
288,bedroom, Daniel discarded the football.,0.0,Where is the football? 
289,bedroom, The football is there.,0.0,Where is the football? 
290,office, John put the apple there.,0.0,Where is the apple? 
291,office, The apple is on the table.,0.0,Where is the apple? 
292,office, The apple is there.,0.0,Where is the apple? 
293,office, The apple is on the table.,0.0,Where is the apple? 
294,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
295,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
296,hallway, The football is there.,0.0,Where is the football? 
297,hallway, John went back to the kitchen.,0.0,Where is the milk? 
298,bathroom, I see it on the ground.,0.0,Where is the apple? 
299,bathroom, The apple is in the garden.,0.0,Where is the apple? 
300,bedroom, Mary took the football there.,0.0,Where is the football? 
301,bedroom, Mary took the football there.,0.0,Where is the football? 
302,office, Mary moved the football to the office.,1.0,Where is the football? 
303,bedroom, There.,0.0,Where is the football? 
304,bedroom, The football is at the office.,0.0,Where is the football? 
305,bathroom, The milk is at home.,0.0,Where is the milk? 
306,bathroom, Mary left the milk.,0.0,Where is the milk? 
307,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
308,bathroom, Mary left the milk.,0.0,Where is the milk? 
309,bathroom, Mary left the milk.,0.0,Where is the milk? 
310,kitchen, The milk is in the fridge.,0.0,Where is the milk? 
311,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
312,kitchen, Mary dropped the milk.,0.0,Where is the milk? 
313,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
314,kitchen, Mary dropped the milk there.,0.0,Where is the milk? 
315,bathroom, Daniel left the football there.,0.0,Where is the football? 
316,bathroom, Daniel left the football.,0.0,Where is the football? 
317,bathroom, Daniel left the football there.,0.0,Where is the football? 
318,office, The milk is on the table.,0.0,Where is the milk? 
319,kitchen, Mary went back to the garden.,0.0,Where is the football? 
320,bathroom, Daniel dropped the football.,0.0,Where is the football? 
321,bathroom, Mary journeyed to the garden.,0.0,Where is the football? 
322,bathroom, The football is there.,0.0,Where is the football? 
323,bathroom, The football is there.,0.0,Where is the football? 
324,bathroom, The football is there.,0.0,Where is the football? 
325,bathroom, I don't see it.,0.0,Where is the apple? 
326,bathroom, I ate it.,0.0,Where is the apple? 
327,garden, Mary went to the garden.,1.0,Where is the football? 
328,garden, The football is in the garden.,1.0,Where is the football? 
329,garden," Daniel asked.

In the street, Mary said.

The street?  Daniel said.

Yes, the",0.0,Where is the football? 
330,garden, John has it.,0.0,Where is the football? 
331,bathroom, John grabbed the apple there.,0.0,Where is the apple? 
332,bathroom, The apple is on the table.,0.0,Where is the apple? 
333,hallway, Mary put it there.,0.0,Where is the football? 
334,hallway, Mary put it down there.,0.0,Where is the football? 
335,hallway, The football is in the garden.,0.0,Where is the football? 
336,hallway, The football is in the hallway.,1.0,Where is the football? 
337,hallway, The football is in the garden.,0.0,Where is the football? 
338,hallway, The football is in the garden.,0.0,Where is the football? 
339,bedroom, The milk is on the table.,0.0,Where is the milk? 
340,garden," I want the milk.""

""Here is the milk.""

""Where is the milk?""

""Here is",0.0,Where is the milk? 
341,garden, The milk is in the garden.,1.0,Where is the milk? 
342,hallway," He is a great man, and a great man's
trumpets are always loud.

",0.0,Where is the football? 
343,hallway, The football is in the garden.,0.0,Where is the football? 
344,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
345,garden, Mary got the football there.,0.0,Where is the football? 
346,garden, Mary went back to the garden.,1.0,Where is the football? 
347,garden, The apple is in the kitchen.,0.0,Where is the apple? 
348,garden, The apple is in the barn.,0.0,Where is the apple? 
349,garden," Jimmy, where is the apple?  Jimmy, where is the apple?  Jimmy, where",0.0,Where is the apple? 
350,bedroom, The milk is at the shop.,0.0,Where is the milk? 
351,office, I thought you got it.,0.0,Where is the milk? 
352,office, The milk is in the kitchen.,0.0,Where is the milk? 
353,office, The milk is in the kitchen.,0.0,Where is the milk? 
354,kitchen, Mary put down the football.,0.0,Where is the football? 
355,hallway, John picked up the football.,0.0,Where is the football? 
356,hallway, It is in the garden.,0.0,Where is the football? 
357,office, The milk is in the office.,1.0,Where is the milk? 
358,hallway, Mary took the milk there.,0.0,Where is the milk? 
359,hallway, The milk is in the hallway.,1.0,Where is the milk? 
360,bedroom, John grabbed the football there.,0.0,Where is the football? 
361,bedroom, John grabbed the football there.,0.0,Where is the football? 
362,bedroom, The apple is still in the bedroom.,1.0,Where is the apple? 
363,bedroom, John left the football there.,0.0,Where is the apple? 
364,bedroom, John discarded the football there.,0.0,Where is the football? 
365,kitchen," Daniel dropped the apple there.

The gatekeeper's house is seen among
the trees, a",0.0,Where is the apple? 
366,kitchen," Daniel, where is the apple?",0.0,Where is the apple? 
367,garden, The milk is in the kitchen.,0.0,Where is the milk? 
368,bedroom, The apple is on the ground.,0.0,Where is the apple? 
369,bedroom, The apple is on the table.,0.0,Where is the apple? 
370,kitchen," ""I
don't know,"" said the other, ""but I'll bet it's in",0.0,Where is the football? 
371,kitchen, Daniel moved the apple from the table to the kitchen.,1.0,Where is the apple? 
372,kitchen, *       *       *       *       *,0.0,Where is the apple? 
373,kitchen, It is on the table.,0.0,Where is the apple? 
374,hallway, The milk is in the bathroom.,0.0,Where is the milk? 
375,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
376,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
377,kitchen, The milk is in the kitchen.,1.0,Where is the milk? 
378,office," I have eaten it.

_Barce._                         O Barce, Barce!

_Lic._                    ",0.0,Where is the apple? 
379,office, I dropped it there.,0.0,Where is the apple? 
380,bathroom, I don't know.,0.0,Where is the football? 
381,bathroom, The football is there.,0.0,Where is the football? 
382,bathroom, The football is there.,0.0,Where is the football? 
383,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
384,bedroom, The milk is in the kitchen.,0.0,Where is the milk? 
385,bathroom, Mary left the milk there.,0.0,Where is the milk? 
386,bathroom, It's in the trash.,0.0,Where is the football? 
387,bathroom, There.,0.0,Where is the football? 
388,hallway, The apple is on the table.,0.0,Where is the apple? 
389,hallway, The apple is on the table.,0.0,Where is the apple? 
390,hallway, The milk is on the table.,0.0,Where is the milk? 
391,garden, The milk is in the kitchen.,0.0,Where is the milk? 
392,garden, The milk is in the kitchen.,0.0,Where is the milk? 
393,garden, The milk is in the kitchen.,0.0,Where is the milk? 
394,kitchen, There.,0.0,Where is the football? 
395,bedroom, The apple is in the garden.,0.0,Where is the apple? 
396,bedroom, The apple is in the office.,0.0,Where is the apple? 
397,bedroom, The apple is in the garden.,0.0,Where is the apple? 
398,garden, John has the football.,0.0,Where is the football? 
399,garden," The football is in the middle of a plain, bordered on the one side by a ravine",0.0,Where is the football? 
400,bathroom, The milk is in the refrigerator.,0.0,Where is the milk? 
401,bathroom, John dropped the milk there.,0.0,Where is the milk? 
402,garden, Sandra discarded the football.,0.0,Where is the football? 
403,garden," I can't find it.

I have a letter from him, dated
September 1, ",0.0,Where is the football? 
404,garden, Sandra put down the football there.,0.0,Where is the football? 
405,hallway, The football is at the park.,0.0,Where is the football? 
406,bathroom, The football is at the park.,0.0,Where is the football? 
407,bathroom, The football is at the park.,0.0,Where is the football? 
408,bathroom, The football is at the park.,0.0,Where is the football? 
409,bathroom, The football is on the table.,0.0,Where is the football? 
410,garden, There is the milk.,0.0,Where is the milk? 
411,garden, The milk is there.,0.0,Where is the milk? 
412,bedroom, The apple is in the garden.,0.0,Where is the apple? 
413,bedroom, The apple is on the table.,0.0,Where is the apple? 
414,bedroom, The apple is there.,0.0,Where is the apple? 
415,bedroom, Sandra discarded the football.,0.0,Where is the football? 
416,bedroom, Sandra discarded the football.,0.0,Where is the football? 
417,hallway, Mary put down the apple.,0.0,Where is the apple? 
418,hallway, Mary put the apple on the table.,0.0,Where is the apple? 
419,office, I don't know.,0.0,Where is the football? 
420,kitchen, The apple is on the table.,0.0,Where is the apple? 
421,kitchen, John put down the apple.,0.0,Where is the apple? 
422,kitchen, The apple is there.,0.0,Where is the apple? 
423,kitchen, The apple is there.,0.0,Where is the apple? 
424,kitchen, It is in the fridge.,0.0,Where is the milk? 
425,bathroom, The milk is in the kitchen.,0.0,Where is the milk? 
426,bathroom, The milk is there.,0.0,Where is the milk? 
427,kitchen, The milk is there.,0.0,Where is the milk? 
428,kitchen, The milk is there.,0.0,Where is the milk? 
429,kitchen, The milk is there.,0.0,Where is the milk? 
430,bedroom," [_The DEAN looks at the
football, then at the wicket, then at the football",0.0,Where is the football? 
431,bedroom, There.,0.0,Where is the football? 
432,office, It is on the table.,0.0,Where is the apple? 
433,hallway, John took the football there.,0.0,Where is the apple? 
434,bedroom, The apple is on the table.,0.0,Where is the apple? 
435,kitchen, There.,0.0,Where is the apple? 
436,kitchen, The football is there.,0.0,Where is the football? 
437,kitchen, The football is in the hallway.,0.0,Where is the football? 
438,hallway, The milk is there.,0.0,Where is the milk? 
439,hallway, Mary took the milk there.,0.0,Where is the milk? 
440,bathroom, The milk is on the table.,0.0,Where is the milk? 
441,hallway, The milk is in the kitchen.,0.0,Where is the milk? 
442,hallway, There,0.0,Where is the milk? 
443,garden, The apple is on the table.,0.0,Where is the apple? 
444,garden, It is on the table.,0.0,Where is the apple? 
445,hallway, Daniel got the football there.,0.0,Where is the football? 
446,hallway, The football is there.,0.0,Where is the football? 
447,hallway, The football is in the garden.,0.0,Where is the football? 
448,bathroom, Mary journeyed to the kitchen.,0.0,Where is the milk? 
449,kitchen, The apple is in the kitchen.,1.0,Where is the apple? 
450,garden, There is the milk.,0.0,Where is the milk? 
451,hallway, The football is in the hallway.,1.0,Where is the football? 
452,hallway, It is in the hallway.,1.0,Where is the football? 
453,garden, The milk is there.,0.0,Where is the milk? 
454,garden, The milk is there.,0.0,Where is the milk? 
455,bedroom, Daniel left it at the store.,0.0,Where is the milk? 
456,bedroom, John left the milk there.,0.0,Where is the milk? 
457,hallway, John got the milk there.,0.0,Where is the milk? 
458,office, The milk is in the bedroom.,0.0,Where is the milk? 
459,office, There.,0.0,Where is the milk? 
460,bathroom, The apple is in the kitchen.,0.0,Where is the apple? 
461,bathroom, Daniel dropped the apple.,0.0,Where is the apple? 
462,bathroom, Mary took the football there.,0.0,Where is the football? 
463,bedroom, Mary left the football there.,0.0,Where is the football? 
464,hallway, The milk is at the store.,0.0,Where is the milk? 
465,garden, The milk is in the kitchen.,0.0,Where is the milk? 
466,garden, Mary grabbed the milk there.,0.0,Where is the milk? 
467,hallway, Mary went to the office.,0.0,Where is the football? 
468,hallway, Daniel put down the football.,0.0,Where is the football? 
469,hallway, Daniel grabbed the football there.,0.0,Where is the football? 
470,garden, Sandra grabbed the football there.,0.0,Where is the football? 
471,garden, The football is in the garden.,1.0,Where is the football? 
472,garden, The football is in the garden.,1.0,Where is the football? 
473,garden," Arne asked.

The mother did not answer.

Arne went over to the shelf and took",0.0,Where is the milk? 
474,garden, The milk is in the kitchen.,0.0,Where is the milk? 
475,hallway, Mary grabbed the football there.,0.0,Where is the football? 
476,hallway, Mary has the football.,0.0,Where is the football? 
