,target,output,result,question
31,office," Before the kitchen, the apple was in the living room.",0.0,Where was the apple before the kitchen? 
32,hallway, The milk was in the kitchen before it was in the bedroom.,0.0,Where was the milk before the bedroom? 
33,bedroom, The milk was in the garden.,0.0,Where was the milk before the garden? 
34,hallway," Before the bathroom, the apple was in the hands of Sandra.",0.0,Where was the apple before the bathroom? 
35,hallway," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
36,garden, The football was in the hallway.,0.0,Where was the football before the hallway? 
37,garden, The football was in the hallway.,0.0,Where was the football before the hallway? 
38,garden," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
39,hallway, The milk was in the fridge before it was discarded in the bathroom.,0.0,Where was the milk before the bathroom? 
40,bedroom," Before going to the bathroom, the apple was in the hands of Mary.",0.0,Where was the apple before the bathroom? 
41,bedroom," Before the bathroom, the apple was in the hands of John.",0.0,Where was the apple before the bathroom? 
42,bedroom," Before the bathroom, the apple was in the hands of John.",0.0,Where was the apple before the bathroom? 
43,bedroom," Before the bathroom, the apple was in the hands of John.",0.0,Where was the apple before the bathroom? 
44,bedroom," Before Mary moved to the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
45,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
46,garden, The apple was in the bedroom before Daniel took it.,0.0,Where was the apple before the bedroom? 
47,garden," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
48,bathroom, The apple was in the bedroom before it was taken by Daniel.,0.0,Where was the apple before the bedroom? 
49,bathroom, The apple was in the bedroom before it was taken by Daniel.,0.0,Where was the apple before the bedroom? 
50,office, The football was in the office before Mary moved it to the hallway.,1.0,Where was the football before the hallway? 
51,kitchen, The apple was in the office before the office.,0.0,Where was the apple before the office? 
52,office," Before the garden, the football was in Mary's possession.",0.0,Where was the football before the garden? 
53,office, The football was in the bedroom before Mary discarded it.,0.0,Where was the football before the bedroom? 
54,garden," Before Mary picked it up, the apple was on a table.",0.0,Where was the apple before the hallway? 
55,hallway, The football was in the bedroom before it was discarded.,0.0,Where was the football before the bedroom? 
56,bathroom, The football was in the hallway before John discarded it.,0.0,Where was the football before the hallway? 
57,bedroom," Before the kitchen, the football was outside.",0.0,Where was the football before the kitchen? 
58,garden, The football was in the bathroom before Mary took it there.,0.0,Where was the football before the bathroom? 
59,garden, The football was in the bathroom before Mary took it there.,0.0,Where was the football before the bathroom? 
60,bathroom, The milk was in the office before Sandra took it.,0.0,Where was the milk before the office? 
61,bathroom," Before the office, the milk was in the fridge.",0.0,Where was the milk before the office? 
62,bathroom," Before the office, the milk was in the fridge.",0.0,Where was the milk before the office? 
63,garden," Before the bedroom, the football was in the living room.",0.0,Where was the football before the bedroom? 
64,kitchen," Before the bathroom, the football was in the hands of either Sandra or John.",0.0,Where was the football before the bathroom? 
65,office," Before the hallway, the football was in Daniel's hands.",0.0,Where was the football before the hallway? 
66,hallway, The apple was on the ground before John picked it up and took it to the garden.,0.0,Where was the apple before the garden? 
67,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the kitchen? 
68,kitchen, The apple was in the bathroom before it was dropped.,0.0,Where was the apple before the bathroom? 
69,garden, The milk was in John's hands before he dropped it in the hallway.,0.0,Where was the milk before the hallway? 
70,hallway, The milk was in John's hands before it was dropped at the office.,0.0,Where was the milk before the office? 
71,garden, The milk was in John's hand before he dropped it in the hallway.,0.0,Where was the milk before the hallway? 
72,office, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
73,office," Before going to the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
74,kitchen, The milk was at the store before Mary picked it up.,0.0,Where was the milk before the office? 
75,kitchen, The milk was at the store before Mary got it.,0.0,Where was the milk before the office? 
76,kitchen, The milk was at the store before Mary got it.,0.0,Where was the milk before the office? 
77,bathroom," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
78,bathroom, The milk was in the kitchen before the bedroom.,0.0,Where was the milk before the bedroom? 
79,garden, The apple was in John's hand before he left it in the bathroom.,0.0,Where was the apple before the bathroom? 
80,bathroom, The milk was in the kitchen before it was dropped.,0.0,Where was the milk before the kitchen? 
81,bathroom, The milk was in the kitchen before it was dropped.,0.0,Where was the milk before the kitchen? 
82,garden," Before the bathroom, the milk was in the kitchen.",0.0,Where was the milk before the bathroom? 
83,bathroom, The football was in the bedroom before Mary grabbed it.,0.0,Where was the football before the bedroom? 
84,hallway, The milk was in the fridge before the kitchen.,0.0,Where was the milk before the kitchen? 
85,hallway, The milk was in the fridge before the kitchen.,0.0,Where was the milk before the kitchen? 
86,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
87,bedroom," Before the kitchen, the football was outside.",0.0,Where was the football before the kitchen? 
88,kitchen, The apple was in the hallway before Daniel took it.,0.0,Where was the apple before the hallway? 
89,kitchen, The apple was in the hallway before Daniel took it.,0.0,Where was the apple before the hallway? 
90,hallway, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
91,bedroom," Before John took the milk, it was in the refrigerator.",0.0,Where was the milk before the bathroom? 
92,bathroom," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
93,hallway, The football was in the garden.,0.0,Where was the football before the bathroom? 
94,garden, The football was in the hallway before Daniel took it.,0.0,Where was the football before the hallway? 
95,garden, Daniel took the football from the hallway.,0.0,Where was the football before the hallway? 
96,hallway," Before the bathroom, the apple was in the hands of Sandra.",0.0,Where was the apple before the bathroom? 
97,hallway," Before the bathroom, the apple was in the hands of Sandra.",0.0,Where was the apple before the bathroom? 
98,garden," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
99,garden," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
100,hallway," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
101,hallway," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
102,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
103,hallway, The milk was in the kitchen before it was taken to the bathroom.,0.0,Where was the milk before the bathroom? 
104,hallway, The milk was in the kitchen before it was taken to the bathroom.,0.0,Where was the milk before the bathroom? 
105,hallway, The milk was in the kitchen before it was taken to the bathroom.,0.0,Where was the milk before the bathroom? 
106,garden, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
107,garden, The milk was in the fridge before the hallway.,0.0,Where was the milk before the hallway? 
108,garden," Before John picked it up, the milk was in the fridge.",0.0,Where was the milk before the hallway? 
109,garden, The milk was in the fridge.,0.0,Where was the milk before the hallway? 
110,kitchen," Before Mary went to the garden, the milk was in the fridge.",0.0,Where was the milk before the garden? 
111,kitchen," Before the garden, the milk was in the fridge.",0.0,Where was the milk before the garden? 
112,kitchen," Before Mary went to the garden, the milk was in the fridge.",0.0,Where was the milk before the garden? 
113,office, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
114,office, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
115,garden, The milk was in the kitchen before it was dropped.,0.0,Where was the milk before the kitchen? 
116,bathroom, The milk was in the office.,0.0,Where was the milk before the office? 
117,bathroom, The milk was in the office.,0.0,Where was the milk before the office? 
118,bathroom, The milk was in the office before it was dropped.,0.0,Where was the milk before the office? 
119,bathroom, The apple was in the kitchen.,0.0,Where was the apple before the hallway? 
120,garden," Before the kitchen, the football was with Sandra.",0.0,Where was the football before the kitchen? 
121,garden, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
122,garden, The football was in the bathroom before the kitchen.,0.0,Where was the football before the kitchen? 
123,bedroom, The football was in the garden before John picked it up.,0.0,Where was the football before the garden? 
124,bedroom, The football was in the garden before Mary took it.,0.0,Where was the football before the garden? 
125,kitchen, The milk was in the kitchen.,1.0,Where was the milk before the bedroom? 
126,kitchen, The milk was in the refrigerator before it was moved to the bedroom.,0.0,Where was the milk before the bedroom? 
127,kitchen," Before the bedroom, the milk was in the kitchen.",1.0,Where was the milk before the bedroom? 
128,bathroom, The football was in the hallway before it was dropped.,0.0,Where was the football before the hallway? 
129,bathroom, The football was in the hallway before it was dropped.,0.0,Where was the football before the hallway? 
130,office, The football was in the garden before Daniel dropped it.,0.0,Where was the football before the garden? 
131,garden, The football was in the hallway.,0.0,Where was the football before the hallway? 
132,garden," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
133,garden," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
134,hallway, The milk was in the fridge before it was moved to the kitchen.,0.0,Where was the milk before the kitchen? 
135,bathroom, The apple was in the office before Sandra got it.,0.0,Where was the apple before the office? 
136,bathroom, The apple was in the office.,0.0,Where was the apple before the office? 
137,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
138,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
139,garden," Before the hallway, the apple was in the room.",0.0,Where was the apple before the hallway? 
140,office," Before the kitchen, the football was with Mary.",0.0,Where was the football before the kitchen? 
141,office, The apple was in the garden before the bedroom.,0.0,Where was the apple before the bedroom? 
142,office," Before the kitchen, the football was with Sandra.",0.0,Where was the football before the kitchen? 
143,garden," Before the office, the milk was at John's house.",0.0,Where was the milk before the office? 
144,bathroom, The milk was at the kitchen counter.,0.0,Where was the milk before the bedroom? 
145,kitchen," Before the office, the milk was in the fridge.",0.0,Where was the milk before the office? 
146,kitchen," Before the office, the milk was in the fridge.",0.0,Where was the milk before the office? 
147,kitchen," Before the office, the milk was in the fridge.",0.0,Where was the milk before the office? 
148,kitchen," Before going to the garden, the milk was taken by Sandra from Mary.",0.0,Where was the milk before the garden? 
149,bedroom, The milk was in the fridge before it was taken by Mary.,0.0,Where was the milk before the kitchen? 
150,bathroom, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
151,bathroom, The football was in the bathroom before John picked it up.,1.0,Where was the football before the kitchen? 
152,bathroom, The football was in the office before it was discarded.,0.0,Where was the football before the office? 
153,bathroom, The football was in the office before it was discarded.,0.0,Where was the football before the office? 
154,bathroom," Before the office, the milk was in the store.",0.0,Where was the milk before the office? 
155,office, In the street.,0.0,Where was the football before the bedroom? 
156,bedroom," Before the garden, the football was in the hands of Sandra.",0.0,Where was the football before the garden? 
157,kitchen," Before the garden, the football was in the hands of Sandra.",0.0,Where was the football before the garden? 
158,kitchen," Before the garden, the football was in the hands of Sandra.",0.0,Where was the football before the garden? 
159,hallway, The football was in the bedroom before the bedroom.,0.0,Where was the football before the bedroom? 
160,garden," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
161,bathroom," Before Mary moved to the hallway, the football was in the room.",0.0,Where was the football before the hallway? 
162,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
163,kitchen," Before the office, the apple was in the garden.",0.0,Where was the apple before the office? 
164,kitchen," Before the bathroom, the football was in the living room.",0.0,Where was the football before the bathroom? 
165,hallway, The milk was in the fridge before it was picked up by Daniel.,0.0,Where was the milk before the kitchen? 
166,bedroom," Before the bathroom, the football was in the hands of either John or Sandra.",0.0,Where was the football before the bathroom? 
167,hallway, The milk was in the kitchen.,0.0,Where was the milk before the kitchen? 
168,hallway, The milk was in the kitchen before it was picked up by Daniel.,0.0,Where was the milk before the kitchen? 
169,hallway, The apple was in the office.,0.0,Where was the apple before the office? 
170,bathroom, The apple was in the office before John moved it.,0.0,Where was the apple before the office? 
171,bedroom," Before the bathroom, the apple was in the hands of Sandra.",0.0,Where was the apple before the bathroom? 
172,bathroom," Before the office, the apple was in the hands of Daniel.",0.0,Where was the apple before the office? 
173,garden, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
174,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the garden? 
175,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the garden? 
176,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the garden? 
177,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the garden? 
178,kitchen," Before the hallway, the apple was in the kitchen.",1.0,Where was the apple before the hallway? 
179,kitchen," Before the hallway, the apple was in the kitchen.",1.0,Where was the apple before the hallway? 
180,kitchen," Before the office, the milk was at John's house.",0.0,Where was the milk before the office? 
181,garden," Before John grabbed the milk, it was at the store.",0.0,Where was the milk before the kitchen? 
182,bathroom," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
183,hallway, The football was in the kitchen.,0.0,Where was the football before the kitchen? 
184,hallway, The football was in the kitchen before it was discarded.,0.0,Where was the football before the kitchen? 
185,kitchen, Mary grabbed the milk there.,0.0,Where was the milk before the garden? 
186,office," Before the hallway, the football was in the living room.",0.0,Where was the football before the hallway? 
187,hallway," Before Mary moved to the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
188,hallway," Before Mary moved to the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
189,hallway," Before Mary moved to the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
190,bedroom, The milk was in the fridge before the garden.,0.0,Where was the milk before the garden? 
191,bedroom, The milk was in the fridge before the garden.,0.0,Where was the milk before the garden? 
192,bedroom, The milk was in the fridge before the garden.,0.0,Where was the milk before the garden? 
193,bedroom, The milk was at the store before the office.,0.0,Where was the milk before the office? 
194,bedroom, The milk was at the store before the office.,0.0,Where was the milk before the office? 
195,bedroom," Before the hallway, the milk was in the fridge.",0.0,Where was the milk before the hallway? 
196,bedroom, The milk was in the hallway before it was discarded.,0.0,Where was the milk before the hallway? 
197,bedroom, The milk was in the kitchen before it was discarded.,0.0,Where was the milk before the hallway? 
198,hallway, The apple was in the bedroom before John left it there.,0.0,Where was the apple before the bedroom? 
199,hallway, The football was in the bedroom before it was picked up by Mary.,0.0,Where was the football before the bedroom? 
200,kitchen," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
201,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
202,bedroom, The milk was in the fridge.,0.0,Where was the milk before the office? 
203,bedroom, The milk was in the fridge.,0.0,Where was the milk before the office? 
204,bedroom, Mary picked up the milk.,0.0,Where was the milk before the office? 
205,bedroom, The milk was in the fridge before Mary picked it up.,0.0,Where was the milk before the office? 
206,kitchen, The football was in the bedroom before Daniel took it.,0.0,Where was the football before the bedroom? 
207,bathroom, The football was in the bedroom before Daniel moved to the bedroom.,0.0,Where was the football before the bedroom? 
208,bathroom, The football was in the living room before it was moved to the bedroom.,0.0,Where was the football before the bedroom? 
209,bathroom," Before the garden, the football was in the hands of Sandra.",0.0,Where was the football before the garden? 
210,bedroom, The milk was in the fridge.,0.0,Where was the milk before the office? 
211,bedroom, The milk was at home before John travelled to the office.,0.0,Where was the milk before the office? 
212,bedroom, The milk was at home before John travelled to the office.,0.0,Where was the milk before the office? 
213,kitchen," Before the garden, the milk was in the fridge.",0.0,Where was the milk before the garden? 
214,kitchen," Before the garden, the milk was in the fridge.",0.0,Where was the milk before the garden? 
215,hallway, The football was in the bathroom before Sandra grabbed it.,0.0,Where was the football before the bathroom? 
216,hallway, The football was with Daniel before Mary went to the bathroom.,0.0,Where was the football before the bathroom? 
217,hallway, The football was in the bathroom before the bathroom.,0.0,Where was the football before the bathroom? 
218,bathroom, The milk was in the fridge before the kitchen.,0.0,Where was the milk before the kitchen? 
219,garden, Daniel's house,0.0,Where was the football before the hallway? 
220,bedroom," Before the kitchen, the apple was in the hands of Daniel.",0.0,Where was the apple before the kitchen? 
221,bathroom," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
222,bathroom," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
223,bathroom," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
224,bathroom," Before the hallway, the apple was in the kitchen.",0.0,Where was the apple before the hallway? 
225,hallway," Before Mary picked it up, the apple was on a table in the hallway.",1.0,Where was the apple before the bathroom? 
226,office, The milk was in the house.,0.0,Where was the milk before the garden? 
227,bathroom, The milk was in the hallway before the office.,0.0,Where was the milk before the office? 
228,bathroom," Before the office, the milk was in the hallway.",0.0,Where was the milk before the office? 
229,hallway," Before the bedroom, the football was on the ground.",0.0,Where was the football before the bedroom? 
230,bathroom, The milk was at the store before the office.,0.0,Where was the milk before the office? 
231,bathroom," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
232,bathroom," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
233,bathroom," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
234,garden," Before the hallway, the football was with Mary.",0.0,Where was the football before the hallway? 
235,garden," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
236,garden," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
237,kitchen," Before the bathroom, the apple was in the kitchen.",1.0,Where was the apple before the bathroom? 
238,bathroom," Before the hallway, the apple was in Sandra's possession.",0.0,Where was the apple before the hallway? 
239,office," Before the bedroom, the football was outside.",0.0,Where was the football before the bedroom? 
240,kitchen, The football was in the garden.,0.0,Where was the football before the garden? 
241,bedroom," Before the hallway, the football was outside.",0.0,Where was the football before the hallway? 
242,bathroom, The apple was in the garden.,0.0,Where was the apple before the garden? 
243,office," Before the bathroom, the apple was in John's hand.",0.0,Where was the apple before the bathroom? 
244,kitchen, The apple was in the kitchen.,1.0,Where was the apple before the bedroom? 
245,kitchen, The apple was in the kitchen.,1.0,Where was the apple before the bedroom? 
246,kitchen, The apple was not in the bedroom before John moved to the bedroom.,0.0,Where was the apple before the bedroom? 
247,office, The apple was in the bedroom before Mary moved it to the bathroom.,0.0,Where was the apple before the bathroom? 
248,office, The apple was in the bathroom.,0.0,Where was the apple before the bathroom? 
249,bathroom, The apple was in the office.,0.0,Where was the apple before the office? 
250,office, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
251,office, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
252,garden, The football was in the kitchen before it was discarded.,0.0,Where was the football before the kitchen? 
253,bedroom," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
254,garden, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
255,kitchen, The milk was in the kitchen.,1.0,Where was the milk before the bathroom? 
256,garden, The football was in the bathroom before Mary went back to the bathroom.,0.0,Where was the football before the bathroom? 
257,garden, The apple was on the table before it was dropped by Sandra.,0.0,Where was the apple before the bathroom? 
258,hallway, In the hallway.,1.0,Where was the milk before the office? 
259,office, The milk was in the hallway before the bathroom.,0.0,Where was the milk before the bathroom? 
260,office, The milk was in the hallway.,0.0,Where was the milk before the bathroom? 
261,office, The milk was in the kitchen before the bathroom.,0.0,Where was the milk before the bathroom? 
262,bedroom, The football was in the office before it was picked up by Mary.,0.0,Where was the football before the office? 
263,hallway, The football was in the living room before John picked it up and took it to the bathroom.,0.0,Where was the football before the bathroom? 
264,hallway, The football was in the living room before John picked it up and took it to the bathroom.,0.0,Where was the football before the bathroom? 
265,hallway, The football was in the living room before John picked it up and took it to the bathroom.,0.0,Where was the football before the bathroom? 
266,bathroom, The milk was in the hallway before it was dropped by John.,0.0,Where was the milk before the hallway? 
267,office, The football was in the bedroom before the bathroom.,0.0,Where was the football before the bathroom? 
268,office, The football was in the bedroom before the bathroom.,0.0,Where was the football before the bathroom? 
269,bathroom," Before the garden, the football was with Sandra.",0.0,Where was the football before the garden? 
270,hallway, The football was in the living room before John went to the bedroom.,0.0,Where was the football before the bedroom? 
271,hallway, The football was in the living room before it was taken to the bedroom.,0.0,Where was the football before the bedroom? 
272,office, In the bedroom.,0.0,Where was the milk before the hallway? 
273,office, Daniel left the milk there.,0.0,Where was the milk before the hallway? 
274,kitchen, The milk was in the fridge before it was dropped in the garden.,0.0,Where was the milk before the garden? 
275,kitchen, The milk was in the fridge before it was dropped in the garden.,0.0,Where was the milk before the garden? 
276,garden, The milk was in the kitchen.,0.0,Where was the milk before the hallway? 
277,bedroom, The football was in the bathroom.,0.0,Where was the football before the bathroom? 
278,hallway," Before the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
279,bedroom," Before the bathroom, the football was in the hands of Mary.",0.0,Where was the football before the bathroom? 
280,hallway," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
281,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
282,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
283,office," Before the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
284,office," Before the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
285,office," Before the bathroom, the apple was in the kitchen.",0.0,Where was the apple before the bathroom? 
286,garden, The football was in the living room before it was moved to the bedroom.,0.0,Where was the football before the bedroom? 
287,garden, The milk was in the kitchen before Mary went to the bedroom.,0.0,Where was the milk before the bedroom? 
288,garden," Before Mary went to the bedroom, the milk was in the kitchen.",0.0,Where was the milk before the bedroom? 
289,garden, The football was in the bedroom before Daniel moved it.,0.0,Where was the football before the bedroom? 
290,garden, The football was in the bedroom before Daniel moved it.,0.0,Where was the football before the bedroom? 
291,bathroom," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
292,bathroom," Before the garden, the apple was in the orchard.",0.0,Where was the apple before the garden? 
293,bedroom," Before Mary went to the hallway, the milk was with Sandra.",0.0,Where was the milk before the hallway? 
294,bedroom, The milk was in the fridge before it was taken to the garden.,0.0,Where was the milk before the garden? 
295,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the garden? 
296,bedroom, The milk was in the kitchen.,0.0,Where was the milk before the garden? 
297,hallway," Before the bathroom, the milk was at the store.",0.0,Where was the milk before the bathroom? 
298,kitchen, The milk was at the office before Daniel took it.,0.0,Where was the milk before the office? 
299,kitchen, The milk was in the dais.,0.0,Where was the milk before the office? 
300,kitchen, The milk was at the office before Daniel took it.,0.0,Where was the milk before the office? 
301,hallway, The football was in the garden before Daniel got it.,0.0,Where was the football before the garden? 
302,bathroom, The football was in the garden before Daniel got it.,0.0,Where was the football before the garden? 
303,bathroom," Before the garden, the apple was in the bathroom.",1.0,Where was the apple before the garden? 
304,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
305,bathroom, The milk was in the fridge before the kitchen.,0.0,Where was the milk before the kitchen? 
306,hallway," Before the bedroom, the apple was in the kitchen.",0.0,Where was the apple before the bedroom? 
307,kitchen, The football was at the garden before Daniel moved it.,0.0,Where was the football before the garden? 
308,kitchen, The milk was at the store before it was moved to the garden.,0.0,Where was the milk before the garden? 
309,kitchen, The milk was at the store before it was moved to the garden.,0.0,Where was the milk before the garden? 
310,hallway, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
311,hallway, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
312,hallway, The apple was in the kitchen.,0.0,Where was the apple before the bathroom? 
313,bedroom, The football was in the kitchen before it was discarded.,0.0,Where was the football before the kitchen? 
314,office, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
315,office, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
316,office, The milk was in the kitchen before it was in the bedroom.,0.0,Where was the milk before the bedroom? 
317,bedroom, The milk was at the store before Daniel got it.,0.0,Where was the milk before the office? 
318,bathroom, The football was in the hallway before Daniel left it there.,0.0,Where was the football before the hallway? 
319,bedroom," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
320,bathroom," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
321,bathroom," Before the hallway, the milk was in the kitchen.",0.0,Where was the milk before the hallway? 
322,hallway, The football was in the bathroom.,0.0,Where was the football before the bathroom? 
323,office, The milk was in the kitchen.,0.0,Where was the milk before the bathroom? 
324,office, The football was in the bathroom before it was discarded.,0.0,Where was the football before the bathroom? 
325,office," Before it was in the bathroom, the football was discarded by Sandra.",0.0,Where was the football before the bathroom? 
326,bathroom," Before the kitchen, the football was in the living room.",0.0,Where was the football before the kitchen? 
327,office," Before the bedroom, the football was in the living room.",0.0,Where was the football before the bedroom? 
328,garden, The milk was in the kitchen before Mr. Sandra picked it up.,0.0,Where was the milk before the kitchen? 
329,kitchen, The milk was in the fridge before it was picked up by Mary and Sandra.,0.0,Where was the milk before the garden? 
330,office, The milk was in the fridge before it was picked up by Sandra.,0.0,Where was the milk before the garden? 
331,garden," Before the bedroom, the football was with John.",0.0,Where was the football before the bedroom? 
332,office, The milk was in the kitchen.,0.0,Where was the milk before the garden? 
333,kitchen, The apple was in the orchard.,0.0,Where was the apple before the garden? 
334,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
335,kitchen, The apple was in the orchard.,0.0,Where was the apple before the garden? 
336,hallway, John took the apple.,0.0,Where was the apple before the garden? 
337,garden, The apple was in the bathroom.,0.0,Where was the apple before the bathroom? 
338,hallway, The apple was in the office before John dropped it.,0.0,Where was the apple before the office? 
339,bathroom, The milk was in the kitchen.,0.0,Where was the milk before the bedroom? 
340,bedroom," Before Mary moved to the bathroom, the apple was left on the table.",0.0,Where was the apple before the bathroom? 
341,hallway, The football was in the bathroom before Daniel got it.,0.0,Where was the football before the bathroom? 
342,bedroom," Before the kitchen, the apple was in the living room.",0.0,Where was the apple before the kitchen? 
343,bedroom, The apple was in the kitchen.,0.0,Where was the apple before the kitchen? 
344,kitchen, The apple was in the garden.,0.0,Where was the apple before the garden? 
