,target,output,question
28,garden,"General Thomas: The bathroom north of the house.

General Schoepf: The bathroom north of the",What is the bathroom north of?
29,garden,"General Manson: ""The office is north of the office. The

office is south of the office. The",What is north of the office?
30,bedroom,"""East of the kitchen,"" said Fred, ""where the fire is burning.""

""East of the kitchen",What is east of the kitchen?
31,kitchen,"""I'm sorry, ma'am,"" said the Colonel. ""I'm sorry, ma'am. I",What is the bathroom east of?
32,bathroom,"""I don't know,"" said Brice. ""I don't know what is south of the garden. I",What is north of the garden?
33,kitchen,"""I'm

question: What is the bedroom east of?

""I'm

question:",What is the bedroom west of?
34,bedroom,"""Well,"" said Aggie, ""we'll have to go to the

office, and then we'll",What is the kitchen south of?
35,garden,"Fitz-James: ""The bathroom east of the garden,"" he says. ""The

bathroom east",What is the bathroom east of?
36,office,"Fitz-James: The hall is a little way from the castle, and

there is no way to",What is south of the hallway?
37,bedroom,"Answer: The cave is north of the

bathroom. The captain's voice was heard again, and the party",What is north of the bathroom?
38,bedroom,"Answer: It is a very

very large room, with a large window, and a large

room-door",What is the bathroom east of?
39,office,"The answer is: The cave is a
desert. The cave is a tropical. The cave is a tropical. The",What is north of the bedroom?
40,bathroom,"Answer: The South African coast is a vast and fertile plain, and the

most fertile part of the continent",What is south of the kitchen?
41,bedroom,"Answer: The office of the Governor of Cape Town is the

office of the Governor of Cape Town. It",What is west of the office?
42,kitchen,"Answer: “The garden north of the garden.”

Question: What is the garden south of",What is the garden south of?
43,garden,"Answer: “The jungle.”

“The jungle.”

“The",What is south of the bedroom?
44,garden,"Answer: The office south of the office.

The office south of the office.

The office south",What is the office south of?
45,hallway,"Answer: The office of the King.

Question: What is the office west of?

Answer:",What is the office east of?
46,garden,"[Illustration]

[Illustration]

[Illustration]

[Illustration]",What is south of the office?
47,garden,"Answer: The west of the bedroom.

The West of the bedroom is the place where the Brownies were",What is west of the bedroom?
48,garden,"The smith answered: ""The road is to the west of the

hallway, and to the south",What is east of the hallway?
49,garden,"Oliver Proudfute: The office south of the office is the office of the
honorary king of",What is the office south of?
50,bedroom,"Virginia: The hallway north of the church.

Question: What is the hallway south of?

Virginia",What is the hallway north of?
51,garden,"The answer was, that the

house was a place of great danger. The people were in a state of",What is north of the bathroom?
52,hallway,"""The bedroom north of the garden,"" ses Ginger, ""is the house of the

Dutch. The",What is the bedroom north of?
53,bathroom,"Bill: It's a little

east of the garden.

Peter Russet: It's a little",What is east of the garden?
54,bathroom,"Peter: It's a little

way to the north, but it's

a little

way",What is west of the bedroom?
55,garden,"""East of the hallway,"" ses Bill. ""East of the hallway,"" ses

Bill. ""East of",What is east of the hallway?
56,hallway,"Eleanor: It's a little room with a bed and a
room upstairs. It's a little room with",What is the bedroom east of?
57,kitchen,"Eleanor: I am not sure. I am sure that the house is

east of the hallway. I",What is west of the hallway?
58,hallway,"Answer: The house is south of the bedroom. The

House of Commons, in the middle of the room, is",What is south of the bedroom?
59,kitchen,"The answer was: It is a garden of

good, and of good use. The garden is a good place to",What is the garden north of?
60,hallway,"The answer is: The

pressroom. The pressroom is the most important office in the city. It is the",What is the bedroom north of?
61,bedroom,"Answer: The first step in the construction of the first

atlantic cable was to erect a new building",What is south of the hallway?
62,kitchen,"Sterne: The hall is north of the hall.

Question: What is the hall south of?",What is the hallway north of?
63,hallway,"Sterne: The bedroom is west of the bedroom. [27]

The folly of the “",What is west of the bedroom?
64,bedroom,"""I cannot help my forebodings, Louis. True, I cannot, nor can anyman,

nor",What is east of the garden?
65,office,"Answer: It is a very small room, and I have no idea what it is. I have no idea what",What is the bedroom north of?
66,bathroom,"Answer: ""The room is north of the house of the Lord. It is

the house of the Lord",What is the bedroom north of?
67,office,"Eddy: The garden is south of the garden. The
seventh-century garden is south of the garden",What is the garden south of?
68,kitchen,"The answer is that it is a large one, and the
room is west of the bathroom. The bathroom is west of",What is the bathroom west of?
69,garden,"A: The hallway east of the hall of judgment. The

hall of judgment is a large room, with",What is the hallway east of?
70,bathroom,"Answer: The bedroom is the place where the dead are buried. The
most common place of burial is in the",What is south of the bedroom?
71,kitchen,"Answer: The garden south of the garden is the garden south of the

house. The garden south of the",What is the garden south of?
72,garden,"Answer: The garden is south of the bedroom.

Question: What is the bedroom north of?",What is the bedroom south of?
73,bathroom,"Mrs. Colfax: The office is north of the office.

Stephen: The office is north of the",What is north of the office?
74,bathroom,"Mr. The door is in the middle of the hall. Catherwood's carriage was
pocketed by dr",What is the hallway north of?
75,bedroom,"Lauretta: The corridor is south of the bedroom.

Lauretta: The corridor is south of",What is south of the hallway?
76,bedroom,"Emilius: The hallway east of the hallway.

Emilius: The hallway east of the hallway",What is the hallway east of?
77,bathroom,"_"" _"" _"" _"" _"" _"" _"" _"" _"" _"" _"" _"" _",What is north of the office?
78,kitchen,"JEANNE

East of the garden. _

East of the garden. _

East of the",What is east of the garden?
79,hallway,"EMIL GRELIEU

The kitchen south of the kitchen. The kitchen south of the kitchen. The kitchen south",What is the kitchen south of?
80,garden,"WATER

The garden is west of the office.

_The garden is west of the office.",What is west of the office?
81,office,"Brown: The bedroom is west of the office. The room is
the same as the one in the first place",What is the bedroom west of?
82,kitchen,"Brown: The corridor south of the street.


W.: The corridor south of the street.",What is the hallway south of?
83,garden,"The answer is that the office is west of the office. The

office is in the office, and the",What is the office west of?
84,bathroom,"Answer: The Hall system is a system of automatic
transmission of the signal to the station. It is a",What is north of the hallway?
85,office,"Answer: The garden is west of the garden. The garden is
the garden of the University. The garden is",What is west of the garden?
86,office,"Dr. Allestree: The garden is west of the garden.

Dr. Allestree: The",What is west of the garden?
87,garden,"Answer: The garden is east of the bathroom. The
expertise of the Osteopathic writers is not",What is east of the bathroom?
88,bathroom,"Answer: The bathroom is north of the office. It is
the only place in the world where the truth is known.",What is north of the office?
89,kitchen,"Patience: The bedroom.

Patience: The bedroom.

Patience: The bedroom.",What is the bedroom west of?
90,office,"""I don't know,"" Pauline said, ""but I think it's

the one that's the most comfortable",What is the bathroom south of?
91,office,"""East of the bedroom,"" said Dan. ""I don't know. I don't know what it is.",What is east of the bedroom?
92,bedroom,"""I don't know,"" said Dan, ""but I think I know where you are. I

have seen you",What is south of the office?
93,bathroom,"The Emperor of Russia and King of Prussia, accompanied by Prince Schwartzenberg,

went to the",What is the garden west of?
94,garden,"Answer: The bedroom is west of the bedroom.

MONSIEUR LE PRINCE.... The Prince",What is the bedroom west of?
95,hallway,"Muriel: ""I know what you-uns is thinkin' of. I

know what you-",What is north of the garden?
96,bedroom,Frank: It's a very good one. It's a very good one. It's a very good one.,What is the kitchen west of?
97,kitchen,"Answer: The kitchen is west of the bedroom. The

door is open, and the door is open.",What is west of the bedroom?
98,bathroom,"Answer: The kitchen is north of the kitchen. The kitchen is

north of the kitchen. The kitchen is",What is the kitchen north of?
99,garden,"Answer: The office north of the office is the office of the Judge.

Question: What is the office",What is the office north of?
100,bedroom,"Answer: The cellar. The cellar is
the place where the Judge's wife and children were buried. The cellar is",What is east of the hallway?
101,kitchen,"Answer: It is the house of the Judge.

""The Judge,"" said the man, ""is the Judge of",What is south of the hallway?
102,bedroom,"""The office west of the office,"" said
the host, ""is the office of the English, and the",What is the office west of?
103,bathroom,"""A' thae

house, or a house in the neighbourhood of the

house, or a house in",What is the kitchen north of?
104,hallway,"The answer is, that the

room is west of the bedroom. The answer is, that the room is west of",What is west of the bedroom?
105,bedroom,"Answer: It is the west of the garden.

Question: What is east of the garden? Answer: It is",What is west of the kitchen?
106,office,_Spurr._ _Lady Culv._ _Lady Culv._ _Lady Culv._ _Lady Culv._,What is the kitchen south of?
107,bathroom,"_Miss SPELWANE. The garden is west of the garden.

_Mr. Shorthorn",What is west of the garden?
108,bedroom,Answer: The bathroom south of the bedroom. The bathroom south of the bathroom. The bathroom south of the bathroom.,What is the bathroom south of?
109,bathroom,Answer: The kitchen west of the kitchen. The kitchen west of the kitchen. The kitchen west of the kitchen.,What is the kitchen west of?
110,garden,"Answer: The hallway west of the bathroom. Why is it so

difficult to get to the bathroom?",What is the hallway west of?
111,hallway,"A. D. The kitchen south of the kitchen is

the kitchen south of the kitchen. The kitchen south of the",What is the kitchen south of?
112,office,"The answer is that the bathroom is south of the
bathroom. The bathroom is south of the bathroom. The bathroom is",What is south of the bathroom?
113,hallway,"The answer is, that of the

office east of the office. The office west of the office is the office of",What is the office west of?
114,bedroom,"Answer: The kitchen north of the
French. The kitchen north of the French. The kitchen north of the French. The",What is the kitchen north of?
115,office,"""The garden east of the garden,"" he

said, ""is the garden of the devil."" ""What is the",What is the garden east of?
116,bedroom,"Answer: The hallway north of the hall.

Question: What is the hallway south of the hall?",What is the hallway south of?
117,bedroom,"Answer: The garden west of the garden.

Question: What is the garden east of the garden?",What is the garden west of?
118,hallway,"The answer is, that the office is north of the
office. The office is north of the office. The office is",What is north of the office?
119,office,"Answer: The Rocket will project every species of shot or shell which can be fired

from field guns, and indeed,",What is west of the hallway?
120,bedroom,"Answer: The bathroom north of the bedroom.

Question: What is the bathroom south of?

Answer",What is the bathroom north of?
121,kitchen,"Answer: The hall is south of the kitchen.

(35) The hall is south of the kitchen.",What is the hallway north of?
122,office,"Answer: The English word for the
port of the English House is
port, which is the
port of",What is east of the bathroom?
123,bathroom,“The ’squire’s answer was: “North of the hallway.”,What is north of the hallway?
124,bathroom,"“The answer is: It is north of the house.”

“The house is north",What is the bedroom north of?
125,kitchen,"Answer: The garden is west of the farmhouse. The farmhouse is

the place where the old man",What is west of the garden?
126,bathroom,"Answer: The kitchen is north of the bathroom. The
mounds are in the vicinity of the kitchen. The",What is north of the kitchen?
127,hallway,"Answer: It is a little town, with a little cottage, a little

house, and a little garden",What is the bedroom east of?
128,garden,"Answer: It is a small, narrow, and narrow,

and narrow, and narrow, and narrow,",What is the bedroom south of?
129,hallway,"I have a question for you. I am going to ask you a question.

Answer: I am going to ask",What is east of the bathroom?
130,garden,"Answer: It is a very good one, and I am glad to have it. I have a good",What is the bedroom east of?
131,kitchen,"Mr. Thence to the office, and there sat all the morning, and then to bed.

12",What is south of the bathroom?
132,kitchen,"Answer: The garden is west of the garden.

Question: What is west of the garden?",What is east of the garden?
133,bathroom,"Mr. Cradock: ""The hallway east of the office.

Mr. Cradock: """,What is the hallway east of?
134,office,"Answer: The office is west of the hallway. The office is west of the hallway. The office is
""",What is the hallway east of?
135,kitchen,"The garden is the garden of the
Holy Ghost. The garden is the garden of the Holy Ghost. The garden is the",What is the garden east of?
136,bathroom,"Henry: The bedroom south of the bedroom.

Question: What is the bedroom north of the bedroom?",What is the bedroom south of?
137,hallway,"The answer: It is a garden of the same name, and is

the same as the garden of the",What is the garden east of?
138,kitchen,"Answer: The hall is south of the garden. The hall is

the hall of the church, and the",What is south of the hallway?
139,hallway,A: The garden is west of the hallway. Two years later Schummel published “Fritzen�,What is west of the kitchen?
140,kitchen,"[32] The traveler’s question is answered by the fact that the
village is in the midst of",What is north of the garden?
141,office,"Miss Hargrove: It is the kitchen of the house.

Question: What is the kitchen east",What is the kitchen west of?
142,bathroom,"Burt: It is the garden.

Question: What is the garden north of?

Burt",What is the kitchen north of?
143,bathroom,Gertrude: I am going to the library. I am going to the library. I am going to,What is east of the kitchen?
144,bathroom,Answer: The garden is east of the garden. It is the place where the,What is east of the garden?
145,kitchen,"Answer: The office of the Catholic Church is to be the

""Mother of God.""

The Catholic",What is the office south of?
146,hallway,"--the kitchen north of the kitchen. The kitchen north of the kitchen is

the kitchen north of the kitchen. The",What is the kitchen north of?
147,hallway,"Answer: The bedroom is east of the kitchen. The
room is east of the kitchen. The bedroom is east of the",What is the bedroom west of?
148,bathroom,"Answer: The Commanding Officer's Cabin.

The Commanding Officer's Cabin is a very large,

very",What is the office west of?
149,hallway,"Answer: The office south of the office is the office of the

Secretary of State.

Question:",What is the office south of?
150,bathroom,"SALOME: The garden.

TARVER: The garden.

SALOME: The",What is north of the hallway?
151,garden,SALOME. [_To SALOME._] The bathroom is east of the bathroom. [_The two,What is the bathroom east of?
152,kitchen,"SALOME. The kitchen is west of the bathroom. Thank you, toy-child--custards,",What is the bathroom east of?
153,hallway,"Answer: The south end of the kitchen is the

most important part of the farm. It is the most",What is south of the kitchen?
154,hallway,"Answer: The office is south of the office.

Question: What is north of the office?",What is south of the office?
155,garden,"Colonel McLean: The bedroom is west of the bedroom.

Colonel Pennington: The bedroom is",What is the bedroom west of?
156,office,"Answer: The room is south of the
room. The room is south of the bedroom. The room is south of the",What is south of the bedroom?
157,bathroom,"Answer: The garden is north of the garden.

Range: 2,500 yards.

The garden",What is north of the garden?
158,garden,_Pub._ _The bedroom east of the bedroom. _Reg._ _The bedroom east of the bedroom. _Reg._,What is the bedroom east of?
159,bedroom,_Reg._ The kitchen is south of the kitchen. _Reg._ _Reg._ _Reg._ _Reg._ _Reg,What is south of the kitchen?
160,hallway,"Answer: The office of the Duke of Orleans. The Duke of Orleans is the
most important of the French reg",What is the office south of?
161,bathroom,"Her answer: ""The garden is north of the garden, and the

house is south of the garden.""",What is north of the garden?
162,hallway,"The Duchess: ""East of the bathroom. The Duke of York, who is

the Duke of York,",What is east of the bathroom?
163,hallway,"Answer: The office of the French Minister of Justice.

The office of the Minister of Justice is the office",What is the office east of?
164,bathroom,"The answer: the office of the

Confessor. The Confessor is the head of the Church of France. He",What is the office west of?
165,kitchen,"Answer: The bedroom is west of the bedroom.

The bedroom is west of the bedroom.

The",What is west of the bedroom?
166,office,"Answer: The hall is north of the

hallway. The hall is north of the hallway. The hall is",What is north of the hallway?
167,garden,"Colonel Pennington: The office of General Lee.

Colonel Pennington: The office of General Grant",What is the office north of?
168,kitchen,"Dr. Pepys: The hallway is west of the hallway, and is

the most beautiful and",What is west of the hallway?
169,bedroom,"Mr. Moore: The garden south of the garden.

Question: What is the garden north of the garden",What is the garden south of?
170,hallway,"Williams: The bedroom north of the house.

Question: What is the bedroom south of?

Williams",What is the bedroom north of?
171,bathroom,"The answer was that it was a corridor, and that the party had been in the cave for

a long",What is the hallway west of?
172,kitchen,"Answer: It is north of the

house. The house is a little way from the house of the

King",What is north of the garden?
173,hallway,"The answer: The bathroom is north of the garden.

Question: What is the bathroom south of?",What is the bathroom north of?
174,bathroom,"""The office is south of the office,""

said the King, ""and the office is south of the office.""",What is south of the office?
175,office,"Answer: The ""Masses"" are the ""Masses of the Holy Ghost."" The

Holy Ghost is",What is east of the bathroom?
176,hallway,"Answer: The bedroom is the ""main room"" of the Church. It is the

main room of the",What is the bedroom west of?
177,hallway,"Answer: The office south of the office.

Question: What is the office north of?

Answer",What is the office south of?
178,kitchen,"Grandmother: I don't know. I don't know what is south of the office.

Question:",What is south of the office?
179,bathroom,"Sidney: It is the garden of the dead.

Question: What is the garden north of the",What is the garden south of?
180,hallway,"Jenkins: The bedroom north of the

street. The room in the middle of the street. The room",What is the bedroom north of?
181,bathroom,"Answer: The garden is west of the hallway. The number of Raccoons in the garden is

increasing. The",What is east of the hallway?
182,bedroom,Answer: The corridor west of the corridor. The corridor west of the corridor. The corridor west of the corridor.,What is the hallway west of?
183,bathroom,"Carmen: The garden is south of the office. The old man knew that the girl
would see only",What is south of the garden?
184,bedroom,"Padre: The office is east of the garden. Again he was struggling with self, struggling to

pass",What is the office west of?
185,bathroom,"The answer is that the pyramids are
the most ancient of all the monuments of man. They are the most",What is west of the bedroom?
186,garden,"Answer: The office west of the office is the office of the

Secretary of State. The office west of",What is the office west of?
187,garden,"Answer: The south side of the
Pyramid is the same as the south side of the

Pyramid, and",What is south of the bedroom?
188,kitchen,"” Rose said, “I don't know.”

Roxie said, “I don",What is south of the office?
189,hallway,"Answer: The bathroom is east of the

bathroom.

Aunt Katy said, “I'll tell",What is east of the bathroom?
190,bathroom,"Answer: It is a

house of the house of the house of the house of the house of the house of the",What is the kitchen east of?
191,bathroom,"Answer: The office west of the office. ""Then answered the Lord, 'It is thy friend,",What is the office east of?
192,bedroom,"""Good bye, Margit,"" said Eli,

and she went to the Clergyman's door. ""Good",What is the office south of?
193,office,"Gordon: The kitchen south of Khartoum is the main residence of the
[Pg 4] Mahdi",What is the kitchen south of?
194,bedroom,Gordon: The garden is east of the garden. The garden is east of the garden. The garden is east of,What is east of the garden?
195,office,Jimmie: The bathroom is east of the bathroom. “I don't know. I don't know.,What is east of the bathroom?
196,kitchen,"”

“The hall is north of the hallway,” answered Sam. “and the hall is",What is north of the hallway?
197,office,"Answer: “The kitchen is north of the office.”

Question: What is the kitchen south",What is the kitchen south of?
198,garden,"Answer: The garden is south of the hallway. The garden is south of the

door. The garden is",What is south of the hallway?
199,kitchen,"""I will tell you, sir, that the bathroom is south of the

office.

""I",What is the bathroom south of?
200,bedroom,"Hilary: The hallway south of the hallway.

Question: What is the hallway north of the hallway",What is the hallway south of?
201,hallway,"Patience: ""East of the garden. It's a little

smaller than the garden, but it",What is east of the garden?
202,office,"Patience: It is a very small one.

Dick: It is a very small one.",What is the bathroom north of?
203,kitchen,"Answer: ""The cliff,"" said Dick, ""is a little

smaller than the cliff itself. It",What is west of the hallway?
204,office,"Answer: The garden is east of the bathroom.

Question: What is the bathroom east of?",What is the bathroom east of?
205,garden,"The answer is that it is the bedroom of the
Washington. It is the bedroom of the Washington. It is the bedroom",What is the bedroom east of?
206,garden,"Answer: The office north of the office.

Question: What is the office south of?

Answer",What is the office north of?
207,garden,"The office of the head of the clan, O’Rourke, was to be the head of the",What is the office north of?
208,garden,"The office of the Chief of the M’Diarmods is situated in the

office of the Chief",What is south of the office?
209,bathroom,"[Footnote 50: The kitchen is south of the garden. The different counties were bound to supply
the provisions of",What is south of the kitchen?
210,office,"Answer: The garden is south of the bedroom.

Question: What is south of the bedroom?",What is south of the bedroom?
211,kitchen,"HENRIETTA

The office of the Prussians. SECOND WOMAN

The office of the",What is the office east of?
212,office,"EMIL GRELIEU

The bed. The room is west of the kitchen. JEANNE",What is west of the bedroom?
213,hallway,"Answer: The bedroom south of the bedroom.

Question: What is the bedroom north of?

Answer",What is the bedroom south of?
214,hallway,"Answer: The kitchen is south of the kitchen. The
most beautiful baskets, and a hundred other
nick-nack",What is the kitchen south of?
215,bedroom,"Answer: The palm-grove. The palm-grove is a
mushroom, and is a very large",What is west of the hallway?
216,bedroom,"Answer: The office of the Sultan of the Gulf of Oman.

Question: What is east of the office",What is west of the office?
217,hallway,"Answer: The Temple Dancing Girl.

Question: What is west of the bathroom?

Answer: The",What is east of the bathroom?
218,office,"HOOD: The garden south of the garden.

The garden south of the garden.

The garden",What is the garden south of?
219,hallway,"Sherman: The office is east of the office. The line of battle is

north of the office.",What is east of the office?
220,office,"Answer: The house is south of the bedroom.

Question: What is south of the bedroom?",What is south of the bedroom?
221,kitchen,SAART. [Quietly knitting and speaking in a toneless voice.] I don't know. I don,What is west of the bedroom?
222,kitchen,"Answer: It's a little

little garden. It's a little garden. It's a little garden. It's",What is west of the garden?
223,bedroom,"Major Phillips: ""The bathroom west of the bathroom. The

bathroom west of the bathroom. The bathroom",What is the bathroom west of?
224,kitchen,"The answer was, that the

office west of the office is the office of the King. The King was a man",What is the office west of?
225,hallway,"The answer is, that it is a garden of flowers, and the

colonies of the French Republic are",What is the garden east of?
226,hallway,"The King's room was in the King's quarters, and the King's
room was in the King's quarters",What is north of the kitchen?
227,kitchen,"Answer: It is a garden of

goodness. And it is a garden of goodness. And it is a",What is the garden north of?
228,hallway,"Answer: It is the garden of the gods, and the garden of the

people. The garden of the",What is the garden north of?
229,kitchen,A. The bedroom is west of the bedroom. B. The bedroom is west of the bedroom. C. The bedroom is,What is west of the bedroom?
230,garden,"Answer: The hall is north of the hallway. The statue is in the middle of the
hallway. The",What is north of the hallway?
231,garden,"Ruby: “The hallway west of the hall.


Question: What is the hallway east of the hall",What is the hallway west of?
232,hallway,"Jenny: The bathroom is east of the bathroom.

Question: What is the bathroom west of?",What is the bathroom east of?
233,bedroom,"“The kitchen is north of the kitchen,” the child says. “And the

house",What is the kitchen south of?
234,bathroom,"Answer: The office west of the office is the office of the

Osteopathic College. The office west",What is the office west of?
235,kitchen,"Answer: The bedroom is east of the bathroom. The
room is east of the kitchen. The bedroom is east",What is east of the bedroom?
236,office,"O’Rourke: The house is west of the bedroom. The old man

was in the house",What is east of the bedroom?
237,bathroom,"Answer: The garden.

Question: What is west of the kitchen?

Answer: The garden.",What is east of the kitchen?
238,bedroom,"Answer: The bedroom is west of the kitchen. The average of the last eight

years has been 1,",What is west of the kitchen?
239,office,"Answer: The kitchen north of the office is the most important part of the

office. It is the most",What is the kitchen north of?
240,garden,"K. replied: ""The river is north of the garden. The

river is north of the garden.",What is north of the bedroom?
241,bathroom,"""East of the kitchen,"" said Sidney. ""I'm going to be pretty lonely. I'm going to be",What is east of the kitchen?
242,office,"Sidney: ""The garden is north of the garden. It is

the garden of the Lord.",What is north of the garden?
243,bedroom,"Answer: The corridor south of the corridor is called the corridor south of the
hallway. It is a corridor",What is the hallway south of?
244,office,"(38) The first instance of the summoning of the fol
Question: What is the kitchen east of?",What is the kitchen west of?
245,garden,"The answer is that the Soudan is south of the

House of the King. The Soudan is south",What is south of the bedroom?
246,garden,"Answer: The Canal from Haifa to Jordan,",What is west of the office?
247,kitchen,"Answer: The garden north of the garden.

""The garden north of the garden.

""The",What is the garden north of?
248,office,"Answer: The office is west of the kitchen. The Baptismal Thanksgiving calls the

Baptized """,What is west of the kitchen?
249,bedroom,"Answer: The hallway west of the bedroom. The door is

closed, and the candidate is seated on the",What is the hallway west of?
250,office,"Answer: The bathroom is south of the bathroom. The bathroom is

south of the bathroom. The bathroom is",What is south of the bathroom?
251,kitchen,"Answer: The bedroom is west of the bedroom.

Question: What is east of the bedroom?",What is west of the bedroom?
252,office,"Answer: The hall of the house of the King of England,

which is in the middle of the hall",What is the hallway north of?
253,bedroom,"Answer: The garden is east of the bedroom.

Question: What is west of the hallway?",What is east of the hallway?
254,office,"_Greene_: The bathroom is south of the

bathroom. The bathroom is south of the bathroom. The",What is south of the bathroom?
255,hallway,"Answer: The bedroom north of the bedroom.

Question: What is the bedroom south of?

Answer",What is the bedroom north of?
256,bathroom,"Simon: The garden is west of the garden.

Question: What is the garden east of?",What is the garden east of?
257,kitchen,"Answer: The kitchen is north of the
room. The kitchen is north of the bathroom. The kitchen is north of the",What is the bathroom north of?
258,kitchen,"Answer: The bedroom is west of the office. The word is the plural form of _Ban_, ""a",What is west of the bedroom?
259,garden,"Answer: The hallway east of the office.

Question: What is the hallway west of the office?",What is the hallway east of?
260,kitchen,"“The answer is that it is south of the garden.

“The answer is that it is",What is south of the garden?
261,hallway,"S. S. Simon said, ``The bed is east of the bathroom,

```The bed is",What is the bedroom east of?
262,garden,"Answer: The office of the Governor.
""Well, I think it is a good idea to have a

general",What is west of the office?
263,office,"Answer: ""The south of the kitchen. The

south of the kitchen. The south of the kitchen.",What is north of the kitchen?
264,garden,"The answer: The office north of the office.

The office north of the office is the office of the",What is the office north of?
265,kitchen,"Answer: The office of the Pope is north of the office of the

Pope. The office of the Pope",What is north of the office?
266,garden,"De Maistre replies: 'The garden is south of the bedroom.'

Question: What is south of",What is south of the bedroom?
267,hallway,"Answer: The garden is north of the garden.

Question: What is the garden south of?",What is the garden north of?
268,garden,"Answer: The bedroom east of the bedroom is west of the bedroom.

Question: What is the bedroom west",What is the bedroom east of?
269,bedroom,"Answer: The bedroom is east of the bathroom.

Question: What is east of the hallway?",What is west of the hallway?
270,bathroom,"A: The hallway is east of the hallway. 65 | January 25, 1851  | 49-78",What is east of the hallway?
271,kitchen,"A: The ""Bal Bullier"" is a very old house, and it is

still in use.",What is the bedroom south of?
272,hallway,"Answer: It is

the ""Bal Bullier."" The priest is a man of great

power, and he",What is east of the garden?
273,kitchen,"Answer: The hallway south of the hallway.

Question: What is the hallway north of the hallway?",What is the hallway south of?
274,office,"The answer is, that it is the
well-known ""well-known"" ""well-known"" ""well-",What is the bathroom east of?
275,bedroom,"The SQUIRE: The garden south of the garden.

The SQUIRE: The garden south of the garden",What is the garden south of?
276,bathroom,"Answer: The kitchen west of the kitchen. The

house west of the kitchen. The house west of the",What is the kitchen west of?
277,bathroom,"Answer: The garden is a small village in the
North-West corner of the province. It is situated on",What is east of the garden?
278,bedroom,"The answer is: the bathroom. The

room is south of the bathroom. The water is in the water. The",What is south of the bathroom?
279,office,"Answer: It is the house of the Lord,

the house of the Lord, and the house of the Lord,",What is the bedroom west of?
280,hallway,"Answer: The garden is south of the garden. ""Thou art one of those, who would reap where thou",What is north of the garden?
281,hallway,"""I will answer for him,"" said the King. ""I will not

say that he was not a good coun",What is west of the office?
282,hallway,"The King: ""East of the bathroom.""

The King: ""East of the bathroom.""

The",What is east of the bathroom?
283,kitchen,"Answer: The bedroom is west of the bedroom. The
room is west of the bedroom. The bedroom is west of the",What is west of the bedroom?
284,garden,"Answer: The garden is north of the office. The mare should be kept in a
well-fed pasture",What is north of the office?
285,garden,"Answer: The hall is a very good place to lay your head. It is

very well kept, and",What is the hallway south of?
286,hallway,"""The garden is east of the house, and the house is

east of the house. The house is",What is the garden east of?
