,target,output,question
106,office,"Output: bedroom

<example>
The hallway is south of the office",What is the kitchen south of?
107,bathroom,"Label: bedroom

<context>
I am right
     glad to hear",What is west of the garden?
108,bedroom,"Label: bedroom

<context>
: the prevention of war
between",What is the bathroom south of?
109,bathroom,"Label: bedroom

<context>
What to do with Dan Baxter",What is the kitchen west of?
110,garden,"Label: bedroom

Question: What is the garden east of?

Label",What is the hallway west of?
111,hallway,"Label: bedroom




[Illustration: HUMOROUS]",What is the kitchen south of?
112,office,Output: bedroom,What is south of the bathroom?
113,hallway,"Label: bedroom

<context>
""DURAND, Notary at",What is the office west of?
114,bedroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the kitchen north of?
115,office,"Label: hallway
<context>
The hallway is east of the garden.",What is the garden east of?
116,bedroom,"Label: bedroom

<context>
The garden is west of the bedroom",What is the hallway south of?
117,bedroom,"Label: bedroom

<context>
The number of aquatic deities",What is the garden west of?
118,hallway,Label: bedroom,What is north of the office?
119,office,Context: The hallway is south of the kitchen. The bedroom is north of the,What is west of the hallway?
120,bedroom,"Label: bedroom




[Illustration: Poultry Department]",What is the bathroom north of?
121,kitchen,Context: The hallway is south of the kitchen. The bedroom is north of the,What is the hallway north of?
122,office,"Label: bedroom

<context>
The hallway is south of the kitchen",What is east of the bathroom?
123,bathroom,"Label: bedroom

<example>
The hallway is north of the bed",What is north of the hallway?
124,bathroom,"Label: hallway

<context>
""There's nothing to cry about",What is the bedroom north of?
125,kitchen,"Label: bedroom

<context>
""I'm going to take a",What is west of the garden?
126,bathroom,"Label: bedroom

<context>
He probably went down to Coal City",What is north of the kitchen?
127,hallway,"Label: garden

<context>
""I want him to ride back with me",What is the bedroom east of?
128,garden,"Label: bedroom

<context>
The hallway is south of the garden",What is the bedroom south of?
129,hallway,"Label: bedroom


<context>
(_Aside._) I really",What is east of the bathroom?
130,garden,"Output: hallway




[Illustration: LIVE STOCK DE",What is the bedroom east of?
131,kitchen,"Label: bedroom




[Illustration: VETERINARY]",What is south of the bathroom?
132,kitchen,"Label: bedroom

<context>
The hallway is south of the kitchen",What is east of the garden?
133,bathroom,"Output: bedroom

<context>
The hallway is east of the bed",What is the hallway east of?
134,office,"Label: bedroom

<context>
The hallway is east of the bed",What is the hallway east of?
135,kitchen,"Output: bedroom

<context>
The hallway is south of the kitchen",What is the garden east of?
136,bathroom,"Output: garden
</example>
<example>
The hallway is south of",What is the bedroom south of?
137,hallway,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the garden east of?
138,kitchen,"Label: bedroom


Question: What is the hallway south of?",What is south of the hallway?
139,hallway,"Label: bedroom

<context>
“I am very sorry to have taken",What is west of the kitchen?
140,kitchen,"Label: bedroom

<context>",What is north of the garden?
141,office,"Label: bedroom

<context>
""When it's one of the",What is the kitchen west of?
142,bathroom,"Label: bedroom

<context>
You might just as well understand that",What is the kitchen north of?
143,bathroom,"Label: bedroom

<example>
The garden is west of the bedroom",What is east of the kitchen?
144,bathroom,"Label: bedroom




[Illustration]




CH",What is east of the garden?
145,kitchen,"Answer: bedroom




[Illustration]




CH",What is the office south of?
146,hallway,"Context: Far in the distance the early sunshine gleams on the river, w",What is the kitchen north of?
147,hallway,"Label: the hallway

Question: What is the bedroom east of?",What is the bedroom west of?
148,bathroom,"Label: bedroom

Question: What is the office east of?

Label",What is the office west of?
149,hallway,"Label: bedroom

<context>
The hallway is north of the office",What is the office south of?
150,bathroom,"Label: bedroom

<context>
""I'm going to marry you",What is north of the hallway?
151,garden,"Label: bedroom

<context>
""I know, Lester,"" she",What is the bathroom east of?
152,kitchen,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the bathroom east of?
153,hallway,"Label: bedroom

<context>
""I'm afraid of people,",What is south of the kitchen?
154,hallway,"Label: bedroom

<context>
""Therefore, one strange, myster",What is south of the office?
155,garden,"Label: hallway

<context>
The hallway is south of the garden",What is the bedroom west of?
156,office,"Label: bedroom
</context>




II

THE S",What is south of the bedroom?
157,bathroom,"Output: bedroom
</example>
<example>
The hallway is north",What is north of the garden?
158,garden,"Label: office

<context>
""I'm going to ask your mother",What is the bedroom east of?
159,bedroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is south of the kitchen?
160,hallway,"Label: bedroom

<context>
The hallway is north of the office",What is the office south of?
161,bathroom,"Label: bedroom

<context>
The American locomotive engineer,
as",What is north of the garden?
162,hallway,"Label: bedroom

<context>
[229] It is a",What is east of the bathroom?
163,hallway,"Label: bedroom

<context>
The hallway is west of the bed",What is the office east of?
164,bathroom,Context: The garden is west of the bedroom. The bedroom is west of the,What is the office west of?
165,kitchen,"Label: garden

<context>
""He was
always courteous,""",What is west of the bedroom?
166,office,"Label: bedroom

<context>
The hallway is south of the office",What is north of the hallway?
167,garden,"Label: bedroom

<context>
The hallway is south of the office",What is the office north of?
168,kitchen,"Label: bedroom

<context>
The hallway is south of the kitchen",What is west of the hallway?
169,bedroom,"Label: bedroom

<context>
Townsend and his
wife",What is the garden south of?
170,hallway,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the bedroom north of?
171,bathroom,"Label: bedroom

<context>
Joe picked his straw hat from",What is the hallway west of?
172,kitchen,"Output: the hallway
</example>
<example>
The hallway is",What is north of the garden?
173,hallway,"Label: bedroom

<context>
The first of these was the case of",What is the bathroom north of?
174,bathroom,"Label: hallway

<context>
The hallway is south of the office",What is south of the office?
175,office,"Label: bedroom

<context>
""He may make off with the money",What is east of the bathroom?
176,hallway,"Output: garden
<example>
The hallway is south of the kitchen. The",What is the bedroom west of?
177,hallway,"Label: bedroom

<context>
The hallway is north of the office",What is the office south of?
178,kitchen,"Label: bedroom

<context>
The hallway is south of the office",What is south of the office?
179,bathroom,"Label: bedroom

<context>
The hallway is south of the office",What is the garden south of?
180,hallway,"Label: bedroom

<context>
The hallway is south of the bed",What is the bedroom north of?
181,bathroom,"Label: bedroom

<context>
""While you, my poor Dup",What is east of the hallway?
182,bedroom,"Output: bedroom

Question: What is the hallway east of?",What is the hallway west of?
183,bathroom,"Output: office
</example>
<example>
The hallway is south of",What is south of the garden?
184,bedroom,"Output: garden

<context>
The chapter “Der Einwurf”",What is the office west of?
185,bathroom,"Label: bathroom

<context>
[Footnote 24: Breslau",What is west of the bedroom?
186,garden,"Label: garden

<context>
The hallway is south of the kitchen.",What is the office west of?
187,garden,"Label: garden

<context>
""I am afraid I interrupted you,"" said",What is south of the bedroom?
188,kitchen,"Label: garden

<context>
The hallway is south of the kitchen.",What is south of the office?
189,hallway,"Context: On
December 1, however, Colonel Gore once more set out",What is east of the bathroom?
190,bathroom,"Label: bedroom

<context>
The hallway is west of the bath",What is the kitchen east of?
191,bathroom,"Output: bedroom

<context>
The hallway is south of the office",What is the office east of?
192,bedroom,"Label: bedroom

<context>
The hallway is south of the office",What is the office south of?
193,office,"Label: bedroom


Question: What is the garden west of?",What is the kitchen south of?
194,bedroom,"Label: bedroom

<context>
""I'm not surprised,"" said",What is east of the garden?
195,office,Label: bedroom,What is east of the bathroom?
196,kitchen,"Label: bedroom

<context>
""Senores,"" he said,",What is north of the hallway?
197,office,"Label: bedroom



Question: What is the garden west of?",What is the kitchen south of?
198,garden,"Label: bedroom

<context>
I
noticed him particularly, because",What is south of the hallway?
199,kitchen,"Output: office

<context>
I recognized her at first glance, though she",What is the bathroom south of?
200,bedroom,"Label: bedroom




414. The Bible

The",What is the hallway south of?
201,hallway,"Label: hallway

<context>
Summary of Evangelical Belief",What is east of the garden?
202,office,"Label: office

<context>
The old gentleman propped himself up on his",What is the bathroom north of?
203,kitchen,"Label: bedroom

<context>
""I'm going to marry you",What is west of the hallway?
204,office,"Label: bedroom

<example>
The hallway is south of the kitchen",What is the bathroom east of?
205,garden,"Label: garden

<context>
""I'm sure I don't",What is the bedroom east of?
206,garden,"Label: bedroom





End of the Project Gutenberg E",What is the office north of?
207,garden,"Label: bedroom

<context>
The hallway is south of the garden",What is the office north of?
208,garden,"Label: garden

<context>
The hallway is south of the office.",What is south of the office?
209,bathroom,"Label: bedroom

<example>
The hallway is south of the kitchen",What is south of the kitchen?
210,office,"Label: garden

<context>
The first thing that struck the eye of the",What is south of the bedroom?
211,kitchen,"Label: hallway

<context>
The hallway is north of the bed",What is the office east of?
212,office,Label: office,What is west of the bedroom?
213,hallway,"Output: hallway

<context>
The hallway is south of the bed",What is the bedroom south of?
214,hallway,"Label: bedroom

Output: The hallway is south of the kitchen. The",What is the kitchen south of?
215,bedroom,Label: bedroom,What is west of the hallway?
216,bedroom,"Label: bedroom

<context>
No, don't let us waste",What is west of the office?
217,hallway,"Label: hallway

<context>
The hallway is east of the bath",What is east of the bathroom?
218,office,"Label: bedroom

<context>
""I'm going to marry him",What is the garden south of?
219,hallway,"Label: hallway

<context>
""I am sure you must be a",What is east of the office?
220,office,"Label: office

<context>
In the records of individual experience, as well",What is south of the bedroom?
221,kitchen,"Label: bedroom

<context>
""I'm sure, father,""",What is west of the bedroom?
222,kitchen,"Label: bedroom

<context>
""I think the safe thing would be",What is west of the garden?
223,bedroom,"Label: hallway

<context>
""I'm glad to see you",What is the bathroom west of?
224,kitchen,"Label: office

<context>
""I'm going to get out,""",What is the office west of?
225,hallway,"Label: bedroom

<context>
""Ah,"" returned Gerhardt, meas",What is the garden east of?
226,hallway,"Label: bedroom

<context>
The hallway is north of the kitchen",What is north of the kitchen?
227,kitchen,"Output: bedroom

<context>
The bedroom is north of the garden",What is the garden north of?
228,hallway,"Label: bedroom

<context>
The girl was dancing excitedly along",What is the garden north of?
229,kitchen,"Label: bedroom

<context>
""Inspector,"" said Allan",What is west of the bedroom?
230,garden,"Label: bedroom

<context>
At any rate the romance and sol",What is north of the hallway?
231,garden,Label: bedroom,What is the hallway west of?
232,hallway,"Label: bedroom



<context>
W. and H.",What is the bathroom east of?
233,bedroom,"Output: bedroom

<context>
J. E. and H. W",What is the kitchen south of?
234,bathroom,"Label: office

<context>
The hallway is south of the office.",What is the office west of?
235,kitchen,"Label: bathroom




THE TURKEY TROT",What is east of the bedroom?
236,office,"Label: garden

<context>
92   5.8%",What is east of the bedroom?
237,bathroom,"Answer: bedroom

<context>
The hallway is south of the kitchen",What is east of the kitchen?
238,bedroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is west of the kitchen?
239,office,"Label: bedroom

<context>
The hallway is south of the office",What is the kitchen north of?
240,garden,"Label: garden

<context>
The hallway is north of the garden.",What is north of the bedroom?
241,bathroom,"Label: bedroom

<context>
[Illustration: A VETERAN",What is east of the kitchen?
242,office,"Label: bedroom

<context>
The hallway is north of the garden",What is north of the garden?
243,bedroom,"Label: bedroom

<context>
“I’m glad you have a",What is the hallway south of?
244,office,"Label: bedroom

<context>
“I’m glad to see you",What is the kitchen west of?
245,garden,"Label: garden

<context>
The hallway is south of the garden.",What is south of the bedroom?
246,garden,"Label: bedroom

<context>
_Enter_ HAMLET,",What is west of the office?
247,kitchen,"Label: bedroom

<context>
The hallway is south of the garden",What is the garden north of?
248,office,"Label: bedroom

<context>
The hallway is west of the office",What is west of the kitchen?
249,bedroom,"Label: bedroom

<context>
The hallway is north of the garden",What is the hallway west of?
250,office,"Label: bedroom

<context>
The
subject of these songs, or",What is south of the bathroom?
251,kitchen,"Label: garden

<context>
""I have money enough for both,""",What is west of the bedroom?
252,office,"Label: bedroom

<example>
The hallway is north of the office",What is the hallway north of?
253,bedroom,"Label: bedroom

<context>
The garden is east of the bedroom",What is east of the hallway?
254,office,"Label: garden

<context>
The hallway is south of the kitchen.",What is south of the bathroom?
255,hallway,"Label: bedroom




CHAPTER III

BAL DES",What is the bedroom north of?
256,bathroom,Context: The garden is west of the bedroom. The bedroom is west of the,What is the garden east of?
257,kitchen,"Label: bedroom




  [Illustration: From col. Copyright",What is the bathroom north of?
258,kitchen,"Label: bedroom




THE BLACK-BACKED W",What is west of the bedroom?
259,garden,"Output: bedroom


Question: What is the hallway west of?",What is the hallway east of?
260,kitchen,"Output: bedroom

<context>
The hallway is south of the kitchen",What is south of the garden?
261,hallway,"Output: bathroom
</example>
<example>
The hallway is west",What is the bedroom east of?
262,garden,"Label: bedroom

<context>
""If I am appalled by the",What is west of the office?
263,office,"Label: bedroom

<context>
""Don't you think we'",What is north of the kitchen?
264,garden,"Output: bedroom

<context>
The King was then taken to the prison",What is the office north of?
265,kitchen,"Label: bedroom

<context>
The King was then taken to the Place",What is north of the office?
266,garden,"Label: garden

<context>
The hallway is south of the garden.",What is south of the bedroom?
267,hallway,"Label: bedroom

<context>
Millbank
sounded, something like",What is the garden north of?
268,garden,"Label: garden
<example>
The hallway is south of the garden. The",What is the bedroom east of?
269,bedroom,"Label: bedroom

<context>
The bedroom is east of the hall",What is west of the hallway?
270,bathroom,"Label: bedroom




THE OCELLATED PHEAS",What is east of the hallway?
271,kitchen,"Label: bedroom

<context>
The hallway is south of the garden",What is the bedroom south of?
272,hallway,"Label: bedroom

<context>
The hallway is east of the garden",What is east of the garden?
273,kitchen,"Output: bedroom

<context>
The hallway is south of the garden",What is the hallway south of?
274,office,"Label: garden

<context>
The
chief difficulty is the very hard",What is the bathroom east of?
275,bedroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the garden south of?
276,bathroom,"Output: bedroom

<context>
The hallway is south of the kitchen",What is the kitchen west of?
277,bathroom,"Label: bedroom

<context>
The hallway is south of the garden",What is east of the garden?
278,bedroom,"Label: bedroom

<context>
Then a herald called the
L",What is south of the bathroom?
279,office,"Label: garden




Queries.




Queries",What is the bedroom west of?
280,hallway,"Label: bedroom

<context>
Is it a mystic allusion to",What is north of the garden?
281,hallway,Label: bedroom,What is west of the office?
282,hallway,"Label: bedroom

<context>
“I’m going to get out",What is east of the bathroom?
283,kitchen,"Label: bedroom

<context>
“I’m afraid so!” replied",What is west of the bedroom?
284,garden,"Label: garden

<context>
“I’m going to get a",What is north of the office?
285,garden,"Label: bedroom

<context>
The garden is north of the hallway",What is the hallway south of?
286,hallway,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the garden east of?
287,bathroom,"Label: garden




                               BOOK III. CHAPTER II.",What is east of the bedroom?
288,garden,"Label: garden

<context>
The hallway is south of the office.",What is east of the office?
289,office,"Output: bedroom




THE BLACK-BACKED G",What is the garden west of?
290,garden,Label: bedroom,What is east of the bathroom?
291,garden,"Output: garden

<context>
The hallway is south of the kitchen.",What is the bedroom west of?
292,garden,"Label: bedroom

<prompt> The garden is west of the bedroom",What is west of the kitchen?
293,office,"Output: office

<context>
The most
interesting instrument in this",What is west of the bathroom?
294,bathroom,"Answer: hallway
</example>

<context>
The hallway is",What is south of the bedroom?
295,bathroom,"Answer: bathroom
</example>

The next year (1903)",What is south of the bedroom?
296,bathroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the kitchen south of?
297,office,"Label: bedroom


Question: What is west of the bedroom?",What is east of the kitchen?
298,hallway,"Label: bedroom




                             CHAPTER XV. “I’m",What is north of the kitchen?
299,kitchen,"Label: garden

<context>
The hallway is south of the kitchen.",What is the bathroom east of?
300,hallway,"Label: bedroom

<context>
The hallway is north of the garden",What is west of the bathroom?
301,office,"Label: bedroom

<context>
The hallway is south of the garden",What is south of the hallway?
302,bathroom,Label: bedroom,What is the hallway west of?
303,bedroom,"Label: bedroom

<context>
The bedroom is north of the hall",What is east of the bathroom?
304,garden,"Label: bedroom

<context>
""I'm not going to be",What is the office south of?
305,bedroom,"Label: bedroom

<context>
A great black engine,
puff",What is east of the office?
306,bedroom,"Label: bedroom

<context>
The bedroom is north of the hall",What is north of the hallway?
307,garden,"Output: garden
</example>
<example>
The hallway is south of",What is the office east of?
308,kitchen,"Label: bedroom

<context>
The hallway is north of the bed",What is the hallway west of?
309,garden,"Label: bedroom

<context>
The hallway is south of the kitchen",What is west of the bathroom?
310,garden,"Label: bedroom

<context>
""I'm so glad you'",What is the kitchen west of?
311,bedroom,"Label: bedroom

Question: What is the bedroom west of?",What is the office west of?
312,bathroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is east of the garden?
313,bathroom,"Label: bedroom

<context>
It struck
her that he was somewhat",What is east of the kitchen?
314,kitchen,"Label: bedroom

<context>
The hallway is north of the garden",What is the garden north of?
315,kitchen,"Label: bedroom

<context>
[Illustration]",What is west of the hallway?
316,office,"Label: bedroom

<context>
""It's for my mother I",What is east of the garden?
317,office,"Output: bedroom

<context>
Tom, have the
kindness to",What is the hallway west of?
318,bedroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is east of the garden?
319,hallway,"Label: bedroom

<context>
I would replace it, and again",What is the garden east of?
320,bedroom,Label: bedroom,What is the office west of?
321,hallway,"Label: hallway

<context>
The hallway is east of the bath",What is the bathroom west of?
322,bathroom,"Answer: office
</context>

<prompter> What is the garden",What is the bedroom north of?
323,garden,"Output: office

<context>
'No,' says the Quandary,",What is the bedroom east of?
324,bathroom,"Output: bedroom

<context>
The hallway is south of the kitchen",What is the garden west of?
325,hallway,"Label: bedroom

<context>
The hallway is south of the garden",What is south of the garden?
326,hallway,"Output: hallway

<context>
The hallway is south of the office",What is south of the office?
327,kitchen,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the garden east of?
328,bathroom,"Output: bedroom

<context>
The hallway is south of the garden",What is the garden west of?
329,office,"Label: bedroom

<context>
The hallway is west of the bath",What is the bathroom west of?
330,hallway,"Label: bedroom

<context>
""Sure, I don't",What is west of the garden?
331,bathroom,Label: bedroom,What is south of the hallway?
332,hallway,"Label: hallway

<example>
The hallway is west of the bed",What is the bedroom east of?
333,kitchen,"Label: office

<context>
The hallway is south of the office.",What is the bedroom south of?
334,kitchen,"Output: bedroom

Question: What is the garden south of?

Output",What is the garden south of?
335,bathroom,"Label: garden

<context>
The hallway is south of the kitchen.",What is west of the office?
336,garden,"Output: garden

<context>
The hallway is south of the kitchen.",What is south of the bathroom?
337,bathroom,"Label: bedroom

<context>
The hallway is south of the garden",What is west of the garden?
338,bathroom,"Label: hallway

<context>
The hallway is north of the office",What is north of the office?
339,garden,"Label: garden

<context>
[Illustration]

The ancient Egyptians",What is east of the office?
340,bathroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is west of the kitchen?
341,office,"Output: bedroom
</example>
<example>
The hallway is south",What is the garden south of?
342,hallway,"Label: bedroom
<context>
The hallway is west of the bedroom",What is west of the bedroom?
343,bedroom,"Label: bedroom


A MAN OF THE WORLD. I have",What is south of the hallway?
344,garden,"Label: bedroom

<context>
Let it be admitted, however, that",What is the hallway east of?
345,hallway,"Label: bedroom

<context>
The hallway is north of the bath",What is north of the kitchen?
346,garden,"Output: garden

<context>
The hallway is south of the kitchen.",What is west of the office?
347,bathroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the office west of?
348,bathroom,Context: The hallway is south of the kitchen. The bedroom is north of the,What is the garden north of?
349,garden,"Label: bedroom

<context>
For instance, I suppose few persons look",What is the office south of?
350,garden,"Label: bedroom

<context>
The hallway is north of the garden",What is the hallway north of?
351,hallway,"Output: bedroom

<context>
The hallway is south of the kitchen",What is the kitchen west of?
352,bathroom,"Label: bedroom

<context>
The hallway is north of the bath",What is north of the hallway?
353,bedroom,"Output: bedroom

<context>
The hallway is south of the garden",What is the kitchen north of?
354,bathroom,"Label: bedroom

<context>
The hallway is south of the kitchen",What is the kitchen south of?
355,bedroom,"Label: bedroom

<context>
The hallway is south of the office",What is north of the office?
356,hallway,"Label: hallway

<context>
""And this fool says he is going",What is east of the bathroom?
357,kitchen,"Output: bedroom
<context>
It was readily granted, and soon he was",What is south of the hallway?
