,target,output,question
107,Jeff,Jeff,Who did Mary give the milk to? 
108,football,"football

(Note: The context provided does not mention Mary giving the",What did Bill give to Mary? 
109,Mary,The context does not provide information about who gave the football. The text only,Who gave the football? 
110,apple,apple,What did Jeff give to Mary? 
111,apple,"apple

<context>
The dulcimer is in too",What did Jeff give to Mary? 
112,Mary,"Mary (gave the apple to Jeff, who then gave it back to",Who gave the apple? 
113,Mary,"Jeff or Mary gave each other the apple in the text. Therefore, there",Who gave the apple? 
114,Mary,Mary,Who received the apple? 
115,Bill,Bill,Who gave the milk? 
116,milk,milk,What did Mary give to Bill? 
117,Bill,Bill,Who did Mary give the milk to? 
118,milk,milk,What did Bill give to Mary? 
119,Mary,Mary,Who did Bill give the milk to? 
120,milk,milk,What did Mary give to Bill? 
121,Mary,Mary,Who gave the milk? 
122,Mary,Mary,Who gave the milk? 
123,Jeff,Jeff,Who did Bill give the football to? 
124,Bill,Bill,Who gave the football to Jeff? 
125,Jeff,Jeff,Who received the football? 
126,Jeff,Jeff,Who gave the football to Bill? 
127,football,"football (in the first instance)

(Note: In the context",What did Jeff give to Bill? 
128,football,football,What did Jeff give to Bill? 
129,apple,apple,What did Fred give to Mary? 
130,Bill,Bill.,Who received the apple? 
131,apple,apple,What did Mary give to Bill? 
132,apple,"apple

<context>
<example>
Mary picked up",What did Mary give to Bill? 
133,apple,"apple (based on the context, Jeff gave the apple to Mary before We",What did Jeff give to Mary? 
134,Fred,Fred,Who gave the apple? 
135,football,football,What did Fred give to Jeff? 
136,football,football,What did Fred give to Jeff? 
137,Jeff,"Jeff (gave the football to Fred, and later Fred gave it back",Who gave the football? 
138,Fred,Fred. (The text states that Jeff gave the football to Fred twice.),Who did Jeff give the football to? 
139,football,football. (Note: The text mentions Fred giving the football to Mary,What did Fred give to Mary? 
140,football,football,What did Jeff give to Mary? 
141,Mary,Mary,Who received the football? 
142,football,football,What did Mary give to Jeff? 
143,Jeff,Jeff.,Who gave the football? 
144,Bill,Fred,Who received the apple? 
145,Fred,Fred,Who received the apple? 
146,Fred,Fred,Who received the apple? 
147,Mary,Mary,Who did Bill give the football to? 
148,Bill,Bill.,Who gave the football to Mary? 
149,Fred,Fred,Who received the football? 
150,Bill,Bill (twice),Who received the apple? 
151,Jeff,Bill received the apple from Jeff. (Answer: Jeff),Who gave the apple to Bill? 
152,Bill,Jeff or Bill (either one),Who received the apple? 
153,Bill,Bill.,Who gave the apple to Jeff? 
154,apple,apple,What did Bill give to Jeff? 
155,football,football,What did Mary give to Bill? 
156,football,football,What did Mary give to Bill? 
157,Mary,Mary,Who did Bill give the football to? 
158,football,football,What did Bill give to Mary? 
159,Bill,Bill,Who received the apple? 
160,Bill,Bill.,Who did Fred give the apple to? 
161,apple,"apple.

(Note: The context provided mentions ""Fred",What did Fred give to Bill? 
162,apple,"apple (based on the context provided, Fred gave the apple to Bill twice",What did Fred give to Bill? 
163,Fred,Fred (twice),Who gave the apple? 
164,Jeff,Jeff.,Who received the apple? 
165,Jeff,Jeff,Who received the apple? 
166,Jeff,Jeff,Who received the apple? 
167,Jeff,"Jeff. (The last time the apple was passed, it was from Mary",Who received the apple? 
168,apple,apple,What did Mary give to Jeff? 
169,Bill,Bill,Who gave the milk to Fred? 
170,football,football,What did Mary give to Bill? 
171,Bill,Bill,Who did Mary give the football to? 
172,football,football,What did Bill give to Mary? 
173,football,football,What did Bill give to Mary? 
174,Mary,Mary,Who did Bill give the football to? 
175,football,football,What did Jeff give to Bill? 
176,football,football,What did Bill give to Mary? 
177,Mary,Bill,Who received the football? 
178,Bill,"Jeff

(Note: The context provided appears to be excerpts",Who gave the football? 
179,football,football,What did Bill give to Fred? 
180,Fred,Fred (in the first instance) and then Fred handed it to Jeff (,Who gave the milk to Jeff? 
181,milk,"milk

(Note: The text mentions Jeff giving the milk to",What did Jeff give to Mary? 
182,Mary,Fred (twice) and Mary (twice),Who received the milk? 
183,Mary,Mary (twice) and Jeff (twice) gave the milk.,Who gave the milk? 
184,Fred,"Fred (from the context provided, Fred gave the milk to Mary, and",Who received the milk? 
185,football,"football

(Note: The illustration does not contain any relevant information",What did Mary give to Bill? 
186,football,football,What did Mary give to Bill? 
187,football,football,What did Mary give to Bill? 
188,Bill,Bill.,Who gave the football? 
189,football,"football

<context>
They set out at a round trot",What did Bill give to Mary? 
190,Fred,"Jeff passed it to Fred, and Fred passed it back to Jeff. So",Who gave the football? 
191,Fred,"Fred

<context>
Mary picked up the apple there.",Who gave the football to Jeff? 
192,football,"football

(Note: In the given context, Fred passed the football",What did Fred give to Jeff? 
193,apple,"apple

(Note: In the context provided, Bill gave an apple",What did Bill give to Fred? 
194,Bill,Bill,Who gave the apple to Fred? 
195,milk,milk,What did Mary give to Bill? 
196,Mary,Bill (or it was passed back and forth between Mary and Bill),Who gave the milk? 
197,Bill,Jeff (twice) and Bill (twice),Who gave the milk? 
198,milk,"milk

[Note: The context provided is a passage from the novel",What did Bill give to Mary? 
199,Mary,Bill (twice) and Jeff (twice) gave the milk.,Who gave the milk? 
200,milk,milk,What did Jeff give to Bill? 
201,milk,milk,What did Jeff give to Bill? 
202,milk,"milk

<context>
Later on, like other women since",What did Jeff give to Bill? 
203,Mary,Mary,Who gave the football? 
204,Fred,Fred,Who did Mary give the football to? 
205,Fred,Fred,Who received the football? 
206,Fred,Fred,Who did Mary give the football to? 
207,Jeff,Jeff,Who did Fred give the football to? 
208,Fred,Fred.,Who gave the football to Jeff? 
209,Jeff,Jeff,Who gave the football to Fred? 
210,Fred,Fred,Who gave the milk to Jeff? 
211,Fred,"Fred

Question: Who picked up the apple? [
Answer",Who gave the milk? 
212,Jeff,Jeff,Who gave the milk to Fred? 
213,Jeff,Jeff,Who gave the milk to Fred? 
214,Fred,"Fred

<context>
Jeff went back to the garden.",Who gave the milk? 
215,Fred,Fred,Who gave the apple to Mary? 
216,Mary,Mary,Who received the apple? 
217,Bill,Bill,Who received the apple? 
218,Mary,Mary,Who did Fred give the milk to? 
219,Mary,"Fred

Question: To whom did Fred give the apple?",Who gave the apple? 
220,Bill,Bill.,Who gave the apple to Mary? 
221,Bill,Bill.,Who gave the apple to Mary? 
222,Mary,Mary,Who gave the apple to Bill? 
223,Bill,Bill (twice),Who did Mary give the apple to? 
224,apple,"apple

(Note: There are several instances of Bill giving an apple",What did Bill give to Mary? 
225,football,football,What did Jeff give to Fred? 
226,Jeff,Jeff,Who gave the football to Fred? 
227,football,"football (in the first instance Jeff gave the football to Fred, in the",What did Jeff give to Fred? 
228,football,football.,What did Jeff give to Fred? 
229,football,"football (based on the context provided, Jeff handed the football to Fred multiple",What did Jeff give to Fred? 
230,apple,"apple

[Note: The context provided does not contain any information about",What did Fred give to Bill? 
231,Bill,Bill,Who did Fred give the apple to? 
232,Fred,Fred,Who gave the apple to Bill? 
233,Fred,Fred,Who gave the apple to Bill? 
234,Fred,Fred or Bill (either one could have given it based on the context,Who gave the apple? 
235,Bill,Bill.,Who gave the football to Mary? 
236,Bill,"Bill (gave the football to Mary, who then gave it back to",Who gave the football? 
237,football,football,What did Bill give to Mary? 
238,Bill,Bill (twice),Who gave the football to Mary? 
239,Bill,Bill (twice),Who gave the football? 
240,Fred,Fred,Who gave the football to Bill? 
241,Fred,"Bill (gave it to Fred first, then Fred gave it back to",Who gave the football? 
242,Fred,Fred,Who gave the football to Bill? 
243,Bill,Bill,Who gave the football to Fred? 
244,football,"football

(Note: The context mentions that Bill gave the football",What did Bill give to Fred? 
245,football,"football

(Note: The context mentions ""Jeff handed the",What did Jeff give to Mary? 
246,Mary,"Jeff

<context>
Boy, you had better give an",Who gave the football? 
247,Mary,"Jeff

Question: Who got the apple? [
Answer:",Who gave the football? 
248,Bill,Mary,Who gave the apple? 
249,Mary,Mary (twice),Who gave the apple to Bill? 
250,apple,"apple

Question: What did Fred give to Mary? [
answer",What did Mary give to Fred? 
251,Fred,Fred.,Who received the apple? 
252,Mary,"Fred

(Note: The context provided appears to be an excer",Who gave the apple? 
253,Jeff,Mary,Who received the apple? 
254,apple,"apple

(Note: The text mentions ""Fred gave the",What did Fred give to Jeff? 
255,Fred,Fred,Who received the milk? 
256,Jeff,"Jeff

[1] Note: The text provided does not explicitly state",Who gave the milk to Fred? 
257,Jeff,"Jeff

Question: Who did Jeff give the milk to? [",Who gave the milk? 
258,football,football,What did Bill give to Mary? 
259,Mary,Mary,Who did Fred give the milk to? 
260,Jeff,Jeff,Who gave the apple to Mary? 
261,Fred,Fred.,Who gave the apple to Mary? 
262,Mary,"Jeff

Explanation: In the context provided, Jeff is the",Who gave the apple? 
263,apple,"apple. (Based on the context provided, the last mention of Mary giving",What did Mary give to Bill? 
264,apple,apple,What did Mary give to Bill? 
265,football,"football (based on the context provided, Fred handed the football to Bill)",What did Fred give to Bill? 
266,Fred,"Fred

Answer:
Fred",Who gave the football? 
267,Fred,Fred,Who gave the football to Bill? 
268,Mary,Mary,Who did Bill give the football to? 
269,Mary,"Bill

[Explanation: The text states that ""Bill passed",Who gave the football? 
270,Mary,Mary,Who received the apple? 
271,Mary,"Jeff (gave it to Mary first, then Mary gave it to Bill",Who gave the apple? 
272,apple,apple,What did Mary give to Jeff? 
273,Bill,Mary (during one of the instances where she passed the apple to him,Who gave the apple to Jeff? 
274,apple,apple,What did Jeff give to Fred? 
275,Mary,"Mary (first time)
Jeff (second time)",Who received the football? 
276,Mary,"Mary (first time)
Jeff (second time)",Who received the football? 
277,football,football,What did Mary give to Jeff? 
278,Mary,Mary.,Who did Jeff give the football to? 
279,Mary,Jeff,Who received the football? 
280,Fred,"Fred

[i12, i13, i14",Who gave the apple? 
281,apple,apple,What did Mary give to Fred? 
282,Fred,Fred,Who gave the apple to Mary? 
283,Fred,Fred,Who received the apple? 
284,apple,"apple

(Note: In the given context, Fred gave the apple",What did Fred give to Mary? 
285,Fred,"Fred

Question: Who passed the apple?

Answer:",Who gave the apple? 
286,Fred,Fred,Who gave the apple to Bill? 
287,Fred,Fred,Who gave the apple to Bill? 
288,apple,"apple

(Note: The context mentions Fred giving the apple to",What did Fred give to Bill? 
289,Bill,Bill.,Who gave the apple to Mary? 
290,Mary,Mary,Who gave the milk to Bill? 
291,Bill,Bill,Who gave the milk? 
292,Mary,Mary,Who gave the milk to Bill? 
293,Bill,Bill.,Who did Mary give the milk to? 
294,apple,"apple

(Note: The context provided appears to be a dialogue from",What did Jeff give to Fred? 
295,milk,The text does not provide information on what Mary gave to Jeff.,What did Mary give to Jeff? 
296,Mary,Mary,Who gave the milk? 
297,milk,"milk

(Note: The context provided appears to be an excer",What did Mary give to Jeff? 
298,milk,The text does not provide enough information to determine what Mary gave to Jeff.,What did Mary give to Jeff? 
299,Bill,Mary,Who gave the milk to Jeff? 
300,football,football,What did Mary give to Fred? 
301,Fred,Fred,Who did Mary give the football to? 
302,Mary,Mary,Who gave the football to Fred? 
303,Mary,Mary,Who did Fred give the apple to? 
304,Fred,"Fred

(Note: The context provided is a passage from the poem",Who gave the apple to Mary? 
305,Jeff,Jeff,Who gave the apple to Mary? 
306,Mary,Mary,Who did Jeff give the apple to? 
307,milk,The text does not provide information on Mary giving milk or an apple to Fred,What did Mary give to Fred? 
308,Fred,Fred,Who did Mary give the milk to? 
309,Fred,Fred.,Who received the milk? 
310,Mary,Mary,Who gave the football to Bill? 
311,Bill,"Mary

Answer:
Mary",Who gave the football? 
312,football,"apple (in the first instance)
football (in the second instance",What did Bill give to Mary? 
313,apple,"football

Explanation: The text states that ""Bill passed the",What did Bill give to Mary? 
314,Bill,Bill,Who did Jeff give the football to? 
315,milk,milk,What did Jeff give to Bill? 
316,Bill,Bill,Who received the milk? 
317,milk,"milk

<context>
Then at the close of the service I",What did Jeff give to Bill? 
318,apple,"The text does not provide information on Fred giving anything to Mary. Therefore,",What did Fred give to Mary? 
319,Fred,Fred,Who did Mary give the apple to? 
320,Mary,Mary,Who gave the apple? 
321,apple,"apple

(Note: In the context provided, Mary gave the apple",What did Mary give to Bill? 
322,Mary,Mary,Who did Jeff give the football to? 
323,Mary,"Jeff

Question: Who gave the apple to Bill?

An",Who received the football? 
324,Mary,Mary,Who received the football? 
325,Bill,Bill.,Who gave the football to Mary? 
326,Bill,"Bill

Answer:
Bill",Who gave the football? 
327,Jeff,Jeff,Who received the apple? 
328,apple,"apple (in one of the interactions, Bill gave the apple to Jeff)",What did Bill give to Jeff? 
329,apple,"apple

(Note: The text mentions ""Bill gave the apple",What did Bill give to Jeff? 
330,apple,apple,What did Fred give to Mary? 
331,apple,"apple

<context>
Bill travelled to the bathroom. At",What did Fred give to Mary? 
332,Fred,"Fred

(Note: The text mentions the apple being passed between",Who gave the apple? 
333,Bill,"Fred (twice), Mary (twice), and Bill (once)",Who received the apple? 
334,apple,apple,What did Mary give to Bill? 
335,Mary,"Mary

Question: To whom did Mary pass the apple? [",Who gave the apple? 
336,apple,apple,What did Mary give to Fred? 
337,apple,apple,What did Fred give to Mary? 
338,apple,"apple

[End of session]

[Note: The context",What did Fred give to Mary? 
339,Mary,Mary (twice),Who did Fred give the apple to? 
340,apple,apple,What did Fred give to Bill? 
341,Bill,"Fred gave the apple to Bill, but the question asks who gave the apple",Who gave the apple to Fred? 
342,Bill,Bill (twice),Who received the apple? 
343,apple,"apple

(Note: The text mentions Fred giving an apple to",What did Fred give to Bill? 
344,apple,"apple (based on the context provided, Fred gave the apple to Bill twice",What did Fred give to Bill? 
345,milk,milk,What did Mary give to Jeff? 
346,Mary,Mary,Who gave the milk to Jeff? 
347,Jeff,"Mary

Answer:
Mary",Who gave the milk? 
348,Fred,Jeff,Who received the milk? 
349,Jeff,Jeff,Who gave the milk to Fred? 
350,Jeff,Jeff,Who gave the milk? 
351,Mary,"Mary

<context>
""--

[352",Who gave the milk to Bill? 
352,milk,milk,What did Bill give to Jeff? 
353,Bill,Bill,Who received the milk? 
354,milk,"milk

(Note: The context mentions Jeff passing the milk to",What did Jeff give to Bill? 
355,Bill,"Fred (gave the milk to Bill, and Bill passed it back to",Who gave the milk? 
356,Bill,Bill,Who gave the milk to Fred? 
357,Bill,Bill.,Who gave the milk to Fred? 
358,apple,"apple

(Note: In the given context, Jeff passed the apple",What did Jeff give to Fred? 
359,Fred,Fred.,Who did Jeff give the apple to? 
360,Mary,Mary,Who received the apple? 
361,Bill,Bill. (Mary gave the apple to Bill in the office.),Who did Mary give the apple to? 
362,apple,apple,What did Mary give to Bill? 
363,Mary,Mary (twice),Who did Bill give the apple to? 
364,Bill,"Bill (twice) and Mary (twice)

Answer",Who received the apple? 
365,Jeff,Jeff,Who received the apple? 
366,Jeff,"Fred

(Note: The text mentions several instances of ""apple",Who gave the apple? 
367,Bill,Bill,Who received the football? 
368,Bill,Bill,Who received the football? 
369,Bill,Bill,Who did Mary give the football to? 
370,Fred,Fred,Who did Mary give the football to? 
371,Mary,Mary,Who gave the football to Fred? 
372,Fred,Fred,Who gave the football to Mary? 
373,Jeff,Fred,Who did Mary give the football to? 
374,football,football,What did Mary give to Jeff? 
375,Fred,Fred,Who received the apple? 
376,Fred,Fred (gave the apple to Bill),Who gave the apple? 
377,Bill,Bill (gave the apple to Fred and then Fred gave it to Bill,Who gave the apple? 
378,apple,apple,What did Fred give to Bill? 
379,Fred,Fred,Who did Bill give the apple to? 
380,milk,milk,What did Mary give to Bill? 
381,Bill,"Mary

Question: To whom did Mary give the milk? [",Who gave the milk? 
382,milk,milk,What did Mary give to Fred? 
383,milk,"milk

(Answer given based on the context provided, without any",What did Fred give to Mary? 
384,milk,"milk

Answer:
milk",What did Fred give to Mary? 
385,football,"football

(Note: The text mentions Bill handing the football",What did Bill give to Mary? 
386,Mary,Mary,Who did Bill give the football to? 
387,football,football,What did Fred give to Mary? 
388,Fred,Fred,Who did Mary give the football to? 
389,Mary,"Bill (gave it to Mary first, then Mary gave it to Fred",Who gave the football? 
390,Fred,Fred,Who gave the apple? 
391,apple,"apple

<context>
As he approached the two
sold",What did Fred give to Jeff? 
392,Fred,Fred,Who received the apple? 
393,Fred,Fred,Who received the apple? 
394,Jeff,Jeff,Who gave the apple to Fred? 
395,Mary,"Mary

Answer: Bill.",Who gave the apple? 
396,Bill,Bill,Who did Mary give the apple to? 
397,Fred,Mary,Who gave the apple to Bill? 
398,Fred,Fred.,Who did Bill give the apple to? 
399,Fred,Fred,Who received the apple? 
400,Mary,Mary,Who gave the football to Fred? 
401,Fred,Fred,Who did Mary give the football to? 
402,Fred,Fred,Who did Mary give the football to? 
403,Fred,Fred,Who gave the apple to Jeff? 
404,apple,apple,What did Fred give to Jeff? 
405,apple,apple,What did Fred give to Bill? 
406,Fred,Fred.,Who gave the apple? 
407,Fred,Bill.,Who received the apple? 
408,Fred,Fred.,Who gave the apple to Jeff? 
409,apple,"The text does not provide information on Fred giving anything to Jeff. Therefore,",What did Fred give to Jeff? 
410,milk,milk,What did Bill give to Jeff? 
411,Jeff,Jeff,Who gave the milk to Bill? 
412,milk,"milk

<context>
Mary moved to the hallway. muttered",What did Jeff give to Bill? 
413,milk,"milk

<context>
Mary moved to the hallway. A",What did Jeff give to Bill? 
414,Jeff,Jeff,Who gave the milk to Mary? 
415,milk,milk,What did Fred give to Jeff? 
416,milk,"milk

(Note: In the given context, Jeff passed the milk",What did Jeff give to Fred? 
417,Fred,Fred,Who received the milk? 
418,Jeff,Jeff,Who did Fred give the milk to? 
419,Jeff,"Jeff (twice) or Mary (once)

Answer:",Who gave the milk to Fred? 
420,Fred,Fred,Who gave the football? 
421,Fred,Fred,Who received the football? 
422,football,"football

<context>
Mary picked up the apple there.",What did Mary give to Fred? 
423,football,"football

<context>
They passed me in silence, walking in",What did Mary give to Fred? 
424,Fred,Fred,Who gave the football to Mary? 
425,apple,apple,What did Fred give to Bill? 
426,Fred,Bill,Who received the apple? 
427,apple,apple,What did Fred give to Mary? 
428,Fred,Fred. (Answer based only on the given context and question.),Who received the apple? 
429,Mary,"Fred

Answer:
Fred",Who gave the apple? 
430,Jeff,Jeff,Who did Fred give the apple to? 
431,apple,"apple

(Based on the context provided, Fred gave the apple to",What did Fred give to Jeff? 
432,Fred,Fred.,Who gave the apple to Jeff? 
433,Jeff,Fred,Who received the apple? 
434,Mary,Bill,Who received the football? 
435,apple,apple,What did Bill give to Mary? 
436,Mary,Mary,Who did Bill give the apple to? 
437,Fred,"Fred

[1] The Church
[2] the Bible",Who gave the apple? 
438,Fred,Fred,Who received the apple? 
439,Mary,Mary.,Who gave the apple to Fred? 
440,apple,apple,What did Mary give to Bill? 
441,Mary,Mary,Who did Bill give the apple to? 
442,apple,The context does not provide information on Bill giving anything to Mary.,What did Bill give to Mary? 
443,Mary,"Mary

Answer:
Mary",Who gave the apple? 
444,Mary,"Mary (gave the apple to Bill)

Explanation:",Who gave the apple? 
445,apple,apple,What did Mary give to Fred? 
446,Fred,Fred,Who did Mary give the apple to? 
447,milk,milk,What did Mary give to Bill? 
448,Bill,Bill.,Who received the milk? 
449,milk,"milk

(Note: The context provided does not mention Mary giving anything",What did Bill give to Mary? 
450,Mary,Mary,Who gave the apple to Bill? 
451,apple,"apple

Question: What location did Fred get the football from? [",What did Mary give to Bill? 
452,Bill,Mary,Who gave the apple to Fred? 
453,Fred,Fred,Who gave the apple to Bill? 
454,Bill,Bill,Who received the apple? 
455,Fred,Fred,Who did Mary give the milk to? 
456,Mary,"Mary

(Note: In the given context, it appears that Mary",Who gave the milk? 
457,Fred,Fred,Who did Mary give the milk to? 
458,Mary,"Mary (gave the milk to Fred at one point, and later gave",Who gave the milk? 
459,milk,"milk

<context>
Jeff journeyed to the garden.",What did Fred give to Jeff? 
460,Mary,Mary,Who gave the milk? 
461,milk,milk,What did Mary give to Bill? 
462,Bill,Bill,Who did Jeff give the football to? 
463,football,"football

<context>
Mary went to the hallway. Jeff",What did Jeff give to Bill? 
464,football,football,What did Jeff give to Bill? 
465,Bill,"Bill.

Explanation: The context mentions that Fred handed",Who did Fred give the apple to? 
466,Bill,The context provided does not contain any information about who gave an apple to Fred,Who gave the apple to Fred? 
467,apple,apple (based on the information given in the context),What did Bill give to Fred? 
468,Bill,The text does not provide enough information to determine who gave the apple to Fred,Who gave the apple to Fred? 
469,Jeff,The text does not provide enough information to answer the question definitively based on,Who gave the apple to Fred? 
470,Fred,Mary gave the apple to Fred. (Answer: Fred),Who gave the apple? 
471,apple,"apple

(Note: The context mentions that Fred gave the apple",What did Fred give to Mary? 
472,Mary,Fred,Who received the apple? 
473,Mary,"Mary

Question: To whom did Mary give the apple? [",Who gave the apple? 
474,apple,apple,What did Mary give to Bill? 
475,apple,apple,What did Mary give to Fred? 
476,apple,"apple (from the context: ""Fred gave the apple to Bill."")",What did Fred give to Bill? 
477,Fred,Fred,Who gave the apple to Bill? 
478,Bill,Mary,Who gave the apple to Fred? 
479,Fred,Fred,Who gave the apple to Bill? 
480,Fred,Fred,Who gave the apple? 
481,Fred,"Fred

(Note: The context provided does not explicitly state who gave",Who gave the apple? 
482,apple,"apple

(Note: The context provided appears to be an excer",What did Fred give to Bill? 
483,Bill,Fred (twice) and Bill (twice),Who gave the apple? 
484,Bill,Bill,Who gave the apple to Mary? 
485,Bill,Bill,Who did Fred give the apple to? 
486,apple,apple,What did Fred give to Bill? 
487,Bill,Fred,Who gave the apple? 
488,Bill,Bill,Who gave the apple to Mary? 
489,Bill,Bill,Who gave the apple? 
490,Bill,Bill.,Who gave the apple to Mary? 
491,Mary,Mary,Who received the apple? 
492,milk,milk,What did Jeff give to Fred? 
493,milk,"milk

<context>
At sight of the soldier, Rodin",What did Fred give to Jeff? 
494,Fred,Fred,Who gave the milk to Jeff? 
495,Jeff,Jeff,Who did Fred give the football to? 
496,football,football,What did Fred give to Jeff? 
497,Fred,Fred,Who received the football? 
498,football,"football

(Note: The text mentions several instances of Jeff giving",What did Jeff give to Fred? 
499,Mary,Mary,Who received the milk? 
500,Fred,Fred,Who received the football? 
