,target,output,question
60,hallway,"the, the
""s
""im, the
""s,",What is the bedroom north of?
61,bedroom,"and, the, the, the, the, the, the,",What is south of the hallway?
62,kitchen,"well, the, the, the, the, the, the,",What is the hallway north of?
63,hallway,"so, let us, so we, so, which, so, and",What is west of the bedroom?
64,bedroom,"he, the, the, and, the, and, so as much",What is east of the garden?
65,office,Answer: The bedroom north of the garden is the one with the,What is the bedroom north of?
66,bathroom,"I, and, and, and, I, and, and, and",What is the bedroom north of?
67,office,,What is the garden south of?
68,kitchen,Answer: The bathroom west of the kitchen is the master bathroom,What is the bathroom west of?
69,garden,,What is the hallway east of?
70,bathroom,"the, to, the, the, the, the, the, the",What is south of the bedroom?
71,kitchen,"the, the, which, the, which, the, which, the",What is the garden south of?
72,garden,"""I, she, she, ""I, she, she, she",What is the bedroom south of?
73,bathroom,"the, the, and, the, and, the, and, the",What is north of the office?
74,bathroom,,What is the hallway north of?
75,bedroom,,What is south of the hallway?
76,bedroom,"which, which, which, which, which, which, which, which",What is the hallway east of?
77,bathroom,,What is north of the office?
78,kitchen,"of the, in the, in the, in the, in the,",What is east of the garden?
79,hallway,"It is, the, and, and, and, and,",What is the kitchen south of?
80,garden,"well, she, sheer, sheer, sheer, sheer",What is west of the office?
81,office,"Љot, her, and she, and she, and she,",What is the bedroom west of?
82,kitchen,"own;y,",What is the hallway south of?
83,garden,,What is the office west of?
84,bathroom,,What is north of the hallway?
85,office,,What is west of the garden?
86,office,"he, the, he, the, he, the, and the",What is west of the garden?
87,garden,"and, and he, and he,",What is east of the bathroom?
88,bathroom,"She hades, the, and the, and sheer, the,",What is north of the office?
89,kitchen,"ses, his, and west's, and west's,",What is the bedroom west of?
90,office,Answer: The bathroom is south of the office.,What is the bathroom south of?
91,office,Answer: The office is east of the bedroom.,What is east of the bedroom?
92,bedroom,,What is south of the office?
93,bathroom,in the,What is the garden west of?
94,garden,,What is the bedroom west of?
95,hallway,,What is north of the garden?
96,bedroom,""" to, and, the, and, and, so, so",What is the kitchen west of?
97,kitchen,"Too, and thet, and
""merely, and the",What is west of the bedroom?
98,bathroom,"he, and he, what washero, what've, as",What is the kitchen north of?
99,garden,"she, and she was, and she was, and she was, and",What is the office north of?
100,bedroom,"He hades, and was, and was, and was, ands",What is east of the hallway?
101,kitchen,"the, the, the, the, the, the, the, the",What is south of the hallway?
102,bedroom,"--he, and her, and heresus, and heresus",What is the office west of?
103,bathroom,"I've, I've, I's's's",What is the kitchen north of?
104,hallway,Answer: The kitchen is west of the bedroom.,What is west of the bedroom?
105,bedroom,. The,What is west of the kitchen?
106,office,"its, and, and, and, and, and, and,",What is the kitchen south of?
107,bathroom,"their, so, so, and so, the west, so",What is west of the garden?
108,bedroom,"the, the'some, the'some, the'some, the",What is the bathroom south of?
109,bathroom,"in his, butler, butler, but, but, in his",What is the kitchen west of?
110,garden,Answer: The hallway is east of the bathroom.,What is the hallway west of?
111,hallway,What is the context of the context of the context of the context of the,What is the kitchen south of?
112,office,Answer: The bedroom is south of the bathroom.,What is south of the bathroom?
113,hallway,Answer: The office west of the office is the bedroom.,What is the office west of?
114,bedroom,,What is the kitchen north of?
115,office,,What is the garden east of?
116,bedroom,Answer: The hallway south of the living room is the dining,What is the hallway south of?
117,bedroom,Answer: The garden west of the hallway is the garden of the,What is the garden west of?
118,hallway,"What wasted, and the







""",What is north of the office?
119,office,"""the",What is west of the hallway?
120,bedroom,"""she, and she, and she, and she, and she",What is the bathroom north of?
121,kitchen,"so, the",What is the hallway north of?
122,office,"10s, and, and,10.",What is east of the bathroom?
123,bathroom,the,What is north of the hallway?
124,bathroom,"the, the, ands, the, ands, the, and",What is the bedroom north of?
125,kitchen,"the, which, which, the, which, which, which,",What is west of the garden?
126,bathroom,,What is north of the kitchen?
127,hallway,,What is the bedroom east of?
128,garden,,What is the bedroom south of?
129,hallway,"was, to be, and",What is east of the bathroom?
130,garden,,What is the bedroom east of?
131,kitchen,"So, his, the
"" in his, though, though, in",What is south of the bathroom?
132,kitchen,"able to be's, nor's, nor's, nor",What is east of the garden?
133,bathroom,"was, the, the, the, the, and the, the,",What is the hallway east of?
134,office,"her, her, her, and the
""It, her, her",What is the hallway east of?
135,kitchen,"He, the
He, the, and the, and, as,",What is the garden east of?
136,bathroom,"""Yes, the
Yes, the",What is the bedroom south of?
137,hallway,"he, and in the most desperate's, and the most des",What is the garden east of?
138,kitchen,what I don't't't't't's,What is south of the hallway?
139,hallway,"And the most of the most desirable, the most desirable, the",What is west of the kitchen?
140,kitchen,,What is north of the garden?
141,office,,What is the kitchen west of?
142,bathroom,,What is the kitchen north of?
143,bathroom,"He, and the east, and his, and the east, and west",What is east of the kitchen?
144,bathroom,"What'en, and west coast, and west coast, and west coast",What is east of the garden?
145,kitchen,"Well, her, her, her, and her, and her, and",What is the office south of?
146,hallway,"and the, in my, and my, the, and my, and",What is the kitchen north of?
147,hallway,"he, and he, and he, and, and he, and,",What is the bedroom west of?
148,bathroom,,What is the office west of?
149,hallway,"She, the, the, she, the, she, and she,",What is the office south of?
150,bathroom,,What is north of the hallway?
151,garden,,What is the bathroom east of?
152,kitchen,,What is the bathroom east of?
153,hallway,Answer: The north wall of the kitchen is the north wall of the,What is south of the kitchen?
154,hallway,the,What is south of the office?
155,garden,"""I, his, the
"" to her, and the, and",What is the bedroom west of?
156,office,"Well, and, he, and, he, and, he, he",What is south of the bedroom?
157,bathroom,"he, and he, and shewenty, the, he, and",What is north of the garden?
158,garden,"her, andy, andy, buty, buty, but",What is the bedroom east of?
159,bedroom,,What is south of the kitchen?
160,hallway,"to be, and the",What is the office south of?
161,bathroom,"and the
```",What is north of the garden?
162,hallway,"in the laws, in the laws of the laws of the laws of the",What is east of the bathroom?
163,hallway,Answer: The office east of is the office of the President of the,What is the office east of?
164,bathroom,his,What is the office west of?
165,kitchen,Answer: The kitchen is west of the bedroom.,What is west of the bedroom?
166,office,"s. The, the, the, the, the, the, the",What is north of the hallway?
167,garden,Answer: The office is north of the bathroom.,What is the office north of?
168,kitchen,Answer: The kitchen is west of the hallway.,What is west of the hallway?
169,bedroom,"Heaven's, ands, ands, ands, and",What is the garden south of?
170,hallway,Answer: The bedroom north of the kitchen is the one that,What is the bedroom north of?
171,bathroom,he washingly washingly washing washing washing was,What is the hallway west of?
172,kitchen,"y, inmostly, the most des, inmostly, in",What is north of the garden?
173,hallway,"and so
and so",What is the bathroom north of?
174,bathroom,,What is south of the office?
175,office,Answer: The office is east of the bathroom.,What is east of the bathroom?
176,hallway,Answer: The bedroom west of the hall is the one that,What is the bedroom west of?
177,hallway,"and the office, and the office, and the office, and the office",What is the office south of?
178,kitchen,Answer: The kitchen is south of the office.,What is south of the office?
179,bathroom,".
.
.
.
.
.
.",What is the garden south of?
180,hallway,```,What is the bedroom north of?
181,bathroom,Answer: The garden is east of the hallway.,What is east of the hallway?
182,bedroom,"Well, her
""Well, all the
wells
wells",What is the hallway west of?
183,bathroom,"Well, I, and, and, I, and, and, and",What is south of the garden?
184,bedroom,"to, the same; all the same; all the same, and",What is the office west of?
185,bathroom,,What is west of the bedroom?
186,garden,"his, the",What is the office west of?
187,garden,,What is south of the bedroom?
188,kitchen,"se, what'sometimes.",What is south of the office?
189,hallway,,What is east of the bathroom?
190,bathroom,"in the
in the
in his, which, in the",What is the kitchen east of?
191,bathroom,,What is the office east of?
192,bedroom,"he, the, his, the, and, and, he, the",What is the office south of?
193,office,"""Well, and sheer, and she, and she, and",What is the kitchen south of?
194,bedroom,Answer: The garden is east of the hallway.,What is east of the garden?
195,office,,What is east of the bathroom?
196,kitchen,"s, the",What is north of the hallway?
197,office,,What is the kitchen south of?
198,garden,"He, and the, and the, and of the, and of the",What is south of the hallway?
199,kitchen,Answer: The bathroom south of the kitchen is the guest bathroom,What is the bathroom south of?
200,bedroom,"Theodore's







""
""",What is the hallway south of?
201,hallway,"her, and her, and her, and the, her, her,",What is east of the garden?
202,office,,What is the bathroom north of?
203,kitchen,and,What is west of the hallway?
204,office,"the, the, the, the, the, the, the, the",What is the bathroom east of?
205,garden,I love me. I love me. I'sudy. He,What is the bedroom east of?
206,garden,"and seventh, and the",What is the office north of?
207,garden,,What is the office north of?
208,garden,"by the former, the former, the former, the former, the former",What is south of the office?
209,bathroom,"il. He had beenque, thetud.",What is south of the kitchen?
210,office,"--and the Indian, to the
and the Indians, and the",What is south of the bedroom?
211,kitchen,,What is the office east of?
212,office,,What is west of the bedroom?
213,hallway,```,What is the bedroom south of?
214,hallway,,What is the kitchen south of?
215,bedroom,"the most desirable, the most desirable, the most desirable,",What is west of the hallway?
216,bedroom,,What is west of the office?
217,hallway,,What is east of the bathroom?
218,office,,What is the garden south of?
219,hallway,,What is east of the office?
220,office,"and so, and so,",What is south of the bedroom?
221,kitchen,well-well-well-well-,What is west of the bedroom?
222,kitchen,"""s",What is west of the garden?
223,bedroom,in the,What is the bathroom west of?
224,kitchen,the,What is the office west of?
225,hallway,"t
t




t, hissing,oh",What is the garden east of?
226,hallway,,What is north of the kitchen?
227,kitchen,"51
     51
     51
     5",What is the garden north of?
228,hallway,,What is the garden north of?
229,kitchen,Answer: The bathroom is west of the bedroom.,What is west of the bedroom?
230,garden,"]ro, the
he, the
he, he, the",What is north of the hallway?
231,garden,"The, the, the, the, the, the, the,",What is the hallway west of?
232,hallway,"the, the, the, the, the, the, the, the",What is the bathroom east of?
233,bedroom,"the, the, the, the, the, the, the, the",What is the kitchen south of?
234,bathroom,and,What is the office west of?
235,kitchen,,What is east of the bedroom?
236,office,Answer: The office is east of the bedroom.,What is east of the bedroom?
237,bathroom,"the, the us, the, the, the, the, the,",What is east of the kitchen?
238,bedroom,"She's, and she, and she, and she, and she",What is west of the kitchen?
239,office,"so much, much of the
in the
in
in the",What is the kitchen north of?
240,garden,,What is north of the bedroom?
241,bathroom,,What is east of the kitchen?
242,office,Answer: The answer to this question is not given in the text,What is north of the garden?
243,bedroom,"the
  
  
  was, and the
  was,",What is the hallway south of?
244,office,"and
      of the
    and
      to the",What is the kitchen west of?
245,garden,,What is south of the bedroom?
246,garden,,What is west of the office?
247,kitchen,,What is the garden north of?
248,office,"the, in the, in the, in the, in the, in",What is west of the kitchen?
249,bedroom,,What is the hallway west of?
250,office,,What is south of the bathroom?
251,kitchen,,What is west of the bedroom?
252,office,well-well-well-well-well-well-well-well,What is the hallway north of?
253,bedroom,"ro, the",What is east of the hallway?
254,office,in',What is south of the bathroom?
255,hallway,"in the, in the, in the, in the, in the",What is the bedroom north of?
256,bathroom,,What is the garden east of?
257,kitchen,,What is the bathroom north of?
258,kitchen,,What is west of the bedroom?
259,garden,""" and",What is the hallway east of?
260,kitchen,,What is south of the garden?
261,hallway,Answer: The bedroom east of the bathroom is the bed,What is the bedroom east of?
262,garden,Answer: The West of the office is a term used to describe the,What is west of the office?
263,office,,What is north of the kitchen?
264,garden,,What is the office north of?
265,kitchen,"was, was, was, was, was, was, was, was",What is north of the office?
266,garden,,What is south of the bedroom?
267,hallway,".
.
.
.
.
.
.",What is the garden north of?
268,garden,"{thry, the",What is the bedroom east of?
269,bedroom,"and, andsar, and the, andsar, and the",What is west of the hallway?
270,bathroom,,What is east of the hallway?
271,kitchen,"their, and the, and the, and, and, and,",What is the bedroom south of?
272,hallway,of the,What is east of the garden?
273,kitchen,,What is the hallway south of?
274,office,Answer: The bathroom is east of the kitchen.,What is the bathroom east of?
275,bedroom,,What is the garden south of?
276,bathroom,,What is the kitchen west of?
277,bathroom,"he, to be, his, the, to be, to be,",What is east of the garden?
278,bedroom,"he, to, the south, he, he, to, he,",What is south of the bathroom?
279,office,"cut,y, in, or,y, or,y,cut",What is the bedroom west of?
280,hallway,,What is north of the garden?
281,hallway,in the beginning of the beginning of the beginning of the beginning of the,What is west of the office?
282,hallway,the,What is east of the bathroom?
283,kitchen,,What is west of the bedroom?
284,garden,"and his, his, and his, and his, and his,",What is north of the office?
285,garden,"and the most des, and the most desirable, and the most des",What is the hallway south of?
286,hallway,"and, and so, and so, and so, and so,",What is the garden east of?
287,bathroom,,What is east of the bedroom?
288,garden,"liber, his, his, no",What is east of the office?
289,office,"t.







t
been",What is the garden west of?
290,garden,"and, and twosm, and twos and was and was",What is east of the bathroom?
291,garden,"Alm, the, the, the, the, the, the,",What is the bedroom west of?
292,garden,"her, her, her, her, her, her, her, her",What is west of the kitchen?
293,office,and to-wells and to-wells and to-wells,What is west of the bathroom?
294,bathroom,,What is south of the bedroom?
295,bathroom,Answer: The bathroom is south of the bedroom.,What is south of the bedroom?
296,bathroom,"and, and her, and her, and her, and",What is the kitchen south of?
297,office,"he, and, and, and, he, and, he, and",What is east of the kitchen?
298,hallway,"Well, she was
Well, so much
Well, so much",What is north of the kitchen?
299,kitchen,"she had, the
""Well, andy, and she wasy",What is the bathroom east of?
300,hallway,She-well-well-well-well-well-well-of,What is west of the bathroom?
301,office,,What is south of the hallway?
302,bathroom,"the, andy, her, and, and,",What is the hallway west of?
303,bedroom,"Andrew, and the








and",What is east of the bathroom?
304,garden,"--just let's, and so, and so, and so,",What is the office south of?
305,bedroom,"""Yes, sheerely, she knew",What is east of the office?
306,bedroom,,What is north of the hallway?
307,garden,"the, the, the, the, the, the, the, the",What is the office east of?
308,kitchen,Answer: The hallway west of the kitchen is the hallway leading,What is the hallway west of?
309,garden,"the, the
was, the
was, the, the,",What is west of the bathroom?
310,garden,,What is the kitchen west of?
311,bedroom,"he's, he, he, and sheer's, he",What is the office west of?
312,bathroom,"his, the moon's, the
like the
like his,",What is east of the garden?
313,bathroom,Answer: The bathroom is east of the kitchen.,What is east of the kitchen?
314,kitchen,Answer: The garden north of the house is the one that is closest,What is the garden north of?
315,kitchen,"""all, and now, and, and, and, and,",What is west of the hallway?
316,office,"He, and he, and he, and he, and, and he",What is east of the garden?
317,office,,What is the hallway west of?
318,bedroom,,What is east of the garden?
319,hallway,"and, and, which, and, and, and",What is the garden east of?
320,bedroom,the,What is the office west of?
321,hallway,the,What is the bathroom west of?
322,bathroom,"the, and bed, and bed, and
the, and",What is the bedroom north of?
323,garden,"He't, and the
He't, and he't",What is the bedroom east of?
324,bathroom,Answer: The garden west of the chateau is the garden of the,What is the garden west of?
325,hallway,,What is south of the garden?
326,hallway,,What is south of the office?
327,kitchen,"What'sud, the",What is the garden east of?
328,bathroom,He was the costing was the cost of the cost of the cost of,What is the garden west of?
329,office,"Their, and were, the",What is the bathroom west of?
330,hallway,,What is west of the garden?
331,bathroom,,What is south of the hallway?
332,hallway,"old, and his",What is the bedroom east of?
333,kitchen,"What's, and
""Well, I'llow. """,What is the bedroom south of?
334,kitchen,,What is the garden south of?
335,bathroom,,What is west of the office?
336,garden,,What is south of the bathroom?
337,bathroom,,What is west of the garden?
338,bathroom,"he, and the
he, and the",What is north of the office?
339,garden,"It, and the, and the, and the, and the, and",What is east of the office?
340,bathroom,Answer: The bathroom is west of the kitchen.,What is west of the kitchen?
341,office,,What is the garden south of?
342,hallway,Answer: The bathroom is west of the bedroom.,What is west of the bedroom?
343,bedroom,"’s to keep the unit, and to keep the unit, and to",What is south of the hallway?
344,garden,"and, and was, and was, and was, and was,",What is the hallway east of?
345,hallway,"I, his, his, the, his, the, his, his",What is north of the kitchen?
346,garden,,What is west of the office?
347,bathroom,"Hez, an's'an, for the
Hez,",What is the office west of?
348,bathroom,"me, andsop,"" she,"" he,"" he,"" he,""s",What is the garden north of?
349,garden,so,What is the office south of?
350,garden,,What is the hallway north of?
351,hallway,"""

""

""

""
""",What is the kitchen west of?
352,bathroom,"Well, and so, and so, and so, and so, and",What is north of the hallway?
353,bedroom,"and











""But",What is the kitchen north of?
354,bathroom,"sly, the",What is the kitchen south of?
355,bedroom,"""some, his, but the
""some, but the",What is north of the office?
356,hallway,"y, and west, and west, and east, and west, and",What is east of the bathroom?
357,kitchen,10|10|10|10|1|1,What is south of the hallway?
358,hallway,"the west, the west, the west, the west, west, the",What is west of the office?
359,bedroom,"n, the everlasting, thet, everlasting, ever",What is the office north of?
360,kitchen,"which, which, the, which, which, the, which, which",What is north of the garden?
361,hallway,"heaven.
heaven.
heaven.
heaven",What is the garden east of?
362,bathroom,"in the
"" in the
"" west, his, and west,",What is the kitchen west of?
363,garden,Answer: The hallway east of the kitchen is the dining room,What is the hallway east of?
364,bedroom,Answer: The bedroom is south of the office.,What is south of the office?
365,bathroom,,What is the office west of?
366,hallway,Answer: The hallway is east of the bedroom.,What is east of the bedroom?
367,garden,Answer: The garden.,What is west of the bedroom?
368,kitchen,Answer: The bathroom west of the garden is the one that,What is the bathroom west of?
369,bathroom,his,What is north of the bedroom?
370,bathroom,Answer: The garden south of the house is the garden of Colonel Car,What is the garden south of?
371,bathroom,,What is the hallway west of?
372,office,"he, andy. The",What is the hallway east of?
373,office,"and, and",What is east of the kitchen?
374,bathroom,,What is north of the kitchen?
375,office,"No, the
in, the
the, the, the, the",What is west of the bathroom?
376,kitchen,"he, the west, the
in the west, the
in,",What is the office west of?
377,garden,and,What is south of the bedroom?
378,garden,,What is north of the kitchen?
379,office,,What is the bedroom south of?
380,kitchen,,What is the office north of?
381,hallway,Answer: The bedroom is west of the hallway.,What is the bedroom west of?
382,bathroom,,What is west of the office?
383,bedroom,"was, she was, sheerious, she was, sheerious",What is the garden south of?
384,office,Answer: The north of the bathroom is the kitchen.,What is north of the bathroom?
385,bedroom,"the, their, the, to, to, to, the, to",What is east of the garden?
386,bathroom,,What is the kitchen east of?
387,bedroom,14000000000000,What is the garden south of?
388,bedroom,Answer: The office south of is the office of the General Ad,What is the office south of?
389,hallway,"he, he, and",What is south of the bedroom?
390,kitchen,Answer: The hallway north of the stairs is the one that,What is the hallway north of?
391,bathroom,"Answer: The temple is located in the Andes Mountains, and",What is north of the garden?
392,kitchen,Answer: The garden is west of the bedroom.,What is west of the garden?
393,garden,,What is south of the hallway?
394,bedroom,Answer: The office east of the office is the scullery,What is the office east of?
395,bathroom,"and, and, and, and, and, and, and, and",What is the garden south of?
396,bedroom,"and the, and, and, and, and, and, and,",What is the office west of?
397,bedroom,,What is west of the bathroom?
398,kitchen,Answer: The kitchen is west of the office.,What is west of the office?
399,hallway,,What is north of the garden?
400,office,,What is south of the bathroom?
401,garden,"he, and thet, and west, an't, thet",What is west of the office?
402,hallway,,What is the bedroom east of?
403,bathroom,"Answer: The office west of the sun, the office west of the",What is the office west of?
404,bedroom,,What is north of the garden?
405,hallway,,What is the bedroom north of?
406,bathroom,Answer: The hallway is west of the office.,What is west of the hallway?
407,bedroom,Answer: The bathroom is east of the bedroom.,What is the bathroom east of?
408,bedroom,,What is the office east of?
409,garden,Answer: The garden is south of the bathroom.,What is south of the bathroom?
410,bathroom,"s, heel, the, heel, heel, he,",What is north of the office?
411,hallway,"to, and so, so, and so, and so, and so",What is north of the kitchen?
412,office,Answer: The bathroom south of the kitchen is the guest bath,What is the bathroom south of?
413,bathroom,,What is the bedroom north of?
414,kitchen,,What is the bathroom west of?
415,garden,Answer: The hallway north of the Castle of Jaffnapat,What is the hallway north of?
416,hallway,,What is south of the bathroom?
417,bathroom,,What is the hallway north of?
418,hallway,,What is the office south of?
419,office,"the, and the, hiss, the, and the, and,",What is the hallway east of?
420,kitchen,"their

the",What is east of the bathroom?
421,hallway,"I's, and he was, and she was, and she was",What is north of the office?
422,kitchen,,What is the bedroom west of?
423,office,"the, so",What is the garden west of?
424,garden,,What is the kitchen east of?
425,office,"in, the, the, the, in, in, in,",What is the bedroom south of?
426,bathroom,Answer: The hallway south of the kitchen is the dining,What is the hallway south of?
427,office,"his, the
whims of the
whims of the
wh",What is north of the bathroom?
428,hallway,"which, which, the, which, which, which, the, which",What is the garden north of?
429,bedroom,"the, the, the, the, the, the, the,",What is the kitchen east of?
430,kitchen,,What is east of the bedroom?
431,bedroom,,What is south of the bathroom?
432,kitchen,"the
of the
of the
of the
of the
of",What is the hallway south of?
433,kitchen,so,What is west of the office?
434,garden,"he, and
he, and heel, and, and heel",What is north of the kitchen?
435,bathroom,"well-now, now, now, now, now, now, now",What is the bedroom south of?
436,garden,"she's, all thet's, all thet's",What is west of the kitchen?
437,bathroom,"Well, and the other, and I, and I, and the other",What is the bedroom east of?
438,bedroom,XCV.,What is the bathroom west of?
439,garden,,What is the office south of?
440,bathroom,Answer: The kitchen is east of the living room.,What is the kitchen east of?
441,kitchen,"her, andy, and",What is the hallway east of?
442,bedroom,Answer: The Hudson River.,What is south of the office?
443,bedroom,"Question, Question





Question",What is the garden south of?
444,bathroom,"5
   5
   5
     5
   5",What is south of the office?
445,bedroom,,What is east of the bathroom?
446,office,"m's, and, and, and, and, and, and",What is the kitchen east of?
447,bathroom,"s, her, her, the, her, her, her, her",What is the kitchen south of?
448,garden,Answer: The garden is west of the hallway.,What is west of the hallway?
449,garden,Answer: The bathroom south of the kitchen is the master bath,What is the bathroom south of?
450,hallway,,What is north of the office?
451,hallway,,What is south of the bathroom?
452,office,in're,What is south of the bedroom?
453,garden,"the, andle, and, and, and, and, and",What is east of the hallway?
454,bedroom,The,What is the office south of?
455,kitchen,"land, which, and the, and the, and the, and the",What is west of the hallway?
456,kitchen,,What is south of the garden?
457,bedroom,"he washer, heel, heel, the well-well.",What is east of the hallway?
458,bedroom,,What is south of the kitchen?
459,kitchen,"19, and, and, and, and,",What is the hallway west of?
460,bedroom,,What is west of the hallway?
461,kitchen,Answer: The garden west of the church is the garden of the church,What is the garden west of?
462,hallway,```,What is east of the bathroom?
463,office,"n, the, but the, but the, but the, but the",What is west of the garden?
464,garden,"s, the
s, and, and, the, and,",What is west of the bathroom?
465,office,Answer: The garden north of the house is the one that is,What is the garden north of?
466,garden,"wellsud, and he'd, and he, and he,",What is west of the office?
467,office,"""",What is the bedroom east of?
468,kitchen,```,What is south of the bedroom?
469,hallway,,What is the bathroom north of?
470,bedroom,"""he",What is west of the kitchen?
471,office,I. I. I. I. I. I was. I.,What is west of the garden?
472,bathroom,"""I, and
""I, and
""I, and",What is east of the hallway?
473,bathroom,,What is the garden west of?
474,bedroom,,What is east of the office?
475,hallway,he wash.,What is the office west of?
476,bathroom,,What is the bedroom south of?
477,kitchen,the most of the most of the most western worldly. The Italian.,What is west of the bathroom?
478,office,"and the mosty, and the most, and, and, and,",What is the garden north of?
479,kitchen,he was no,What is north of the garden?
480,bedroom,Answer: The living room.,What is west of the kitchen?
481,bathroom,,What is south of the hallway?
482,hallway,"he, he, and the, and, and, and, and,",What is north of the kitchen?
483,garden,"he, the
""",What is north of the office?
484,bedroom,of,What is the kitchen east of?
485,garden,```,What is east of the hallway?
486,bedroom,in the,What is south of the hallway?
487,hallway,Answer: The living room is east of the kitchen.,What is east of the kitchen?
488,bathroom,Answer: The office south of the equator is called the Southern Hem,What is the office south of?
489,hallway,,What is the bedroom south of?
490,hallway,,What is north of the bathroom?
491,garden,"le, the army, the, the army, the, the army,",What is east of the bathroom?
492,garden,"he, the",What is south of the kitchen?
493,office,,What is south of the garden?
494,bedroom,,What is the office west of?
495,hallway,,What is north of the bedroom?
496,office,,What is north of the bedroom?
497,bedroom,10- |10- |10- |1- |,What is the office north of?
498,kitchen,,What is the office east of?
499,hallway,,What is the bathroom south of?
500,garden,"s, which, the, which, the, the, which, the",What is east of the hallway?
501,office,"and the, and the, and the, and, and the, and",What is east of the kitchen?
502,bedroom,,What is north of the garden?
503,hallway,"the machines, and the machines were in the machines were in the machines",What is the bathroom east of?
504,bedroom,Answer: The hallway west of the living room is the hallway,What is the hallway west of?
505,garden,Answer: The kitchen is west of the bathroom.,What is west of the bathroom?
506,bedroom,"--“You, and
“Question?” he, and
“Question",What is north of the office?
507,bedroom,"s, hiss, and hiss, and hiss, and his",What is the hallway north of?
508,bathroom,,What is the garden north of?
509,office,,What is the hallway east of?
510,kitchen,"hissing, the, the, hissing, the, hissing,",What is south of the bedroom?
511,hallway,"he, thet, thet, he, thet, he,",What is the office east of?
512,hallway,,What is the garden north of?
513,garden,"y, his, and, and, and, and, and, and",What is north of the office?
514,garden,so much more,What is the hallway north of?
515,bathroom,"""Well, and,",What is the office north of?
516,garden,"I, the ship, and the ship, and the ship, the ship",What is west of the hallway?
517,office,,What is the bathroom south of?
518,office,"and to be, and, the, and, and, the, and",What is north of the hallway?
519,hallway,Answer: The hallway is east of the bathroom.,What is east of the bathroom?
520,bathroom,"""",What is south of the bedroom?
521,hallway,"she was, ands, and, she, and, she, she",What is west of the bathroom?
522,kitchen,,What is the bedroom south of?
523,garden,"in the
in the
in the most of the most of the",What is west of the bedroom?
524,garden,,What is the office north of?
525,garden,".
.
.
.
.",What is north of the bathroom?
526,office,"his, and to the",What is south of the garden?
527,bathroom,,What is west of the garden?
528,garden,,What is the bedroom east of?
