Unnamed: 0,target,output,question
34,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
35,office,Answer: The most recent location of Mary is office.,Where is Mary? 
36,bathroom,Answer: The most recent location of Mary is buckeye thicket.,Where is Mary? 
37,garden,,Where is Mary? 
38,kitchen,"Example:
Mary went to the bathroom. Mary went to the office. Mary went to the bedroom. Mary",Where is Sandra? 
39,bedroom,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
40,bathroom,,Where is Sandra? 
41,garden,"Example:
""I'm going to the kitchen,"" said the man. ""I'm going",Where is Daniel? 
42,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
43,hallway,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
44,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
45,kitchen,"Answer: The most recent location of Mary is kitchen.


Example:
Mary went back to the kitchen",Where is Mary? 
46,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
47,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
48,office,Answer: The most recent location of John is office.,Where is John? 
49,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
50,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
51,office,Answer: The most recent location of John is office.,Where is John? 
52,garden,"Example:
Daniel went to the garden. Daniel went to the office. Daniel went to the bedroom. Daniel",Where is John? 
53,garden,"Example:
Daniel went back to the kitchen. Daniel went back to the kitchen. Daniel went back to the",Where is John? 
54,kitchen,"Example:
Daniel journeyed to the bedroom. Daniel went back to the kitchen. Daniel went back to the",Where is Daniel? 
55,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
56,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
57,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
58,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
59,hallway,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
60,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
61,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
62,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
63,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
64,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
65,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
66,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
67,bathroom,,Where is Daniel? 
68,office,,Where is Daniel? 
69,office,"Example:
JEANNE

_Sitting down at the table._

I",Where is Daniel? 
70,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
71,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
72,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
73,bedroom,Answer: The most recent location of Mary is garden.,Where is Mary? 
74,bathroom,"Example:
Alan went to the garden. Sandra went to the office. Alan went to the bedroom.",Where is Mary? 
75,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
76,kitchen,,Where is John? 
77,kitchen,"Example:
Daniel went to the kitchen. Daniel went to the office. Daniel went to the office. Daniel",Where is Daniel? 
78,hallway,"Answer: The most recent location of Daniel is kitchen.


Example:
Daniel went to the office.",Where is Daniel? 
79,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
80,garden,Answer: The most recent location of John is garden.,Where is John? 
81,bathroom,Answer: The most recent location of John is the garden.,Where is John? 
82,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
83,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
84,office,"Example:
Daniel went to the garden. Sandra moved to the kitchen. ""Yes, it is not bad",Where is Daniel? 
85,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
86,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
87,hallway,,Where is John? 
88,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
89,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
90,bathroom,"Example:
Alan went to the kitchen. Sandra went to the bathroom. Alan went to the kitchen.",Where is Sandra? 
91,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
92,hallway,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
93,bathroom,"Example:
Sandra went to the bathroom. Sandra went back to the kitchen. Sandra went back to the",Where is Sandra? 
94,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
95,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
96,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
97,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
98,bedroom,,Where is Mary? 
99,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
100,bedroom,"Example:
Mary went to the kitchen. John went to the kitchen. John went to the bathroom. Mary",Where is Mary? 
101,bathroom,,Where is Sandra? 
102,office,Answer: The most recent location of Mary is office.,Where is Mary? 
103,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
104,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
105,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
106,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
107,bathroom,,Where is Daniel? 
108,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
109,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
110,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
111,bathroom,"Example:
Daniel went to the office. The King was now building all that range from east
to west",Where is Daniel? 
112,kitchen,,Where is John? 
113,hallway,,Where is John? 
114,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
115,garden,"Example:
Sandra went back to the garden. John moved to the office. Sandra went to the bathroom",Where is Sandra? 
116,office,Answer: The most recent location of John is office.,Where is John? 
117,kitchen,"Example:
Daniel went to the bathroom. Daniel went to the bathroom. Daniel went to the bathroom. Daniel",Where is Mary? 
118,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
119,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
120,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
121,bathroom,"Example:
Daniel went to the office. Daniel went to the bedroom. Daniel went to the office. Daniel",Where is Mary? 
122,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
123,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
124,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
125,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
126,garden,Answer: The most recent location of John is garden.,Where is John? 
127,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
128,garden,,Where is Sandra? 
129,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
130,garden,,Where is Sandra? 
131,hallway,,Where is Mary? 
132,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
133,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
134,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
135,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
136,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
137,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
138,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
139,bathroom,kitchen.,Where is John? 
140,office,Answer: The most recent location of Mary is office.,Where is Mary? 
141,hallway,"Example:
Mary went to the kitchen. Mary went to the office. Mary went to the hallway. Mary",Where is Mary? 
142,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
143,office,,Where is Sandra? 
144,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
145,kitchen,,Where is Sandra? 
146,kitchen,,Where is Sandra? 
147,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
148,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
149,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
150,garden,,Where is Daniel? 
151,garden,"Example:
Alan went to the bathroom. Sandra went to the kitchen. Alan went to the",Where is Sandra? 
152,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
153,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
154,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
155,bathroom,"Example:
Judith went to the kitchen. Daniel went to the bathroom. Daniel went to the office",Where is Mary? 
156,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
157,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
158,office,Answer: The most recent location of John is office.,Where is John? 
159,hallway,"Example:
Daniel went to the bathroom. Daniel went to the office. Daniel went to the kitchen. Daniel",Where is Mary? 
160,bedroom,"Example:
Daniel went to the kitchen. Daniel went to the office. Daniel went to the bathroom. Daniel",Where is Daniel? 
161,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
162,bedroom,"Example:
Mary went to the kitchen. Sandra went to the bedroom. Sandra went to the bathroom. Sandra",Where is Mary? 
163,garden,Answer: The most recent location of Mary is hallway.,Where is Mary? 
164,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
165,garden,,Where is Sandra? 
166,garden,,Where is Sandra? 
167,garden,"Example:
Jose went to the kitchen. Sandra went to the office. Sandra went to the garden.",Where is Daniel? 
168,kitchen,"Example:
Daniel went to the kitchen. Sandra went back to the kitchen. Daniel went to the garden.",Where is Daniel? 
169,bedroom,"Example:
Daniel went to the office. Sandra went to the kitchen. Daniel went to the garden. Sandra",Where is Mary? 
170,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
171,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
172,garden,Answer: The most recent location of John is garden.,Where is John? 
173,bathroom,"Example:
Daniel went to the office. Daniel went to the kitchen. Daniel went to the office. Daniel",Where is Sandra? 
174,bathroom,"Example:
Daniel went to the office. Daniel went to the kitchen. Daniel went to the office. Daniel",Where is Sandra? 
175,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
176,kitchen,kitchen,Where is Sandra? 
177,bedroom,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
178,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
179,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
180,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
181,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
182,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
183,hallway,Answer: The most recent location of Mary is office.,Where is Mary? 
184,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
185,bathroom,"Example:
Alan went to the garage. Charlie went to the beach. Alan went to the shop.",Where is John? 
186,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
187,garden,"Example:
Sandra went to the bathroom. Sandra went to the office. Sandra went to the garden.",Where is Mary? 
188,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
189,office,,Where is Sandra? 
190,hallway,,Where is Mary? 
191,kitchen,"Example:
Sandra went to the kitchen. Mary went back to the office. Mary went to the hallway",Where is Sandra? 
192,garden,"Example:
Sandra went to the kitchen. Sandra went to the garden. Sandra travelled to the hallway.",Where is Sandra? 
193,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
194,hallway,"Example:
Sandra went to the garden. Frankie, we make a whole tame, wid a lit",Where is Sandra? 
195,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
196,office,,Where is John? 
197,kitchen,,Where is Daniel? 
198,bathroom,"Example:
Daniel went to the bathroom. Daniel went to the office. Daniel went to the bathroom. Daniel",Where is Mary? 
199,bedroom,"Example:
Daniel went to the bathroom. Daniel went to the office. Daniel went to the bathroom. Daniel",Where is John? 
200,hallway,"Example:
Daniel went to the office. Mary went to the hallway. Daniel went to the office. Mary",Where is Mary? 
201,office,Answer: The most recent location of John is office.,Where is John? 
202,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
203,bedroom,"Example:
Sandra went to the kitchen. Sandra went to the bedroom. Sandra went to the kitchen.",Where is Sandra? 
204,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
205,bathroom,,Where is Sandra? 
206,kitchen,"Example:
Alan went to the kitchen. Alan went to the bathroom. Alan went to the garden.",Where is Mary? 
207,hallway,,Where is Sandra? 
208,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
209,hallway,,Where is John? 
210,bathroom,,Where is John? 
211,bedroom,"Example:
Sandra went to the bathroom. John went to the office. Sandra went to the kitchen.",Where is John? 
212,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
213,bedroom,"Example:
Daniel went to the bathroom. Sandra went to the garden. Daniel went back to the bathroom.",Where is Mary? 
214,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
215,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
216,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
217,hallway,Answer: The most recent location of John is hallway.,Where is John? 
218,hallway,,Where is Sandra? 
219,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
220,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
221,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
222,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
223,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
224,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
225,office,Answer: The most recent location of John is office.,Where is John? 
226,hallway,"Example:
Daniel went to the office. Daniel went to the bathroom. Daniel went to the office. Daniel",Where is Daniel? 
227,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
228,bathroom,Answer: The most recent location of John is bathroom.,Where is John? 
229,bathroom,,Where is John? 
230,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
231,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
232,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
233,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
234,hallway,Answer: The most recent location of John is hallway.,Where is John? 
235,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
236,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
237,bedroom,Answer: The most recent location of Mary is bedroom.,Where is Mary? 
238,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
239,office,,Where is Sandra? 
240,hallway,,Where is Daniel? 
241,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
242,garden,"Example:
Daniel went to the bathroom. Sandra went to the kitchen. Daniel went to the garden. Sandra",Where is Mary? 
243,garden,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
244,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
245,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
246,garden,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
247,garden,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
248,garden,,Where is Sandra? 
249,garden,"Example:
Daniel went to the kitchen. His modest
disposition and unambitious character will be seen",Where is Daniel? 
250,bedroom,"Example:
Jenny went to the office. Daniel went to the bedroom. Jenny went to the office.",Where is Daniel? 
251,office,"Example:
“Ye’ll just weary your eyes glowerin’ awa’ at the fire like",Where is Mary? 
252,bathroom,,Where is Daniel? 
253,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
254,bedroom,"Example:
Alan went to the kitchen. Sandra went to the bathroom. Alan went to the",Where is John? 
255,bedroom,"Example:
Jenny went to the kitchen. John went to the garden. John went to the kitchen.",Where is John? 
256,office,,Where is Sandra? 
257,office,"Example:
Sandra went to the office. John went to the bathroom. Sandra went to the garden.",Where is Sandra? 
258,kitchen,Answer: The most recent location of Mary is garden.,Where is Mary? 
259,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
260,garden,,Where is Sandra? 
261,office,Answer: The most recent location of Mary is office.,Where is Mary? 
262,hallway,"Example:
Alan went to the kitchen. Sandra went to the bathroom. Alan went to the garden.",Where is Sandra? 
263,office,Answer: The most recent location of John is office.,Where is John? 
264,office,Answer: The most recent location of John is office.,Where is John? 
265,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
266,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
267,bedroom,"Example:
Sandra went to the bathroom. John went to the kitchen. Sandra went back to the bathroom",Where is Sandra? 
268,bathroom,,Where is John? 
269,bedroom,Answer: The most recent location of Daniel is bedroom.,Where is Daniel? 
270,kitchen,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
271,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
272,office,office.,Where is Sandra? 
273,kitchen,The most recent location of Daniel is kitchen.,Where is Daniel? 
274,bathroom,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
275,office,"Example:
Sandra went to the office. Sandra went to the kitchen. Sandra went to the office.",Where is Sandra? 
276,kitchen,,Where is Daniel? 
277,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
278,office,"Example:
Daniel went to the kitchen. Daniel went to the office. Daniel went to the hallway. Daniel",Where is John? 
279,bathroom,"Example:
Daniel went to the kitchen. Daniel went to the bedroom. Daniel went to the office. Daniel",Where is John? 
280,bathroom,,Where is Sandra? 
281,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
282,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
283,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
284,garden,Answer: The most recent location of John is garden.,Where is John? 
285,office,Answer: The most recent location of John is office.,Where is John? 
286,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
287,office,"Example:
Sandra went to the bathroom. ""For ma ain pairt,"" Soutar used",Where is John? 
288,garden,"Example:
Alan went to the kitchen. Sandra went to the office. Alan went to the bedroom.",Where is Daniel? 
289,bathroom,"Example:
Jamie went to the bathroom. ""'Fee; a'm no wantin'",Where is Sandra? 
290,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
291,kitchen,"Answer: The most recent location of John is kitchen.

Question: Where is Mary?

Answer:",Where is John? 
292,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
293,kitchen,Answer: The most recent location of Mary is kitchen.,Where is Mary? 
294,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
295,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
296,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
297,hallway,Answer: The most recent location of John is hallway.,Where is John? 
298,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
299,bathroom,Answer: The most recent location of Mary is hallway.,Where is Mary? 
300,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
301,bathroom,"Example:
Daniel went to the bathroom. Daniel went to the kitchen. Daniel went to the hallway. Daniel",Where is Mary? 
302,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
303,office,Answer: The most recent location of John is office.,Where is John? 
304,hallway,"Example:
Sandra went to the bathroom. Daniel went to the kitchen. Sandra went back to the bathroom",Where is Mary? 
305,garden,"Example:
Alan went to the garden. Daniel went to the bathroom. Alan went to the kitchen.",Where is Daniel? 
306,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
307,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
308,office,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
309,kitchen,Answer: The most recent location of John is kitchen.,Where is John? 
310,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
311,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
312,office,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
313,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
314,garden,Answer: The most recent location of John is garden.,Where is John? 
315,office,Answer: The most recent location of Mary is office.,Where is Mary? 
316,bedroom,"Example:
Alan went to the kitchen. Alan went to the garden. Alan went to the office.",Where is Daniel? 
317,office,Answer: The most recent location of Mary is office.,Where is Mary? 
318,office,Answer: The most recent location of Mary is office.,Where is Mary? 
319,garden,Answer: The most recent location of Daniel is kitchen.,Where is Daniel? 
320,garden,Answer: The most recent location of John is garden.,Where is John? 
321,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
322,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
323,garden,Answer: The most recent location of Daniel is garden.,Where is Daniel? 
324,garden,"Example:
Daniel went to the kitchen. Sandra went to the bathroom. Daniel journeyed to the office.",Where is Daniel? 
325,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
326,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
327,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
328,garden,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
329,bedroom,,Where is Daniel? 
330,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
331,office,Answer: The most recent location of John is office.,Where is John? 
332,kitchen,,Where is Sandra? 
333,bedroom,Answer: The most recent location of Daniel is office.,Where is Daniel? 
334,bedroom,"Example:
Daniel went to the bathroom. Sandra went to the office. Daniel went to the kitchen. Sandra",Where is Daniel? 
335,office,Answer: The most recent location of John is office.,Where is John? 
336,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
337,office,"Example:
Sandra went to the bathroom. Sandra went to the office. Sandra travelled to the hallway.",Where is Sandra? 
338,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
339,hallway,Answer: The most recent location of Sandra is hallway.,Where is Sandra? 
340,hallway,Answer: The most recent location of Mary is hallway.,Where is Mary? 
341,garden,"Answer: The most recent location of Mary is garden.


Example:
Daniel went to the bathroom.",Where is Mary? 
342,office,Answer: The most recent location of Daniel is office.,Where is Daniel? 
343,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
344,garden,"Example:
Mary went to the bathroom. Mary went to the office. Mary went to the garden. Mary",Where is Sandra? 
345,office,"Example:
Alan went to the kitchen. Mary went to the office. Alan went to the office",Where is Mary? 
346,hallway,"Example:
Mary went to the kitchen. Mary went to the garden. Mary went to the office. Mary",Where is Daniel? 
347,hallway,"Example:
Daniel went to the kitchen. Daniel went to the office. Daniel went to the garden. Daniel",Where is John? 
348,kitchen,"Example:
Daniel went to the office. Daniel went to the garden. Daniel went to the kitchen. Daniel",Where is Mary? 
349,kitchen,"Answer: The most recent location of John is kitchen.


Example:
Daniel went to the office.",Where is John? 
350,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
351,garden,"Example:
Sandra went to the garden. Sandra went to the kitchen. Sandra went to the office.",Where is John? 
352,garden,Answer: The most recent location of Sandra is garden.,Where is Sandra? 
353,bedroom,"Example:
Daniel went to the office. Sandra went to the bedroom. Daniel went to the office. Sandra",Where is Sandra? 
354,bedroom,Answer: The most recent location of Sandra is bedroom.,Where is Sandra? 
355,bathroom,"Answer: The most recent location of Sandra is bathroom.

Question: Where is Mary?

Answer:",Where is Sandra? 
356,office,Answer: The most recent location of John is office.,Where is John? 
357,hallway,Answer: The most recent location of Mary is office.,Where is Mary? 
358,garden,"Example:
Sandra went to the bathroom. John went to the office. Sandra went to the kitchen.",Where is Mary? 
359,hallway,,Where is Mary? 
360,garden,"Example:
""I will give them a warm
reception!"" Then he noticed that they passed a",Where is Daniel? 
361,bathroom,Answer: The most recent location of Daniel is bathroom.,Where is Daniel? 
362,garden,Answer: The most recent location of Mary is garden.,Where is Mary? 
363,garden,Answer: The most recent location of John is garden.,Where is John? 
364,garden,bathroom.,Where is Daniel? 
365,garden,,Where is Sandra? 
366,garden,,Where is Sandra? 
367,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
368,hallway,"Example:
Daniel went to the office. Daniel went to the office. Daniel went to the office. Daniel",Where is Mary? 
369,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
370,hallway,Answer: The most recent location of Daniel is hallway.,Where is Daniel? 
371,hallway,Answer: The most recent location of Daniel is office.,Where is Daniel? 
372,garden,"Example:
Sandra went to the bathroom. Sandra went to the hallway. Sandra went to the kitchen.",Where is Mary? 
373,garden,"Example:
Mary went to the bathroom. Sandra travelled to the kitchen. Mary went to the garden. Sandra",Where is Mary? 
374,office,"Example:
Sandra went to the bathroom. Sandra travelled to the kitchen. Sandra went to the office.",Where is Mary? 
375,bedroom,"Example:
Judith went to the kitchen. Mary went to the office. Mary journeyed to the",Where is Mary? 
376,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
377,bathroom,Answer: The most recent location of Sandra is bathroom.,Where is Sandra? 
378,bathroom,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
379,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
380,bathroom,Answer: The most recent location of Mary is bathroom.,Where is Mary? 
381,bedroom,Answer: The most recent location of John is bedroom.,Where is John? 
382,bedroom,"Example:
Mary went to the bathroom. John travelled to the bedroom. Mary journeyed to the bedroom.",Where is Mary? 
383,office,Answer: The most recent location of Sandra is office.,Where is Sandra? 
384,office,Answer: The most recent location of Mary is office.,Where is Mary? 
385,kitchen,Answer: The most recent location of Sandra is kitchen.,Where is Sandra? 
386,office,Answer: The most recent location of Mary is office.,Where is Mary? 
