Unnamed: 0,target,output,question
86,Fred,"Answer: Fred gave the apple to Mary.

Question: What did the Genevese Professor YUNG",Who gave the apple to Mary? 
87,Mary,"Answer: Mary gave the apple.

Question: Who took the apple?

Answer: Bill took the",Who gave the apple? 
88,Jeff,"Answer: Mary gave the apple to Jeff.

Question: Who did Jeff give the apple to?",Who did Mary give the apple to? 
89,Jeff,"Answer: Mary received the football.

Question: Who was the purchaser of the stocks and bonds?",Who received the football? 
90,football,"Answer: Mary gave the football to Jeff.

Question: What did Croyden ask Macloud to do",What did Mary give to Jeff? 
91,Mary,"Answer: Jeff received the football.

Question: Who discarded the apple?

Answer: Bill disc",Who received the football? 
92,Mary,"Context: Fred travelled to the hallway. A number of them appear to have been generally played
together.",Who gave the football? 
93,Jeff,"Answer: Mary gave the football to Jeff.

Question: Who did Jeff give the football to?
Answer:",Who did Mary give the football to? 
94,Bill,"Answer: Fred gave the apple to Bill.

Question: Who did Mary give the football to?",Who did Fred give the apple to? 
95,Jeff,Answer: Mary gave the apple to Jeff.,Who did Mary give the apple to? 
96,Mary,"Answer: Mary gave the apple to Jeff.

Question: Who was the first to know about Gordon's departure",Who gave the apple to Jeff? 
97,apple,Answer: Jeff gave the apple to Fred.,What did Jeff give to Fred? 
98,Fred,"A: Fred
B: Mary
C: Jeff
D: Mary grabbed the apple there.",Who did Jeff give the apple to? 
99,milk,"Answer: Bill gave the milk to Mary.

Question: What did Mary do with the apple?
Answer:",What did Bill give to Mary? 
100,Bill,Answer: Mary gave the apple to Bill.,Who did Mary give the apple to? 
101,Bill,"Answer: Mary received the apple.

Question: Who is the Supervisor's daughter?
Answer: Ber",Who received the apple? 
102,Fred,"Answer: Jeff gave the apple.

Question: Who went to the bathroom?

Answer: Jeff",Who gave the apple? 
103,Bill,"Answer: Mary gave the apple.

Question: Who took the apple?

Answer: Bill took the",Who gave the apple? 
104,apple,Answer: Mary gave the apple to Bill.,What did Mary give to Bill? 
105,Jeff,Answer: Mary received the milk.,Who received the milk? 
106,Mary,"Answer: Mary gave the milk.


[Illustration: VETERINARY]


Sym",Who gave the milk? 
107,Jeff,"Answer: Mary gave the milk to Jeff.

Question: Where did Fred move to after the bathroom?",Who did Mary give the milk to? 
108,football,"Answer: Bill gave the football to Mary.

Question: What did Croyden do after reading the letter?",What did Bill give to Mary? 
109,Mary,"Context: ""What are you doubtful about--yourself?"" ""I fancy I could manage myself,"" he said.",Who gave the football? 
110,apple,"Answer: Jeff gave an apple to Mary.

Question: What did the gods feel during the debate in Ath",What did Jeff give to Mary? 
111,apple,"Answer: Jeff gave the apple to Mary.

Question: What did Mary do with the football?",What did Jeff give to Mary? 
112,Mary,Answer: Mary gave the apple.,Who gave the apple? 
113,Mary,"Answer: Jeff gave the apple.
Question: Who gave the football?
Answer: Mary gave the football.",Who gave the apple? 
114,Mary,"Context: Jeff gave the apple to Mary. Mary gave the apple to Jeff.
Answer: Jeff received the apple.",Who received the apple? 
115,Bill,"Context: Bill grabbed the milk there.
Answer: Bill gave the milk.

Question: Who moved",Who gave the milk? 
116,milk,"Answer: Mary gave the milk to Bill.

Question: What did Bill grab in the bedroom?
Answer",What did Mary give to Bill? 
117,Bill,Answer: Mary gave the milk to Bill.,Who did Mary give the milk to? 
118,milk,"Answer: Bill gave the milk to Mary.

Question: What did Mary give to Bill?
Answer: Mary",What did Bill give to Mary? 
119,Mary,"Answer: Bill gave the milk to Mary.

Question: Who did Mary give the milk to?
Answer:",Who did Bill give the milk to? 
120,milk,Answer: Mary gave milk to Bill.,What did Mary give to Bill? 
121,Mary,"Answer: Mary gave the milk.

Question: Who was the first to run?
Answer: Rudolph was",Who gave the milk? 
122,Mary,"Mary handed the milk to Bill.

Question: Who was the first man Fred saw in Lebanon?",Who gave the milk? 
123,Jeff,"Answer: Bill gave the football to Jeff.

Question: Who was the Confederate general in supreme command with",Who did Bill give the football to? 
124,Bill,"Answer: Bill gave the football to Jeff.

Question: Who was the first to wake up in the night",Who gave the football to Jeff? 
125,Jeff,"Answer: Jeff received the football.

Question: Who was the last to speak?

Answer: Bill",Who received the football? 
126,Jeff,"Answer: Jeff gave the football to Bill.

Question: Who sold their house and boats?
Answer: Eric",Who gave the football to Bill? 
127,football,"Answer: Jeff gave the football to Bill.

Question: What did Bill give to Jeff?

Answer",What did Jeff give to Bill? 
128,football,"Answer: Jeff gave the football to Bill.

Question: What did Bill give to Jeff?

Answer",What did Jeff give to Bill? 
129,apple,"Answer: Fred gave the apple to Mary.

Question: What did Mary do after receiving the apple from Fred?",What did Fred give to Mary? 
130,Bill,"Answer: Mary received the apple.

Question: Who was the leader of the band of Anti-Cathol",Who received the apple? 
131,apple,"Answer: Mary gave an apple to Bill.


The text provided is a narrative from a story,",What did Mary give to Bill? 
132,apple,"Answer: Mary gave an apple to Bill.

Question: What did Bill give to Mary?

Answer",What did Mary give to Bill? 
133,apple,Answer: Jeff gave the apple to Mary.,What did Jeff give to Mary? 
134,Fred,"Answer: Jeff gave the apple.

Question: Who took the apple?
Answer: Mary took the apple.",Who gave the apple? 
135,football,"Answer: Fred gave the football to Jeff.

Question: What did Drumtochty listen to?",What did Fred give to Jeff? 
136,football,"Answer: Fred gave the football to Jeff.

Question: What did Jeff give to Fred?

Answer",What did Fred give to Jeff? 
137,Jeff,"Answer: Jeff gave the football.

Question: Who grabbed the football?

Answer: Fred",Who gave the football? 
138,Fred,"Answer: Jeff gave the football to Fred.

Question: Who did Fred give the football to?",Who did Jeff give the football to? 
139,football,"Answer: Fred gave the football to Mary.

Question: What did Fred do after Mary went to the bedroom",What did Fred give to Mary? 
140,football,Answer: Jeff gave the football to Mary.,What did Jeff give to Mary? 
141,Mary,"Answer: Mary received the football.

Question: Who washed and dressed before going down-town?
Answer",Who received the football? 
142,football,"Answer: Mary gave the football to Jeff.

Question: What did the Senator do after he saw Jennie",What did Mary give to Jeff? 
143,Jeff,"Context: ""What was the matter with you, anyhow?"" ""Oh, nothing,"" she answered, but immediately turned",Who gave the football? 
144,Bill,"Answer: Fred received the apple.

Question: Who was the valedictorian of the class?",Who received the apple? 
145,Fred,"Answer: Fred received the apple.

Question: Who was the eminent clergyman?
Answer: The",Who received the apple? 
146,Fred,"Answer: Fred received the apple.

Question: Who was the monkey's favorite person?
Answer:",Who received the apple? 
147,Mary,"Answer: Bill gave the football to Mary.

Question: What did Eily do to the toadstool",Who did Bill give the football to? 
148,Bill,"Answer: Bill gave the football to Mary.

Question: Who was the last person to speak to the Green Man",Who gave the football to Mary? 
149,Fred,Answer: Fred received the football.,Who received the football? 
150,Bill,"Question: Who gave the apple to Bill?
Question: Who gave the apple to Jeff?
Question: Who gave",Who received the apple? 
151,Jeff,"Answer: Jeff gave the apple to Bill.

Question: Who went to the garden after Jeff?
Answer:",Who gave the apple to Bill? 
152,Bill,"Answer: Bill received the apple.

Question: Who gave the apple?
Answer: Jeff gave the apple.",Who received the apple? 
153,Bill,Answer: Bill gave the apple to Jeff.,Who gave the apple to Jeff? 
154,apple,"Answer: Bill gave the apple to Jeff.

Question: What did Jeff do with the apple?
Answer:",What did Bill give to Jeff? 
155,football,"Answer: Mary gave the football to Bill.

Question: Where did Fred travel to after the bedroom?",What did Mary give to Bill? 
156,football,"Answer: Mary gave the football to Bill.

Question: Where did Fred go after the garden?",What did Mary give to Bill? 
157,Mary,"Answer: Bill gave the football to Mary.

Question: Who did Mary hand the football to?
Answer:",Who did Bill give the football to? 
158,football,"Answer: Bill gave the football to Mary.

Question: What did Mary take from the hallway?
Answer",What did Bill give to Mary? 
159,Bill,Answer: Bill received the apple.,Who received the apple? 
160,Bill,Answer: Fred gave the apple to Bill.,Who did Fred give the apple to? 
161,apple,"Answer: Fred gave the apple to Bill.

Question: What did Mary do after she went to her father'",What did Fred give to Bill? 
162,apple,"Answer: Fred gave the apple to Bill.

Question: What did Bill do with the apple?
Answer:",What did Fred give to Bill? 
163,Fred,"Answer: Fred gave the apple.

Question: Who took the apple?
Answer: Bill took the apple.",Who gave the apple? 
164,Jeff,"Answer: Fred received the apple.

Question: Who dropped the football?

Answer: Mary dropped the",Who received the apple? 
165,Jeff,"Answer: Jeff received the apple.

Question: Who went to the bathroom?

Answer: Jeff",Who received the apple? 
166,Jeff,"Answer: Jeff received the apple.



[1] ""The Song of the Lark."" [",Who received the apple? 
167,Jeff,"Answer: Jeff received the apple.

Question: Who passed the apple to Jeff?
Answer: Mary passed the",Who received the apple? 
168,apple,"Answer: Mary gave an apple to Jeff.

Question: What did Bill do after grabbing the milk",What did Mary give to Jeff? 
169,Bill,"Helpful Answer:
Bill gave the milk to Fred.

Question: Who took the football there?",Who gave the milk to Fred? 
170,football,Answer: Mary gave the football to Bill.,What did Mary give to Bill? 
171,Bill,"Answer: Mary gave the football to Bill.

Question: What did Bill do after receiving the football?",Who did Mary give the football to? 
172,football,"Answer: Bill gave the football to Mary.

Question: What did Mary take to the football?
Answer:",What did Bill give to Mary? 
173,football,"Answer: Bill gave the football to Mary.

Question: What did Mary take to the office?",What did Bill give to Mary? 
174,Mary,"Answer: Bill gave the football to Mary.

Question: Who did Mary give the football to?
Answer:",Who did Bill give the football to? 
175,football,"Answer: Jeff gave the football to Bill.

Question: What did Mary do after going to the bathroom?",What did Jeff give to Bill? 
176,football,"Answer: Bill gave the football to Mary.

Question: What did Mary do after receiving the football from Bill",What did Bill give to Mary? 
177,Mary,"Choices:
 (A) Mary
 (B) Bill
 (Answer: B)


Explan",Who received the football? 
178,Bill,"Context: ""I hadn't experienced a change o' heart then, as I
          did arterward,",Who gave the football? 
179,football,"Answer: Bill gave the football to Fred.

Question: What did Fred do after receiving the football from Bill?",What did Bill give to Fred? 
180,Fred,"Answer: Fred gave the milk to Jeff.

Question: Who took the milk from Jeff?
Answer: Fred",Who gave the milk to Jeff? 
181,milk,"Answer: Jeff gave the milk to Mary.

Question: What did Mary do after receiving the milk?
Answer",What did Jeff give to Mary? 
182,Mary,"Answer: Mary received the milk.

Question: Who gave the milk to Mary?
Answer: Fred gave the",Who received the milk? 
183,Mary,"Answer: Jeff gave the milk.


Question: Who took the milk?

Answer: Mary took",Who gave the milk? 
184,Fred,"Answer: Fred received the milk.

Question: Who gave the milk to Mary?

Answer: Mary",Who received the milk? 
185,football,"Answer: Mary gave the football to Bill.

Question: What did Jeff pick up?
Answer: Jeff picked",What did Mary give to Bill? 
186,football,"Answer: Mary gave the football to Bill.


------------------------------------------------------------------------",What did Mary give to Bill? 
187,football,"Answer: Mary gave the football to Bill.

Question: What did Jeff put down?

Answer:",What did Mary give to Bill? 
188,Bill,Answer: Bill gave the football.,Who gave the football? 
189,football,"Answer: Bill gave the football to Mary.

Question: What did Hilary ask Jeff to do?
Answer",What did Bill give to Mary? 
190,Fred,"Answer: Fred gave the football.

Question: Who received the football?

Answer: Jeff received the",Who gave the football? 
191,Fred,"Answer: Fred gave the football to Jeff.

Question: Who left the football?

Answer: Jeff",Who gave the football to Jeff? 
192,football,"Answer: Fred gave the football to Jeff.

Question: What did Jeff do with the football?
Answer:",What did Fred give to Jeff? 
193,apple,"Answer: Bill gave an apple to Fred.

Question: What did Fred give to Jeff?
Answer: Fred",What did Bill give to Fred? 
194,Bill,"Answer: Bill gave the apple to Fred.

Question: Who took the football to the garden?
Answer:",Who gave the apple to Fred? 
195,milk,"Answer: Mary gave the milk to Bill.

Question: What did Jeanne do after Pierre left?",What did Mary give to Bill? 
196,Mary,"Answer: Mary gave the milk.

Question: Who took the football?

Answer: Jeff took the",Who gave the milk? 
197,Bill,"Answer: Mary gave the milk.

Question: Who is the girl?

Answer: The girl is",Who gave the milk? 
198,milk,"Answer: Bill gave the milk to Mary.

Question: What did Mary do with the milk?",What did Bill give to Mary? 
199,Mary,"Answer: Mary gave the milk.

Question: Who received the milk?

Answer: Bill received the",Who gave the milk? 
200,milk,"Answer: Jeff gave the milk to Bill.

Question: What did Alfred do when the Italian woman tried to",What did Jeff give to Bill? 
201,milk,"Answer: Jeff gave the milk to Bill.

Question: What did Alfred do after he hung up the phone?",What did Jeff give to Bill? 
202,milk,"Answer: Jeff gave the milk to Bill.

Question: What did Mary give to Fred?

Answer",What did Jeff give to Bill? 
203,Mary,"Answer: Fred.
Question: Who gave the milk?
Answer: Jeff.
Question: Who gave the p",Who gave the football? 
204,Fred,"Answer: Mary gave the football to Fred.

Question: Who did Mary hand the football to?
Answer:",Who did Mary give the football to? 
205,Fred,"Answer: Fred received the football.

Question: Who went to the bathroom?

Answer: Bill",Who received the football? 
206,Fred,"Answer: Mary gave the football to Fred.

Question: Who is the Chieftain?
Answer:",Who did Mary give the football to? 
207,Jeff,"Answer: Fred gave the football to Jeff.


Question: Where did Bill get the milk?",Who did Fred give the football to? 
208,Fred,"Answer: Mary gave the football to Jeff.

Question: Who went to the kitchen after Mary?
Answer:",Who gave the football to Jeff? 
209,Jeff,"Answer: Mary gave the football to Fred.

Question: Who went to the bathroom after the football was",Who gave the football to Fred? 
210,Fred,"Answer: Fred gave the milk to Jeff.

Question: Who went to the bathroom?
Answer: Jeff",Who gave the milk to Jeff? 
211,Fred,"Answer: Fred gave the milk.

Question: Who went to the bathroom?
Answer: Fred went to",Who gave the milk? 
212,Jeff,"Answer: Jeff gave the milk to Fred.

Question: Who went to the bathroom?
Answer: Jeff",Who gave the milk to Fred? 
213,Jeff,Answer: Jeff gave the milk to Fred.,Who gave the milk to Fred? 
214,Fred,"Answer: Fred gave the milk.

Question: Who received the milk?
Answer: Bill received the milk.",Who gave the milk? 
215,Fred,"Answer: Fred gave the apple to Mary.


SCENE VI


_The same.",Who gave the apple to Mary? 
216,Mary,"Answer: Mary received the apple.

Question: Who gave the apple?
Answer: Fred gave the apple.",Who received the apple? 
217,Bill,"Answer: Bill received the apple.

Question: Who was bound to have some fun?

Answer:",Who received the apple? 
218,Mary,"Answer: Fred gave the milk to Mary.

Question: Who was the last person to leave the office?",Who did Fred give the milk to? 
219,Mary,"Answer: Mary gave the apple.

Question: Who took the apple?

Answer: Fred took the",Who gave the apple? 
220,Bill,"Answer: Bill gave the apple to Mary.


SCENE VI


_The same.",Who gave the apple to Mary? 
221,Bill,"Answer: Bill gave the apple to Mary.

Question: Who discarded the football?

Answer:",Who gave the apple to Mary? 
222,Mary,"Answer: Mary gave the apple to Bill.

Question: Who was in the garden?

Answer:",Who gave the apple to Bill? 
223,Bill,"Answer: Mary gave the apple to Bill.

Question: Who was Mary's brother-in-law?",Who did Mary give the apple to? 
224,apple,Answer: Bill gave the apple to Mary.,What did Bill give to Mary? 
225,football,Answer: Jeff gave the football to Fred.,What did Jeff give to Fred? 
226,Jeff,"Answer: Jeff gave the football to Fred.

Question: What did the stranger on the veranda do when",Who gave the football to Fred? 
227,football,"Answer: Jeff gave the football to Fred.

Question: What did the Church do to the body and soul?",What did Jeff give to Fred? 
228,football,"Answer: Jeff gave the football to Fred.

Question: What did Jacob give to Harry?

Answer",What did Jeff give to Fred? 
229,football,"Answer: Jeff gave the football to Fred.

Question: What did Harry do when he reached the road?",What did Jeff give to Fred? 
230,apple,Answer: Fred gave the apple to Bill.,What did Fred give to Bill? 
231,Bill,"Answer: Fred gave the apple to Bill.

Question: Who did Minnie's parents take her to see",Who did Fred give the apple to? 
232,Fred,"Answer: Fred gave the apple to Bill.

Question: Who gave the apple to Fred?
Answer: Minn",Who gave the apple to Bill? 
233,Fred,"Answer: Fred gave the apple to Bill.

Question: Who gave the apple to Fred?

Answer",Who gave the apple to Bill? 
234,Fred,"Answer: Fred gave the apple.

Question: Who received the apple?
Answer: Bill received the apple.",Who gave the apple? 
235,Bill,"Answer: Fred gave the football to Mary.

Question: Who went to the garden?
Answer: Fred went",Who gave the football to Mary? 
236,Bill,"Answer: Bill gave the football.

Question: Who received the football?

Answer: Mary received the",Who gave the football? 
237,football,"Helpful Answer: Bill gave the football to Mary.

Question: What did Mary give to Bill?
Help",What did Bill give to Mary? 
238,Bill,"Answer: Bill gave the football to Mary.

Question: Who journeyed to the bathroom?",Who gave the football to Mary? 
239,Bill,"Answer: Bill gave the football.

Question: Who went to the garden?

Answer: Fred went",Who gave the football? 
240,Fred,"Answer: Fred




[Illustration]




CHAPTER XI.

J",Who gave the football to Bill? 
241,Fred,"Answer: Fred gave the football.

Question: Who was the squire's brother-in-law?",Who gave the football? 
242,Fred,Answer: Fred gave the football to Bill.,Who gave the football to Bill? 
243,Bill,"Answer: Bill gave the football to Fred.

Question: Who was the victim of the attack?
Answer:",Who gave the football to Fred? 
244,football,"Answer: Bill gave the football to Fred.

Question: What did Fred do after receiving the football from Bill?",What did Bill give to Fred? 
245,football,"Answer: Jeff gave the football to Mary.

Question: What did the Strangler do to Djalma",What did Jeff give to Mary? 
246,Mary,"Answer: Jeff gave the football.

Question: Who took the football?

Answer: Mary took the",Who gave the football? 
247,Mary,"Answer: Jeff gave the football.

Question: Who took the football?

Answer: Mary took the",Who gave the football? 
248,Bill,"Question: Who took the apple?
Question: Who took the football?
Question: Who took the milk?",Who gave the apple? 
249,Mary,"Mary gave the apple to Bill.

Question: Who took the football to the garden?
Jeff took",Who gave the apple to Bill? 
250,apple,"Answer: Mary gave the apple to Fred.

Question: What did Fred give to Mary?
Answer: Fred",What did Mary give to Fred? 
251,Fred,"Answer: Fred received the apple.

Question: Who went to the bathroom?
Answer: Jeff went to",Who received the apple? 
252,Mary,"Options:
(A) Mary
(B) Fred
(C) Jeff
(D) Bill",Who gave the apple? 
253,Jeff,"Answer: Jeff received the apple.

Question: Who went to the garden?

Answer: Mary went",Who received the apple? 
254,apple,"Answer: Fred gave the apple to Jeff.


                         Fred moved to the bedroom.",What did Fred give to Jeff? 
255,Fred,"Answer: Fred received the milk.

Question: Who took the football?
Answer: Bill took the football.",Who received the milk? 
256,Jeff,"Answer: Jeff handed the milk to Fred.

Question: Who discarded the football?
Answer: Bill disc",Who gave the milk to Fred? 
257,Jeff,"Answer: Jeff gave the milk.

Question: Who took the football?
Answer: Mary took the football.",Who gave the milk? 
258,football,"Answer: Bill gave the football to Mary.

Question: What did Jeff get from Fred?
Answer: Jeff",What did Bill give to Mary? 
259,Mary,Answer: Fred gave the milk to Mary.,Who did Fred give the milk to? 
260,Jeff,"Answer: Jeff gave the apple to Mary.

Question: What is the difference between the ""Long"" and",Who gave the apple to Mary? 
261,Fred,"Answer: Fred

Question: Who gave the apple to Fred?
Answer: Mary

Question: Who gave",Who gave the apple to Mary? 
