,target,output,question
65,Jeff,"his
his

his.





his

his
his

his",Who received the apple? 
66,Jeff,"the apple to the President. The apple to the
the apple to the President. The apple to the
the apple",Who gave the apple to Bill? 
67,apple,Answer: An apple.,What did Mary give to Fred? 
68,Bill,"Answer: Cissy

Question: What did Cissy do with the apple?

Answer:",Who did Fred give the apple to? 
69,Jeff,"The apple was given by the huntsman.




    ""The huntsman gave",Who gave the apple? 
70,Bill,Answer: Bill gave the milk to Fred.,Who gave the milk to Fred? 
71,Bill,"Answer: Stephen Brice.

Answer: Stephen Brice.

Answer: Stephen Brice.",Who did Jeff give the football to? 
72,Fred,,Who gave the milk? 
73,apple,"Answer: Mary gave Bill a kiss.

Question: What did Bill do with the apple?

Answer",What did Mary give to Bill? 
74,Jeff,"Answer: The milk was received by the baby.

Question: What was the baby's name?",Who received the milk? 
75,Bill,"He
and to-jars, and he could not come. He
and to-jars, and he could",Who did Fred give the milk to? 
76,Bill,"Answer: Freddy.

Question: What is the name of the book which contains the story of the F",Who gave the apple? 
77,Jeff,"""I have to fight with a sword. I have to fight with a
sword. I have to fight with a",Who gave the apple? 
78,Fred,"Answer: Fred received the football.




[Illustration]




CHAPTER",Who received the football? 
79,football,"""Oh, Gertrude, and he

""Oh, Gertrude, and he

""",What did Mary give to Fred? 
80,Mary,"to the





to the war. The

the

the war. The

the",Who did Jeff give the apple to? 
81,football,"Answer: The following morning.

Answer: The following morning.

Answer: The following morning.",What did Jeff give to Mary? 
82,Mary,Answer: The milk.,Who received the milk? 
83,milk,"Answer: Mary gave Fred a glass of milk.



        [Illustration: The Lakes]",What did Mary give to Fred? 
84,Mary,"Answer: Bill.





/Chap. CCCLXI./--_Of",Who gave the milk? 
85,Bill,"Mary gave the milk to Bill.

   Bill gave the milk to Mary.

   Mary gave",Who gave the milk to Mary? 
86,Mary,"Answer: The football was given to the girl who refused to marry him.

Question: What did the girl",Who received the football? 
87,Fred,"""The Lord Jesus Christ.""

""The Lord Jesus Christ.""

""The Lord Jesus Christ.""",Who gave the apple? 
88,milk,"Answer: A milk.


""Dear Uncle Jimmie, I've been thinking about you",What did Fred give to Bill? 
89,Fred,"Fred.


                                                    The Province of Timmoraten                 376. 2.",Who did Bill give the milk to? 
90,Jeff,"Fred gave the apple. [1809]

     * The following is a letter from Paine's",Who gave the apple? 
91,Fred,"Answer: The apple was given to him by his friend, the General.

Question: What was the name",Who did Bill give the apple to? 
92,Bill,,Who gave the football to Jeff? 
93,Bill,Answered her.,Who did Jeff give the apple to? 
94,milk,"Answer: Mary gave the milk to Bill.


                               BOOK IV.

                               RO",What did Mary give to Bill? 
95,Mary,Answer: Mary.,Who did Bill give the milk to? 
96,Mary,"""It seemed to be

""The

""The

""The

""The

""The",Who gave the milk to Jeff? 
97,Fred,"""I wish to see you, Miss

""I wish to see you, Miss Carmen, and to the",Who gave the milk? 
98,Bill,"Fred picked up the apple.

   The work was begun in the month of May, and the first results were",Who received the milk? 
99,Fred,"Answer: Fred gave the football.




[Decoration]


    I.",Who gave the football? 
