,target,output,question
155,garden,the hallway,What is the bedroom west of?
156,office,The bathroom,What is south of the bedroom?
157,bathroom,The bathroom is north of the garden.,What is north of the garden?
158,garden,the office,What is the bedroom east of?
159,bedroom,The bathroom,What is south of the kitchen?
160,hallway,The bedroom,What is the office south of?
161,bathroom,The bedroom,What is north of the garden?
162,hallway,The hallway is east of the bathroom.,What is east of the bathroom?
163,hallway,the hallway,What is the office east of?
164,bathroom,the office is west of the garden.,What is the office west of?
165,kitchen,The kitchen is west of the bedroom.,What is west of the bedroom?
166,office,The office,What is north of the hallway?
167,garden,the office,What is the office north of?
168,kitchen,The kitchen,What is west of the hallway?
169,bedroom,the hallway,What is the garden south of?
170,hallway,the library.,What is the bedroom north of?
171,bathroom,the bedroom.,What is the hallway west of?
172,kitchen,The kitchen,What is north of the garden?
173,hallway,the garden,What is the bathroom north of?
174,bathroom,The bathroom is south of the office.,What is south of the office?
175,office,The kitchen,What is east of the bathroom?
176,hallway,the hallway,What is the bedroom west of?
177,hallway,The kitchen is south of the office.,What is the office south of?
178,kitchen,The bathroom is north of the office.,What is south of the office?
179,bathroom,the office,What is the garden south of?
180,hallway,the bathroom.,What is the bedroom north of?
181,bathroom,The bathroom,What is east of the hallway?
182,bedroom,The hallway is west of the bathroom.,What is the hallway west of?
183,bathroom,The bathroom is south of the garden.,What is south of the garden?
184,bedroom,the garden,What is the office west of?
185,bathroom,the kitchen,What is west of the bedroom?
186,garden,the bathroom.,What is the office west of?
187,garden,The garden,What is south of the bedroom?
188,kitchen,The garden,What is south of the office?
189,hallway,The hallway is east of the bathroom.,What is east of the bathroom?
190,bathroom,the bathroom.,What is the kitchen east of?
191,bathroom,The office is west of the bedroom.,What is the office east of?
192,bedroom,The hallway,What is the office south of?
193,office,the hallway,What is the kitchen south of?
194,bedroom,The bedroom,What is east of the garden?
195,office,The bedroom,What is east of the bathroom?
196,kitchen,"The fort lay dark and silent in the night. So far as appearances were concerned, there had never",What is north of the hallway?
197,office,The kitchen is north of the office.,What is the kitchen south of?
198,garden,The bedroom is south of the hallway.,What is south of the hallway?
199,kitchen,The kitchen is south of the bathroom.,What is the bathroom south of?
200,bedroom,The bedroom,What is the hallway south of?
201,hallway,The kitchen.,What is east of the garden?
202,office,The hallway,What is the bathroom north of?
203,kitchen,The kitchen.,What is west of the hallway?
204,office,the bathroom,What is the bathroom east of?
205,garden,the bathroom,What is the bedroom east of?
206,garden,the office of the north.,What is the office north of?
207,garden,the garden,What is the office north of?
208,garden,The garden,What is south of the office?
209,bathroom,The bathroom is south of the kitchen.,What is south of the kitchen?
210,office,The Britons.,What is south of the bedroom?
211,kitchen,The kitchen is east of the hallway.,What is the office east of?
212,office,The kitchen.,What is west of the bedroom?
213,hallway,the bathroom.,What is the bedroom south of?
214,hallway,the hallway,What is the kitchen south of?
215,bedroom,The bedroom,What is west of the hallway?
216,bedroom,The bedroom,What is west of the office?
217,hallway,The hallway is east of the bathroom.,What is east of the bathroom?
218,office,The bathroom is south of the garden.,What is the garden south of?
219,hallway,The hallway is east of the office.,What is east of the office?
220,office,The kitchen is south of the bedroom.,What is south of the bedroom?
221,kitchen,The kitchen is west of the bedroom.,What is west of the bedroom?
222,kitchen,The bathroom.,What is west of the garden?
223,bedroom,the hallway,What is the bathroom west of?
224,kitchen,The garden is west of the office.,What is the office west of?
225,hallway,the house,What is the garden east of?
226,hallway,"The inner court was rapidly filled with dead, but two officers of the mutineers were fierc",What is north of the kitchen?
227,kitchen,the kitchen,What is the garden north of?
228,hallway,the kitchen,What is the garden north of?
229,kitchen,The Meramec River,What is west of the bedroom?
230,garden,"The lobby was full, and rather dirty, since the supply of spittoons was so far",What is north of the hallway?
231,garden,"The side and rear walls are only restored from the preceding illustration. The only difference is,",What is the hallway west of?
232,hallway,The office,What is the bathroom east of?
233,bedroom,the bathroom,What is the kitchen south of?
234,bathroom,the bathroom,What is the office west of?
235,kitchen,The kitchen,What is east of the bedroom?
236,office,The office,What is east of the bedroom?
237,bathroom,The bathroom is east of the kitchen.,What is east of the kitchen?
238,bedroom,The bedroom,What is west of the kitchen?
239,office,the office,What is the kitchen north of?
240,garden,The garden,What is north of the bedroom?
241,bathroom,The hallway,What is east of the kitchen?
242,office,The bathroom is south of the garden.,What is north of the garden?
243,bedroom,the bathroom.,What is the hallway south of?
244,office,the bathroom,What is the kitchen west of?
245,garden,The kitchen,What is south of the bedroom?
246,garden,The garden,What is west of the office?
247,kitchen,the kitchen,What is the garden north of?
248,office,The office.,What is west of the kitchen?
249,bedroom,the bedroom.,What is the hallway west of?
250,office,The office,What is south of the bathroom?
251,kitchen,The kitchen,What is west of the bedroom?
252,office,the kitchen,What is the hallway north of?
253,bedroom,The bedroom is east of the hallway.,What is east of the hallway?
254,office,The kitchen is south of the bathroom.,What is south of the bathroom?
255,hallway,The bathroom is south of the hallway.,What is the bedroom north of?
256,bathroom,the hallway,What is the garden east of?
257,kitchen,the hallway,What is the bathroom north of?
258,kitchen,The kitchen is west of the bedroom.,What is west of the bedroom?
259,garden,The hallway is east of the office.,What is the hallway east of?
260,kitchen,The kitchen,What is south of the garden?
261,hallway,the bathroom.,What is the bedroom east of?
262,garden,The garden.,What is west of the office?
263,office,The office is north of the kitchen.,What is north of the kitchen?
264,garden,The office north of is the Pioneer office.,What is the office north of?
265,kitchen,The kitchen is north of the office.,What is north of the office?
266,garden,The garden is south of the bedroom.,What is south of the bedroom?
267,hallway,The garden north of the rocky hillside.,What is the garden north of?
268,garden,the kitchen,What is the bedroom east of?
269,bedroom,The bedroom is west of the hallway.,What is west of the hallway?
270,bathroom,The bathroom is east of the hallway.,What is east of the hallway?
271,kitchen,the kitchen.,What is the bedroom south of?
272,hallway,The hallway is east of the garden.,What is east of the garden?
273,kitchen,the kitchen,What is the hallway south of?
274,office,the kitchen,What is the bathroom east of?
275,bedroom,the house,What is the garden south of?
276,bathroom,the garden,What is the kitchen west of?
277,bathroom,The bathroom is east of the garden.,What is east of the garden?
278,bedroom,The hallway.,What is south of the bathroom?
279,office,the bedroom.,What is the bedroom west of?
280,hallway,The kitchen is south of the garden.,What is north of the garden?
281,hallway,The hallway is west of the office.,What is west of the office?
282,hallway,The hallway,What is east of the bathroom?
283,kitchen,The kitchen,What is west of the bedroom?
284,garden,Lost Creek runs through har.,What is north of the office?
285,garden,the bathroom.,What is the hallway south of?
286,hallway,The bedroom,What is the garden east of?
287,bathroom,The bathroom,What is east of the bedroom?
288,garden,The garden,What is east of the office?
289,office,the hallway,What is the garden west of?
290,garden,The garden is east of the bathroom.,What is east of the bathroom?
291,garden,The bedroom is west of the kitchen.,What is the bedroom west of?
292,garden,The hallway is west of the kitchen.,What is west of the kitchen?
293,office,The office is west of the bathroom.,What is west of the bathroom?
294,bathroom,The bathroom,What is south of the bedroom?
295,bathroom,The bathroom is south of the bedroom.,What is south of the bedroom?
296,bathroom,the hallway,What is the kitchen south of?
297,office,The office.,What is east of the kitchen?
298,hallway,The hallway.,What is north of the kitchen?
299,kitchen,the kitchen.,What is the bathroom east of?
300,hallway,The hallway is west of the bathroom.,What is west of the bathroom?
301,office,The south of the hallway is the bathroom.,What is south of the hallway?
302,bathroom,the kitchen,What is the hallway west of?
303,bedroom,The bedroom,What is east of the bathroom?
304,garden,the bathroom,What is the office south of?
305,bedroom,The bedroom,What is east of the office?
306,bedroom,The kitchen,What is north of the hallway?
307,garden,the bathroom,What is the office east of?
308,kitchen,the east end of the Church at Novgorod,What is the hallway west of?
309,garden,The garden is west of the bathroom.,What is west of the bathroom?
310,garden,the garden,What is the kitchen west of?
311,bedroom,The office is west of the garden.,What is the office west of?
312,bathroom,The bedroom.,What is east of the garden?
313,bathroom,The garden is west of the kitchen.,What is east of the kitchen?
314,kitchen,the kitchen,What is the garden north of?
315,kitchen,The kitchen,What is west of the hallway?
316,office,The bathroom is west of the garden.,What is east of the garden?
317,office,the hallway is west of the garden.,What is the hallway west of?
318,bedroom,The office is west of the garden.,What is east of the garden?
319,hallway,The bathroom.,What is the garden east of?
320,bedroom,The bathroom is east of the office.,What is the office west of?
321,hallway,the bathroom is west of the bathroom.,What is the bathroom west of?
322,bathroom,the office.,What is the bedroom north of?
323,garden,the bedroom,What is the bedroom east of?
324,bathroom,The bathroom is east of the garden.,What is the garden west of?
325,hallway,The bedroom is south of the hallway.,What is south of the garden?
326,hallway,The bedroom.,What is south of the office?
327,kitchen,The garden is west of the bedroom.,What is the garden east of?
328,bathroom,the hallway.,What is the garden west of?
329,office,the hallway,What is the bathroom west of?
330,hallway,The hallway is west of the garden.,What is west of the garden?
331,bathroom,The bathroom is south of the hallway.,What is south of the hallway?
332,hallway,the bathroom.,What is the bedroom east of?
333,kitchen,the kitchen,What is the bedroom south of?
334,kitchen,The garden is north of the hallway.,What is the garden south of?
335,bathroom,The bathroom is west of the office.,What is west of the office?
336,garden,The kitchen is south of the bathroom.,What is south of the bathroom?
337,bathroom,The bathroom,What is west of the garden?
338,bathroom,The hallway,What is north of the office?
339,garden,The garden.,What is east of the office?
340,bathroom,The bathroom,What is west of the kitchen?
341,office,the bedroom,What is the garden south of?
342,hallway,The hallway is west of the bedroom.,What is west of the bedroom?
343,bedroom,The bedroom,What is south of the hallway?
344,garden,the garden,What is the hallway east of?
345,hallway,The hallway,What is north of the kitchen?
346,garden,The garden,What is west of the office?
347,bathroom,the office,What is the office west of?
348,bathroom,the garden is south of the office.,What is the garden north of?
349,garden,the garden,What is the office south of?
350,garden,the garden.,What is the hallway north of?
351,hallway,The kitchen is west of the hallway.,What is the kitchen west of?
352,bathroom,The garden,What is north of the hallway?
353,bedroom,the bedroom,What is the kitchen north of?
354,bathroom,the kitchen is south of the office.,What is the kitchen south of?
355,bedroom,The bedroom is north of the office.,What is north of the office?
356,hallway,The hallway is east of the bathroom.,What is east of the bathroom?
357,kitchen,The kitchen,What is south of the hallway?
358,hallway,The hallway is west of the office.,What is west of the office?
359,bedroom,The office is north of the office.,What is the office north of?
360,kitchen,The kitchen is north of the garden.,What is north of the garden?
361,hallway,The hallway is west of the garden.,What is the garden east of?
362,bathroom,The bathroom,What is the kitchen west of?
363,garden,the hallway is east of the hallway.,What is the hallway east of?
364,bedroom,The bedroom is south of the office.,What is south of the office?
365,bathroom,the hallway.,What is the office west of?
366,hallway,The hallway,What is east of the bedroom?
367,garden,The garden,What is west of the bedroom?
368,kitchen,the bathroom,What is the bathroom west of?
369,bathroom,The hallway is north of the bathroom.,What is north of the bedroom?
370,bathroom,The bathroom is north of the garden.,What is the garden south of?
371,bathroom,the garden.,What is the hallway west of?
372,office,the bathroom,What is the hallway east of?
373,office,The office,What is east of the kitchen?
374,bathroom,The bathroom.,What is north of the kitchen?
375,office,The office,What is west of the bathroom?
376,kitchen,the garden,What is the office west of?
377,garden,The garden,What is south of the bedroom?
378,garden,The hallway,What is north of the kitchen?
379,office,the garden,What is the bedroom south of?
380,kitchen,garden,What is the office north of?
381,hallway,the bedroom,What is the bedroom west of?
382,bathroom,The bathroom is west of the office.,What is west of the office?
383,bedroom,The garden is south of the garden.,What is the garden south of?
384,office,The bedroom,What is north of the bathroom?
385,bedroom,The bedroom is east of the garden.,What is east of the garden?
386,bathroom,the bathroom,What is the kitchen east of?
387,bedroom,The garden south of the bedroom.,What is the garden south of?
388,bedroom,the hallway,What is the office south of?
389,hallway,The hallway is south of the bedroom.,What is south of the bedroom?
390,kitchen,the garden,What is the hallway north of?
391,bathroom,The bathroom.,What is north of the garden?
392,kitchen,The bedroom,What is west of the garden?
393,garden,The bedroom is north of the hallway.,What is south of the hallway?
394,bedroom,the bathroom,What is the office east of?
395,bathroom,the hallway,What is the garden south of?
396,bedroom,the garden,What is the office west of?
397,bedroom,The bedroom is west of the bathroom.,What is west of the bathroom?
398,kitchen,The kitchen.,What is west of the office?
399,hallway,The mountain of Soracte,What is north of the garden?
400,office,The office is south of the bathroom.,What is south of the bathroom?
401,garden,The garden,What is west of the office?
402,hallway,the hallway,What is the bedroom east of?
403,bathroom,the garden,What is the office west of?
404,bedroom,The bedroom is north of the garden.,What is north of the garden?
405,hallway,the garden,What is the bedroom north of?
406,bathroom,The bathroom,What is west of the hallway?
407,bedroom,the bathroom is east of the bathroom.,What is the bathroom east of?
408,bedroom,the kitchen,What is the office east of?
409,garden,The garden,What is south of the bathroom?
410,bathroom,The bathroom,What is north of the office?
411,hallway,The garden,What is north of the kitchen?
412,office,the kitchen,What is the bathroom south of?
413,bathroom,the kitchen,What is the bedroom north of?
414,kitchen,the bedroom,What is the bathroom west of?
415,garden,the office.,What is the hallway north of?
416,hallway,The garden,What is south of the bathroom?
417,bathroom,the bathroom.,What is the hallway north of?
418,hallway,the bathroom,What is the office south of?
419,office,The bedroom,What is the hallway east of?
420,kitchen,The kitchen,What is east of the bathroom?
421,hallway,The hallway.,What is north of the office?
422,kitchen,the office,What is the bedroom west of?
423,office,The hallway is west of the garden.,What is the garden west of?
424,garden,The kitchen is west of the garden.,What is the kitchen east of?
425,office,the bathroom,What is the bedroom south of?
426,bathroom,the kitchen,What is the hallway south of?
427,office,The mountain-tracts.,What is north of the bathroom?
428,hallway,the hallway,What is the garden north of?
429,bedroom,The bedroom is west of the kitchen.,What is the kitchen east of?
430,kitchen,The hallway,What is east of the bedroom?
431,bedroom,The bedroom,What is south of the bathroom?
432,kitchen,the kitchen.,What is the hallway south of?
433,kitchen,The garden,What is west of the office?
434,garden,The garden,What is north of the kitchen?
435,bathroom,the garden,What is the bedroom south of?
436,garden,The bathroom,What is west of the kitchen?
437,bathroom,the bedroom.,What is the bedroom east of?
438,bedroom,the kitchen,What is the bathroom west of?
439,garden,the garden,What is the office south of?
440,bathroom,the bedroom,What is the kitchen east of?
441,kitchen,the bedroom,What is the hallway east of?
442,bedroom,The bedroom.,What is south of the office?
443,bedroom,The garden is south of the prospect.,What is the garden south of?
444,bathroom,The bathroom,What is south of the office?
445,bedroom,The bedroom is east of the bathroom.,What is east of the bathroom?
446,office,The office,What is the kitchen east of?
447,bathroom,the bathroom,What is the kitchen south of?
448,garden,The garden,What is west of the hallway?
449,garden,The bedroom,What is the bathroom south of?
450,hallway,The hallway,What is north of the office?
451,hallway,The office,What is south of the bathroom?
452,office,The garden,What is south of the bedroom?
453,garden,The garden,What is east of the hallway?
454,bedroom,the bathroom,What is the office south of?
455,kitchen,The office,What is west of the hallway?
456,kitchen,the kitchen,What is south of the garden?
457,bedroom,The bedroom,What is east of the hallway?
458,bedroom,The bedroom,What is south of the kitchen?
459,kitchen,the kitchen,What is the hallway west of?
460,bedroom,The bedroom,What is west of the hallway?
461,kitchen,The bathroom.,What is the garden west of?
462,hallway,The kitchen is west of the bathroom.,What is east of the bathroom?
463,office,The kitchen,What is west of the garden?
464,garden,The garden.,What is west of the bathroom?
465,office,the office,What is the garden north of?
466,garden,The garden.,What is west of the office?
467,office,the bedroom,What is the bedroom east of?
468,kitchen,The kitchen,What is south of the bedroom?
469,hallway,the hallway,What is the bathroom north of?
470,bedroom,The bedroom,What is west of the kitchen?
471,office,The hallway is west of the garden.,What is west of the garden?
472,bathroom,The bathroom,What is east of the hallway?
473,bathroom,The east of the garden.,What is the garden west of?
474,bedroom,The bedroom is east of the office.,What is east of the office?
475,hallway,the hallway,What is the office west of?
476,bathroom,the bathroom,What is the bedroom south of?
477,kitchen,The kitchen,What is west of the bathroom?
478,office,the Luxembourg Gardens,What is the garden north of?
479,kitchen,The kitchen,What is north of the garden?
480,bedroom,The bedroom,What is west of the kitchen?
481,bathroom,The garden is south of the hallway.,What is south of the hallway?
482,hallway,The hallway is north of the kitchen.,What is north of the kitchen?
483,garden,The garden is north of the office.,What is north of the office?
484,bedroom,The bedroom is west of the kitchen.,What is the kitchen east of?
485,garden,The bedroom is west of the hallway.,What is east of the hallway?
486,bedroom,The bedroom is south of the hallway.,What is south of the hallway?
487,hallway,The hallway,What is east of the kitchen?
488,bathroom,the kitchen,What is the office south of?
489,hallway,the bathroom,What is the bedroom south of?
490,hallway,The hallway is north of the bathroom.,What is north of the bathroom?
491,garden,The garden is east of the bathroom.,What is east of the bathroom?
492,garden,The hallway,What is south of the kitchen?
493,office,The hallway,What is south of the garden?
494,bedroom,the office,What is the office west of?
495,hallway,The hallway is north of the bedroom.,What is north of the bedroom?
496,office,The kitchen,What is north of the bedroom?
497,bedroom,the kitchen,What is the office north of?
498,kitchen,the kitchen,What is the office east of?
499,hallway,the bedroom,What is the bathroom south of?
500,garden,The garden,What is east of the hallway?
501,office,The dining-room.,What is east of the kitchen?
502,bedroom,The bedroom is north of the garden.,What is north of the garden?
503,hallway,the bedroom.,What is the bathroom east of?
504,bedroom,the bedroom,What is the hallway west of?
505,garden,The garden,What is west of the bathroom?
506,bedroom,The bedroom is north of the office.,What is north of the office?
507,bedroom,the kitchen,What is the hallway north of?
508,bathroom,the kitchen,What is the garden north of?
509,office,The bathroom,What is the hallway east of?
510,kitchen,The kitchen,What is south of the bedroom?
511,hallway,the garden,What is the office east of?
512,hallway,The bedroom is north of the garden.,What is the garden north of?
513,garden,The garden,What is north of the office?
514,garden,the kitchen,What is the hallway north of?
515,bathroom,The office is south of the bedroom.,What is the office north of?
516,garden,The gelatinous progeny of albuminous parents,What is west of the hallway?
517,office,the north bathroom,What is the bathroom south of?
518,office,The office,What is north of the hallway?
519,hallway,The hallway,What is east of the bathroom?
520,bathroom,The bathroom,What is south of the bedroom?
521,hallway,The kitchen is east of the bathroom.,What is west of the bathroom?
522,kitchen,the kitchen,What is the bedroom south of?
523,garden,The garden,What is west of the bedroom?
524,garden,the avenue,What is the office north of?
525,garden,The garden is north of the bathroom.,What is north of the bathroom?
526,office,The bedroom is north of the garden.,What is south of the garden?
527,bathroom,The bathroom.,What is west of the garden?
528,garden,the hallway,What is the bedroom east of?
529,hallway,"The record of the brief six weeks' campaign constitutes a creditable page in Canadian history, a",What is south of the office?
530,kitchen,the kitchen,What is the garden south of?
531,hallway,The hallway,What is west of the bedroom?
532,office,the bathroom.,What is the bedroom west of?
533,kitchen,the kitchen,What is the garden east of?
534,garden,the garden,What is the bedroom south of?
535,kitchen,the bedroom,What is the hallway east of?
536,garden,the kitchen,What is the hallway east of?
537,bedroom,the hallway,What is the garden south of?
538,bedroom,The dragon hills,What is east of the garden?
539,kitchen,the kitchen.,What is the hallway west of?
540,hallway,the hallway.,What is the bedroom east of?
541,hallway,the hallway,What is the bathroom south of?
542,garden,The garden is north of the kitchen.,What is north of the kitchen?
543,garden,The garden,What is east of the kitchen?
544,office,The garden,What is the bathroom north of?
545,hallway,The office east of is the kitchen.,What is the office east of?
546,hallway,the office,What is the bedroom east of?
547,office,The office is north of the hallway.,What is north of the hallway?
548,bedroom,The bedroom,What is west of the kitchen?
549,hallway,The hallway is south of the bathroom.,What is south of the bathroom?
550,office,The office,What is east of the hallway?
551,bathroom,the bathroom,What is the hallway east of?
552,hallway,The hallway is north of the bedroom.,What is north of the bedroom?
553,bedroom,The bedroom.,What is the garden south of?
554,office,The office,What is south of the bedroom?
555,bathroom,The bathroom is east of the garden.,What is east of the garden?
556,kitchen,Storm King,What is west of the garden?
557,bathroom,The bedroom is east of the bathroom.,What is the bedroom east of?
558,garden,The office,What is the bathroom south of?
559,kitchen,The garden is west of the house.,What is the garden west of?
560,bedroom,The bedroom north of the kitchen.,What is the kitchen south of?
561,kitchen,The garden is west of the office.,What is east of the office?
562,hallway,The hallway is west of the bathroom.,What is west of the bathroom?
563,hallway,the kitchen,What is the garden west of?
564,bedroom,the garden,What is the kitchen west of?
565,kitchen,The bedroom is west of the office.,What is the office west of?
566,bathroom,the bathroom.,What is the bedroom west of?
567,bathroom,The bathroom.,What is west of the hallway?
568,bedroom,The garden is north of the hallway.,What is north of the garden?
569,kitchen,The kitchen is south of the bathroom.,What is south of the bathroom?
570,kitchen,the office,What is the office east of?
571,bathroom,The Dilkoosha palace and the garden walls round it.,What is north of the office?
572,hallway,The hallway is north of the office.,What is north of the office?
573,bedroom,The doctor's office,What is west of the garden?
574,office,the bedroom,What is the kitchen west of?
575,bathroom,the bathroom.,What is the bedroom west of?
576,office,The kitchen,What is the bathroom south of?
577,hallway,The hallway is north of the bathroom.,What is north of the bathroom?
578,garden,the office,What is the kitchen south of?
579,kitchen,the office,What is the hallway south of?
580,office,The bedroom is east of the bathroom.,What is the bedroom west of?
581,hallway,the hallway,What is the garden east of?
582,kitchen,the kitchen,What is the bedroom south of?
583,office,The office,What is the hallway west of?
584,hallway,the bathroom,What is the bedroom north of?
585,garden,The bathroom is west of the bedroom.,What is west of the bedroom?
586,hallway,The bedroom,What is south of the office?
