,target,output,question
107,bathroom,"bedroom

<context>
The living room is north of the kitchen. The kitchen is east",What is west of the garden?
108,bedroom,There is not enough information to determine the answer based on the given context. The bathroom is north of,What is the bathroom south of?
109,bathroom,"There is no information provided about what the kitchen is west of in the context given. Therefore, I",What is the kitchen west of?
110,garden,Answer: No information provided in the context about what the hallway is west of.,What is the hallway west of?
111,hallway,There is no information given about what is south of the kitchen in the context provided. Answer: N,What is the kitchen south of?
112,office,office,What is south of the bathroom?
113,hallway,bedroom,What is the office west of?
114,bedroom,"garden

<context>
The living room is east of the kitchen. The kitchen is north",What is the kitchen north of?
115,office,hallway,What is the garden east of?
116,bedroom,office,What is the hallway south of?
117,bedroom,There is no information given in the context that the garden is west of any other location besides the bedroom,What is the garden west of?
118,hallway,hallway,What is north of the office?
119,office,"Answer: office

<context>
The library is north of the office. The library is",What is west of the hallway?
120,bedroom,hallway,What is the bathroom north of?
121,kitchen,"bedroom

<context>
The living room is east of the kitchen. The kitchen is north",What is the hallway north of?
122,office,office,What is east of the bathroom?
123,bathroom,"Answer: bathroom or office (either one could be correct based on the given context, as the",What is north of the hallway?
124,bathroom,hallway,What is the bedroom north of?
125,kitchen,"kitchen

<context>
The living room is north of the office. The office is south",What is west of the garden?
126,bathroom,"bathroom

<context>
The living room is east of the kitchen. The kitchen is south",What is north of the kitchen?
127,hallway,garden,What is the bedroom east of?
128,garden,There is no information provided about what the bedroom is south of in the context given. Answer: N,What is the bedroom south of?
129,hallway,hallway,What is east of the bathroom?
130,garden,hallway,What is the bedroom east of?
131,kitchen,"kitchen

<context>
The living room is east of the kitchen. The kitchen is north",What is south of the bathroom?
132,kitchen,kitchen,What is east of the garden?
133,bathroom,office,What is the hallway east of?
134,office,"Answer: office (actually, there is no information given about what is east of the hallway in",What is the hallway east of?
135,kitchen,"Answer: kitchen

<context>
The living room is north of the bedroom. The bedroom",What is the garden east of?
136,bathroom,There is no information provided about what the bedroom is south of in the context given. Answer: N,What is the bedroom south of?
137,hallway,"Answer: kitchen

<context>
The living room is north of the kitchen. The kitchen",What is the garden east of?
138,kitchen,kitchen,What is south of the hallway?
139,hallway,garden,What is west of the kitchen?
140,kitchen,"kitchen

<context>
The living room is east of the kitchen. The kitchen is south",What is north of the garden?
141,office,Answer: bathroom,What is the kitchen west of?
142,bathroom,"garden

<context>
The living room is east of the bedroom. The bedroom is west",What is the kitchen north of?
143,bathroom,"bathroom

<context>
The living room is north of the kitchen. The bathroom is north",What is east of the kitchen?
144,bathroom,bathroom,What is east of the garden?
145,kitchen,"garden

<context>
The living room is east of the kitchen. The kitchen is west",What is the office south of?
146,hallway,"No information is given about what is north of the kitchen in the context provided. Therefore, an answer",What is the kitchen north of?
147,hallway,Answer: No information provided in the context about what the bedroom is west of.,What is the bedroom west of?
148,bathroom,"No information is given about what is west of the office in the context provided. Therefore, an answer",What is the office west of?
149,hallway,"bathroom

<context>
The living room is east of the kitchen. The kitchen is south",What is the office south of?
150,bathroom,"bathroom and bathroom (since the context does not specify which one is closer, I'll assume they",What is north of the hallway?
151,garden,hallway,What is the bathroom east of?
152,kitchen,"garden

<context>
The living room is north of the kitchen. The kitchen is south",What is the bathroom east of?
153,hallway,hallway,What is south of the kitchen?
154,hallway,bedroom (assuming there is no other location mentioned to the south of the office in the context),What is south of the office?
155,garden,"There is no information given in the context about what the bedroom is west of. Therefore, I cannot",What is the bedroom west of?
156,office,office,What is south of the bedroom?
157,bathroom,bathroom,What is north of the garden?
158,garden,office,What is the bedroom east of?
159,bedroom,bedroom,What is south of the kitchen?
160,hallway,bedroom,What is the office south of?
161,bathroom,bathroom,What is north of the garden?
162,hallway,hallway,What is east of the bathroom?
163,hallway,bathroom,What is the office east of?
164,bathroom,garden,What is the office west of?
165,kitchen,"hallway

<context>
The living room is north of the bedroom. The bathroom is east",What is west of the bedroom?
166,office,office,What is north of the hallway?
167,garden,bathroom,What is the office north of?
168,kitchen,kitchen,What is west of the hallway?
169,bedroom,There is no information provided about what the garden is south of in the context given. Answer: N,What is the garden south of?
170,hallway,office,What is the bedroom north of?
171,bathroom,Answer: No information provided in the context about what the hallway is west of.,What is the hallway west of?
172,kitchen,"kitchen

<context>
The living room is east of the office. The office is west",What is north of the garden?
173,hallway,"hallway

<context>
The living room is east of the kitchen. The kitchen is north",What is the bathroom north of?
174,bathroom,bathroom,What is south of the office?
175,office,office,What is east of the bathroom?
176,hallway,garden,What is the bedroom west of?
177,hallway,kitchen,What is the office south of?
178,kitchen,kitchen,What is south of the office?
179,bathroom,office,What is the garden south of?
180,hallway,"No information is given about what the bedroom is north of in the context provided. Therefore, an answer",What is the bedroom north of?
181,bathroom,bathroom,What is east of the hallway?
182,bedroom,Answer: None (There is no information given about the hallway being west of any location.),What is the hallway west of?
183,bathroom,"bathroom

<context>
The living room is east of the kitchen. The kitchen is north",What is south of the garden?
184,bedroom,Answer: None (There is no information given about what is west of the office.),What is the office west of?
185,bathroom,"kitchen

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the bedroom?
186,garden,"bathroom

<context>
The living room is north of the kitchen. The kitchen is south",What is the office west of?
187,garden,hallway,What is south of the bedroom?
188,kitchen,kitchen,What is south of the office?
189,hallway,hallway,What is east of the bathroom?
190,bathroom,No information is given about what the kitchen is east of in the context provided. Answer: N/,What is the kitchen east of?
191,bathroom,Answer: bathroom,What is the office east of?
192,bedroom,hallway,What is the office south of?
193,office,office,What is the kitchen south of?
194,bedroom,"bedroom

<context>
The living room is north of the kitchen. The kitchen is west",What is east of the garden?
195,office,office,What is east of the bathroom?
196,kitchen,kitchen,What is north of the hallway?
197,office,"There is no information given about what is south of the kitchen in the context provided. Therefore, I",What is the kitchen south of?
198,garden,"bedroom

<context>
The living room is east of the kitchen. The kitchen is north",What is south of the hallway?
199,kitchen,office,What is the bathroom south of?
200,bedroom,garden,What is the hallway south of?
201,hallway,kitchen,What is east of the garden?
202,office,office,What is the bathroom north of?
203,kitchen,"kitchen

Explanation: Based on the context provided, the kitchen is to the west of",What is west of the hallway?
204,office,garden,What is the bathroom east of?
205,garden,bathroom,What is the bedroom east of?
206,garden,hallway,What is the office north of?
207,garden,hallway,What is the office north of?
208,garden,garden,What is south of the office?
209,bathroom,"bathroom

<context>
The living room is east of the bedroom. The bedroom is north",What is south of the kitchen?
210,office,office,What is south of the bedroom?
211,kitchen,hallway,What is the office east of?
212,office,"office

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the bedroom?
213,hallway,bathroom,What is the bedroom south of?
214,hallway,bathroom,What is the kitchen south of?
215,bedroom,"bedroom

<context>
The living room is north of the kitchen. The kitchen is east",What is west of the hallway?
216,bedroom,There is not enough information provided to determine what is west of the office based on the context given.,What is west of the office?
217,hallway,hallway,What is east of the bathroom?
218,office,bathroom,What is the garden south of?
219,hallway,hallway,What is east of the office?
220,office,office,What is south of the bedroom?
221,kitchen,"kitchen

<context>
The living room is north of the kitchen. The kitchen is west",What is west of the bedroom?
222,kitchen,"kitchen

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the garden?
223,bedroom,Answer: None (there is no information given about what is west of the bathroom),What is the bathroom west of?
224,kitchen,garden,What is the office west of?
225,hallway,kitchen,What is the garden east of?
226,hallway,hallway,What is north of the kitchen?
227,kitchen,"bedroom

<context>
The living room is east of the kitchen. The kitchen is south",What is the garden north of?
228,hallway,kitchen,What is the garden north of?
229,kitchen,"kitchen

<context>
The living room is north of the kitchen. The bedroom is south",What is west of the bedroom?
230,garden,garden,What is north of the hallway?
231,garden,"Answer: Nothing, according to the given context. The information provided states that the garden is east of",What is the hallway west of?
232,hallway,office,What is the bathroom east of?
233,bedroom,bathroom,What is the kitchen south of?
234,bathroom,Answer: No information provided. The context only mentions the locations to the east of the office.,What is the office west of?
235,kitchen,"kitchen

<context>
The living room is north of the kitchen. The kitchen is north",What is east of the bedroom?
236,office,office,What is east of the bedroom?
237,bathroom,bathroom,What is east of the kitchen?
238,bedroom,"bedroom

<context>
The living room is north of the kitchen. The dining room is",What is west of the kitchen?
239,office,"office

<context>
The living room is east of the kitchen. The kitchen is west",What is the kitchen north of?
240,garden,hallway,What is north of the bedroom?
241,bathroom,"bathroom

<context>
The living room is north of the bedroom. The bedroom is south",What is east of the kitchen?
242,office,office,What is north of the garden?
243,bedroom,bathroom,What is the hallway south of?
244,office,Answer: No information provided. The context only mentions the locations to the east of the kitchen.,What is the kitchen west of?
245,garden,"kitchen

<context>
The living room is east of the kitchen. The kitchen is north",What is south of the bedroom?
246,garden,garden,What is west of the office?
247,kitchen,"There is no information given in the context about what is north of the garden. Therefore, I cannot",What is the garden north of?
248,office,office,What is west of the kitchen?
249,bedroom,Answer: Nothing given in the context.,What is the hallway west of?
250,office,office,What is south of the bathroom?
251,kitchen,kitchen,What is west of the bedroom?
252,office,kitchen,What is the hallway north of?
253,bedroom,"bedroom

<context>
The living room is north of the kitchen. The kitchen is west",What is east of the hallway?
254,office,office,What is south of the bathroom?
255,hallway,"Answer: bathroom or nothing (depending on the layout of the house, it's possible that",What is the bedroom north of?
256,bathroom,"There is no information provided about what the garden is east of in the context given. Therefore, I",What is the garden east of?
257,kitchen,hallway,What is the bathroom north of?
258,kitchen,"office

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the bedroom?
259,garden,"office

<context>
The library is north of the office. The office is east of",What is the hallway east of?
260,kitchen,kitchen,What is south of the garden?
261,hallway,There is no information given about what the bedroom is east of in the context provided. Answer: N,What is the bedroom east of?
262,garden,garden,What is west of the office?
263,office,office,What is north of the kitchen?
264,garden,bathroom,What is the office north of?
265,kitchen,bathroom,What is north of the office?
266,garden,"hallway

<context>
The living room is east of the kitchen. The kitchen is north",What is south of the bedroom?
267,hallway,kitchen,What is the garden north of?
268,garden,kitchen,What is the bedroom east of?
269,bedroom,"bedroom

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the hallway?
270,bathroom,bathroom,What is east of the hallway?
271,kitchen,"There is no information given about what the bedroom is south of in the context provided. Therefore, I",What is the bedroom south of?
272,hallway,hallway,What is east of the garden?
273,kitchen,"garden

<context>
The living room is east of the kitchen. The kitchen is north",What is the hallway south of?
274,office,kitchen,What is the bathroom east of?
275,bedroom,bathroom,What is the garden south of?
276,bathroom,garden,What is the kitchen west of?
277,bathroom,bathroom,What is east of the garden?
278,bedroom,bedroom,What is south of the bathroom?
279,office,"kitchen

<context>
The living room is north of the kitchen. The office is east",What is the bedroom west of?
280,hallway,hallway,What is north of the garden?
281,hallway,"kitchen

<context>
The library is north of the living room. The living room is",What is west of the office?
282,hallway,bedroom,What is east of the bathroom?
283,kitchen,"hallway

<context>
The living room is north of the bedroom. The bathroom is east",What is west of the bedroom?
284,garden,"kitchen

<context>
The living room is east of the kitchen. The kitchen is south",What is north of the office?
285,garden,bathroom,What is the hallway south of?
286,hallway,"There is no information given about what is east of the garden in the context provided. Therefore, I",What is the garden east of?
287,bathroom,bathroom,What is east of the bedroom?
288,garden,garden,What is east of the office?
289,office,Answer: No information provided in the context about what is west of the garden.,What is the garden west of?
290,garden,"kitchen

<context>
The living room is north of the kitchen. The kitchen is south",What is east of the bathroom?
291,garden,"Answer: kitchen (but according to the context provided, the bedroom is actually east of the kitchen)",What is the bedroom west of?
292,garden,garden,What is west of the kitchen?
293,office,"kitchen

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the bathroom?
294,bathroom,"office

<context>
The living room is east of the kitchen. The kitchen is north",What is south of the bedroom?
295,bathroom,office,What is south of the bedroom?
296,bathroom,hallway,What is the kitchen south of?
297,office,office,What is east of the kitchen?
298,hallway,"hallway

<context>
The living room is east of the bedroom. The bedroom is west",What is north of the kitchen?
299,kitchen,office,What is the bathroom east of?
300,hallway,The answer is: hallway.,What is west of the bathroom?
301,office,office,What is south of the hallway?
302,bathroom,kitchen,What is the hallway west of?
303,bedroom,hallway,What is east of the bathroom?
304,garden,bathroom,What is the office south of?
305,bedroom,"Answer: bedroom

<context>
The library is north of the office. The library is",What is east of the office?
306,bedroom,"kitchen

<context>
The living room is east of the kitchen. The kitchen is south",What is north of the hallway?
307,garden,"Answer: bathroom or nothing (depending on the layout, it could be that there is no feature",What is the office east of?
308,kitchen,Answer: nothing (or empty) in the given context.,What is the hallway west of?
309,garden,"office

<context>
The living room is north of the kitchen. The kitchen is east",What is west of the bathroom?
310,garden,Answer: No information provided. The context only mentions the locations to the east of the kitchen.,What is the kitchen west of?
311,bedroom,"bedroom (in this context, ""west of"" means to the opposite side)

However,",What is the office west of?
312,bathroom,bathroom,What is east of the garden?
313,bathroom,bathroom,What is east of the kitchen?
314,kitchen,"kitchen

<context>
The living room is east of the kitchen. The kitchen is north",What is the garden north of?
315,kitchen,kitchen,What is west of the hallway?
316,office,office,What is east of the garden?
317,office,garden,What is the hallway west of?
318,bedroom,bedroom,What is east of the garden?
319,hallway,"There is no information given about what is east of the garden in the context provided. Therefore, I",What is the garden east of?
320,bedroom,Answer: No information provided in the context about what is west of the office.,What is the office west of?
321,hallway,office,What is the bathroom west of?
322,bathroom,office,What is the bedroom north of?
323,garden,office,What is the bedroom east of?
324,bathroom,Answer: No information provided in the context regarding the garden being west of any location.,What is the garden west of?
325,hallway,bedroom,What is south of the garden?
326,hallway,bedroom,What is south of the office?
327,kitchen,Answer: (There is no information given about what is east of the garden in the context provided.),What is the garden east of?
328,bathroom,hallway,What is the garden west of?
329,office,hallway,What is the bathroom west of?
330,hallway,"kitchen

<context>
The library is north of the bedroom. The bedroom is east of",What is west of the garden?
331,bathroom,kitchen,What is south of the hallway?
332,hallway,bathroom,What is the bedroom east of?
333,kitchen,office,What is the bedroom south of?
334,kitchen,"There is no information given about what is south of the garden in the context provided. Therefore, I",What is the garden south of?
335,bathroom,bathroom,What is west of the office?
336,garden,kitchen,What is south of the bathroom?
337,bathroom,bathroom,What is west of the garden?
338,bathroom,bathroom,What is north of the office?
339,garden,"bedroom

<context>
The living room is north of the kitchen. The kitchen is west",What is east of the office?
340,bathroom,bathroom,What is west of the kitchen?
341,office,"There is no information given about what is south of the garden in the context provided. Therefore, I",What is the garden south of?
342,hallway,"hallway

<context>
The living room is north of the kitchen. The kitchen is east",What is west of the bedroom?
343,bedroom,bedroom,What is south of the hallway?
344,garden,kitchen,What is the hallway east of?
345,hallway,bathroom and hallway (but the question asks for one word answer so I can only write one word),What is north of the kitchen?
346,garden,kitchen,What is west of the office?
347,bathroom,kitchen,What is the office west of?
348,bathroom,office,What is the garden north of?
349,garden,"kitchen

<context>
The living room is east of the office. The office is west",What is the office south of?
350,garden,"office

<context>
The living room is east of the kitchen. The kitchen is north",What is the hallway north of?
351,hallway,office,What is the kitchen west of?
352,bathroom,"bathroom

<context>
The living room is east of the kitchen. The kitchen is south",What is north of the hallway?
353,bedroom,"garden

<context>
The living room is east of the bedroom. The bedroom is south",What is the kitchen north of?
354,bathroom,office,What is the kitchen south of?
355,bedroom,bedroom,What is north of the office?
356,hallway,hallway,What is east of the bathroom?
357,kitchen,kitchen,What is south of the hallway?
358,hallway,hallway,What is west of the office?
359,bedroom,kitchen,What is the office north of?
360,kitchen,"kitchen

<context>
The living room is east of the office. The office is south",What is north of the garden?
361,hallway,"No information is given about anything being east of the garden in the context provided. Therefore, I cannot",What is the garden east of?
362,bathroom,hallway,What is the kitchen west of?
363,garden,kitchen,What is the hallway east of?
364,bedroom,bathroom,What is south of the office?
365,bathroom,"There is no information provided about what the office is west of in the context given. Therefore, I",What is the office west of?
366,hallway,Answer: hallway,What is east of the bedroom?
367,garden,"garden

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the bedroom?
368,kitchen,garden,What is the bathroom west of?
369,bathroom,bathroom,What is north of the bedroom?
370,bathroom,"There is no information provided about what is south of the garden in the context given. Therefore, I",What is the garden south of?
371,bathroom,Answer: None (There is no information provided about the hallway being west of any location.),What is the hallway west of?
372,office,bathroom,What is the hallway east of?
373,office,office,What is east of the kitchen?
374,bathroom,"bathroom or office (either one is correct, as they are both north of the kitchen)",What is north of the kitchen?
375,office,office,What is west of the bathroom?
376,kitchen,"kitchen

<context>
The living room is north of the kitchen. The living room is",What is the office west of?
377,garden,"office

<context>
The living room is east of the kitchen. The kitchen is north",What is south of the bedroom?
378,garden,"hallway

<context>
The living room is east of the kitchen. The kitchen is south",What is north of the kitchen?
379,office,"garden

<context>
The living room is east of the office. The office is north",What is the bedroom south of?
380,kitchen,"garden

<context>
The living room is east of the kitchen. The kitchen is south",What is the office north of?
381,hallway,office,What is the bedroom west of?
382,bathroom,bathroom,What is west of the office?
383,bedroom,bathroom,What is the garden south of?
384,office,office,What is north of the bathroom?
385,bedroom,"bedroom

<context>
The living room is north of the kitchen. The kitchen is west",What is east of the garden?
386,bathroom,No information is given about what the kitchen is east of in the context provided. Answer: N/,What is the kitchen east of?
387,bedroom,"There is no information given about the garden being south of anything in the context provided. Therefore, I",What is the garden south of?
388,bedroom,hallway,What is the office south of?
389,hallway,hallway,What is south of the bedroom?
390,kitchen,"garden

<context>
The living room is east of the kitchen. The kitchen is south",What is the hallway north of?
391,bathroom,bathroom,What is north of the garden?
392,kitchen,"kitchen

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the garden?
393,garden,garden,What is south of the hallway?
394,bedroom,bathroom,What is the office east of?
395,bathroom,hallway,What is the garden south of?
396,bedroom,"bedroom (in this context, ""west of"" means to the opposite side)

However,",What is the office west of?
397,bedroom,"kitchen

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the bathroom?
398,kitchen,hallway,What is west of the office?
399,hallway,"bedroom

<context>
The library is east of the living room. The living room is",What is north of the garden?
400,office,office,What is south of the bathroom?
401,garden,Answer: garden,What is west of the office?
402,hallway,"garden

<context>
The library is north of the living room. The living room is",What is the bedroom east of?
403,bathroom,Answer: No information provided in the context about what the office is west of.,What is the office west of?
404,bedroom,bedroom,What is north of the garden?
405,hallway,"garden

<context>
The living room is east of the kitchen. The kitchen is south",What is the bedroom north of?
406,bathroom,"office

<context>
The living room is north of the kitchen. The kitchen is south",What is west of the hallway?
407,bedroom,garden,What is the bathroom east of?
408,bedroom,kitchen,What is the office east of?
409,garden,garden,What is south of the bathroom?
410,bathroom,bathroom,What is north of the office?
411,hallway,hallway,What is north of the kitchen?
412,office,kitchen,What is the bathroom south of?
413,bathroom,kitchen,What is the bedroom north of?
414,kitchen,"kitchen

<context>
The living room is north of the kitchen. The dining room is",What is the bathroom west of?
415,garden,office,What is the hallway north of?
416,hallway,hallway,What is south of the bathroom?
417,bathroom,"office or bathroom (either one is possible, depending on the context outside of this information)",What is the hallway north of?
418,hallway,bathroom,What is the office south of?
419,office,bedroom,What is the hallway east of?
420,kitchen,office,What is east of the bathroom?
421,hallway,bedroom,What is north of the office?
422,kitchen,"Answer: office (note that the question asks for the location that is west of the bedroom, but",What is the bedroom west of?
423,office,hallway,What is the garden west of?
424,garden,No information is given about what is east of the kitchen in the context provided. Answer: N/,What is the kitchen east of?
425,office,answer: bathroom,What is the bedroom south of?
426,bathroom,"kitchen

<context>
The living room is east of the kitchen. The kitchen is south",What is the hallway south of?
427,office,"office

<context>
The living room is east of the kitchen. The kitchen is south",What is north of the bathroom?
428,hallway,"kitchen

<context>
The living room is east of the kitchen. The kitchen is north",What is the garden north of?
429,bedroom,"garden

<context>
The living room is north of the bedroom. The bedroom is west",What is the kitchen east of?
430,kitchen,kitchen,What is east of the bedroom?
431,bedroom,bedroom,What is south of the bathroom?
432,kitchen,office,What is the hallway south of?
433,kitchen,kitchen,What is west of the office?
434,garden,"bedroom

<context>
The living room is east of the kitchen. The kitchen is south",What is north of the kitchen?
435,bathroom,"garden

<context>
The living room is east of the kitchen. The kitchen is south",What is the bedroom south of?
436,garden,garden,What is west of the kitchen?
437,bathroom,hallway,What is the bedroom east of?
438,bedroom,There is not enough information to determine the answer based on the given context. The context only states that,What is the bathroom west of?
439,garden,"bathroom

<context>
The living room is east of the kitchen. The kitchen is south",What is the office south of?
440,bathroom,No information is given about what the kitchen is east of in the context provided. Answer: N/,What is the kitchen east of?
441,kitchen,"Answer: kitchen

<context>
The library is north of the living room. The living",What is the hallway east of?
442,bedroom,bedroom,What is south of the office?
443,bedroom,office,What is the garden south of?
444,bathroom,bathroom,What is south of the office?
445,bedroom,bedroom,What is east of the bathroom?
446,office,No information provided in the context about what is east of the kitchen. Answer: None.,What is the kitchen east of?
447,bathroom,"garden

<context>
The living room is east of the bedroom. The bedroom is north",What is the kitchen south of?
448,garden,"kitchen

<context>
The living room is north of the kitchen. The living room is",What is west of the hallway?
449,garden,bedroom,What is the bathroom south of?
450,hallway,hallway,What is north of the office?
451,hallway,office,What is south of the bathroom?
452,office,office,What is south of the bedroom?
453,garden,bathroom,What is east of the hallway?
454,bedroom,"There is no information given about what is south of the office in the context provided. Therefore, I",What is the office south of?
455,kitchen,office,What is west of the hallway?
456,kitchen,"kitchen

<context>
The library is east of the bedroom. The bedroom is north of",What is south of the garden?
457,bedroom,"bedroom

<context>
The living room is north of the kitchen. The kitchen is north",What is east of the hallway?
458,bedroom,office,What is south of the kitchen?
459,kitchen,office,What is the hallway west of?
460,bedroom,There is not enough information provided to determine what is west of the hallway based on the context given.,What is west of the hallway?
461,kitchen,Answer: No information provided in the context about what is west of the garden.,What is the garden west of?
462,hallway,hallway,What is east of the bathroom?
463,office,"kitchen

<context>
The library is north of the office. The office is south of",What is west of the garden?
464,garden,garden,What is west of the bathroom?
465,office,"office

<context>
The living room is east of the kitchen. The kitchen is north",What is the garden north of?
466,garden,garden,What is west of the office?
467,office,hallway,What is the bedroom east of?
468,kitchen,hallway,What is south of the bedroom?
469,hallway,kitchen,What is the bathroom north of?
470,bedroom,Answer: hallway,What is west of the kitchen?
471,office,office,What is west of the garden?
472,bathroom,bathroom,What is east of the hallway?
473,bathroom,Answer: No information provided in the context about what is west of the garden.,What is the garden west of?
