,target,output,question
21,Mary,"the
 the
 the
 the
 the
 the
 the
 the
 the
 the
 the
 the
 the",Who gave the milk to Jeff? 
22,Mary,a to the milk on the a the milk the same to the same to the same to the people on the milk the milk,Who gave the milk to Jeff? 
23,Bill,"Mary's the 
the 
the 
the 
the 
the 
the 
the 
 The 
 The 
 the 
the",Who gave the apple to Jeff? 
24,Jeff,"the
  the 
the 
the
f the 1 his to the 
the 
the 
the 
the",Who gave the apple? 
25,apple,"The to the little on the first on the first on the little on the 
 the 
 the 
the little to the little",What did Jeff give to Fred? 
26,Fred,"I went the waist it you, the you, the 
the 
you on the same the same as the you on the",Who received the apple? 
27,Jeff,"Paul the < the < the usual the < the < the spot the spot the < the ""m the < the new to",Who received the apple? 
28,Jeff,"the next morning, the next time the best of the old the old the new time the ""the new time the first time",Who gave the apple? 
29,Fred,"The
       the       the  the 1500       the         the       the       the     the     the       the",Who did Jeff give the apple to? 
30,Mary,"long after the     on the     on the 

       long on the     on the 
the
long the     long",Who gave the milk? 
31,Bill,"the 
 the 
 the 
 the cros  and the < the
 the < the < the < the < the",Who gave the milk? 
32,Bill,"the now the now the sea on the, the now the way to the now the ""the to the to the ""the",Who gave the milk to Mary? 
33,milk,"the 
M to the 
F the 
the first the 

M the",What did Bill give to Mary? 
34,apple,The  the same the JD on the same that on the  the milk on the that to the that on the milk on,What did Mary give to Fred? 
35,Jeff,"S the < the usual, the < the < the 1 the usual the < the < the < the usual the <",Who did Fred give the milk to? 
36,Jeff,"the milk the most at the 
the same to the  the most the 
the usual the milk to the most of the",Who did Fred give the milk to? 
37,milk,"the ""the black, the c the c the 
the 
 Here, the first, the 
the black on the two",What did Jeff give to Mary? 
38,milk,"Mary and the < the first to the two the < the two the < the < the two < the
the
 On",What did Jeff give to Mary? 
39,Fred,Mary  that 1 that 1 to the milk that  to the milk to the last to the  to the milk,Who gave the apple? 
40,Mary,"She was the milk on the 
 I the 
the to the 
 the 
 the 
the 
 the 
 the 
 the",Who gave the milk? 
41,milk,"I ""the ""the ""the ""I ""the ""the ""the ""I'm on the ""the ""the """,What did Mary give to Fred? 
42,Jeff,"the point the point the 
on the point the ""We are on the ""We will the point the best to the """,Who gave the milk? 
43,Fred,"I the apple, if the first time the first you- the first you- the first time the first to the first,",Who received the milk? 
44,Mary,"Jeff the 
the milk and the little the little to the milk to the ""on the 
the milk to the little ones",Who gave the milk? 
45,Bill,"Mary  the last that the last that the last that the last that the
 P the
 P the
 the 
 P",Who did Mary give the milk to? 
46,milk,the  the same to the first to the would the  the  the milk in the same to the  that the apple,What did Mary give to Bill? 
47,Mary,"the ""mor 
the 
 
 the  The 1 the  Morris Morris Morris Morris Morris Morris Morris Morris Morris Morris",Who gave the milk? 
48,Mary,the  the = the = the = the = the = the = the = the 1 = the = the = the,Who did Bill give the milk to? 
49,Bill,"the st the st the ""You to the now he got the 
the 
 Mary
the 
you to the 
you",Who gave the milk to Mary? 
50,Mary,"The young the 
the first to the 
the first the  the ""the first to the 
the first to the",Who gave the apple to Fred? 
51,Fred,the shone the shone the shone the shone the shone the shone the shone the shone the,Who gave the apple to Mary? 
52,apple,"‘s the “the “the “the ‘she
 ‘she “the ‘the ‘the ‘the ‘the ‘",What did Fred give to Mary? 
53,apple,"The on the
 the  the
 the
 On the
 On the
 The  the
 The  to the",What did Mary give to Jeff? 
54,apple,"the milk he
the milk and the father now the milk the now the < the first time he was the < the",What did Mary give to Jeff? 
55,Fred,"the little, the  the w't one at the  on the first time the first time the same. He was the",Who received the football? 
56,football,"the “- the ""the “the he was the ""the he was the “the “the he was the ""the",What did Bill give to Fred? 
57,Bill,"the ""the ""s one on the ""s one the ""first the first on the ""first on the first on the",Who gave the apple? 
58,Bill,"the
the 
the on the four on the 
the cave the four on the same on the 
the same on the",Who did Mary give the apple to? 
59,Jeff,that the de what that he was his de the first to the de the next day following the < he went the < the,Who did Bill give the apple to? 
60,Jeff,"C the same new the same the same not the same not 
Br  C. C were not the same to the same",Who did Bill give the apple to? 
61,Bill,"Mary's for the "" Jeff the "" Jeff the "" Jeff the "" GOR any the whole the "" Mary's the for",Who gave the apple to Jeff? 
62,Jeff,"the 
the B and the 
the B  the last to the 
the same the 

the 

 
the",Who gave the apple to Bill? 
63,Bill,"Mary, the then the ""the ""the then the E 
the ""his then the {the then the then the {",Who received the apple? 
64,Mary,"Mary, the
 Mary the 'the S. The ""the S the ""the 'the 'on the 
the '",Who gave the milk? 
65,Mary,On the 10/1/ Mary 1/1the 1/ the 1/ the 1/ the,Who gave the apple to Bill? 
66,Bill,"‘the ""the “the ""the “the ‘s the  to the ""the 
 ‘on the  the",Who did Mary give the apple to? 
67,Mary,"the
 the
 we went the
 the ""we “
 the
 the
 the
 are we the
 and we",Who did Bill give the apple to? 
68,apple,"the milk to the... 
       the apple to the...       the...       the most of the same to the most of",What did Bill give to Mary? 
69,Mary,"the   the *       the   the * the * the 
       the *       the apple the * the *",Who did Bill give the apple to? 
70,apple,"first to the
 to the to the first
 the
    to the
    C the first

 C the
 first",What did Fred give to Jeff? 
71,Jeff,"you the free 'the first, the first 'the free 'to the milk the free to the free the free 'the",Who gave the football? 
72,Jeff,"the pretty the pretty the milk and the to the same the place the little the place the place the  and the ""the",Who gave the football? 
73,apple,the first to the first to the first to the first to the first to the  to the milk on the first to the,What did Fred give to Bill? 
74,apple,"Frankly the gaw ""You--- He got Jeff--- He went the ---- He was Jeff the sus he ""WF he",What did Fred give to Bill? 
75,Fred,"H, the milk the milk the milk the milk the milk the  the milk the milk the the milk the milk the milk",Who gave the football? 
76,Fred,"He was at the
he
his
to the
he
he
the
any
the
his
his",Who gave the football? 
77,Mary,"the <DW  The new <the <DW72 on the ""I the <DW  the ""I had a <",Who received the football? 
78,Mary,the first to the apple to the first to the first to the first to the first to the first time to the first to,Who gave the football? 
79,football,"the <the golden, the <the < the <the <the usual, the ""his <the, the """,What did Mary give to Fred? 
80,milk,"on the black, the black black black black black black on the first time of the first time to the father's to the",What did Fred give to Jeff? 
81,milk,"the < the pretty the < the < the < the 
the pretty
 the 
the 
the 
 the 
the <",What did Fred give to Jeff? 
82,Fred,new the football that she new the moment she new the she new she new the p-pa new the way new the same,Who did Jeff give the milk to? 
83,milk,the B 1 the short long the long the 1 long the long the 1 to the short 1 long the,What did Jeff give to Fred? 
84,Jeff,"the little, the 1 to the usual to the  the  the little to the  The milk  The milk",Who gave the milk to Fred? 
85,Fred,the once the once the once the first time the once the once the once the once the first the first the first if the,Who did Mary give the apple to? 
86,Fred,"the milk and the it the to the 
 the
 the
 the
 the
 to the 
        the best to the",Who gave the apple to Mary? 
87,Mary,"the same the pit the < the < a 
the < the 
to the 
some the < the < the on the",Who gave the apple? 
88,Jeff,who on the milk on the milk on the... to the first on the apple the first on the bear the would on the,Who did Mary give the apple to? 
89,Jeff,"you, the milk, the 
my, the prisoner, the milk, the man to the milk, the 
the",Who received the football? 
90,football,"to the milk on the little to the little to the apple on a least to the 
 B on the milk on the milk",What did Mary give to Jeff? 
91,Mary,"the milk, the milk, the milk, the  the rose the, the  to the, the   the rose",Who received the football? 
92,Mary,"the beauty, the milk, the beauty, the milk, the, the beauty, the, the golden, the,",Who gave the football? 
93,Jeff,"the same time the ""our copped the lo and the corks the lo the ""our the 

 the first time the",Who did Mary give the football to? 
94,Bill,"the same on the last on the 
on the 
on the on the 
on the on the on the on the on",Who did Fred give the apple to? 
95,Jeff,the off the off the off the off the off the off the off the off the off the off the off the off the,Who did Mary give the apple to? 
96,Mary,"The fire-much ""the ""his, the ""the ""his ""the ""the ""the ""the ""the """,Who gave the apple to Jeff? 
97,apple,"black
 black snort snort 
 the nutted a fruit and a nut- the black snail snail the nut",What did Jeff give to Fred? 
98,Fred,"The green, the green, the brand, the brand, the Little brand, the good, the green, the green",Who did Jeff give the apple to? 
99,milk,"a, the flag, the   the   the, the  the, the, the, Mary, the, the",What did Bill give to Mary? 
100,Bill,On the on the on the on the on the on the on the on the on the on the on the on the on,Who did Mary give the apple to? 
101,Bill,Mary the pretty the pretty the pretty the pretty the pretty the pretty the pretty the pretty the first time the pretty the fact the,Who received the apple? 
102,Fred,"E
 the  M. The  the 35
35
1  the
         the
     the",Who gave the apple? 
103,Bill,"to the 
the to the  to the the the  to the to the same to the ""M and the people to",Who gave the apple? 
104,apple,"The ""he is the ""the ""the ""the ""the ""the ""the ""the ""on the ""on the",What did Mary give to Bill? 
105,Jeff,"the ""t the ""to the ""to the ""the ""the ""the ""the ""it on the ""the """,Who received the milk? 
106,Mary,"the whole at the 
 the whole the whole to the whole the whole the, the whole the whole the whole the 
 the",Who gave the milk? 
107,Jeff,"the the
 On the
 the last on the
 The 
the 
the same on the same on the same on the",Who did Mary give the milk to? 
108,football,"the milk he
     the
the milk
     the
     the ""the milk and the ""M. Paine",What did Bill give to Mary? 
109,Mary,"the
     the
 the
 The
 the
 the 
 the 
 the 
 the 
 the
 the < the",Who gave the football? 
110,apple,"the 
F the man, the 
F the 
the 
the 
the 
the 
the 
the 
the",What did Jeff give to Mary? 
111,apple,"Sap 
Sap 
Sap 
the 
P 
Sap 
B 
I 
Sap 
the",What did Jeff give to Mary? 
112,Mary,"The that the 
 the c the 
the little the little the 
 As the 
that the 
the same the 
 As",Who gave the apple? 
113,Mary,"the man, the man in the least to the first to the first to the
the
the man at the",Who gave the apple? 
114,Mary,"the 
his high that the 
the other to the 
you, the 
your to the 
his high
his high",Who received the apple? 
115,Bill,"the very much the 
the 
the
the 
the 4 to the 
the  that the 
the 
the",Who gave the milk? 
116,milk,"the milk to the apple to the good, the good to the same as the to the good to the same to the to",What did Mary give to Bill? 
117,Bill,"The young, he to the milk on the  The 
the 
the milk
the 
f the "" William, the",Who did Mary give the milk to? 
118,milk,"The 
the 
the 
the 
the 
the 
the 
the 
the 
the 
the 
the 
the",What did Bill give to Mary? 
119,Mary,"The ""the ""the ""the ""the ""the ""the ""the ""the ""the ""the ""the ""the",Who did Bill give the milk to? 
120,milk,"his 
his 1
the 
the 1 his 
his 26

 
newly 
the 3",What did Mary give to Bill? 
121,Mary,"the 50, the 50 the 50, the 50 the 50 the 50 the 50 the",Who gave the milk? 
122,Mary,"his 
     the milk the milk not the apple, the milk not the milk, the apple the  the milk not",Who gave the milk? 
123,Jeff,"the <the < the < the < the < the < the < the < the < the < the 
on the",Who did Bill give the football to? 
124,Bill,"the one at the < the same < the
the < the < the < the same < the < the  on the",Who gave the football to Jeff? 
125,Jeff,"the ""he ""the ""the ""the ""the ""the ""the ""the ""the ""the ""the ""the",Who received the football? 
126,Jeff,"Jeff the first time the first to the last time the first time the last time the 
the same to the to the",Who gave the football to Bill? 
127,football,"Mary, he was he that he was the "" He was the 
 Mary, the ""his ""the "" He was he",What did Jeff give to Bill? 
128,football,"She was the same the same that the same to the same the same the g
the same the same the same the milk",What did Jeff give to Bill? 
129,apple,"the ""cause the ""m the ""cause the ""cause the ""cause the ""the ""m the ""the ""the",What did Fred give to Mary? 
130,Bill,"Mauritium  S. The 50
 the 50
 The 50
 The 50; 34;",Who received the apple? 
131,apple,"I to the
She was the
the same. The two the Colonel, the two that she
the 
She",What did Mary give to Bill? 
132,apple,"Anne, the black, the < the < the < the < the < the  she was the first the 
his",What did Mary give to Bill? 
133,apple,"On the first to the 
on the went the went the went the on the went the ""On the little to the little",What did Jeff give to Mary? 
134,Fred,"then the first time the little you
you
you
the milk on the
you a little you
you a little",Who gave the apple? 
135,football,"I 

       the wog ""_G what the wog on the milk on the milk on the wog the wog",What did Fred give to Jeff? 
136,football,"DW 
the little the first to the milk-t the milk-t the < the < the the < the "" DW he was",What did Fred give to Jeff? 
137,Jeff,the milk on the 36- the 36- the milk on the 36- the apple the 52nd the,Who gave the football? 
138,Fred,the first time the first time the new to the same to the the first time the first time the first time the first time,Who did Jeff give the football to? 
139,football,Mary's the first time the little now the now the little the little now the little the little on the little the little the,What did Fred give to Mary? 
140,football,"the milk on the the milk on the 
on the milk on the milk on the... the milk on the... the milk",What did Jeff give to Mary? 
141,Mary,the most the **** the shone shone the same the  the **** the **** the to the road on the **** long,Who received the football? 
142,football,"the milk on the first on the 
where the milk on the first on the shrug on the first on the first on",What did Mary give to Jeff? 
143,Jeff,"the
 the
 the ""s 
the off the 42 
 the 
 the
 the Kaiser the 
 the 40",Who gave the football? 
144,Bill,1/ the 1/ the 1/ the 1/ the 1/ the 1/ the 1,Who received the apple? 
145,Fred,"the two the
 the two on the
 the Mystic to the safety on the 
     the two on the
 the",Who received the apple? 
146,Fred,the first to the first that the milk on the 50 to the... the first time that the first time the first to,Who received the apple? 
147,Mary,"the little o the little o the little o the 
the ""Poh the 
his 
 the little the little to the",Who did Bill give the football to? 
148,Bill,"the milk to the beautiful to the beautiful to the... the milk on the  The apple the  The apple the ""the",Who gave the football to Mary? 
149,Fred,Mary now the now to the now the now the the back the now to the to the one to the now to the back,Who received the football? 
150,Bill,the same to the milk on the same on the kitchen to the kitchen on the same on the same on the same on the,Who received the apple? 
151,Jeff,the milk and the 'on the 'on the 'to the others the'K... the be on the 'to the,Who gave the apple to Bill? 
152,Bill,"the
the first time the
the first time the first time the first to the
 the
his to the black the",Who received the apple? 
153,Bill,"He was his little the last time the
his
the ""the ""the ""the ""his
his little his """,Who gave the apple to Jeff? 
154,apple,"Al the ""the
 Al the ""the ""MAY ""the ""the ""the ""the ""the ""the """,What did Bill give to Jeff? 
155,football,"the 
the 
the 
 
 the whole to the 
the 
 the 
the 
 
 
 the 
 the",What did Mary give to Bill? 
156,football,"I had the 
the father
 P
the 
the 
the 
the father and the good to the 
the",What did Mary give to Bill? 
157,Mary,"the brand that
 the 
 the < that the < the < the  the  the  the < the < the",Who did Bill give the football to? 
158,football,"the
the ""the ""the ""on the 
the ""the ""the ""the ""the ""the
the """,What did Bill give to Mary? 
159,Bill,"I that
the long, the ""the long the 
 ""the ""the 
the first time the 
the first",Who received the apple? 
160,Bill,"The first than the 
his almost the
his almost the
his almost the usual you could you to the
his almost",Who did Fred give the apple to? 
161,apple,"the ""I the ""I to the ""to the ""the ""the post the ""I"" He to the post the",What did Fred give to Bill? 
162,apple,"Mary, the little
 He
the
the
the
 He
the
the milk on the little the first,",What did Fred give to Bill? 
163,Fred,"He was he he had a young man on the same on the 
 He was a 
the 
 He was he
on",Who gave the apple? 
164,Jeff,"the little time to the
I
the medal to the
the
 Mary at the little you to the
I had",Who received the apple? 
165,Jeff,"his ""the ""the ""his ""the ""his ""his ""his ""his ""his ""his ""what she she",Who received the apple? 
166,Jeff,"the  the little the little
the  She was the little  the little  She was the 
the  She was",Who received the apple? 
167,Jeff,"The little milk on the 
his 
his 
the 
the milk on the 
the little to the 
the 
the",Who received the apple? 
168,apple,"Mary, 
the 
his own the 
his 
the 
 Mary
 Mary's 
the first time the 
the",What did Mary give to Jeff? 
169,Bill,"Mary, the pored my own the she I the --- I got the  I began the  I had the p the",Who gave the milk to Fred? 
170,football,"the 
my to the one to the one the one to the to the first, the one to the one to the first",What did Mary give to Bill? 
171,Bill,"Mary's to the milk on the   the
 Mary's to the   Mary's what the one that of the first on",Who did Mary give the football to? 
172,football,"As a little As a little As a As a his wife to the same As a 
 As a the milk As a As",What did Bill give to Mary? 
173,football,the  the  the  the  the  the  first  the  the  the  the  the,What did Bill give to Mary? 
174,Mary,"On the ""M

On the  (his ""M

 On the  to the ""M the  M the",Who did Bill give the football to? 
175,football,the first to the post the same the same the first to the first to the first to the first to the first the first,What did Jeff give to Bill? 
176,football,"the same the same the same the same the milk on the same the same the lo, the lo, the apple to the",What did Bill give to Mary? 
177,Mary,the same the same the same the same the fact the fact the for the same the same the same the same the same the,Who received the football? 
178,Bill,"the same the apple, the same to the 
f the  to the same the t the  the 
 the number of",Who gave the football? 
179,football,"The little with the next to the to the ""M FA, the 

the ""the ""the, the, the """,What did Bill give to Fred? 
180,Fred,the wight the wight the wight the wight the same the to the first to the same the wight the,Who gave the milk to Jeff? 
181,milk,Mary's shth the milk on the way the way the way the o' the same shth the now the now the,What did Jeff give to Mary? 
182,Mary,the same Webb's father to the same... Webb's father Webb's the same... the same time to the first time the,Who received the milk? 
183,Mary,"I the land and the 
the 
the land the land the land the ""s the land the ""land the 
the",Who gave the milk? 
184,Fred,"the 
 the 
the milk to the milk on the 
 the first time the first the first time the milk on the",Who received the milk? 
185,football,"the little to the first time the little to the little to Mary, the same the little to the same the little to the",What did Mary give to Bill? 
186,football,"the < the < the < the < the < the < the < the < the < the
the
the < the",What did Mary give to Bill? 
187,football,"the < the 
the < the man the 
the 
 the 
 the 
that he
the 
the man that he",What did Mary give to Bill? 
188,Bill,"P. He on the ""the same the same to the same to the ""the ""the ""the point the ""the",Who gave the football? 
189,football,"C. C. C the ""the the the the ""the ""the ""the "" 

 C. C. C.",What did Bill give to Mary? 
190,Fred,"his 
the 
his 
the milk on the  the  to the 
his to the 
the 
the milk on",Who gave the football? 
191,Fred,the same to the best the footballs of the same time and the same as the apple as a the milk to the same,Who gave the football to Jeff? 
192,football,"the 'the
the
his
the
M
the
the
the
the
the
the
the",What did Fred give to Jeff? 
193,apple,the 'the  the  the  the  the opposite the 'the  the  the  the  the  the,What did Bill give to Fred? 
194,Bill,"the same on the 1 to the 
 on the 1 the  to the same on the 1 the 1",Who gave the apple to Fred? 
195,milk,the same the 1 to the fan on the same the same the same the same the same to the same to the same,What did Mary give to Bill? 
196,Mary,"Black to the milk to the black to the black the black to the 
you and the <you to the black the milk",Who gave the milk? 
197,Bill,Mary to the first to the first to the first to the first to the first to the first the two to the two the,Who gave the milk? 
198,milk,1 on the same on the 1 on the on the same on the following the new on the new on the same on,What did Bill give to Mary? 
199,Mary,"what the  to the  you the off the 
the first time the 
the to the 
the first the  the",Who gave the milk? 
200,milk,Guy on the milk on his first to the milk on the v---the milk on the first to the v---the W,What did Jeff give to Bill? 
201,milk,the  to the milk to the  and the  the  and the  to the  to the milk to the w,What did Jeff give to Bill? 
202,milk,"the process the process the process the process the process the first to the first time on the usual < the 
 the same the",What did Jeff give to Bill? 
203,Mary,"the milk on the  to the 

 
 the  the 

 the 

 the 

 the milk on the 
 the 

 the",Who gave the football? 
204,Fred,"Mary's... the
the other to the people on the first, the 
he he
the
his
 the...",Who did Mary give the football to? 
205,Fred,"the
the
     the
the < the
the black, the same
the the < he went on the",Who received the football? 
206,Fred,"The two on the ""You, the milk on the same to the pair on the ""the first on the first on the",Who did Mary give the football to? 
207,Jeff,"The white, the milk on the < the < the nose on the same the ""You had the < the ""the """,Who did Fred give the football to? 
208,Fred,"Mary's the
 He was the
the
 Mary the
 Mary the
the
the
 The
 On the first",Who gave the football to Jeff? 
209,Jeff,"Mary Hoffman the following the following the
 Mary Hoffman the 1 the milk, the following the 1 the",Who gave the football to Fred? 
210,Fred,"the close the ""the ""the ""L close the ""the ""the ""L close the ""the ""the ""L",Who gave the milk to Jeff? 
211,Fred,B 1/1/ B  B 1/1/ the  B  on the 1/ the,Who gave the milk? 
212,Jeff,"The New to the new to the NEW he got the same to the *to the ""moral

The NEW TO THE",Who gave the milk to Fred? 
213,Jeff,"the new

 The 
the new 
the new the 
the new 
the new
 the 
the new to the",Who gave the milk to Fred? 
214,Fred,"the 1910 the 1910th the morning on the 
the main part of the < the morning on the <",Who gave the milk? 
215,Fred,"to the first on the 
 < the
 the 
 the first on the 
 the first on the 
the first the first",Who gave the apple to Mary? 
216,Mary,"the < the < the < the < the < the 
 Harry F the 
 Harry
the < the < the 
 Harry",Who received the apple? 
217,Bill,"the ""He was the
the sauce
the little ""the little ""the little ""the little that he was the sauce",Who received the apple? 
218,Mary,"high 
high, the 1900 the 
the 
highly at the 1100 the first time the first time",Who did Fred give the milk to? 
219,Mary,"the
 the milked the 
 the
 the cheapest
 the ""the
 the first of the
 the",Who gave the apple? 
220,Bill,the     the     the   on the   -   the   the   the   the   the   -        to,Who gave the apple to Mary? 
221,Bill,KEN the kitchen then a little then a the man on the first time then a little then a the same then a little,Who gave the apple to Mary? 
222,Mary,"Mary
that he had the other
the other that he that
the ""Y had the other
the other
M",Who gave the apple to Bill? 
223,Bill,Mary and the same time I'm the the I the Frankly to see the Frankly the the the the Frankly the,Who did Mary give the apple to? 
224,apple,the < you < the < the same the < the < the same to the milk on the < the < the < the,What did Bill give to Mary? 
225,football,"Jeff to the first to the Ward the morning, my to the office the same to the pretty to the to the pretty to",What did Jeff give to Fred? 
226,Jeff,"the 
the 
the the 
the 
the to the 
the 
the 

 the 
the 
the 
the to",Who gave the football to Fred? 
227,football,"the beautiful, the little the 
s he was the 
the beautiful, it was the 
his own the 16 """,What did Jeff give to Fred? 
228,football,"the ""the ""the ""the < the < the < the < the < the < the < the < the < the",What did Jeff give to Fred? 
229,football,"the   ""      the   ""      the   ""      the

      the   ""      the   ""      the",What did Jeff give to Fred? 
230,apple,what I had a little out the 'that I had a little out the same to the 'that I had a little out,What did Fred give to Bill? 
231,Bill,the < the < the same he had the same < the same < the next the < the < the < the < the,Who did Fred give the apple to? 
232,Fred,Margaret's the little one the one to the... the little one the one she said the one the one the first to the,Who gave the apple to Bill? 
233,Fred,"... 

 I have at the... 

 
... all the milk at the... all the patient at the... the to",Who gave the apple to Bill? 
234,Fred,"to the 
the ""all the to the are to the to the 
the usual to the usual to the to the usual",Who gave the apple? 
235,Bill,"2
2
 The
2

 The mode
 the
 The
2
 the
2
 the
 the",Who gave the football to Mary? 
236,Bill,the milk to the first to the kitchen on the the < the milk on the < the kitchen on the same the apple's,Who gave the football? 
237,football,"Mary
the little, the beautiful 'P pad the the same the same the little, the
the beautiful
the beautiful",What did Bill give to Mary? 
238,Bill,the first time the first time the first time the first time the first time the first time the first to the first to the,Who gave the football to Mary? 
239,Bill,The black on the milk on the same to the same to the same to the black on the milk on the same to the,Who gave the football? 
240,Fred,"Mary's the se he had a little the the non- the se you, the ""the non- the non- the",Who gave the football to Bill? 
241,Fred,"the most of the  to the beautiful, the the milk on the most of the ""to the at the most of the",Who gave the football? 
242,Fred,the 6mile the  the 1 be the  the  the  to the 6 surprise the 6 surprise,Who gave the football to Bill? 
243,Bill,"You the ""the the ""You on the good the surprise the same the next the next the other the 150 the",Who gave the football to Fred? 
244,football,"The
the
the <m the <the <the <the <the <the <the <the <the little",What did Bill give to Fred? 
245,football,"The ""he said the the black

 The ""the man on the ""on the black, the ""the  to the",What did Jeff give to Mary? 
246,Mary,"The American, the first, the first, the 
the ""MAY the first, the first to the first to the",Who gave the football? 
247,Mary,"to the
 to the
 the
 to the
 the
******

 The 
the on the
 to the
 that",Who gave the football? 
248,Bill,"the ""good to the ""good to the ""the milk on the ""good to the ""Mild the ""the",Who gave the apple? 
249,Mary,"the ""the

 the

 Mary’s to the first to the ""Jack the milk 

the ""m’ 

 Mary’s",Who gave the apple to Bill? 
250,apple,the same to the same to the first time the  the  the same to the  the  the  the  the,What did Mary give to Fred? 
251,Fred,"the
     to the last
 the
 the
 the
 the ""m on the
 the
 the ""the """,Who received the apple? 
252,Mary,"On the ""on the on the on the ""on the on a on the ""on the on a on the on the",Who gave the apple? 
253,Jeff,"the

= the

 The 24 the

 The 26. The 1 and the whole to the

 The",Who received the apple? 
254,apple,"the apple the seal the to the  to the a the and the seal the the 
the a the 
the 
the",What did Fred give to Jeff? 
255,Fred,"He the <m to the < he was the < he had the first time the < a
the
I
his",Who received the milk? 
256,Jeff,"Mary new the new the pail the way she
new the 
the ""new the 
 Mary new the pail the",Who gave the milk to Fred? 
257,Jeff,"the ""that the ""the ""the ""the ""the ""the ""the ""that the ""the ""the ""the",Who gave the milk? 
258,football,E  as a     E.     to a       Fig.     to a        to a     to a     to a,What did Bill give to Mary? 
259,Mary,"on the 
on the 
on the 
on the milk on the 
the 
on the 
on the 
on the",Who did Fred give the milk to? 
260,Jeff,Kr. The same to the first to the same to the same to the same to the white to the white to the apple,Who gave the apple to Mary? 
261,Fred,1 1 1 the 1 the 1 1 the 1 1 the 1 the 1,Who gave the apple to Mary? 
262,Mary,|  |  |  |  |  | 1 the  |  |  |  |  |,Who gave the apple? 
263,apple,"to the pass the horse to the pass the pass the pass the same to the pass the

 the first, the same to",What did Mary give to Bill? 
264,apple,"the high the high the high to the high the high the would the same to the 
 the to the same the... the",What did Mary give to Bill? 
265,football,"the beautiful the same the 
the machine the 
the 
the 
the 
the 
the
 the
 the milk to",What did Fred give to Bill? 
266,Fred,Mary’s the milk. The Ann we had Sam we had the milk here we had the first we had a guying the,Who gave the football? 
267,Fred,"Mary
the little
 Mary Jeff here a  
the  
the 
the milk here a 
the little
the 
the",Who gave the football to Bill? 
268,Mary,- - the gun  the gun  the first  the same  the first milk and the gun  the first  the,Who did Bill give the football to? 
269,Mary,"the beautiful
       the
       the
       the
       the 
       the
         the
       the",Who gave the football? 
270,Mary,the milk on the same the milk on the hooking the same the... the milk on the same - the first time the,Who received the apple? 
271,Mary,the same to the same to the morning to the  to the to the to the most to the  the  to the,Who gave the apple? 
272,apple,"the use the use the most to the same to the
 to the 1
 to the use the same
 the",What did Mary give to Jeff? 
273,Bill,"Mary, Peter the's the first time the first time the first time the's to the's the best to",Who gave the apple to Jeff? 
274,apple,"Mary to the 
 Mary Jeff the 
 Mary's the first on the first time her first to the same the first to the",What did Jeff give to Fred? 
275,Mary,"closed on the  the milk on the  and the
     the  the
 the same
 the 
the same",Who received the football? 
276,Mary,"the nature of the people of the  the milk the to the fact the 
 the people the 
the milk the 
the",Who received the football? 
277,football,"Mary, Morris, the   Paine the   Paine the   P, the   the   Paine the   the",What did Mary give to Jeff? 
278,Mary,"On the ""on the ""the ""the ""the ""the ""the ""the ""the ""the ""the ""the",Who did Jeff give the football to? 
