,target,output,question
136,office,Sandra is in the room with the girl who is being held captive by the ruff,Where is Sandra? 
137,kitchen,"According to the passage, John is in the kitchen. The passage states: ""John moved to",Where is John? 
138,bathroom,Sandra is in the bathroom.,Where is Sandra? 
139,bathroom,John is in the bathroom.,Where is John? 
140,office,"Mary is in the Temple prison in Paris, France. She is being held captive by the",Where is Mary? 
141,hallway,"Mary is in the kitchen, making the fire and preparing to cook for Croyden.",Where is Mary? 
142,hallway,"Mary is in the library, reading an article about Stuart and Peale. She is going to",Where is Mary? 
143,office,Sandra is not in the scene. She is not mentioned in the passage.,Where is Sandra? 
144,bedroom,Sandra is in the bathroom.,Where is Sandra? 
145,kitchen,"Sandra is in the kitchen.

Answer: Sandra is in the kitchen.",Where is Sandra? 
146,kitchen,Sandra is in the kitchen.,Where is Sandra? 
147,kitchen,"Daniel is in the kitchen.

[Illustration: A SONG OF A SOAKED",Where is Daniel? 
148,kitchen,Sandra is in the kitchen.,Where is Sandra? 
149,kitchen,Daniel is in the bedroom.,Where is Daniel? 
150,garden,Daniel is in the garden. He went there after leaving the town of Mazagran.,Where is Daniel? 
151,garden,Sandra is in the garden.,Where is Sandra? 
152,bathroom,Daniel is in the garden.,Where is Daniel? 
153,office,Daniel is in the office.,Where is Daniel? 
154,bedroom,John is at the office.,Where is John? 
155,bathroom,Mary is at the bathroom.,Where is Mary? 
156,garden,"According to the passage, Daniel went to the bedroom.",Where is Daniel? 
157,bedroom,John went to the bathroom.,Where is John? 
158,office,John went back to the office.,Where is John? 
159,hallway,Mary is in the hallway.,Where is Mary? 
160,bedroom,"Daniel is in the forest, searching for the gorilla.",Where is Daniel? 
161,bedroom,Daniel is at the parsonage in the valley. He is working as a carpenter,Where is Daniel? 
162,bedroom,Mary is in the convent where she was sent by her parents after she was tricked into joining,Where is Mary? 
163,garden,Mary is in the convent. She was sent to the convent by her parents when she was a,Where is Mary? 
164,bathroom,Daniel is in the convent. He was sent there by the priest who had been cruel to him,Where is Daniel? 
165,garden,Sandra is at the Cemetery of the Redeemer in Chicago. She is buried there,Where is Sandra? 
166,garden,Sandra is in the garden.,Where is Sandra? 
167,garden,Daniel is in the garden.,Where is Daniel? 
168,kitchen,Daniel is in the kitchen.,Where is Daniel? 
169,bedroom,Mary is in the kitchen.,Where is Mary? 
170,office,Daniel is a character in the story who is mentioned as being a son of Dr. Inglis,Where is Daniel? 
171,office,Daniel is at the office.,Where is Daniel? 
172,garden,"John is in the garden, near the bridge. He is wounded in the leg and is being",Where is John? 
173,bathroom,Sandra is at the bathhouse at Housel Cove.,Where is Sandra? 
174,bathroom,Sandra is with Mary in the hallway.,Where is Sandra? 
175,office,"Sandra is with her husband, Sir Joseph Wallinger, in Paris. They are on a",Where is Sandra? 
176,kitchen,"According to the passage, Sandra is in the kitchen.",Where is Sandra? 
177,bedroom,Sandra is in the kitchen.,Where is Sandra? 
178,office,Sandra is in the kitchen.,Where is Sandra? 
179,office,Sandra is in the kitchen.,Where is Sandra? 
180,hallway,"Mary is in the hallway.

Answer: Mary is in the hallway.",Where is Mary? 
181,hallway,Mary is in the hallway.,Where is Mary? 
182,hallway,"According to the passage, Daniel is in the hallway. The passage states: ""Daniel journey",Where is Daniel? 
183,hallway,Mary is sitting in the office at the doctor's house. She has a full view of,Where is Mary? 
184,bedroom,Sandra is in her bedroom. She is getting ready for bed.,Where is Sandra? 
185,bathroom,John is in the bathroom.,Where is John? 
186,office,"Daniel is in the mountains, searching for the truth about the mysterious woman who appeared to him",Where is Daniel? 
187,garden,"According to the passage, Mary has moved to the garden.",Where is Mary? 
188,kitchen,Sandra is in the kitchen.,Where is Sandra? 
189,office,Sandra is in the kitchen.,Where is Sandra? 
190,hallway,"Mary went back to the hallway.

Answer: Mary went back to the hallway",Where is Mary? 
191,kitchen,"Sandra is in the kitchen, preparing lunch for Croyden.",Where is Sandra? 
192,garden,Sandra is in the garden at Clarendon. She is the maid of the house,Where is Sandra? 
193,hallway,Sandra is in the kitchen.,Where is Sandra? 
194,hallway,Sandra is in the kitchen.,Where is Sandra? 
195,garden,Mary is in the garden.,Where is Mary? 
196,office,John is in the garden.,Where is John? 
197,kitchen,"Daniel is not mentioned in the passage. The passage only mentions the following characters:

*",Where is Daniel? 
198,bathroom,Mary is in the kitchen. She traveled to the kitchen while the boys were in the,Where is Mary? 
199,bedroom,"According to the text, John is currently in the following locations:

1. The office",Where is John? 
200,hallway,"Mary is in the hall. The architect has there a perfectly symmetrical design, which he has",Where is Mary? 
201,office,John is in the office.,Where is John? 
202,office,Daniel is at the office. Reuben Tracy and Fairchild are working on opening a reading,Where is Daniel? 
203,bedroom,"Sandra is in the kitchen, preparing dinner for her family.",Where is Sandra? 
204,hallway,"Sandra is in the kitchen.

""The kitchen is the heart of the home,""",Where is Sandra? 
205,bathroom,"Sandra is in the bathroom.

Answer: Sandra is in the bathroom",Where is Sandra? 
206,kitchen,"Mary is in the kitchen.

Answer: Mary is in the kitchen.

Question",Where is Mary? 
207,hallway,Sandra is in the kitchen.,Where is Sandra? 
208,bathroom,Daniel is in the bathroom.,Where is Daniel? 
209,hallway,John is with his mother in the kitchen.,Where is John? 
210,bathroom,John is in New York City with Lester. They are staying in an exclusive apartment,Where is John? 
211,bedroom,John is in the bedroom.,Where is John? 
212,hallway,Daniel is in the bathroom.,Where is Daniel? 
213,bedroom,"According to the passage, Mary is in the bedroom. The passage states: ""I went",Where is Mary? 
214,bathroom,"According to the diary entry, Sandra is in the country. She is mentioned as being",Where is Sandra? 
215,bedroom,"Mary is at home with her husband, Mr. Bates.",Where is Mary? 
216,bathroom,John is sitting in the hallway.,Where is John? 
217,hallway,"According to the story, John is on the moon. He and his family were forced to leave",Where is John? 
218,hallway,Sandra is in the hallway.,Where is Sandra? 
219,bathroom,John is in the hallway.,Where is John? 
220,bathroom,Mary is in the nursing home in Half Moon Street. She is being cared for,Where is Mary? 
221,hallway,Daniel is in the hallway. He was the last person to see Lord Wilmersley before,Where is Daniel? 
222,kitchen,"Daniel is in the kitchen, preparing to go to London to deliver a letter to Dr.",Where is Daniel? 
223,hallway,"Sandra is in the office. She is sitting at her desk, looking over some papers",Where is Sandra? 
224,bedroom,John is in the kitchen.,Where is John? 
225,office,John is in the office.,Where is John? 
226,hallway,"Daniel is at the hallway.

Answer: Daniel is at the hallway.",Where is Daniel? 
227,garden,Sandra is in the garden.,Where is Sandra? 
228,bathroom,John is at the bathhouse.,Where is John? 
229,bathroom,John is in the kitchen.,Where is John? 
230,office,Daniel is in the office.,Where is Daniel? 
231,garden,"Mary is in F----, where she is going to marry Henry Clavering.",Where is Mary? 
232,hallway,"Daniel is in the kitchen. He has been there for a while, according to Mrs. Bel",Where is Daniel? 
233,office,Daniel is in the office. He went back there after speaking with Regulus.,Where is Daniel? 
234,hallway,John is in the office.,Where is John? 
235,bedroom,"Mary is in the bedroom. She is lying on the bed, looking at the clock.",Where is Mary? 
236,bedroom,"Mary is in the Great Bend, a small village located near the town of Gouverneur in",Where is Mary? 
237,bedroom,Mary is Asaph Hall's wife. She was born in 1819 and,Where is Mary? 
238,bedroom,Daniel is in the kitchen.,Where is Daniel? 
239,office,"Sandra is in the kitchen.

Answer: Sandra is in the kitchen.",Where is Sandra? 
240,hallway,Daniel is in the hallway.,Where is Daniel? 
241,kitchen,Mary is in the kitchen.,Where is Mary? 
242,garden,Mary is in the kitchen helping with breakfasts. She is working alongside a probationer named,Where is Mary? 
243,garden,"Mary is in the kitchen, preparing tea for Christine and the other guests.",Where is Mary? 
244,kitchen,Mary is in the kitchen at Hillfoot. She has moved out of the rehabilitated,Where is Mary? 
245,kitchen,John is in the kitchen.,Where is John? 
246,garden,Sandra is in the garden.,Where is Sandra? 
247,garden,Sandra is in the kitchen.,Where is Sandra? 
248,garden,Sandra is in the kitchen.,Where is Sandra? 
249,garden,Daniel is in the kitchen with Mrs. Wilson.,Where is Daniel? 
250,bedroom,"Daniel is in the bedroom. He is lying on his bed, feeling unwell.",Where is Daniel? 
251,office,Mary is in the kitchen.,Where is Mary? 
252,bathroom,"According to the passage, Daniel is a clerk in a dry goods store downtown.",Where is Daniel? 
253,bathroom,Daniel is in the kitchen.,Where is Daniel? 
254,bedroom,John is in the office.,Where is John? 
255,bedroom,"John is in Washington, D.C.

Answer: John is in Washington, D",Where is John? 
256,office,"According to the passage, Sandra is at the office.",Where is Sandra? 
257,office,Sandra is with Frank and Barney in the cabin. She is the one who helped them,Where is Sandra? 
258,kitchen,Mary is in the old mill with Frank and Barney. She led them there to hide them,Where is Mary? 
259,garden,Mary is in the garden.,Where is Mary? 
260,garden,"Sandra is in the Sahara Desert, specifically in the country of Morocco.",Where is Sandra? 
261,office,"Mary is in the office.

""JOSIAH HOOPES IN NEW Y",Where is Mary? 
262,hallway,"Sandra is traveling to the hallway.

Answer: Sandra is traveling",Where is Sandra? 
263,office,John is in the garden. He went there to get some fresh air and to rest for a,Where is John? 
264,office,John is in the office.,Where is John? 
265,bathroom,Sandra is in the bathroom.,Where is Sandra? 
266,garden,Sandra is not mentioned in the passage provided. The passage focuses on the character of Att,Where is Sandra? 
267,bedroom,"Sandra is in the bedroom. She is lying on the bed, looking pale and weak",Where is Sandra? 
268,bathroom,"Based on the text, John is not present in the room where the conversation is taking place between",Where is John? 
269,bedroom,Daniel is in the bedroom.,Where is Daniel? 
270,kitchen,Daniel is in the kitchen.,Where is Daniel? 
271,office,"According to the passage, Sandra is at the office.",Where is Sandra? 
272,office,Sandra is in the office.,Where is Sandra? 
273,kitchen,Daniel is at the office.,Where is Daniel? 
274,bathroom,"Daniel is in the kitchen, preparing dinner for the Hutchinsons.",Where is Daniel? 
275,office,"Sandra is in London, England.",Where is Sandra? 
276,kitchen,"Daniel is in London. He is at the Royal Society, where he is presenting a paper",Where is Daniel? 
277,hallway,"According to the text, Mary is in the kitchen.",Where is Mary? 
278,office,John is in the kitchen.,Where is John? 
279,bathroom,"Based on the information provided in the passage, John is in the kitchen.",Where is John? 
280,bathroom,Sandra is in the bathroom.,Where is Sandra? 
281,garden,"Daniel is in the bedroom.

""Daniel went to the bedroom.""",Where is Daniel? 
282,office,"Sandra is in the bathroom.

""Sandra went to the office.""",Where is Sandra? 
283,office,Sandra is in the office.,Where is Sandra? 
284,garden,,Where is John? 
285,office,"According to the text, John is at the office.",Where is John? 
286,bathroom,Sandra is in the bathroom. She went there to brush her teeth.,Where is Sandra? 
287,office,John is in the hallway.,Where is John? 
288,garden,Daniel is in the garden.,Where is Daniel? 
289,bathroom,Sandra is being held captive by the two men who abducted her and Davila,Where is Sandra? 
290,kitchen,Mary is with Elaine and Davila on the tugboat. They were taken ab,Where is Mary? 
291,kitchen,John is in the kitchen.,Where is John? 
292,bedroom,Answer: John is in the bedroom.,Where is John? 
293,kitchen,Mary is in the kitchen. She is preparing linen clothes and cordials to help,Where is Mary? 
294,kitchen,John is in the kitchen.,Where is John? 
295,garden,"Sandra is with her mother in the Old Inn at Mullion Cove, Cornwall",Where is Sandra? 
296,garden,Daniel is in the kitchen.,Where is Daniel? 
297,hallway,"John is at the Lizard Lights.

Answer: The Lizard Lights are",Where is John? 
298,hallway,Mary is in the kitchen.,Where is Mary? 
299,bathroom,Mary is in the bathroom.,Where is Mary? 
300,bathroom,"Mary is in Louisville, Kentucky. She is a young lady who was caught in the mob",Where is Mary? 
301,bathroom,Mary is in the bathroom.,Where is Mary? 
302,bathroom,Mary is in the garden.,Where is Mary? 
303,office,Answer: John is in the kitchen.,Where is John? 
304,hallway,Mary is in the kitchen.,Where is Mary? 
305,garden,"Daniel is currently in the Emperor's garden, which is located in the Jereed region",Where is Daniel? 
306,bathroom,Daniel is in the Jereed.,Where is Daniel? 
307,office,Daniel is in the bathroom.,Where is Daniel? 
308,office,Daniel is at the office.,Where is Daniel? 
309,kitchen,John is in the bathroom.,Where is John? 
310,garden,"Daniel is in the garden.

[Illustration: DANIEL IN THE GARD",Where is Daniel? 
311,garden,"Sandra is in the garden.

[Illustration: SANDRA IN THE GARD",Where is Sandra? 
312,office,Daniel is in the hospital. He was wounded in the battle and is recovering.,Where is Daniel? 
313,bedroom,Sandra is traveling to the garden.,Where is Sandra? 
314,garden,John is in the bedroom.,Where is John? 
315,office,"Mary Inglis is in Serbia, serving with the Scottish Women's Hospitals",Where is Mary? 
316,bedroom,"Daniel is in the bedroom with the baby. He is sitting on the bed, looking at",Where is Daniel? 
317,office,Mary is in the kitchen.,Where is Mary? 
318,office,"Mary is in the kitchen.

Answer: Mary is in the kitchen.

Ex",Where is Mary? 
319,garden,Daniel is in the kitchen.,Where is Daniel? 
320,garden,"Answer: John is at the garden.

Context:",Where is John? 
321,kitchen,Sandra is in the kitchen. She is preparing breakfast for Ruby and her father.,Where is Sandra? 
322,kitchen,"Sandra is not mentioned in the passage. The passage only mentions Ruby and her father, Will",Where is Sandra? 
323,garden,Daniel is in the kitchen. He has gone there to get something to eat.,Where is Daniel? 
324,garden,"Daniel is in Manchester, England. He is visiting the city for the first time and is",Where is Daniel? 
325,bathroom,Sandra is in the bathroom.,Where is Sandra? 
326,bedroom,John is in the bedroom.,Where is John? 
327,garden,Sandra is in the garden.,Where is Sandra? 
328,garden,"Sandra is not mentioned in the passage. The passage only mentions the characters of Pierre, his",Where is Sandra? 
329,bedroom,Daniel is in the bedroom. He is not in the room where the Count and the others,Where is Daniel? 
330,kitchen,Sandra is in the kitchen. She is watching the windows intently.,Where is Sandra? 
331,office,"John is not mentioned in the passage. The passage only mentions the following characters:

*",Where is John? 
332,kitchen,Sandra is not mentioned in the passage. The passage only mentions Eleanor and her experiences,Where is Sandra? 
333,bedroom,"According to the letter, Daniel was arrested and imprisoned. The letter does not specify where Daniel",Where is Daniel? 
334,bedroom,Daniel is in the office.,Where is Daniel? 
335,office,"John is in the poorhouse in Redfield, Massachusetts. He is a poor boy who was",Where is John? 
336,hallway,Daniel is not mentioned in the passage. The passage only mentions Harry and Ben.,Where is Daniel? 
337,office,Sandra is in the garden. She is the one who suggested that the children go to the,Where is Sandra? 
338,hallway,Sandra is in the hallway.,Where is Sandra? 
339,hallway,"Sandra is in the kitchen, helping her mother with the baking.",Where is Sandra? 
340,hallway,"Mary is in the hallway, waiting for the boys to come downstairs. She is",Where is Mary? 
341,garden,Mary is in the garden.,Where is Mary? 
342,office,"Daniel is in Boma, the capital of the Congo Free State. He has been living in",Where is Daniel? 
343,kitchen,Sandra is a model who posed for a painter in England. She is mentioned by Mar,Where is Sandra? 
344,garden,Sandra is at the office.,Where is Sandra? 
345,office,"Mary is in the village of Kampen, located in the mountainous region of Norway.",Where is Mary? 
346,hallway,"Daniel is at the Clergyman's house, helping with the preparations for the",Where is Daniel? 
347,hallway,John is in the hallway.,Where is John? 
348,kitchen,Mary is in the kitchen.,Where is Mary? 
349,kitchen,John is in the kitchen.,Where is John? 
350,bedroom,"Sandra is mentioned in the passage as being one of the girls who are reading ""The Mill",Where is Sandra? 
351,garden,"Answer: John is in London, England.",Where is John? 
352,garden,Sandra is in the kitchen. She is preparing dinner for her father and brother.,Where is Sandra? 
353,bedroom,Sandra is in the kitchen.,Where is Sandra? 
354,bedroom,"Sandra is in the kitchen. She is preparing dinner for her family.

Answer",Where is Sandra? 
355,bathroom,"Sandra is in the bathroom.

Answer: Sandra is in the bathroom",Where is Sandra? 
356,office,John is in the kitchen.,Where is John? 
357,hallway,Mary is in the office.,Where is Mary? 
358,garden,"According to the passage, Mary is in the garden. The passage states: ""A while later",Where is Mary? 
359,hallway,Mary is in the hallway of Miss Crane's boarding house. She is waiting,Where is Mary? 
360,garden,"Daniel is in Brampton, where he has gone to visit his uncle Robert Pepys",Where is Daniel? 
361,bathroom,Daniel is traveling to the bathroom.,Where is Daniel? 
362,garden,"According to the passage, Mary is at the bathroom. She has gone there to get some",Where is Mary? 
363,garden,"John is in the garden.

Answer: John is in the garden.

Question",Where is John? 
364,garden,Daniel is in the bedroom.,Where is Daniel? 
365,garden,Sandra is in the hallway counting the stars in the sky.,Where is Sandra? 
366,garden,Answer: Sandra is in the garden.,Where is Sandra? 
367,hallway,Daniel is in the hallway. He is waiting for Jennie to come out of the room,Where is Daniel? 
368,hallway,Mary is at the hallway.,Where is Mary? 
369,hallway,Daniel is at the kitchen.,Where is Daniel? 
370,hallway,Daniel is in the hallway.,Where is Daniel? 
371,hallway,Daniel is not mentioned in the passage provided. The passage describes the scene in the Ambassador',Where is Daniel? 
372,garden,"Mary is in the garden. She is sitting on a bench, lost in thought.",Where is Mary? 
373,garden,Mary is in the garden.,Where is Mary? 
374,office,Mary is in the kitchen.,Where is Mary? 
375,bedroom,Mary is at the office.,Where is Mary? 
376,kitchen,"Sandra is in the kitchen, preparing dinner for the family.",Where is Sandra? 
377,bathroom,"According to the passage, Sandra is in the bathroom.",Where is Sandra? 
378,bathroom,"Sandra is at the doctor's office.

Answer: Sandra is at the",Where is Sandra? 
379,bedroom,"John is in the kitchen.

Answer: John is in the kitchen.

[",Where is John? 
380,bathroom,"Mary is in Ireland. She is the wife of Samuel Pepys' cousin, John P",Where is Mary? 
381,bedroom,"John is at home with his wife, Pall.",Where is John? 
382,bedroom,Mary is at the bathroom.,Where is Mary? 
383,office,Sandra is in the office.,Where is Sandra? 
384,office,Mary is in the kitchen.,Where is Mary? 
385,kitchen,Sandra is in the kitchen of the house on the corner of the street. She is the,Where is Sandra? 
386,office,"Mary is in the store with her father, Eliphalet. She is helping him with the",Where is Mary? 
387,office,"John is in Vicksburg, Mississippi. He is a Confederate colonel of cavalry",Where is John? 
388,office,Mary is in the kitchen. She has gone to the kitchen to prepare dinner for the family.,Where is Mary? 
389,kitchen,Sandra is in the kitchen.,Where is Sandra? 
390,kitchen,"Mary is in the kitchen.

""Mary went to the kitchen to prepare dinner.""",Where is Mary? 
391,hallway,Daniel is in the hallway.,Where is Daniel? 
392,bathroom,Mary is in the bathroom. She bursts into sobs and slowly takes a handker,Where is Mary? 
393,bedroom,Mary is in the bathroom. She is washing her hands.,Where is Mary? 
394,office,Sandra is at the seminary.,Where is Sandra? 
395,office,Daniel is Grandmother's grandson. He is the son of Anna and her husband,Where is Daniel? 
396,bedroom,"According to the passage, Daniel is in the office. The passage states: ""Daniel moved to",Where is Daniel? 
397,office,"Daniel is not present at the nursing home. According to Cyril, Daniel left the",Where is Daniel? 
398,bathroom,Sandra is in the bathroom.,Where is Sandra? 
399,garden,Sandra is in the bathroom.,Where is Sandra? 
400,bedroom,John is in the bedroom. [Answer],Where is John? 
401,garden,John is in the bedroom.,Where is John? 
402,bedroom,John is in the bathroom.,Where is John? 
403,kitchen,Sandra is in the kitchen.,Where is Sandra? 
