Unnamed: 0,target,output,question
25,kitchen,"Answer: The milk is in the kitchen.

Question: Where is the football?

Answer: The",Where is the milk? 
26,kitchen,Answer: In the kitchen.,Where is the milk? 
27,bathroom,The apple is in the bathroom.,Where is the apple? 
28,bathroom,"Answer: In the kitchen.

Answer: In the garden.

Answer: In the bathroom.",Where is the apple? 
29,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the bathroom.",Where is the milk? 
30,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
31,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
32,kitchen,"Answer: In the bedroom.

Question: Where is the bedroom?

Answer: In the hallway.",Where is the football? 
33,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
34,kitchen,,Where is the apple? 
35,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
36,kitchen,"Answer: Thompkins has talked enough for the present,"" she said.

Question: What is the",Where is the football? 
37,kitchen,,Where is the football? 
38,kitchen,,Where is the football? 
39,bedroom,"Answer: In the office.

Question: Where is the football?

Answer: In the kitchen.",Where is the milk? 
40,bedroom,"Answer: In the bottle.

Question: Where is the bottle?

Answer: In the box.",Where is the milk? 
41,office,Answer: In the kitchen.,Where is the milk? 
42,office,"Answer: In the kitchen.

Sherman was ready for the attack. He had already sent a force",Where is the milk? 
43,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
44,kitchen,"Answer: In the kitchen.

Answer: In the kitchen.

Answer: In the kitchen.",Where is the apple? 
45,bedroom,"Answer: In the kitchen.

from the Maya language. The name Mizraim is composed of the words",Where is the milk? 
46,office,"Answer: In the office.

Question: Where is the office?

Answer: In the bedroom.",Where is the football? 
47,bathroom,"Answer: In the office.

Question: Where is the milk?

Answer: In the bedroom.",Where is the football? 
48,bathroom,"Answer: In the office.

Question: Where is the office?

Answer: In the bedroom.",Where is the football? 
49,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
50,bathroom,Answer: In the refrigerator.,Where is the milk? 
51,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
52,kitchen,,Where is the football? 
53,kitchen,"Answer: In the kitchen.

to the Roman period, and consequently is of little use to us in",Where is the football? 
54,kitchen,Answer: In the kitchen.,Where is the football? 
55,bathroom,,Where is the apple? 
56,bathroom,"Answer: In the bathroom.

Question: Where is the apple?

Answer: In the office.",Where is the milk? 
57,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the bathroom.",Where is the milk? 
58,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the bathroom.",Where is the milk? 
59,bedroom,"Answer: In the bedroom.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
60,garden,Answer: In the garden.,Where is the milk? 
61,garden,"Answer: In the office.

Question: Where is the honey?

Answer: In the garden.",Where is the milk? 
62,kitchen,,Where is the football? 
63,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
64,kitchen,Answer: In the office.,Where is the football? 
65,kitchen,,Where is the football? 
66,kitchen,,Where is the football? 
67,bedroom,"End of the Project Gutenberg EBook of Red, White, Blue Socks. At",Where is the milk? 
68,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
69,bedroom,"Answer: In the office.

Question: Where is the football?

Answer: In the office.",Where is the football? 
70,garden,"Answer: In the garden.

Question: Where is the apple?

Answer: In the garden.",Where is the apple? 
71,garden,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the garden.",Where is the apple? 
72,bathroom,"Answer: In the bathroom.

Question: Where is the man?

Answer: In the bedroom.",Where is the apple? 
73,bathroom,,Where is the apple? 
74,bathroom,"Answer: In the garden.

Question: Where is the apple?

Answer: In the garden.",Where is the apple? 
75,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the dairy.",Where is the apple? 
76,hallway,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the garden.",Where is the milk? 
77,hallway,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
78,hallway,Answer: In the kitchen.,Where is the milk? 
79,hallway,"Answer: In the kitchen.

Question: Where is the baby?

Answer: In the cradle",Where is the milk? 
80,bathroom,,Where is the football? 
81,bathroom,"Answer: In the hallway.

Question: Where is the bedroom?

Answer: In the garden.",Where is the football? 
82,kitchen,Answer: In the kitchen.,Where is the football? 
83,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bedroom.",Where is the football? 
84,kitchen,,Where is the football? 
85,bathroom,"Answer: In the kitchen.

Question: What is the kitchen?

Answer: The kitchen is the",Where is the milk? 
86,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
87,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the garden.",Where is the milk? 
88,bedroom,"Answer: In the kitchen.

Question: Where is the football? Answer: In the kitchen.

Question:",Where is the football? 
89,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
90,kitchen,Answer: In the kitchen.,Where is the milk? 
91,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
92,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
93,kitchen,""" ""I'm going to marry Max Wilson,"" said Sidney. ""I'm going to be a",Where is the milk? 
94,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
95,bathroom,"Answer: In the bedroom.

Question: Where is the professor?

Answer: In the bedroom.",Where is the football? 
96,bathroom,"Answer: In the bathroom.

Question: Where is the milk?

Answer: In the bedroom.",Where is the football? 
97,bathroom,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the football? 
98,bathroom,"Answer: In the bathroom.

Question: Where is the milk?

Answer: In the bedroom.",Where is the football? 
99,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
100,office,"Answer: The milk is in the kitchen.

John journeyed to the kitchen.

Question: Where",Where is the milk? 
101,office,"Answer: In the office.

Question: Where is the milk?

Answer: In the office.",Where is the milk? 
102,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
103,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
104,bedroom,"CHAPTER VIII

THE REBELLION

The rebellion of 183",Where is the football? 
105,bathroom,,Where is the football? 
106,bedroom,"Answer: In the milk.

Question: Where is the milk?

Answer: In the milk.",Where is the milk? 
107,bathroom,"Answer: In the bedroom.

Solution:",Where is the apple? 
108,bedroom,"Answer: The milk is in the kitchen.

Question: Where is the football?

Answer: The",Where is the milk? 
109,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
110,bedroom,"Answer: The football is in the hallway.

Question: Where is the hallway?

Answer: The",Where is the football? 
111,bedroom,"Answer: In the office.

Question: Where is the football?

Answer: In the office.",Where is the football? 
112,bedroom,"Answer: It is in the hallway.

Question: Where is the football?

Answer: It is",Where is the football? 
113,bedroom,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
114,office,"Answer: In the garden.

Question: Where is the football?

Answer: In the office.",Where is the apple? 
115,office,"Answer: In the office.

Question: Where is the office?

Answer: In the tower.",Where is the football? 
116,hallway,"Answer: In the garden.

Question: Where is the garden?

Answer: In the Temple.",Where is the football? 
117,office,"Answer: In the bathroom.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
118,bedroom,"Answer: It's in the kitchen.

Question: Where is the kitchen?

Answer: It",Where is the milk? 
119,bathroom,"Answer: In the bedroom.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
120,hallway,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
121,bedroom,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the garden.",Where is the milk? 
122,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
123,garden,,Where is the football? 
124,garden,,Where is the football? 
125,kitchen,,Where is the football? 
126,kitchen,"Answer: In the office.





End of Project Gutenberg's Critical Misc",Where is the football? 
127,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the football? 
128,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the football? 
129,bedroom,,Where is the football? 
130,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the kitchen.",Where is the football? 
131,kitchen,,Where is the football? 
132,kitchen,"Answer: The milk is in the kitchen.




/Chap. LXXVIII.",Where is the milk? 
133,hallway,"Answer: The football is in the hallway.




/Chap. XCVIII./",Where is the football? 
134,hallway,"Answer: In the garden.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
135,office,"""I have the honour to inform you that I have received a
     telegram from General Gordon, stating",Where is the football? 
136,office,"Options:

A. In the office

B. In the bedroom

C. In the hallway",Where is the milk? 
137,office,"Answer: In the hallway.




[Illustration]




CHAPTER",Where is the football? 
138,kitchen,,Where is the football? 
139,bathroom,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the office.",Where is the football? 
140,bedroom,"Answer: In the bedroom.

""I will speak to the sergeant, and to the colonel",Where is the football? 
141,bedroom,"Answer: In the bedroom.




/Chap. LV./--_Of the",Where is the football? 
142,bedroom,"/Chap. LXXXVI./--_Of the Position of Figures_, Plate X",Where is the football? 
143,bedroom,,Where is the football? 
144,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
145,kitchen,"Answer: In the bathroom.




/Chap. CCCLXIV./--",Where is the apple? 
146,bathroom,,Where is the milk? 
147,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
148,kitchen,"Answer: In the garden.

Question: Where is the milk?

Answer: In the office.",Where is the apple? 
149,kitchen,"Answer: In the garden.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
150,bedroom,"Options:

A. In the bedroom.

B. In the kitchen.

C. In",Where is the apple? 
151,bedroom,"Answer: In the kitchen.

and, as a rule, well-dressed. The women wore their",Where is the apple? 
152,bedroom,"Answer: In the kitchen.

Question: Where is the bathroom?

Answer: In the hallway.",Where is the apple? 
153,kitchen,,Where is the football? 
154,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the garden.",Where is the football? 
155,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the kitchen.",Where is the football? 
156,hallway,Answer: In the hallway.,Where is the football? 
157,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the milk? 
158,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the milk? 
159,hallway,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the football? 
160,garden,,Where is the apple? 
161,garden,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the bedroom.",Where is the apple? 
162,garden,"Answer: The apple is in the garden.

Question: Where is the football?

Answer: The",Where is the apple? 
163,garden,"THE PROFESSIONS. If what are called the liberal professions could speak, they would
all",Where is the apple? 
164,bedroom,"Answer: In the garden.

Question: Where is the apple?

Answer: In the hallway.",Where is the football? 
165,garden,Answer: In the bathroom.,Where is the football? 
166,garden,Answer: In the bathroom.,Where is the football? 
167,hallway,"Answer: In the hallway.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
168,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
169,office,"Answer: In the bathroom.

Question: Where is the bathroom?

Answer: In the hallway.",Where is the football? 
170,bedroom,Answer: In the bedroom.,Where is the apple? 
171,bathroom,"Answer: In the bedroom.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
172,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
173,hallway,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the bathroom.",Where is the milk? 
174,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
175,kitchen,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
176,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
177,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
178,office,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
179,office,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the office.",Where is the milk? 
180,garden,"Answer: In the cow.

Question: Where is the cow?

Answer: In the field.",Where is the milk? 
181,garden,"Answer: In the bathroom.

Question: Where is the milk?

Answer: In the bathroom.",Where is the milk? 
182,garden,"Answer: In the kitchen.

Question: Where is the kitchen? Answer: In the house.

Question:",Where is the milk? 
183,kitchen,"Answer: It is in the kitchen.

Question: Where is the bathroom?

Answer: It is",Where is the apple? 
184,kitchen,"Answer: The apple is in the hallway.

Question: Where is the hallway?

Answer: The",Where is the apple? 
185,office,"Answer: In the tree.

Question: Where is the tree?

Answer: In the orchard",Where is the apple? 
186,office,Answer: In the kitchen.,Where is the apple? 
187,kitchen,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
188,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the office.",Where is the apple? 
189,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the office.",Where is the milk? 
190,garden,"Answer: In the garden.

Question: Where is the garden?

Answer: In the house.",Where is the apple? 
191,garden,"Answer: Daniel grabbed the apple there.

Question: Where is the apple?

Answer: Daniel grabbed",Where is the apple? 
192,garden,"Answer: In the office.

with a face like a weather-beaten rock, and a voice like",Where is the apple? 
193,bedroom,"A: The milk is in the bedroom.

The first clue is:

The first sentence of",Where is the milk? 
194,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
195,bathroom,Answer: In the bathroom.,Where is the apple? 
196,bathroom,"Options:
1. In the garden.
2. In the bathroom.
3. In the bedroom.",Where is the apple? 
197,garden,"Answer: In the refrigerator.

Question: Where is the refrigerator?

Answer: In the kitchen.",Where is the milk? 
198,kitchen,,Where is the milk? 
199,kitchen,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
200,office,"Answer: In the office.


the sound of a horse's hoofs, and then the",Where is the milk? 
201,office,,Where is the milk? 
202,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
203,garden,,Where is the milk? 
204,garden,,Where is the milk? 
205,office,Answer: The milk is in the office.,Where is the milk? 
206,office,"Answer: In the office.

Question: Where is the apple?

Answer: In the garden.",Where is the milk? 
207,garden,"Answer: In the office.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
208,bathroom,"Answer: In the bathroom.

Question: Where is the milk?

Answer: In the bathroom.",Where is the milk? 
209,bathroom,"Answer: In the bathroom.

Question: Where is the apple?

Answer: In the office.",Where is the milk? 
210,kitchen,"""I'm sorry, Mr. Smith, but I'm afraid I can't let you see",Where is the football? 
211,kitchen,,Where is the football? 
212,kitchen,,Where is the football? 
213,kitchen,"Answer: I don't know.

Question: Where is the football?

Answer: I don",Where is the milk? 
214,garden,"Mary picked up the football there.

Mary dropped the football.

Mary went back to the garden.",Where is the football? 
215,office,"Answer: The apple is in the garden.

Question: Where is the football?

Answer: The",Where is the apple? 
216,office,Answer: Sandra put down the apple.,Where is the apple? 
217,office,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the apple? 
218,bathroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
219,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the bedroom.",Where is the milk? 
220,office,"Answer: In the basket.

Question: Where is the basket?

Answer: In the garden.",Where is the apple? 
221,office,,Where is the apple? 
222,office,"Answer: In the kitchen.




II

THE LITTLE HOUSE",Where is the apple? 
223,bedroom,Answer: In the bedroom.,Where is the milk? 
224,bedroom,Answer: In the kitchen.,Where is the apple? 
225,bedroom,"Answer: In the office.

Question: Where is the football?

Answer: In the bedroom.",Where is the apple? 
226,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the kitchen.",Where is the apple? 
227,garden,Answer: In the kitchen.,Where is the football? 
228,bathroom,Answer: In the kitchen.,Where is the milk? 
229,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the football? 
230,bathroom,"Answer: In the garden.

EMIL GRELIEU

Good morning, Maurice. MA",Where is the football? 
231,bathroom,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
232,bathroom,,Where is the football? 
233,garden,"Answer: Daniel took the apple there.

Question: Where is the football?

Answer: Sandra grabbed",Where is the apple? 
234,bathroom,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
235,bedroom,"[Illustration]




CHAPTER IX. “The Christmas bells from hill",Where is the apple? 
236,bedroom,Answer: In the kitchen.,Where is the apple? 
237,kitchen,Answer: It is in the hallway.,Where is the football? 
238,office,Answer: In the kitchen.,Where is the apple? 
239,garden,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
240,hallway,Answer: In the kitchen.,Where is the apple? 
241,hallway,"Answer: In the garden.





End of the Project Gutenberg EBook of Birds",Where is the apple? 
242,kitchen,THE PROFESSIONS. Mary took the apple there. If what are called the liberal professions could,Where is the apple? 
243,bathroom,"Answer: The apple is in the kitchen.

Question: Where is the apple?

Answer: The",Where is the apple? 
244,bathroom,"pages, or about one-third of the whole. The second volume of the
translation, which is the continuation",Where is the apple? 
245,hallway,"Answer: In the hallway.

Question: Where is the apple?

Answer: In the garden.",Where is the milk? 
246,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
247,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the hallway.",Where is the milk? 
248,garden,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the hallway.",Where is the football? 
249,garden,"Answer: In the garden.

Question: Where is the milk?

Answer: In the hallway.",Where is the football? 
250,bathroom,"Answer: In the basket.

Question: Where is the basket?

Answer: In the box.",Where is the apple? 
251,hallway,Answer: In the basket.,Where is the apple? 
252,hallway,,Where is the apple? 
253,hallway,CHAPTER XIV. “I’m going to take a look at the other,Where is the apple? 
254,hallway,"Answer: The apple is in the kitchen.

Question: Where is the football?

Answer: The",Where is the apple? 
255,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the garden.",Where is the milk? 
256,kitchen,"Answer: The apple is in the kitchen.





End of the Project Gutenberg E",Where is the apple? 
257,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bathroom.",Where is the apple? 
258,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
259,hallway,"Answer: In the hallway.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
260,garden,Answer: In the kitchen.,Where is the football? 
261,garden,"Answer: In the bathroom.

Question: Where is the milk?

Answer: In the kitchen.",Where is the football? 
262,garden,"Answer: Sandra put down the football.

Question: Where is the milk?

Answer: John put",Where is the football? 
263,bathroom,"Answer: In the office.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
264,hallway,"Answer: In the hallway.

Question: Where is the football?

Answer: In the bathroom.",Where is the apple? 
265,garden,,Where is the apple? 
266,garden,Answer: In the hallway.,Where is the apple? 
267,bathroom,"CHAPTER XIV. ––––––
                     THE ASTRONOM",Where is the apple? 
268,bathroom,"Answer: In the hallway.

Question: Where is the football?

Answer: In the kitchen.",Where is the apple? 
269,garden,"Answer: In the hallway.

Question: Where is the football?

Answer: In the kitchen.",Where is the apple? 
270,kitchen,"Who, in the spring, can let it lie
                With weeds and grasses growing high?",Where is the football? 
271,office,"A: The apple is in the hallway.

The apple is in the hallway.

The apple",Where is the apple? 
272,office,"A: The apple is

 in the kitchen.

The first clue is

 the title,",Where is the apple? 
273,kitchen,"Answer: In the hallway.

Answer: In the hallway.

Answer: In the hallway.",Where is the football? 
274,office,,Where is the apple? 
275,hallway,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
276,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
277,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
278,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the bedroom.",Where is the apple? 
279,kitchen,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the apple? 
280,bathroom,"Answer: It is in the garden.

Question: Where is the garden?

Answer: It is",Where is the football? 
281,bathroom,Answer: In the garden.,Where is the football? 
282,office,"Options:
1. In the kitchen.
2. In the office.
3. In the garden.",Where is the milk? 
283,office,"Answer: Daniel put down the milk.

Question: Where is the football?

Answer: Sandra left",Where is the milk? 
284,office,"Answer: The milk is in the office.

Question: Where is the football?

Answer: The",Where is the milk? 
285,bedroom,"Answer: It is in the garden.

Question: Where is the apple?

Answer: It is",Where is the football? 
286,bedroom,Answer: In the garden.,Where is the football? 
287,bedroom,"Answer: In the bedroom.

Question: Where is the apple?

Answer: In the hallway.",Where is the football? 
288,bedroom,"Answer: In the bedroom.

Question: Where is the football?

Answer: In the bedroom.",Where is the football? 
289,bedroom,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the football? 
290,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
291,office,"Answer: In the office.

Question: Where is the football?

Answer: In the hallway.",Where is the apple? 
292,office,,Where is the apple? 
293,office,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the kitchen.",Where is the apple? 
294,bedroom,"Options:
1. In the kitchen.
2. In the bathroom.
3. In the bedroom.",Where is the milk? 
295,hallway,,Where is the milk? 
296,hallway,"Answer: In the bedroom.

Question: Where is the milk?

Answer: In the hallway.",Where is the football? 
297,hallway,"SCENE VI


_The same. The Commander is sitting at his desk,
reading",Where is the milk? 
298,bathroom,Answer: In the kitchen. Question: Where is the milk? Answer: In the office. Question: Where is the football,Where is the apple? 
299,bathroom,"Answer: In the garden.

Question: Where is the milk?

Answer: In the kitchen.",Where is the apple? 
300,bedroom,"Answer: In the hallway.




                              CHAPTER X. ––––––",Where is the football? 
301,bedroom,"Answer: In the office.




                              CHAPTER XII. ––––––",Where is the football? 
302,office,,Where is the football? 
303,bedroom,"Answer: It is in the garden.

Question: Where is the garden?

Answer: It is",Where is the football? 
304,bedroom,"Answer: In the hallway.

Question: Where is the football?

Answer: In the hallway.",Where is the football? 
305,bathroom,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
306,bathroom,"Answer: In the refrigerator.

Question: Where is the refrigerator?

Answer: In the kitchen.",Where is the milk? 
307,bathroom,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer: In the house.",Where is the milk? 
308,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
309,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer: In the kitchen.",Where is the milk? 
310,kitchen,"Mary: In the kitchen.

Question: Where is the kitchen?

Mary: In the house.",Where is the milk? 
311,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the hallway.",Where is the milk? 
312,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the hallway.",Where is the milk? 
313,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer: In the kitchen.",Where is the milk? 
314,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the milk? 
315,bathroom,"Answer: In the office.

Question: Where is the office?

Answer: In the kitchen.",Where is the football? 
316,bathroom,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
317,bathroom,"Answer: In the garden.

Question: Where is the milk?

Answer: In the bathroom.",Where is the football? 
318,office,"Answer: The milk is in the office.

Question: Where is the football?

Answer: The",Where is the milk? 
319,kitchen,,Where is the football? 
320,bathroom,"Answer: In the bathroom.

Question: Where is the bathroom?

Answer: In the garden.",Where is the football? 
321,bathroom,Answer: In the garden.,Where is the football? 
322,bathroom,"Answer: In the bedroom.

Question: Where is the apple?

Answer: In the garden.",Where is the football? 
323,bathroom,,Where is the football? 
324,bathroom,"Ans: In the garden.

Question: Where is the apple?

Ans: In the",Where is the football? 
325,bathroom,"Answer: In the garden.

Question: Where is the garden?

Answer: In the park.",Where is the apple? 
326,bathroom,,Where is the apple? 
327,garden,"Answer: In the garden.

Question: Where is the football?

Answer: In the garden.",Where is the football? 
328,garden,"Answer: In the garden.

Question: Where is the apple?

Answer: In the bathroom.",Where is the football? 
329,garden,"Answer: In the garden.

Question: Where is the apple?

Answer: In the bedroom.",Where is the football? 
330,garden,"Answer: In the kitchen.

Question: Where is the bathroom?

Answer: In the office.",Where is the football? 
331,bathroom,"Answer: The apple is in the garden.

Question: Where is the football?

Answer: The",Where is the apple? 
332,bathroom,"Answer: In the kitchen.

Question: Where is the football?

Answer: In the garden.",Where is the apple? 
333,hallway,"Answer: In the hallway.

Question: Where is the hallway?

Answer: In the kitchen.",Where is the football? 
