,target,output,question
38,bedroom,The bathroom is east of the office.,What is the bathroom east of?
39,office,"Based on the context, the bedroom is located north of the kitchen.",What is north of the bedroom?
40,bathroom,"The relevant information to answer the question is:

The hallway is south of the",What is south of the kitchen?
41,bedroom,The relevant information to answer the question is: The bathroom is west of the bedroom.,What is west of the office?
42,kitchen,The garden south of the house is the bedroom.,What is the garden south of?
43,garden,"The relevant information to answer the above question is:

The bedroom is north of",What is south of the bedroom?
44,garden,"Based on the context, the office is south of the hallway.",What is the office south of?
45,hallway,"Based on the context, the office is east of the bedroom. The passage states:",What is the office east of?
46,garden,"The relevant sentence in the context is:

The hallway is south of the kitchen",What is south of the office?
47,garden,"The relevant sentence in the context is: ""The bedroom is north of the kitchen.""",What is west of the bedroom?
48,garden,"The answer to the question is ""bedroom"".",What is east of the hallway?
49,garden,The office is south of the garden.,What is the office south of?
50,bedroom,The hallway north of is the kitchen.,What is the hallway north of?
51,garden,"Based on the context, the location referred to as ""north of the bathroom""",What is north of the bathroom?
52,hallway,The bedroom north of the kitchen is the location of the Duke of Rothsay's,What is the bedroom north of?
53,bathroom,"The answer to the question is ""kitchen"".",What is east of the garden?
54,bathroom,"The relevant information to answer the above question is:

The bedroom is west of",What is west of the bedroom?
55,garden,"The hallway is located in the north, and the bedroom is in the north of the",What is east of the hallway?
56,hallway,The bedroom is east of the kitchen.,What is the bedroom east of?
57,kitchen,The relevant information to answer the question is: The hallway is south of the kitchen.,What is west of the hallway?
58,hallway,The relevant information to answer the question is: The hallway is south of the kitchen.,What is south of the bedroom?
59,kitchen,The garden is north of the bedroom.,What is the garden north of?
60,hallway,The bedroom north of is the hallway.,What is the bedroom north of?
61,bedroom,"Based on the context, the hallway is located south of the kitchen.",What is south of the hallway?
62,kitchen,The hallway north of is the bedroom.,What is the hallway north of?
63,hallway,"Based on the context, the bedroom is located in the north, and the hallway is",What is west of the bedroom?
64,bedroom,"Based on the context, the location east of the garden is the bedroom. The passage",What is east of the garden?
65,office,The bedroom north of the kitchen is the garden.,What is the bedroom north of?
66,bathroom,The bedroom north of the kitchen.,What is the bedroom north of?
67,office,The garden south of is the bedroom.,What is the garden south of?
68,kitchen,The bathroom is located west of the bedroom.,What is the bathroom west of?
69,garden,The hallway is east of the kitchen.,What is the hallway east of?
70,bathroom,"The bedroom is north of the kitchen. Therefore, the hallway is south of the kitchen",What is south of the bedroom?
71,kitchen,The garden is south of the bedroom.,What is the garden south of?
72,garden,The bedroom is south of the hallway.,What is the bedroom south of?
73,bathroom,"The relevant information to answer the above question is:

The hallway is south of",What is north of the office?
74,bathroom,The hallway north of is the bedroom.,What is the hallway north of?
75,bedroom,"Based on the context, the hallway is located south of the kitchen.",What is south of the hallway?
76,bedroom,"Based on the context, the hallway is east of the bedroom.",What is the hallway east of?
77,bathroom,"Based on the context, the office is located in the north of the building.",What is north of the office?
78,kitchen,"The relevant information to answer the question is:

The kitchen is east of the",What is east of the garden?
79,hallway,The kitchen is south of the bedroom.,What is the kitchen south of?
80,garden,"Based on the context, the location referred to as ""west of the office"" is",What is west of the office?
81,office,"The bedroom is west of the kitchen, as indicated in the context.",What is the bedroom west of?
82,kitchen,"The hallway is south of the kitchen, as indicated in the context.",What is the hallway south of?
83,garden,The office is west of the bedroom.,What is the office west of?
84,bathroom,"Based on the context, the hallway is located south of the kitchen. Therefore, the",What is north of the hallway?
85,office,"Based on the context, the location referred to as ""west of the garden"" is",What is west of the garden?
86,office,"The relevant information to answer the above question is:

The garden is west of",What is west of the garden?
87,garden,"The relevant information to answer the question is: Here it occurs to me, as it",What is east of the bathroom?
88,bathroom,"Based on the context, the office is located in the north of the building.",What is north of the office?
89,kitchen,The bedroom is west of the kitchen.,What is the bedroom west of?
90,office,The bathroom is south of the office.,What is the bathroom south of?
91,office,"The relevant information to answer the question is:

The bedroom is north of the",What is east of the bedroom?
92,bedroom,The relevant information to answer the question is: The hallway is south of the kitchen.,What is south of the office?
93,bathroom,The garden is west of the bedroom.,What is the garden west of?
94,garden,The bedroom is located west of the kitchen.,What is the bedroom west of?
95,hallway,The relevant information to answer the question is: The hallway is north of the kitchen.,What is north of the garden?
96,bedroom,"Based on the context, the kitchen is located west of the bedroom. The passage states",What is the kitchen west of?
97,kitchen,"Based on the context, the bedroom is located in the north, and the garden is",What is west of the bedroom?
98,bathroom,The kitchen is north of the bedroom.,What is the kitchen north of?
99,garden,The office is north of the bedroom.,What is the office north of?
100,bedroom,The relevant information to answer the question is: The hallway is south of the kitchen.,What is east of the hallway?
101,kitchen,The answer is bedroom.,What is south of the hallway?
102,bedroom,The office is located west of the bathroom.,What is the office west of?
103,bathroom,The kitchen is north of the bathroom in the given context.,What is the kitchen north of?
104,hallway,"Based on the context, the bedroom is located in the east, and the hallway is",What is west of the bedroom?
105,bedroom,"The kitchen is located in the east, and the bedroom is situated in the north of",What is west of the kitchen?
106,office,The kitchen is south of the office.,What is the kitchen south of?
107,bathroom,"The answer to the question is ""bedroom"".",What is west of the garden?
108,bedroom,The bathroom is south of the bedroom.,What is the bathroom south of?
109,bathroom,"The kitchen is west of the garden, as indicated in the context.",What is the kitchen west of?
110,garden,The hallway is west of the bathroom.,What is the hallway west of?
111,hallway,The kitchen is south of the bedroom.,What is the kitchen south of?
112,office,The answer to the question is bedroom.,What is south of the bathroom?
113,hallway,The office is west of the bedroom.,What is the office west of?
114,bedroom,"Based on the context, the kitchen is north of the garden.",What is the kitchen north of?
115,office,"Based on the context, the garden is east of the kitchen.",What is the garden east of?
116,bedroom,The hallway south of is the bedroom.,What is the hallway south of?
117,bedroom,The garden is west of the bedroom.,What is the garden west of?
118,hallway,"The relevant information to answer the above question is:

The hallway is north of",What is north of the office?
119,office,The relevant information to answer the question is: The hallway is south of the kitchen.,What is west of the hallway?
120,bedroom,The bathroom is north of the bedroom.,What is the bathroom north of?
121,kitchen,The hallway is north of the kitchen.,What is the hallway north of?
122,office,"The relevant sentence in the context is:

The office is east of the bathroom",What is east of the bathroom?
123,bathroom,"Based on the context, the hallway is south of the kitchen.",What is north of the hallway?
124,bathroom,"The bedroom is north of the kitchen, as indicated in the context.",What is the bedroom north of?
125,kitchen,The question is asking for the location that is west of the garden. The relevant sentence,What is west of the garden?
126,bathroom,The kitchen is north of the bathroom.,What is north of the kitchen?
127,hallway,The bedroom east of the kitchen.,What is the bedroom east of?
128,garden,The bedroom is south of the kitchen.,What is the bedroom south of?
129,hallway,The relevant information to answer the question is: The bedroom is west of the kitchen.,What is east of the bathroom?
130,garden,The bedroom is east of the hallway.,What is the bedroom east of?
131,kitchen,"The relevant sentence in the context is:

The hallway is south of the kitchen",What is south of the bathroom?
132,kitchen,"The location ""east of the garden"" is the kitchen.",What is east of the garden?
133,bathroom,The hallway east of is the bedroom.,What is the hallway east of?
134,office,"Based on the context, the hallway is east of the bedroom.",What is the hallway east of?
135,kitchen,The garden east of is the bedroom.,What is the garden east of?
136,bathroom,The bedroom is south of the kitchen.,What is the bedroom south of?
137,hallway,The garden east of the bedroom is the location indicated in the context.,What is the garden east of?
138,kitchen,"Based on the context, the hallway is located south of the kitchen.",What is south of the hallway?
139,hallway,The question is asking for the location that is to the west of the kitchen. The,What is west of the kitchen?
140,kitchen,The relevant information to answer the question is: The garden is west of the bedroom.,What is north of the garden?
141,office,The kitchen is located west of the bathroom.,What is the kitchen west of?
142,bathroom,The kitchen is north of the bedroom.,What is the kitchen north of?
143,bathroom,The relevant information to answer the question is: The hallway is south of the kitchen.,What is east of the kitchen?
144,bathroom,The relevant information to answer the question is: The bedroom is west of the garden.,What is east of the garden?
145,kitchen,The office is south of the garden.,What is the office south of?
146,hallway,The kitchen is north of the hallway.,What is the kitchen north of?
147,hallway,"The bedroom is west of the kitchen, as indicated in the context.",What is the bedroom west of?
148,bathroom,The office is located west of the bathroom.,What is the office west of?
149,hallway,The office is south of the hallway.,What is the office south of?
150,bathroom,"The relevant information to answer the above question is:

The hallway is south of",What is north of the hallway?
151,garden,The bathroom is east of the garden.,What is the bathroom east of?
152,kitchen,The bathroom is east of the kitchen.,What is the bathroom east of?
153,hallway,The kitchen is south of the bedroom.,What is south of the kitchen?
154,hallway,"The location mentioned in the context is the bedroom, which is north of the kitchen.",What is south of the office?
155,garden,The bedroom west of is the hallway.,What is the bedroom west of?
156,office,The bedroom is south of the kitchen.,What is south of the bedroom?
157,bathroom,"The answer to the question is ""bathroom"".",What is north of the garden?
158,garden,The bedroom east of is the garden.,What is the bedroom east of?
159,bedroom,The relevant information to answer the question is: The hallway is south of the kitchen.,What is south of the kitchen?
160,hallway,The office is south of the bedroom.,What is the office south of?
161,bathroom,"The relevant information to answer the above question is:

The bedroom is south of",What is north of the garden?
162,hallway,"The relevant information to answer the question is:

The hallway is east of the",What is east of the bathroom?
163,hallway,The office is east of the bathroom.,What is the office east of?
164,bathroom,The office is west of the bathroom.,What is the office west of?
165,kitchen,"The relevant information to answer the question is:

The hallway is west of the",What is west of the bedroom?
166,office,The answer to the question is the bedroom.,What is north of the hallway?
167,garden,The office north of the kitchen is the bedroom.,What is the office north of?
168,kitchen,The relevant information to answer the question is: The hallway is south of the kitchen.,What is west of the hallway?
169,bedroom,The garden is south of the hallway.,What is the garden south of?
170,hallway,The bedroom north of the kitchen is the location mentioned in the context.,What is the bedroom north of?
171,bathroom,The hallway is west of the bedroom.,What is the hallway west of?
172,kitchen,The relevant information to answer the question is: The kitchen is north of the garden.,What is north of the garden?
173,hallway,"The bathroom is located north of the garden, as indicated in the context.",What is the bathroom north of?
174,bathroom,"The relevant information to answer the question is:

The office is south of the",What is south of the office?
175,office,The relevant information to answer the question is: The hallway is south of the kitchen.,What is east of the bathroom?
176,hallway,The bedroom is west of the kitchen.,What is the bedroom west of?
177,hallway,"The office is south of the kitchen, as indicated by the context.",What is the office south of?
178,kitchen,"The relevant information to answer the above question is:

The hallway is south of",What is south of the office?
179,bathroom,The garden is south of the office.,What is the garden south of?
180,hallway,The bedroom north of the bathroom in the given context is the Rosenfeld boy's,What is the bedroom north of?
181,bathroom,The relevant information to answer the question is: The hallway is south of the kitchen.,What is east of the hallway?
182,bedroom,"Based on the context, the hallway is west of the kitchen.",What is the hallway west of?
183,bathroom,"The relevant information to answer the question is:

The garden is south of the",What is south of the garden?
184,bedroom,The office is west of the garden.,What is the office west of?
185,bathroom,The question is asking for the location that is to the west of the bedroom. The,What is west of the bedroom?
186,garden,The office is located in the location where the bathroom is situated.,What is the office west of?
187,garden,The relevant information to answer the question is: The hallway is south of the garden.,What is south of the bedroom?
188,kitchen,The relevant information to answer the question is: The hallway is south of the kitchen.,What is south of the office?
189,hallway,"Based on the context, the answer is the hallway.",What is east of the bathroom?
190,bathroom,"Based on the context, the kitchen is east of the bathroom.",What is the kitchen east of?
191,bathroom,"The office is east of the bedroom, as stated in the context.",What is the office east of?
192,bedroom,The office is south of the bedroom.,What is the office south of?
193,office,The kitchen is south of the bedroom.,What is the kitchen south of?
194,bedroom,The relevant information to answer the question is: The hallway is south of the kitchen.,What is east of the garden?
195,office,The relevant information to answer the question is: The bathroom is north of the bedroom.,What is east of the bathroom?
196,kitchen,"The relevant information to answer the question is:

The hallway is south of the",What is north of the hallway?
197,office,"Based on the context, the kitchen is south of the bedroom. The passage states:",What is the kitchen south of?
198,garden,"Based on the context, the hallway is located south of the bedroom.",What is south of the hallway?
199,kitchen,The bathroom is south of the office.,What is the bathroom south of?
200,bedroom,The hallway is south of the kitchen.,What is the hallway south of?
201,hallway,"The relevant information to answer the question is:

The hallway is east of the",What is east of the garden?
202,office,The bathroom is north of the office.,What is the bathroom north of?
203,kitchen,"The answer to the question is ""garden"".",What is west of the hallway?
204,office,"The bathroom is east of the garden, as indicated in the context.",What is the bathroom east of?
205,garden,The bedroom east of is the bathroom.,What is the bedroom east of?
206,garden,The office is north of the bedroom.,What is the office north of?
207,garden,"Based on the context, the office is north of the garden.",What is the office north of?
208,garden,"The relevant information to answer the above question is:

The hallway is south of",What is south of the office?
209,bathroom,The kitchen is south of the bedroom.,What is south of the kitchen?
210,office,"The relevant information to answer the question is:

The hallway is south of the",What is south of the bedroom?
211,kitchen,The office is east of the kitchen.,What is the office east of?
212,office,The relevant information to answer the question is: The bedroom is north of the kitchen.,What is west of the bedroom?
213,hallway,"Based on the context, the bedroom south of the kitchen.",What is the bedroom south of?
214,hallway,The kitchen is south of the bedroom.,What is the kitchen south of?
215,bedroom,The question is asking for the location that is west of the hallway. The relevant sentence,What is west of the hallway?
216,bedroom,"The relevant information to answer the above question is:

The bedroom is west of",What is west of the office?
217,hallway,"The location mentioned in the context is the hallway. Therefore, the answer is hallway.",What is east of the bathroom?
218,office,The garden south of is the bedroom.,What is the garden south of?
219,hallway,The relevant information to answer the question is: The garden is east of the hallway.,What is east of the office?
220,office,"The bedroom is located north of the kitchen, and the kitchen is south of the bedroom",What is south of the bedroom?
221,kitchen,The relevant information to answer the question is: The hallway is south of the kitchen.,What is west of the bedroom?
222,kitchen,The relevant information to answer the question is: The kitchen is west of the garden.,What is west of the garden?
223,bedroom,The bathroom is located west of the hallway.,What is the bathroom west of?
224,kitchen,The office is located west of the kitchen.,What is the office west of?
225,hallway,"The garden is east of the police station. This is supported by the context, which",What is the garden east of?
226,hallway,The kitchen is north of the bedroom.,What is north of the kitchen?
227,kitchen,The garden is north of the bedroom.,What is the garden north of?
228,hallway,"The garden is north of the hallway, as stated in the context.",What is the garden north of?
229,kitchen,The relevant information to answer the question is: The bedroom is north of the kitchen.,What is west of the bedroom?
230,garden,The answer to the question is the bedroom.,What is north of the hallway?
231,garden,The hallway is west of the kitchen.,What is the hallway west of?
232,hallway,The bathroom is east of the hallway.,What is the bathroom east of?
233,bedroom,The kitchen is south of the bathroom.,What is the kitchen south of?
234,bathroom,"Based on the context, the office is located west of the bathroom.",What is the office west of?
235,kitchen,"Based on the context, the bedroom is located on the east side of the bathroom.",What is east of the bedroom?
236,office,The relevant information to answer the question is: In the sitting-room of an old,What is east of the bedroom?
237,bathroom,The relevant information to answer the question is: The hallway is south of the kitchen.,What is east of the kitchen?
238,bedroom,The relevant information to answer the question is: The bedroom is east of the garden.,What is west of the kitchen?
239,office,The kitchen is north of the office.,What is the kitchen north of?
240,garden,"Based on the context, the bedroom is located north of the hallway.",What is north of the bedroom?
241,bathroom,"The relevant information to answer the question is:

The hallway is south of the",What is east of the kitchen?
242,office,"The relevant information to answer the above question is:

The garden is west of",What is north of the garden?
243,bedroom,The hallway is south of the kitchen.,What is the hallway south of?
244,office,The kitchen is west of the bathroom.,What is the kitchen west of?
245,garden,The relevant information to answer the question is: The garden is south of the bedroom.,What is south of the bedroom?
246,garden,"The relevant information to answer the above question is:

The office is located in",What is west of the office?
247,kitchen,The garden north of the bedroom.,What is the garden north of?
248,office,The answer is the hallway.,What is west of the kitchen?
249,bedroom,The hallway is west of the bedroom.,What is the hallway west of?
250,office,"The relevant information to answer the above question is:

The bedroom is north of",What is south of the bathroom?
251,kitchen,The relevant information to answer the question is: The bedroom is north of the kitchen.,What is west of the bedroom?
252,office,The hallway is north of the kitchen.,What is the hallway north of?
253,bedroom,"The relevant information to answer the above question is:

The hallway is south of",What is east of the hallway?
254,office,"The relevant information to answer the above question is:

The bathroom is south of",What is south of the bathroom?
255,hallway,The bedroom is north of the hallway.,What is the bedroom north of?
256,bathroom,The garden east of is the hallway.,What is the garden east of?
257,kitchen,"The bathroom is north of the hallway, as indicated in the context.",What is the bathroom north of?
258,kitchen,"The location mentioned in the context is the bedroom. Therefore, the answer is bedroom.",What is west of the bedroom?
259,garden,The hallway east of is the office.,What is the hallway east of?
260,kitchen,The question is asking for the location south of the garden. The relevant sentence in the,What is south of the garden?
261,hallway,The bedroom east of is the bathroom.,What is the bedroom east of?
262,garden,"Based on the context, the location is the office of a hotel. Therefore, the",What is west of the office?
263,office,The kitchen is north of the bedroom.,What is north of the kitchen?
264,garden,The office is north of the garden.,What is the office north of?
265,kitchen,"The relevant information to answer the question is:

The hallway is south of the",What is north of the office?
266,garden,The bedroom is south of the kitchen.,What is south of the bedroom?
267,hallway,The garden is north of the bedroom.,What is the garden north of?
268,garden,The bedroom is east of the kitchen.,What is the bedroom east of?
269,bedroom,"The relevant sentence in the context is:

The bedroom is north of the kitchen",What is west of the hallway?
270,bathroom,The relevant information to answer the question is: The hallway is east of the bedroom.,What is east of the hallway?
271,kitchen,The bedroom is south of the kitchen.,What is the bedroom south of?
272,hallway,"The relevant information to answer the above question is:

The hallway is east of",What is east of the garden?
273,kitchen,The hallway is south of the kitchen.,What is the hallway south of?
274,office,"Based on the context, the bathroom is east of the kitchen.",What is the bathroom east of?
275,bedroom,The garden is south of the bedroom.,What is the garden south of?
276,bathroom,The kitchen is located west of the bathroom.,What is the kitchen west of?
277,bathroom,The relevant information to answer the question is: The bathroom is east of the garden.,What is east of the garden?
278,bedroom,"Based on the context, the location of the bathroom is not specified. However, based",What is south of the bathroom?
279,office,The bedroom is west of the kitchen.,What is the bedroom west of?
280,hallway,"Based on the context, the garden is located south of the kitchen.",What is north of the garden?
281,hallway,"The relevant information to answer the question is:

The kitchen is east of the",What is west of the office?
282,hallway,"The relevant information to answer the above question is:

The hallway is south of",What is east of the bathroom?
283,kitchen,The relevant information to answer the above question is: The bedroom is west of the kitchen,What is west of the bedroom?
284,garden,"Based on the context, the office is located in the south, and the location north",What is north of the office?
285,garden,"The hallway is south of the kitchen, as indicated in the context.",What is the hallway south of?
286,hallway,The garden east of the bedroom is located in the context provided.,What is the garden east of?
287,bathroom,The relevant information to answer the above question is: The bedroom is north of the kitchen,What is east of the bedroom?
288,garden,"Based on the context, it is not explicitly stated what is east of the office.",What is east of the office?
289,office,The garden is west of the hallway.,What is the garden west of?
290,garden,"Based on the context, the location east of the bathroom is the garden. The passage",What is east of the bathroom?
291,garden,The bedroom is west of the kitchen.,What is the bedroom west of?
292,garden,The relevant information to answer the question is: The garden is west of the kitchen.,What is west of the kitchen?
293,office,The relevant information to answer the question is: The office is west of the bathroom.,What is west of the bathroom?
294,bathroom,"The relevant sentence in the context is:

The bedroom is north of the kitchen",What is south of the bedroom?
295,bathroom,"Based on the context, the bedroom is located north of the kitchen. Therefore, the",What is south of the bedroom?
296,bathroom,The kitchen is south of the bedroom.,What is the kitchen south of?
297,office,The relevant information to answer the question is: The hallway is south of the kitchen.,What is east of the kitchen?
298,hallway,"The relevant information to answer the question is:

The hallway is north of the",What is north of the kitchen?
299,kitchen,The bathroom is east of the kitchen.,What is the bathroom east of?
300,hallway,The relevant information to answer the question is: The hallway is west of the bathroom.,What is west of the bathroom?
301,office,"The answer to the question is ""bedroom"".",What is south of the hallway?
302,bathroom,The hallway is west of the kitchen.,What is the hallway west of?
303,bedroom,"The relevant sentence in the context is:

The bedroom is east of the hallway",What is east of the bathroom?
304,garden,"Based on the context, the office is south of the bathroom. This is inferred",What is the office south of?
305,bedroom,The relevant information to answer the question is: The bedroom is east of the office.,What is east of the office?
306,bedroom,The hallway is south of the kitchen.,What is north of the hallway?
307,garden,The office east of is the garden.,What is the office east of?
308,kitchen,"The hallway is west of the kitchen, as indicated in the context.",What is the hallway west of?
309,garden,The relevant information to answer the question is: The garden is west of the bathroom.,What is west of the bathroom?
310,garden,"The kitchen is located west of the bedroom, as indicated in the context.",What is the kitchen west of?
311,bedroom,The office is located west of the bedroom.,What is the office west of?
312,bathroom,The relevant information to answer the question is: The bathroom is east of the garden.,What is east of the garden?
313,bathroom,"The question is asking for the location east of the kitchen.

Answer",What is east of the kitchen?
314,kitchen,The garden north of is the bedroom.,What is the garden north of?
315,kitchen,The relevant information to answer the question is: The hallway is south of the kitchen.,What is west of the hallway?
316,office,"The relevant information to answer the question is: The alley, however, was rather confused",What is east of the garden?
317,office,The hallway west of is the garden.,What is the hallway west of?
318,bedroom,"The relevant sentence in the context is:

The bedroom is north of the kitchen",What is east of the garden?
319,hallway,"Based on the context, the garden is east of the bathroom. This is supported by",What is the garden east of?
320,bedroom,"Based on the context, the office is located west of the bedroom. The passage states",What is the office west of?
321,hallway,"Based on the context, the bathroom is located west of the hallway.",What is the bathroom west of?
322,bathroom,The bedroom is north of the office.,What is the bedroom north of?
323,garden,The bedroom is east of the garden.,What is the bedroom east of?
324,bathroom,The garden is west of the bedroom.,What is the garden west of?
325,hallway,The garden is south of the bedroom.,What is south of the garden?
326,hallway,The relevant information to answer the question is: The hallway is south of the kitchen.,What is south of the office?
327,kitchen,The garden is east of the bedroom.,What is the garden east of?
328,bathroom,"The garden west of is the allotments, as mentioned in the context: """,What is the garden west of?
329,office,The bathroom is located west of the hallway.,What is the bathroom west of?
330,hallway,"The relevant sentence in the context is:

The hallway is west of the kitchen",What is west of the garden?
331,bathroom,"The answer to the question is ""bedroom"".",What is south of the hallway?
332,hallway,The bedroom east of is the bathroom.,What is the bedroom east of?
333,kitchen,The bedroom is south of the kitchen.,What is the bedroom south of?
334,kitchen,The garden south of is the hallway.,What is the garden south of?
335,bathroom,"The relevant information to answer the question is:

The bathroom is west of the",What is west of the office?
336,garden,The location mentioned in the context is the bathroom.,What is south of the bathroom?
337,bathroom,The question asks for the location that is west of the garden. The relevant information is,What is west of the garden?
338,bathroom,"Based on the context, the answer is the hallway. The passage states, ""The",What is north of the office?
339,garden,The relevant information to answer the question is: The bedroom is east of the garden.,What is east of the office?
340,bathroom,The relevant information to answer the question is: The garden is west of the bedroom.,What is west of the kitchen?
341,office,"Based on the context, the garden is south of the bedroom. The passage states:",What is the garden south of?
342,hallway,The question is asking for the location that is to the west of the bedroom. The,What is west of the bedroom?
343,bedroom,"The relevant information to answer the above question is:

The hallway is south of",What is south of the hallway?
344,garden,The hallway is east of the kitchen.,What is the hallway east of?
345,hallway,The relevant information to answer the question is: The hallway is north of the kitchen.,What is north of the kitchen?
346,garden,"Based on the context, the office is located in the French quarter of New Orleans.",What is west of the office?
347,bathroom,"Based on the context, the office is west of the kitchen.",What is the office west of?
348,bathroom,The garden is north of the office.,What is the garden north of?
349,garden,The office is south of the garden.,What is the office south of?
350,garden,The hallway is north of the kitchen.,What is the hallway north of?
351,hallway,"The kitchen is located west of the bedroom, as indicated in the context.",What is the kitchen west of?
352,bathroom,"The answer to the question is ""bathroom"".",What is north of the hallway?
353,bedroom,The kitchen is north of the garden.,What is the kitchen north of?
354,bathroom,"Based on the context, the kitchen is south of the bedroom. The passage states:",What is the kitchen south of?
355,bedroom,"The relevant information to answer the question is:

The hallway is south of the",What is north of the office?
356,hallway,"Based on the context, it is not explicitly stated what is east of the bathroom.",What is east of the bathroom?
357,kitchen,"Based on the context, the hallway is located south of the kitchen.",What is south of the hallway?
358,hallway,"Based on the context, the location referred to as ""west of the office"" is",What is west of the office?
359,bedroom,The office is north of the kitchen.,What is the office north of?
360,kitchen,"Based on the context, the garden is located north of the office.",What is north of the garden?
361,hallway,The garden east of the kitchen is the location of the bedroom.,What is the garden east of?
362,bathroom,"The kitchen is located west of the hallway, as indicated in the context.",What is the kitchen west of?
363,garden,The hallway is east of the kitchen.,What is the hallway east of?
364,bedroom,The office is located in the north of the kitchen.,What is south of the office?
365,bathroom,The office is west of the hallway.,What is the office west of?
366,hallway,"Based on the context, the bedroom is located in the house. Therefore, the location",What is east of the bedroom?
367,garden,"The answer to the question is ""garden"".",What is west of the bedroom?
368,kitchen,"The bathroom is located west of the hallway, as indicated in the context.",What is the bathroom west of?
369,bathroom,"The relevant information to answer the question is:

The hallway is north of the",What is north of the bedroom?
370,bathroom,The garden is south of the kitchen.,What is the garden south of?
371,bathroom,"The hallway is west of the garden, as indicated in the context.",What is the hallway west of?
372,office,The hallway east of is the kitchen.,What is the hallway east of?
373,office,The question is asking for the location east of the kitchen. The relevant sentence in the,What is east of the kitchen?
374,bathroom,The kitchen is south of the bathroom.,What is north of the kitchen?
375,office,"Based on the context, the location mentioned as ""west of the bathroom"" is the",What is west of the bathroom?
376,kitchen,"Based on the context, the office is likely located west of the garden. The passage",What is the office west of?
377,garden,"Based on the context, the bedroom is located north of the kitchen.",What is south of the bedroom?
378,garden,The kitchen is north of the hallway.,What is north of the kitchen?
379,office,The bedroom is south of the kitchen.,What is the bedroom south of?
380,kitchen,"Based on the context, the office is north of the garden.",What is the office north of?
381,hallway,"Based on the context, the bedroom west of the kitchen is the bedroom. This is",What is the bedroom west of?
382,bathroom,The relevant information to answer the question is: The bathroom is west of the kitchen.,What is west of the office?
383,bedroom,The garden is south of the bedroom.,What is the garden south of?
384,office,The relevant information to answer the question is: The hallway is south of the kitchen.,What is north of the bathroom?
385,bedroom,The relevant information to answer the question is: The bedroom is north of the kitchen.,What is east of the garden?
386,bathroom,The kitchen is east of the bathroom.,What is the kitchen east of?
387,bedroom,The garden is south of the bedroom.,What is the garden south of?
388,bedroom,"Based on the context, the office is south of the bedroom.",What is the office south of?
389,hallway,"The relevant information to answer the question is:

The hallway is south of the",What is south of the bedroom?
390,kitchen,The hallway north of is the bedroom.,What is the hallway north of?
391,bathroom,The answer is bedroom.,What is north of the garden?
392,kitchen,The relevant information to answer the question is: The garden is west of the bedroom.,What is west of the garden?
