,target,output,question
27,bathroom,"The apple is located in the following context:

""Daniel dropped the apple",Where is the apple? 
28,bathroom,"The apple is mentioned in the following context:

""Daniel picked up the",Where is the apple? 
29,kitchen,The milk is in the kitchen.,Where is the milk? 
30,garden,The apple is not explicitly mentioned in the given context.,Where is the apple? 
31,garden,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
32,kitchen,"The football is mentioned in the context as being located at the North Palace, Koy",Where is the football? 
33,kitchen,The apple is depicted in the context as being in the kitchen.,Where is the apple? 
34,kitchen,The apple is not explicitly mentioned in the context.,Where is the apple? 
35,office,The milk is located in the office.,Where is the milk? 
36,kitchen,"The football is located in the office of the Territorial Printers, where John C",Where is the football? 
37,kitchen,The football is not mentioned in the provided context.,Where is the football? 
38,kitchen,"The football is located in the context of the story, specifically in John's hand",Where is the football? 
39,bedroom,"The milk is located in the bedroom, as stated in the passage: ""Sandra",Where is the milk? 
40,bedroom,The milk is located in the kitchen.,Where is the milk? 
41,office,"The milk is located in the kitchen of the Christopher inn, as indicated by the passage",Where is the milk? 
42,office,"The milk is in the bedroom, as indicated by the line ""John went to the",Where is the milk? 
43,office,"The milk is in the kitchen, as indicated by the line ""John left the milk",Where is the milk? 
44,kitchen,The apple is in the kitchen.,Where is the apple? 
45,bedroom,The milk is in the refrigerator.,Where is the milk? 
46,office,"The football is located in the bedroom, as indicated by the statement ""Mary picked",Where is the football? 
47,bathroom,"The football is currently in the possession of Sandra, who picked it up from the sidewalk",Where is the football? 
48,bathroom,"The football is located in the bedroom, as indicated by the sentence ""Sandra put",Where is the football? 
49,bedroom,The milk is located in the bedroom.,Where is the milk? 
50,bathroom,The milk is mentioned as being stored in a vacant house near where the Brownies are,Where is the milk? 
51,hallway,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
52,kitchen,The football is located in the kitchen.,Where is the football? 
53,kitchen,"The football is in the context, specifically in the sentence ""Sandra got the football",Where is the football? 
54,kitchen,The football is not mentioned in the given context.,Where is the football? 
55,bathroom,The apple is not mentioned in the provided context. The passage does not mention the apple,Where is the apple? 
56,bathroom,"The milk is located in the passage:

""John grabbed the milk there.""",Where is the milk? 
57,kitchen,"The milk is located in the passage:

""John picked up the apple there",Where is the milk? 
58,kitchen,The milk is located in the kitchen.,Where is the milk? 
59,bedroom,"The apple is located in the following sentence:

""John grabbed the apple there",Where is the apple? 
60,garden,"The milk is located in the garden, as indicated by the following sentence: ""John",Where is the milk? 
61,garden,The milk is in the kitchen.,Where is the milk? 
62,kitchen,The football is located in the office.,Where is the football? 
63,kitchen,The football is mentioned in the context as being picked up by John.,Where is the football? 
64,kitchen,"The football is currently in the possession of John, who dropped it earlier in the conversation",Where is the football? 
65,kitchen,"The football is located in the kitchen, as indicated by the statement ""Daniel grabbed",Where is the football? 
66,kitchen,"The football is discarded in the context, as mentioned in the passage: ""Daniel",Where is the football? 
67,bedroom,The milk is in the office.,Where is the milk? 
68,bedroom,The milk is not explicitly mentioned in the provided text.,Where is the milk? 
69,bedroom,"The football is currently in the possession of Daniel, who retrieved it from the hallway.",Where is the football? 
70,garden,The apple is located in the kitchen.,Where is the apple? 
71,garden,The apple is not explicitly stated to be in a specific location in the context. It,Where is the apple? 
72,bathroom,The apple is not explicitly mentioned in the provided text. It appears to be a typ,Where is the apple? 
73,bathroom,The apple is mentioned in the context as being in the possession of Sandra. It is,Where is the apple? 
74,bathroom,The apple is mentioned in the context as being picked up by John in the garden.,Where is the apple? 
75,office,The apple is mentioned in the context as being picked by Sandra in the garden.,Where is the apple? 
76,hallway,The milk is located in the kitchen.,Where is the milk? 
77,hallway,The milk is located in the kitchen.,Where is the milk? 
78,hallway,"The milk is mentioned in the following context:

""Mary took the milk",Where is the milk? 
79,hallway,"The milk is located in the context as follows:

""Mary grabbed the",Where is the milk? 
80,bathroom,"The football is located in the bathroom, as indicated by the line ""John got the",Where is the football? 
81,bathroom,"The football is located in the bedroom, as indicated by the statement ""John got the",Where is the football? 
82,kitchen,"The football is in the kitchen, as indicated by the statement ""John grabbed the milk",Where is the football? 
83,kitchen,"The football is located in the kitchen, as stated in the passage: ""John grabbed",Where is the football? 
84,kitchen,"The football is located in the kitchen, as indicated by the statement ""John took the",Where is the football? 
85,bathroom,The milk is not explicitly mentioned in the context.,Where is the milk? 
86,kitchen,The apple is mentioned in the context as having been dropped by Don's friend when,Where is the apple? 
87,bathroom,The milk is in the kitchen.,Where is the milk? 
88,bedroom,"The football is located in the following sentence:

""Sandra got the football",Where is the football? 
89,kitchen,The apple is not explicitly mentioned in the provided context.,Where is the apple? 
90,kitchen,The milk is in the kitchen.,Where is the milk? 
91,kitchen,The milk is located in the kitchen.,Where is the milk? 
92,kitchen,"The milk is in the kitchen, as indicated by the sentence ""Mary dropped the",Where is the milk? 
93,kitchen,"The milk is located in the kitchen, as indicated by the line ""Mary picked",Where is the milk? 
94,kitchen,"The milk is located in the context provided:

""Mary picked up the",Where is the milk? 
95,bathroom,"The football is located in the garden, as indicated by the statement ""Mary went",Where is the football? 
96,bathroom,The football is in the bedroom.,Where is the football? 
97,bathroom,The football is mentioned in the context as being in the hallway.,Where is the football? 
98,bathroom,The football is mentioned in the context as being found in the bedroom.,Where is the football? 
99,hallway,The milk is not explicitly mentioned in the provided text.,Where is the milk? 
100,office,The milk is not explicitly mentioned in the provided context.,Where is the milk? 
101,office,"The milk is located in the passage:

""John took the milk there.""",Where is the milk? 
102,kitchen,The milk is in the kitchen.,Where is the milk? 
103,kitchen,"The milk is discarded in the context. It is mentioned that ""John discarded the milk",Where is the milk? 
104,bedroom,The football is not mentioned in the provided context.,Where is the football? 
105,bathroom,"The football is discarded in the context, as indicated by the phrase ""Sandra discarded",Where is the football? 
106,bedroom,The milk is not explicitly mentioned in the provided text.,Where is the milk? 
107,bathroom,"The apple is mentioned in the following context:

""Perhaps some of you",Where is the apple? 
108,bedroom,"The milk is mentioned in the context as being used in the treatment of ague,",Where is the milk? 
109,bathroom,"The apple is mentioned in the diary entry on June 18th, 1",Where is the apple? 
110,bedroom,"The football is located in the bedroom, as indicated by the context: ""John picked",Where is the football? 
111,bedroom,"The football is located in the bedroom, as indicated by the statement ""John picked up",Where is the football? 
112,bedroom,The football is not explicitly mentioned in the given context.,Where is the football? 
113,bedroom,"The football is not explicitly mentioned in the given context. However, it is inferred",Where is the football? 
114,office,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
115,office,"The football is located at the office, as indicated in the poem: ""John grabbed",Where is the football? 
116,hallway,"The football is mentioned in the context as ""Oh! John grabbed the football there.""",Where is the football? 
117,office,The milk is located in the office.,Where is the milk? 
118,bedroom,"The milk is located in the context at the following places:

- Sandra picked",Where is the milk? 
119,bathroom,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
120,hallway,The apple is mentioned in the context as being in the possession of Carl. It is,Where is the apple? 
121,bedroom,"The milk is located in the following sentence:

""Mary grabbed the milk",Where is the milk? 
122,garden,The apple is discarded by John in the story.,Where is the apple? 
123,garden,"The football is mentioned in the context as being in the possession of John, who grabbed",Where is the football? 
124,garden,The football is currently in the possession of Sandra.,Where is the football? 
125,kitchen,"The football was dropped in the Philanthropic Society's chapel square, directly opposite",Where is the football? 
126,kitchen,The football is located in the context at the point where Jimmieboy is listening,Where is the football? 
127,kitchen,"The football is in the kitchen, picked up by Mary.",Where is the football? 
128,bedroom,"The football is located in the office, as indicated by the following sentence: ""Dan",Where is the football? 
129,bedroom,The football is in the office.,Where is the football? 
130,kitchen,The football is not explicitly mentioned in the provided context.,Where is the football? 
131,kitchen,The football is not mentioned in the provided context.,Where is the football? 
132,kitchen,"The milk is in the kitchen, as indicated by the statement ""Sandra picked up",Where is the milk? 
133,hallway,The football is in the hallway.,Where is the football? 
134,hallway,The football is not mentioned in the provided context.,Where is the football? 
135,office,The football is not mentioned in the provided context.,Where is the football? 
136,office,"The milk is located in the kitchen, as indicated by the following sentence: ""S",Where is the milk? 
137,office,"The football is located in the bedroom, as indicated by the statement ""Mary dropped",Where is the football? 
138,kitchen,"The football is located in the hallway, as indicated by the statement ""Sandra took",Where is the football? 
139,bathroom,The football is currently in the bedroom.,Where is the football? 
140,bedroom,The football is mentioned in the context as being dropped by Daniel in the hallway.,Where is the football? 
141,bedroom,The football is mentioned in the context as being in the bedroom. Rudolph is seen,Where is the football? 
142,bedroom,The football is mentioned in the context as being in the possession of Rudolph. It,Where is the football? 
143,bedroom,The football is mentioned in the story as being discarded by Sandra in the context of a,Where is the football? 
144,garden,The football is in the office.,Where is the football? 
145,kitchen,"The apple is mentioned in the following context:

""John got the apple there",Where is the apple? 
146,bathroom,The milk is discarded in the context. It is mentioned that Mary discarded the milk after,Where is the milk? 
147,garden,The milk is in the office.,Where is the milk? 
148,kitchen,"The apple is in the context, specifically in the sentence ""Daniel dropped the apple",Where is the apple? 
149,kitchen,"The apple is mentioned in the context as being dropped by Daniel in the passage: """,Where is the apple? 
150,bedroom,"The apple is located in the following context:

""Ripe apples also contain",Where is the apple? 
151,bedroom,"The apple is mentioned in the following context:

""Sandra grabbed the apple",Where is the apple? 
152,bedroom,The apple is located in the bedroom.,Where is the apple? 
153,kitchen,The football is mentioned in the context as being in the garden.,Where is the football? 
154,kitchen,"The football is mentioned in the context as being in Corinna's desk,",Where is the football? 
155,hallway,The football is mentioned in the context as being in the Circus Maximus in,Where is the football? 
156,hallway,The football is mentioned in the context as being in Sandra's hands.,Where is the football? 
157,bedroom,The milk is in the kitchen.,Where is the milk? 
158,bedroom,The milk is in the bedroom.,Where is the milk? 
159,hallway,"The football is located in the context at the following location:

Sandra grabbed",Where is the football? 
160,garden,The apple is mentioned in the context as being picked up by Daniel in the garden.,Where is the apple? 
161,garden,The apple is not mentioned in the provided context.,Where is the apple? 
162,garden,The apple is not explicitly mentioned in the context.,Where is the apple? 
163,garden,The apple is not explicitly mentioned in the context.,Where is the apple? 
164,bedroom,"The football is located in the office, as indicated by the following sentence: ""S",Where is the football? 
165,garden,The football is located in the hallway. Daniel grabbed the football there.,Where is the football? 
166,garden,"The football is discarded in the hallway, as indicated by the passage: ""Daniel",Where is the football? 
167,hallway,The apple is in the office.,Where is the apple? 
168,hallway,"The apple is located in the following statement:

""The core is where the",Where is the apple? 
169,office,"The football is currently in the possession of Sandra, who picked it up from the office",Where is the football? 
170,bedroom,The apple is not explicitly mentioned in the provided context.,Where is the apple? 
171,bathroom,The apple is located in the hallway.,Where is the apple? 
172,hallway,"The milk is located in the hallway, as indicated by the sentence ""John took the",Where is the milk? 
173,hallway,"The milk is located in the kitchen, as indicated by the context: ""John took",Where is the milk? 
174,bathroom,"The apple is located in the following sentence: ""Sandra grabbed the milk there.""",Where is the apple? 
175,kitchen,"In the given context, the sentence ""Mary got the milk there"" is not",Where is the milk? 
176,hallway,The apple is in the hallway.,Where is the apple? 
177,kitchen,The apple is depicted in the illustration as being in the hand of the young girl Dorothy,Where is the apple? 
178,office,"The milk is in the context, specifically in the following sentence:

""M",Where is the milk? 
179,office,The milk is not mentioned in the provided context.,Where is the milk? 
180,garden,The milk is in the cow's udder. The passage describes the cow as,Where is the milk? 
181,garden,"The milk is located in the context as follows:

""Sandra journeyed",Where is the milk? 
182,garden,The milk is in the bathroom.,Where is the milk? 
183,kitchen,The apple is in the kitchen.,Where is the apple? 
184,kitchen,The apple is not explicitly mentioned in the provided context.,Where is the apple? 
185,office,"The apple is in the sentence ""Mary took the apple there.""",Where is the apple? 
186,office,The apple is discarded in the context. It is mentioned that Mary discarded the apple after,Where is the apple? 
187,kitchen,The milk is in the bedroom.,Where is the milk? 
188,office,The apple is mentioned in the story as being discarded by Mary in the office.,Where is the apple? 
189,kitchen,"The milk is in the kitchen, as indicated by the sentence ""Mary put down",Where is the milk? 
190,garden,"The apple is mentioned in the following context:

""Daniel grabbed the apple",Where is the apple? 
191,garden,"The apple is located on page 44, as indicated by the text: """,Where is the apple? 
192,garden,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
193,bedroom,The milk is not explicitly mentioned in the provided text.,Where is the milk? 
194,bedroom,"The milk is depicted in Figure 7 of the context, specifically in the ""ign",Where is the milk? 
195,bathroom,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
196,bathroom,The apple is mentioned in the context as having been discarded by James Monroe.,Where is the apple? 
197,garden,"The milk is in the garden, as indicated by the sentence ""John journeyed to",Where is the milk? 
198,kitchen,The milk is not explicitly mentioned in the provided context.,Where is the milk? 
199,kitchen,"The milk is in the garden, as indicated by the context: ""I went into",Where is the milk? 
200,office,The milk is in the office.,Where is the milk? 
201,office,The milk is mentioned in the context as being picked up by Sandra at the Merch,Where is the milk? 
202,hallway,The milk is in the kitchen.,Where is the milk? 
203,garden,"The milk is located in the office, as indicated by the sentence ""Sandra picked",Where is the milk? 
204,garden,The milk is mentioned in the passage as being dropped by Sandra when she heard the auction,Where is the milk? 
205,office,The milk is located in the office.,Where is the milk? 
206,office,"The milk is located in the office, as indicated in the passage: ""Daniel",Where is the milk? 
207,garden,The apple is mentioned in the context as being in the kitchen.,Where is the apple? 
208,bathroom,"The milk is located in the following sentence:

""Daniel left the milk",Where is the milk? 
209,bathroom,The milk is located in the office.,Where is the milk? 
210,kitchen,"The football is located at the ""Moulin Rouge"" theater, which is situated",Where is the football? 
211,kitchen,The football is mentioned in the context as being dropped by Mary in the kitchen.,Where is the football? 
212,kitchen,The football is mentioned in the context as being dropped by Daniel in the kitchen.,Where is the football? 
213,kitchen,The milk is mentioned in the context as being provided by the Portuguese consul's,Where is the milk? 
214,garden,The football is not explicitly mentioned in the given context.,Where is the football? 
215,office,The apple is located in the bedroom.,Where is the apple? 
216,office,"The apple is located in the bedroom, as indicated by the statement ""Sandra picked",Where is the apple? 
217,office,"The apple is located in the kitchen, as indicated by the statement ""Sandra picked",Where is the apple? 
218,bathroom,The milk is in the kitchen.,Where is the milk? 
219,bathroom,"The milk is located in the kitchen, as indicated by the statement ""The butler",Where is the milk? 
220,office,"The apple is mentioned in the following context:

""John picked up the apple",Where is the apple? 
221,office,The apple is mentioned in the context as being picked up by John from the ground.,Where is the apple? 
222,office,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
223,bedroom,The milk is located in the kitchen.,Where is the milk? 
224,bedroom,"The apple is mentioned in the following context:

""John grabbed the apple there",Where is the apple? 
225,bedroom,The apple is mentioned in the context as being picked up at Vandervort',Where is the apple? 
226,kitchen,"The apple is mentioned in the passage: ""Sandra picked up the apple there.""",Where is the apple? 
227,garden,The football is not explicitly mentioned in the given text.,Where is the football? 
228,bathroom,The milk is in the kitchen.,Where is the milk? 
229,garden,The football is not explicitly mentioned in the provided context.,Where is the football? 
230,bathroom,The football is not explicitly mentioned in the provided context.,Where is the football? 
231,bathroom,The football is not explicitly mentioned in the provided text.,Where is the football? 
232,bathroom,"The football is located in the hallway, as indicated by the statement ""Sandra went",Where is the football? 
233,garden,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
234,bathroom,The football is not explicitly mentioned in the provided context.,Where is the football? 
235,bedroom,The apple is mentioned in the diary entry as being left behind in the hallway by someone,Where is the apple? 
236,bedroom,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
237,kitchen,The football is located in the hallway.,Where is the football? 
238,office,"The apple is located in the context provided as follows:

""Daniel picked",Where is the apple? 
239,garden,"The milk is located in the kitchen, as indicated by the line ""Sandra grabbed",Where is the milk? 
240,hallway,The apple is mentioned in the context as being presented to the dervish by the,Where is the apple? 
241,hallway,The apple is mentioned in the context as being in the house of the Sheikh Ali,Where is the apple? 
242,kitchen,The apple is in the kitchen.,Where is the apple? 
243,bathroom,The apple is not explicitly mentioned in the provided context.,Where is the apple? 
244,bathroom,The apple is discarded in the kitchen.,Where is the apple? 
245,hallway,"The milk is in the hallway, as indicated by the passage: ""Daniel went",Where is the milk? 
246,garden,"The milk is in the hallway, as indicated by the line ""Daniel went back",Where is the milk? 
247,garden,The milk is not explicitly mentioned in the provided text. It is possible that the milk,Where is the milk? 
248,garden,The football is mentioned in the context as being discarded by Daniel.,Where is the football? 
249,garden,"The football is discarded in the scene description: ""Daniel discarded the football there.""",Where is the football? 
250,bathroom,"The apple is located on the dress of the Principal Guest, as indicated in the dialogue",Where is the apple? 
251,hallway,The apple is mentioned in the context as being grabbed by Daniel in the bathroom.,Where is the apple? 
252,hallway,"The apple is currently in the hallway, as indicated by the statement ""Daniel left",Where is the apple? 
253,hallway,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
254,hallway,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
255,bathroom,"The milk is located in the context at the following sentence:

""Daniel",Where is the milk? 
256,kitchen,The apple is in the kitchen.,Where is the apple? 
257,hallway,The apple is in the hallway.,Where is the apple? 
258,hallway,"The apple is in the kitchen, as indicated by the line ""Sandra picked up",Where is the apple? 
259,hallway,The apple is in the kitchen.,Where is the apple? 
260,garden,The football is in the bathroom.,Where is the football? 
261,garden,"The football is located in the bedroom, as indicated by the statement ""Sandra put",Where is the football? 
262,garden,"The football is located in the context, specifically in the following sentence: ""John grabbed",Where is the football? 
263,bathroom,The apple is not mentioned in the provided text.,Where is the apple? 
264,hallway,"The apple is in the context, specifically in the sentence ""John grabbed the apple there",Where is the apple? 
265,garden,The apple is currently in the context provided.,Where is the apple? 
266,garden,The apple is not explicitly mentioned in the provided context.,Where is the apple? 
267,bathroom,"The apple is located in the context at the following place:

""Daniel",Where is the apple? 
268,bathroom,The apple is not explicitly mentioned in the provided context.,Where is the apple? 
269,garden,"The apple is not explicitly mentioned in the context. However, it is inferred that",Where is the apple? 
270,kitchen,"The football is mentioned in the passage as being in the bedroom, specifically ""John grabbed",Where is the football? 
271,office,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
272,office,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
273,kitchen,The football is not explicitly mentioned in the provided text. It appears to be a metaphor,Where is the football? 
274,office,"The apple is in the context provided: ""John put down the apple there.""",Where is the apple? 
275,hallway,"The milk is located in the context at the following location:

Sandra took",Where is the milk? 
276,hallway,The milk is in the kitchen.,Where is the milk? 
277,hallway,"The milk is in the kitchen, as indicated by the context: ""Sandra took",Where is the milk? 
278,kitchen,The apple is not explicitly stated to be in a specific location in the context. It,Where is the apple? 
279,kitchen,The apple is not explicitly mentioned in the context.,Where is the apple? 
280,bathroom,The football is not explicitly mentioned in the given context.,Where is the football? 
281,bathroom,The football is located in the bathroom.,Where is the football? 
282,office,The milk is mentioned in the context as being in the kitchen.,Where is the milk? 
283,office,The milk is located in the office.,Where is the milk? 
284,office,The milk is in the kitchen.,Where is the milk? 
285,bedroom,The football is not explicitly mentioned in the context.,Where is the football? 
286,bedroom,The football is mentioned in the context as being dropped by Sandra.,Where is the football? 
287,bedroom,The football is mentioned in the context as being brought back in triumph by the young ladies,Where is the football? 
288,bedroom,The football is not explicitly mentioned in the context.,Where is the football? 
289,bedroom,"The football is not explicitly mentioned in the given context. However, it is likely that",Where is the football? 
290,office,The apple is not explicitly mentioned in the provided text.,Where is the apple? 
291,office,The apple is not explicitly mentioned in the context.,Where is the apple? 
292,office,"The apple is located in the context at the following place:

""Daniel",Where is the apple? 
293,office,The apple is in the kitchen.,Where is the apple? 
294,bedroom,The milk is in the kitchen.,Where is the milk? 
295,hallway,The milk is not explicitly mentioned in the context.,Where is the milk? 
296,hallway,"The football is not explicitly mentioned in the given context. However, it is likely that",Where is the football? 
297,hallway,The milk is in the office.,Where is the milk? 
298,bathroom,"The apple is in the context, specifically in the sentence ""Mary put down the",Where is the apple? 
299,bathroom,"The apple is located in the context at the following position:

""Mary",Where is the apple? 
300,bedroom,The football is mentioned in the context as being in the hallway.,Where is the football? 
301,bedroom,"The football is located in the bedroom, as indicated by the statement ""Mary took",Where is the football? 
302,office,The football is located in the hallway outside the bedroom where Eleanor is staying with her,Where is the football? 
303,bedroom,The football is not explicitly mentioned in the provided text.,Where is the football? 
304,bedroom,The football is mentioned in the context as being in the bedroom.,Where is the football? 
305,bathroom,The milk is mentioned in the context as being grabbed at a dairy.,Where is the milk? 
306,bathroom,"The milk is mentioned in the context as being in the British Museum manuscript, where King",Where is the milk? 
307,bathroom,"The milk is in the context provided as follows:

""Mary grabbed the",Where is the milk? 
308,bathroom,The milk is in the bedroom.,Where is the milk? 
309,bathroom,The milk is in the bedroom.,Where is the milk? 
310,kitchen,The milk is mentioned in the context as being picked up by Mary after the resurrection of,Where is the milk? 
311,kitchen,The milk is mentioned in the context as being picked up by Mary at the statue of,Where is the milk? 
312,kitchen,The milk is in the kitchen.,Where is the milk? 
313,kitchen,"The milk is mentioned in the context as being picked up at a place called ""M",Where is the milk? 
314,kitchen,"The milk is located in the kitchen, as indicated by the context: ""John got",Where is the milk? 
315,bathroom,"The football is located in the office, as indicated by the statement ""Daniel picked",Where is the football? 
316,bathroom,"The football is located in the office, as indicated by the statement ""Daniel left",Where is the football? 
317,bathroom,The football is mentioned in the context as being left behind at Abbie Clark's,Where is the football? 
318,office,The milk is in the kitchen.,Where is the milk? 
319,kitchen,The football is not mentioned in the provided context.,Where is the football? 
320,bathroom,The football is not explicitly mentioned in the context.,Where is the football? 
321,bathroom,The football is missing from the context. It was dropped by Daniel when he was in,Where is the football? 
322,bathroom,"The football is mentioned in the diary entry as being in the possession of John, who",Where is the football? 
323,bathroom,The football is mentioned in the diary entry as being dropped by Daniel on August 2,Where is the football? 
324,bathroom,The football is mentioned in the context as being discarded by John in the bedroom.,Where is the football? 
325,bathroom,"The apple is in the context provided, specifically in the sentence ""Mary grabbed the",Where is the apple? 
326,bathroom,"The apple is located in the garden, as indicated by the statement ""Mary went",Where is the apple? 
327,garden,The football is not mentioned in the provided context.,Where is the football? 
328,garden,"The football is located in the office, as indicated in the passage: ""Daniel",Where is the football? 
329,garden,"The football is located in the office, as indicated by the statement ""Daniel discarded",Where is the football? 
330,garden,The football is mentioned in the context as being taken by Mary.,Where is the football? 
331,bathroom,The apple is mentioned in the context as being in the garden where Sandra journeyed.,Where is the apple? 
332,bathroom,The apple is in the bedroom.,Where is the apple? 
333,hallway,"The football is located in the hallway, as indicated by the line ""Mary put",Where is the football? 
334,hallway,The football is mentioned in the context as being in the hallway.,Where is the football? 
335,hallway,The football is not explicitly mentioned in the context.,Where is the football? 
336,hallway,The football is located in the hallway of the parsonage. Sandra dropped it there,Where is the football? 
337,hallway,"The football is located in the hallway, as indicated by the statement ""Mary grabbed",Where is the football? 
338,hallway,The football is located in the hallway.,Where is the football? 
339,bedroom,"The milk is located in the following sentence:

""Mary dropped the apple",Where is the milk? 
340,garden,The milk is located in the illustration where Sandra got the milk there.,Where is the milk? 
341,garden,"The milk is located in the context at the following sentence:

""Sandra",Where is the milk? 
342,hallway,"The football is located in the office, specifically in the room where the Brownies gather",Where is the football? 
343,hallway,"The football is located in the kitchen, as indicated by the context: ""Mary",Where is the football? 
344,hallway,The milk is in the kitchen.,Where is the milk? 
345,garden,"The football is mentioned in the context as being in the garden, where Sandra got it",Where is the football? 
346,garden,"The football is mentioned in the context as being in the Vatican, specifically in the room",Where is the football? 
347,garden,The apple is mentioned in the context as being discarded by Sandra in the garden.,Where is the apple? 
348,garden,The apple is not explicitly mentioned in the provided context.,Where is the apple? 
349,garden,The apple is missing from the context. It was mentioned earlier in the passage as being,Where is the apple? 
350,bedroom,"The relevant information to answer the question is:

Schummel confesses that",Where is the milk? 
351,office,"The relevant information to answer the question is:

Sandra got the milk there",Where is the milk? 
352,office,"The milk is located in the context at the following place:

""The g",Where is the milk? 
353,office,The milk is not explicitly mentioned in the given text. It is likely that Sandra left,Where is the milk? 
354,kitchen,The football is mentioned in the context as being in the bedroom.,Where is the football? 
355,hallway,"The football is located in the context as follows:

""Sandra got the",Where is the football? 
356,hallway,"The football is located in the context at the following sentence:

Sandra got",Where is the football? 
357,office,The milk is located in the office.,Where is the milk? 
358,hallway,The milk is located in the large room of Emil Grelieu's villa,Where is the milk? 
359,hallway,The milk is discarded in the context. It is mentioned that Jeanne discarded the milk,Where is the milk? 
360,bedroom,The football is not mentioned in the provided context.,Where is the football? 
361,bedroom,"The football is mentioned in the context as being in the possession of John, who grabbed",Where is the football? 
362,bedroom,"The apple is mentioned in the following sentence:

""Sandra got the apple",Where is the apple? 
363,bedroom,The apple is mentioned in the passage as being in the dooryard of the cottage,Where is the apple? 
364,bedroom,The football is not explicitly mentioned in the provided context.,Where is the football? 
365,kitchen,The apple is mentioned in the context as being dropped by Daniel.,Where is the apple? 
366,kitchen,"The apple is depicted as being used in the game of ""apple-paring""",Where is the apple? 
367,garden,The milk is located in the hallway.,Where is the milk? 
368,bedroom,"The apple is located in the following sentence: ""Daniel grabbed the apple there.""",Where is the apple? 
369,bedroom,"The apple is located in the context at the following place:

""Daniel",Where is the apple? 
370,kitchen,"The football is located in Landewednack church, as mentioned in the passage",Where is the football? 
371,kitchen,The apple is mentioned in the context as being dropped by Daniel in the passage:,Where is the apple? 
372,kitchen,"The apple is located in the context at the following sentence:

""Daniel",Where is the apple? 
373,kitchen,The apple is located in the kitchen.,Where is the apple? 
374,hallway,The milk is discarded in the context. It is mentioned that Daniel discarded the milk after,Where is the milk? 
375,kitchen,"The milk is located in the last sentence of the context: ""John grabbed the milk",Where is the milk? 
376,kitchen,"The milk is on the table in front of Mr. Smith, as indicated by the",Where is the milk? 
377,kitchen,The milk is mentioned in the context as being left in the kitchen.,Where is the milk? 
378,office,"The apple is depicted in the illustration as being in the garden, specifically in the hands",Where is the apple? 
379,office,"The apple is located in the following sentence:

""John dropped the apple there",Where is the apple? 
380,bathroom,"The football is located at the end zone of the football field, as indicated by the",Where is the football? 
381,bathroom,The football is not mentioned in the given context.,Where is the football? 
382,bathroom,The football is not mentioned in the provided context.,Where is the football? 
