,target,output,question
178,Bill,"Answer: The Mayas.

Question: Where is",Who gave the football? 
179,football,"Answer: A football.

Question: What did Fred",What did Bill give to Fred? 
180,Fred,"<answer>

""The fox, of course,",Who gave the milk to Jeff? 
181,milk,"Answer: A kiss.

Question: What did B",What did Jeff give to Mary? 
182,Mary,"Answer: Mary

Question: Who was the first to",Who received the milk? 
183,Mary,"Answer: Fred

Question: Who is the most beautiful of",Who gave the milk? 
184,Fred,"Answer: The Osmia.

Question: Who",Who received the milk? 
185,football,"Answer: A little milk. The milk was a
supply of corps",What did Mary give to Bill? 
186,football,"Answer: The football.

Question: What did the football",What did Mary give to Bill? 
187,football,"Answer: A kiss.

Question: What did Bill give",What did Mary give to Bill? 
188,Bill,"Answer: Croyden


""I'm",Who gave the football? 
189,football,"Answer: A kiss.

Question: What did Mary",What did Bill give to Mary? 
190,Fred,"Answer: Fred

Question: Who moved to the hallway",Who gave the football? 
191,Fred,"Answer: Fred.

Question: Who gave the football",Who gave the football to Jeff? 
192,football,"Answer: The football.

Question: What did Jeff",What did Fred give to Jeff? 
193,apple,"Answer: A football.

Question: What did Fred give",What did Bill give to Fred? 
194,Bill,"Answer: Bill.

Question: Who gave the football",Who gave the apple to Fred? 
195,milk,"Answer: She gave him a milk.

Question:",What did Mary give to Bill? 
196,Mary,"Answer: The cow.

Question: Who gave the",Who gave the milk? 
197,Bill,"Answer: The cow.

Question: Who gave the",Who gave the milk? 
198,milk,Answer: The milk.,What did Bill give to Mary? 
199,Mary,"Answer: Mary

Question: Who was the nurse?",Who gave the milk? 
200,milk,"Answer: A small grate

Question: What did",What did Jeff give to Bill? 
201,milk,"Answer: A football.

Question: What did Bill do with the",What did Jeff give to Bill? 
202,milk,"Answer: A ball of wool,

Question: What",What did Jeff give to Bill? 
203,Mary,"Answer: Mary gave the football.

Question: Who",Who gave the football? 
204,Fred,"Answer: Fred.

Question: Who was the man",Who did Mary give the football to? 
205,Fred,"Answer: Fred Shackelford

Question: Who",Who received the football? 
206,Fred,Answer: Fred,Who did Mary give the football to? 
207,Jeff,"""I did,"" he answered, with a sudden
start.",Who did Fred give the football to? 
208,Fred,"Answer: The author of the article.


    [Footnote",Who gave the football to Jeff? 
209,Jeff,"Answer: The Germans.


The _Neue",Who gave the football to Fred? 
210,Fred,"Answer: A deacon's wife, who
was not a",Who gave the milk to Jeff? 
211,Fred,"Answer: The man who gave the milk was a
friend",Who gave the milk? 
212,Jeff,"Answer: Mrs.

Question: Who was the person",Who gave the milk to Fred? 
213,Jeff,Answer: The mother.,Who gave the milk to Fred? 
214,Fred,,Who gave the milk? 
215,Fred,Answer: Bill.,Who gave the apple to Mary? 
216,Mary,"Answer: Harry

Question: Who was the person who",Who received the apple? 
217,Bill,"Answer: Harry

Question: Who was the first to",Who received the apple? 
218,Mary,"Answer: Mary.

Question: Who did Mary give",Who did Fred give the milk to? 
219,Mary,Answer: The Brownies did.,Who gave the apple? 
220,Bill,Answer: I did. Question: Who gave the apple to Mary? Answer,Who gave the apple to Mary? 
221,Bill,"Answer: The man who was
begging on the street. Question",Who gave the apple to Mary? 
222,Mary,"Answer: Miss Maggie.


Question: Who gave the apple to",Who gave the apple to Bill? 
223,Bill,Mary went back to the hallway. She was not going,Who did Mary give the apple to? 
224,apple,"Answer: A pair of gloves.

Question: What",What did Bill give to Mary? 
225,football,"Answer: The football.

Question: What did the",What did Jeff give to Fred? 
226,Jeff,"Answer: The Clergyman.

Question: Who",Who gave the football to Fred? 
227,football,"Answer: A football.

Question: What did Fred",What did Jeff give to Fred? 
228,football,Answer: The football.,What did Jeff give to Fred? 
229,football,"Answer: The football.

Question: What did Fred",What did Jeff give to Fred? 
230,apple,"Answer: A sledge, a snow-shoe,",What did Fred give to Bill? 
231,Bill,"Answer: Bill.

Question: Who did Bill give",Who did Fred give the apple to? 
232,Fred,"Answer: Eli.

Question: Who gave the apple",Who gave the apple to Bill? 
233,Fred,"Bill

Got: Who gave the apple to Fred?",Who gave the apple to Bill? 
234,Fred,"Answer: Fred.

Question: Who handed the apple",Who gave the apple? 
235,Bill,,Who gave the football to Mary? 
236,Bill,Answer: Bill.,Who gave the football? 
237,football,"Answer: The football.

Question: What did Mary",What did Bill give to Mary? 
238,Bill,"<answer>




<context",Who gave the football to Mary? 
239,Bill,Answer: Mary,Who gave the football? 
240,Fred,"Amy, who had been listening to the
conversation",Who gave the football to Bill? 
241,Fred,"Answer: Fred

Question: Who is the first woman",Who gave the football? 
242,Fred,"Answer: Fred.

Question: Who gave the football",Who gave the football to Bill? 
243,Bill,"Answer: Sam Rover


Question: Who",Who gave the football to Fred? 
244,football,"Answer: A good deal of trouble.

Question:",What did Bill give to Fred? 
245,football,Answer: A new world. Question: What did Mary give to Jeff?,What did Jeff give to Mary? 
246,Mary,"Answer: Mary gave the football to Bill.

Question",Who gave the football? 
247,Mary,"Answer: The Devil

“I’</context",Who gave the football? 
248,Bill,Answer: Mary.,Who gave the apple? 
249,Mary,Answer: Mary.,Who gave the apple to Bill? 
250,apple,"Answer: The apple.

Question: What did Fred",What did Mary give to Fred? 
251,Fred,"Answer: The little finger.

Question: Who received the football?",Who received the apple? 
252,Mary,Answer: The first man. Question: Who gave the apple? Answer:,Who gave the apple? 
253,Jeff,"Answer: I did.

Question: Who received the",Who received the apple? 
254,apple,"Answer: A piece of apple pie.

Question:",What did Fred give to Jeff? 
255,Fred,"Answer: The senora.

Question: Who was",Who received the milk? 
256,Jeff,"Answer: The milk was given to Fred by the
Sw",Who gave the milk to Fred? 
257,Jeff,Answer: The milkman.,Who gave the milk? 
258,football,"Answer: The football.

Question: What did Bill",What did Bill give to Mary? 
259,Mary,"Answer: Mary

Question: Who did Bill give the",Who did Fred give the milk to? 
260,Jeff,"Answer: The old man who was
wont to pl",Who gave the apple to Mary? 
261,Fred,Answer: The answer to this question is given in the,Who gave the apple to Mary? 
262,Mary,"Answer: The Dutch foremen.

Question: Who",Who gave the apple? 
263,apple,Answer: The apple.,What did Mary give to Bill? 
264,apple,"Answer: The apple.

Question: What did Bill",What did Mary give to Bill? 
265,football,"Answer: A new suit of clothes.

Question:",What did Fred give to Bill? 
266,Fred,"Answer: Sam Weller.

Question: What did",Who gave the football? 
267,Fred,"Answer: The Redfern bunch.

Question:",Who gave the football to Bill? 
268,Mary,Answer: Angelo.,Who did Bill give the football to? 
269,Mary,Answer: Toto.,Who gave the football? 
270,Mary,"Answer: I did.

Question: What was the",Who received the apple? 
271,Mary,"Answer: The cook.

Question: Who gave the",Who gave the apple? 
272,apple,"Answer: A cup of coffee.

Question: What",What did Mary give to Jeff? 
273,Bill,"Answer: The waiter


""I'm",Who gave the apple to Jeff? 
274,apple,"Answer: A kiss.


<context>",What did Jeff give to Fred? 
275,Mary,"Answer: Mary.

Question: Who was the first",Who received the football? 
276,Mary,"Answer: The Girondins.

Question: Who received the football",Who received the football? 
277,football,Answer: The football.,What did Mary give to Jeff? 
278,Mary,Answer: Mary.,Who did Jeff give the football to? 
279,Mary,"Answer: Harry did.

Question: Who was the",Who received the football? 
280,Fred,"Answer: The little angel.

Question: Who was",Who gave the apple? 
281,apple,"Answer: The milk there.

Question: What did",What did Mary give to Fred? 
282,Fred,"Answer: The <DW64>

Question",Who gave the apple to Mary? 
283,Fred,"Answer: Roxie Daymon.

Question:",Who received the apple? 
284,apple,"Answer: A bottle of milk.

Question: What did Mary give",What did Fred give to Mary? 
285,Fred,"Answer: The Pioneer Press.

Question: Who gave the",Who gave the apple? 
286,Fred,"Answer: The Commune.

Question: Who gave",Who gave the apple to Bill? 
287,Fred,"Answer: The DW64.

Question:",Who gave the apple to Bill? 
288,apple,"Answer: The apple.

Question: What did Bill",What did Fred give to Bill? 
289,Bill,"Answer: The King.

Question: Who gave the",Who gave the apple to Mary? 
290,Mary,"Answer: The King, who was
recently at",Who gave the milk to Bill? 
291,Bill,"Answer: Bill.

Question: Who handed the milk",Who gave the milk? 
292,Mary,Answer: The Osteopathic Association. Question: Who gave the,Who gave the milk to Bill? 
293,Bill,"Answer: Bill.

Question: Who did Bill give",Who did Mary give the milk to? 
294,apple,Answer: The apple.,What did Jeff give to Fred? 
295,milk,"Answer: The milk.

Question: What did Jeff",What did Mary give to Jeff? 
296,Mary,Answer: Jeff,Who gave the milk? 
297,milk,Answer: The milk.,What did Mary give to Jeff? 
298,milk,"Answer: A ""petit bleu"" and a ""citron gl",What did Mary give to Jeff? 
299,Bill,"Answer: Bill.

Question: Who gave the milk",Who gave the milk to Jeff? 
300,football,"Answer: The football.

Question: What did Fred",What did Mary give to Fred? 
301,Fred,"Answer: Fred.

Question: Who did Mary pick",Who did Mary give the football to? 
302,Mary,"Answer: The author of the book.

Question:",Who gave the football to Fred? 
303,Mary,Hopefully you will now be able to easily answer the above,Who did Fred give the apple to? 
304,Fred,"Answer: Fred

Question: Who was the first man",Who gave the apple to Mary? 
305,Jeff,"Answer: I don't know.

Question:",Who gave the apple to Mary? 
306,Mary,"Answer: To Mary.

Question: Who did Mary",Who did Jeff give the apple to? 
307,milk,Answer: The milk.,What did Mary give to Fred? 
308,Fred,"Answer: Fred

Question: Who did Fred give the",Who did Mary give the milk to? 
309,Fred,Answer: Mary.,Who received the milk? 
310,Mary,"Answer: Mary Leavenworth.

Question: Who",Who gave the football to Bill? 
311,Bill,Answer: Grant,Who gave the football? 
312,football,"Answer: The football.

Question: What did Mary",What did Bill give to Mary? 
313,apple,"Answer: The football.

Question: What did Mary",What did Bill give to Mary? 
314,Bill,"Answer: Bill

Question: Who did Bill give the",Who did Jeff give the football to? 
315,milk,"Answer: A flag-pole.

Question:",What did Jeff give to Bill? 
316,Bill,"Answer: Bill.

Question: Who received the milk? Answer:",Who received the milk? 
317,milk,"Answer: The milk.

Question: What was the",What did Jeff give to Bill? 
318,apple,"Answer: A piece of paper.

Question: What",What did Fred give to Mary? 
319,Fred,"Answer: Fred

Question: Who did Fred give the",Who did Mary give the apple to? 
320,Mary,"Answer: The doctor

Question: Who was the doctor",Who gave the apple? 
321,apple,"Answer: The apple.

Question: What did Bill",What did Mary give to Bill? 
322,Mary,"Answer: Mary.

Question: Who did Richards",Who did Jeff give the football to? 
323,Mary,"Answer: Mary.

Question: Who was the girl",Who received the football? 
324,Mary,"Answer: Mary. The following
    passage in the _Götting",Who received the football? 
325,Bill,Answer: The author himself.,Who gave the football to Mary? 
326,Bill,Answer: Bill.,Who gave the football? 
327,Jeff,"Answer: The major.



<context>",Who received the apple? 
328,apple,"Answer: A football.

Question: What did Jeff",What did Bill give to Jeff? 
329,apple,"Answer: A football.

Question: What did Jim",What did Bill give to Jeff? 
330,apple,"Answer: A kiss.

Question: What did Mort",What did Fred give to Mary? 
331,apple,"Answer: A cup of water.

Question: What",What did Fred give to Mary? 
332,Fred,"Answer: Fred.

Question: Who gave the apple to Mary?",Who gave the apple? 
333,Bill,"Answer: Bill.

<context>

  <DW",Who received the apple? 
334,apple,Answer: A ring of her hair.,What did Mary give to Bill? 
335,Mary,"Answer: The earth did not.

Question: Who",Who gave the apple? 
336,apple,"Answer: The name of the Earls of Mar. ""The blood of",What did Mary give to Fred? 
337,apple,Answer: A 6-pounder Rocket.,What did Fred give to Mary? 
338,apple,"Answer: The apple.

Question: What did Mary",What did Fred give to Mary? 
339,Mary,"Answer: Mary.

Question: Who did Mary give the apple to",Who did Fred give the apple to? 
340,apple,"Answer: A little gold watch.

Question: What",What did Fred give to Bill? 
341,Bill,"Hellena and Lightfoot were now in the city, and",Who gave the apple to Fred? 
342,Bill,"Answer: The Duchess of Angouleme.

Question",Who received the apple? 
343,apple,"Answer: A nice, new,
and very large book, ""The",What did Fred give to Bill? 
344,apple,Answer: The apple. Question: What did Bill give to Fred? Answer,What did Fred give to Bill? 
345,milk,Answer: She gave him a glass of milk.,What did Mary give to Jeff? 
346,Mary,Answer: The Prince of Orange. Question: Who gave the milk to Mary,Who gave the milk to Jeff? 
347,Jeff,"Answer: Jeff.

Question: Who was the first",Who gave the milk? 
348,Fred,"Answer: Evelyn. Question: Who was the first to
re",Who received the milk? 
349,Jeff,"Answer: The milk was given to Fred by the
mil",Who gave the milk to Fred? 
350,Jeff,"Answer: Mary

Question: Who gave the milk?",Who gave the milk? 
351,Mary,"Answer: The old Swedish lady.

Question: Who",Who gave the milk to Bill? 
352,milk,"Answer: The milk.

Question: What did Mary",What did Bill give to Jeff? 
353,Bill,Answer: The landlord.,Who received the milk? 
354,milk,"Answer: A copy of the
Freeport Heresy",What did Jeff give to Bill? 
355,Bill,"Answer: The milk was given by the
<context>",Who gave the milk? 
356,Bill,Answer: The milkman.,Who gave the milk to Fred? 
357,Bill,"Answer: I did.

Question: Who gave the",Who gave the milk to Fred? 
358,apple,"Hint:
Answer: A milkshake

Listen to",What did Jeff give to Fred? 
359,Fred,"Jeff
Answer: Bill

Question: Who did",Who did Jeff give the apple to? 
360,Mary,"Answer: The nun.

Question: Who received the",Who received the apple? 
361,Bill,Answer: She gave it to Bill. Question: Who did Bill give it,Who did Mary give the apple to? 
362,apple,"Answer: A little apple.

Question: What did",What did Mary give to Bill? 
363,Mary,"Holden
Caulfield

Question: Who did",Who did Bill give the apple to? 
364,Bill,"Answer: Bill.

Question: Who received the apple? Answer:",Who received the apple? 
365,Jeff,Answer: Mark Twain.,Who received the apple? 
366,Jeff,Answer: The Omniscient Lord.,Who gave the apple? 
367,Bill,Answer: The Company's slaves.,Who received the football? 
368,Bill,"Answer: The lady.

Question: Who was the lady? Answer",Who received the football? 
369,Bill,"Answer: Bill

<context>

Question:",Who did Mary give the football to? 
370,Fred,Answer: Rudolph Hackh.,Who did Mary give the football to? 
371,Mary,"Answer: His father.

Question: Who was the",Who gave the football to Fred? 
372,Fred,"Answer: The author.

Question: Who was the",Who gave the football to Mary? 
373,Jeff,"<DW76>s

<context>",Who did Mary give the football to? 
374,football,"Answer: A football.

Question: What did Fred",What did Mary give to Jeff? 
375,Fred,"Answer: Bill.

Question: Who received the apple? Answer:",Who received the apple? 
376,Fred,"Answer: Mary

Question: Who was the first to speak",Who gave the apple? 
377,Bill,"Bill: I did.
Fred: I did.
M",Who gave the apple? 
378,apple,Answer: A splendid apple.,What did Fred give to Bill? 
379,Fred,"Answer: Fred.

Question: Who did Agg",Who did Bill give the apple to? 
380,milk,"Answer: A good memory.

Question: What did",What did Mary give to Bill? 
381,Bill,Answer: The milk was given to the,Who gave the milk? 
382,milk,"Answer: A cup of tea.


<",What did Mary give to Fred? 
383,milk,Answer: A cup of tea.,What did Fred give to Mary? 
384,milk,Answer: Milk,What did Fred give to Mary? 
385,football,"Answer: A football.

Question: What did Harry do",What did Bill give to Mary? 
386,Mary,"Answer: Major Phillips

Question: Who was the boy",Who did Bill give the football to? 
387,football,<context>,What did Fred give to Mary? 
388,Fred,"Answer: Sam.

Question: What did Sam do",Who did Mary give the football to? 
389,Mary,"Answer: The lady who was the subject of the
previous",Who gave the football? 
390,Fred,"Answer: The General.

Question: What did he",Who gave the apple? 
391,apple,"Answer: The apple.

Question: What did Jeff",What did Fred give to Jeff? 
392,Fred,"Answer: The man who wrote the
question. *       *       *",Who received the apple? 
