,target,output,question
67,office,garden office garden,What is the garden south of?
68,kitchen,garden office garden,What is the bathroom west of?
69,garden,garden office garden,What is the hallway east of?
70,bathroom,garden office garden,What is south of the bedroom?
71,kitchen,garden office garden,What is the garden south of?
72,garden,garden office garden,What is the bedroom south of?
73,bathroom,garden office garden,What is north of the office?
74,bathroom,garden office garden,What is the hallway north of?
75,bedroom,garden office office,What is south of the hallway?
76,bedroom,garden office office,What is the hallway east of?
77,bathroom,garden office office,What is north of the office?
78,kitchen,garden office garden,What is east of the garden?
79,hallway,garden office garden,What is the kitchen south of?
80,garden,garden office office,What is west of the office?
81,office,garden office garden,What is the bedroom west of?
82,kitchen,garden office garden,What is the hallway south of?
83,garden,garden office office,What is the office west of?
84,bathroom,garden office office,What is north of the hallway?
85,office,garden office garden,What is west of the garden?
86,office,garden office office,What is west of the garden?
87,garden,garden office garden,What is east of the bathroom?
88,bathroom,garden office office,What is north of the office?
89,kitchen,garden office office,What is the bedroom west of?
90,office,garden office office,What is the bathroom south of?
91,office,garden office office,What is east of the bedroom?
92,bedroom,garden office office,What is south of the office?
93,bathroom,garden office garden,What is the garden west of?
94,garden,garden office office,What is the bedroom west of?
95,hallway,garden office garden,What is north of the garden?
96,bedroom,garden office office,What is the kitchen west of?
97,kitchen,garden office garden,What is west of the bedroom?
98,bathroom,garden office office,What is the kitchen north of?
99,garden,garden office garden,What is the office north of?
100,bedroom,garden office office,What is east of the hallway?
101,kitchen,garden office garden,What is south of the hallway?
102,bedroom,garden office office,What is the office west of?
103,bathroom,garden office garden,What is the kitchen north of?
104,hallway,garden office garden,What is west of the bedroom?
105,bedroom,garden office office,What is west of the kitchen?
106,office,garden office garden,What is the kitchen south of?
107,bathroom,garden office garden,What is west of the garden?
108,bedroom,garden office office,What is the bathroom south of?
109,bathroom,garden office garden,What is the kitchen west of?
110,garden,garden office office,What is the hallway west of?
111,hallway,garden office office,What is the kitchen south of?
112,office,garden office office,What is south of the bathroom?
113,hallway,garden office garden,What is the office west of?
114,bedroom,garden office office,What is the kitchen north of?
115,office,garden office garden,What is the garden east of?
116,bedroom,garden office office,What is the hallway south of?
117,bedroom,garden office office,What is the garden west of?
118,hallway,garden office office,What is north of the office?
119,office,garden office office,What is west of the hallway?
120,bedroom,garden office office,What is the bathroom north of?
121,kitchen,garden office garden,What is the hallway north of?
122,office,garden office office,What is east of the bathroom?
123,bathroom,garden office garden,What is north of the hallway?
124,bathroom,garden office garden,What is the bedroom north of?
125,kitchen,garden office garden,What is west of the garden?
126,bathroom,garden office garden,What is north of the kitchen?
127,hallway,garden office garden,What is the bedroom east of?
128,garden,garden office garden,What is the bedroom south of?
129,hallway,garden office garden,What is east of the bathroom?
130,garden,garden office garden,What is the bedroom east of?
131,kitchen,garden office garden,What is south of the bathroom?
132,kitchen,garden office garden,What is east of the garden?
133,bathroom,garden office garden,What is the hallway east of?
134,office,garden office office,What is the hallway east of?
135,kitchen,garden office office,What is the garden east of?
136,bathroom,garden office garden,What is the bedroom south of?
137,hallway,garden office garden,What is the garden east of?
138,kitchen,garden office garden,What is south of the hallway?
139,hallway,garden office garden,What is west of the kitchen?
140,kitchen,garden office garden,What is north of the garden?
141,office,garden office office,What is the kitchen west of?
142,bathroom,garden office garden,What is the kitchen north of?
143,bathroom,garden office office,What is east of the kitchen?
144,bathroom,garden office office,What is east of the garden?
145,kitchen,garden office garden,What is the office south of?
146,hallway,garden office garden,What is the kitchen north of?
147,hallway,garden office garden,What is the bedroom west of?
148,bathroom,garden office garden,What is the office west of?
149,hallway,garden office garden,What is the office south of?
150,bathroom,garden office garden,What is north of the hallway?
151,garden,garden office garden,What is the bathroom east of?
152,kitchen,garden office office,What is the bathroom east of?
153,hallway,garden office garden,What is south of the kitchen?
154,hallway,garden office garden,What is south of the office?
155,garden,garden office garden,What is the bedroom west of?
156,office,garden office office,What is south of the bedroom?
157,bathroom,garden office garden,What is north of the garden?
158,garden,garden office office,What is the bedroom east of?
159,bedroom,garden office office,What is south of the kitchen?
160,hallway,garden office office,What is the office south of?
161,bathroom,garden office garden,What is north of the garden?
162,hallway,garden office garden,What is east of the bathroom?
163,hallway,garden office garden,What is the office east of?
164,bathroom,garden office garden,What is the office west of?
165,kitchen,garden office garden,What is west of the bedroom?
166,office,garden office office,What is north of the hallway?
167,garden,garden office garden,What is the office north of?
168,kitchen,garden office garden,What is west of the hallway?
169,bedroom,garden office office,What is the garden south of?
170,hallway,garden office garden,What is the bedroom north of?
171,bathroom,garden office office,What is the hallway west of?
172,kitchen,garden office garden,What is north of the garden?
173,hallway,garden office garden,What is the bathroom north of?
174,bathroom,garden office garden,What is south of the office?
175,office,garden office garden,What is east of the bathroom?
176,hallway,garden office garden,What is the bedroom west of?
177,hallway,garden office garden,What is the office south of?
178,kitchen,garden office garden,What is south of the office?
179,bathroom,garden office garden,What is the garden south of?
180,hallway,garden office garden,What is the bedroom north of?
181,bathroom,garden office office,What is east of the hallway?
182,bedroom,garden</s> office,What is the hallway west of?
183,bathroom,garden office office,What is south of the garden?
184,bedroom,garden office office,What is the office west of?
185,bathroom,garden office garden,What is west of the bedroom?
186,garden,garden office garden,What is the office west of?
187,garden,garden office garden,What is south of the bedroom?
188,kitchen,garden office garden,What is south of the office?
189,hallway,garden office garden,What is east of the bathroom?
190,bathroom,garden office garden,What is the kitchen east of?
191,bathroom,garden office garden,What is the office east of?
192,bedroom,garden office garden,What is the office south of?
193,office,garden office office,What is the kitchen south of?
194,bedroom,garden office office,What is east of the garden?
195,office,garden office office,What is east of the bathroom?
196,kitchen,garden office garden,What is north of the hallway?
197,office,garden office office,What is the kitchen south of?
198,garden,garden office office,What is south of the hallway?
199,kitchen,garden office office,What is the bathroom south of?
200,bedroom,garden office office,What is the hallway south of?
201,hallway,garden office office,What is east of the garden?
202,office,garden office office,What is the bathroom north of?
203,kitchen,garden office garden,What is west of the hallway?
204,office,garden office office,What is the bathroom east of?
205,garden,garden office garden,What is the bedroom east of?
206,garden,garden office garden,What is the office north of?
207,garden,garden office office,What is the office north of?
208,garden,garden office garden,What is south of the office?
209,bathroom,garden office garden,What is south of the kitchen?
210,office,garden office office,What is south of the bedroom?
211,kitchen,garden office garden,What is the office east of?
212,office,garden office office,What is west of the bedroom?
213,hallway,garden office office,What is the bedroom south of?
214,hallway,garden office office,What is the kitchen south of?
215,bedroom,garden office office,What is west of the hallway?
216,bedroom,garden office office,What is west of the office?
217,hallway,garden office garden,What is east of the bathroom?
218,office,garden office office,What is the garden south of?
219,hallway,garden office garden,What is east of the office?
220,office,garden office office,What is south of the bedroom?
221,kitchen,garden office office,What is west of the bedroom?
222,kitchen,garden office garden,What is west of the garden?
223,bedroom,garden office office,What is the bathroom west of?
224,kitchen,garden office garden,What is the office west of?
225,hallway,garden office garden,What is the garden east of?
226,hallway,garden office office,What is north of the kitchen?
227,kitchen,garden office garden,What is the garden north of?
228,hallway,garden office garden,What is the garden north of?
229,kitchen,garden office garden,What is west of the bedroom?
230,garden,garden office office,What is north of the hallway?
231,garden,garden office office,What is the hallway west of?
232,hallway,garden office garden,What is the bathroom east of?
233,bedroom,garden office office,What is the kitchen south of?
234,bathroom,garden office garden,What is the office west of?
235,kitchen,garden office garden,What is east of the bedroom?
236,office,garden office garden,What is east of the bedroom?
237,bathroom,garden office garden,What is east of the kitchen?
238,bedroom,garden office office,What is west of the kitchen?
239,office,garden office office,What is the kitchen north of?
240,garden,garden office office,What is north of the bedroom?
241,bathroom,garden office garden,What is east of the kitchen?
242,office,garden office garden,What is north of the garden?
243,bedroom,garden office office,What is the hallway south of?
244,office,garden office office,What is the kitchen west of?
245,garden,garden office office,What is south of the bedroom?
246,garden,garden office office,What is west of the office?
247,kitchen,garden office office,What is the garden north of?
248,office,garden office office,What is west of the kitchen?
249,bedroom,garden office office,What is the hallway west of?
250,office,garden office office,What is south of the bathroom?
251,kitchen,garden office garden,What is west of the bedroom?
252,office,garden office office,What is the hallway north of?
253,bedroom,garden</s> office,What is east of the hallway?
254,office,garden office office,What is south of the bathroom?
255,hallway,garden office garden,What is the bedroom north of?
256,bathroom,garden office garden,What is the garden east of?
257,kitchen,garden office garden,What is the bathroom north of?
258,kitchen,garden office office,What is west of the bedroom?
259,garden,garden office garden,What is the hallway east of?
260,kitchen,garden office garden,What is south of the garden?
261,hallway,garden office garden,What is the bedroom east of?
262,garden,garden office office,What is west of the office?
263,office,garden office office,What is north of the kitchen?
264,garden,garden office office,What is the office north of?
265,kitchen,garden office garden,What is north of the office?
266,garden,garden office office,What is south of the bedroom?
267,hallway,garden office garden,What is the garden north of?
268,garden,garden office garden,What is the bedroom east of?
269,bedroom,garden office office,What is west of the hallway?
270,bathroom,garden office office,What is east of the hallway?
271,kitchen,garden office garden,What is the bedroom south of?
272,hallway,garden office garden,What is east of the garden?
273,kitchen,garden office garden,What is the hallway south of?
274,office,garden office office,What is the bathroom east of?
275,bedroom,garden office office,What is the garden south of?
276,bathroom,garden office garden,What is the kitchen west of?
277,bathroom,garden office garden,What is east of the garden?
278,bedroom,garden office office,What is south of the bathroom?
279,office,garden office office,What is the bedroom west of?
280,hallway,garden office garden,What is north of the garden?
281,hallway,garden office garden,What is west of the office?
282,hallway,garden office office,What is east of the bathroom?
283,kitchen,garden office garden,What is west of the bedroom?
284,garden,garden office garden,What is north of the office?
285,garden,garden office office,What is the hallway south of?
286,hallway,garden office garden,What is the garden east of?
287,bathroom,garden office garden,What is east of the bedroom?
288,garden,garden office garden,What is east of the office?
289,office,garden office office,What is the garden west of?
290,garden,garden office office,What is east of the bathroom?
291,garden,garden office office,What is the bedroom west of?
292,garden,garden office office,What is west of the kitchen?
293,office,garden office office,What is west of the bathroom?
294,bathroom,garden office garden,What is south of the bedroom?
295,bathroom,garden office garden,What is south of the bedroom?
296,bathroom,garden office office,What is the kitchen south of?
297,office,garden office garden,What is east of the kitchen?
298,hallway,garden office garden,What is north of the kitchen?
299,kitchen,garden office garden,What is the bathroom east of?
300,hallway,garden office garden,What is west of the bathroom?
301,office,garden office office,What is south of the hallway?
302,bathroom,garden office garden,What is the hallway west of?
303,bedroom,garden office office,What is east of the bathroom?
304,garden,garden office garden,What is the office south of?
305,bedroom,garden office office,What is east of the office?
306,bedroom,garden office office,What is north of the hallway?
307,garden,garden office garden,What is the office east of?
308,kitchen,garden office garden,What is the hallway west of?
309,garden,garden office office,What is west of the bathroom?
310,garden,garden office office,What is the kitchen west of?
311,bedroom,garden office office,What is the office west of?
312,bathroom,garden office office,What is east of the garden?
313,bathroom,garden office office,What is east of the kitchen?
314,kitchen,garden office garden,What is the garden north of?
315,kitchen,garden office office,What is west of the hallway?
316,office,garden office office,What is east of the garden?
317,office,garden office office,What is the hallway west of?
318,bedroom,garden office office,What is east of the garden?
319,hallway,garden office garden,What is the garden east of?
320,bedroom,garden office office,What is the office west of?
321,hallway,garden office office,What is the bathroom west of?
322,bathroom,garden office office,What is the bedroom north of?
323,garden,garden office garden,What is the bedroom east of?
324,bathroom,garden office office,What is the garden west of?
325,hallway,garden office garden,What is south of the garden?
326,hallway,garden office garden,What is south of the office?
327,kitchen,garden office office,What is the garden east of?
328,bathroom,garden office garden,What is the garden west of?
329,office,garden office office,What is the bathroom west of?
330,hallway,garden office office,What is west of the garden?
331,bathroom,garden office office,What is south of the hallway?
332,hallway,garden office office,What is the bedroom east of?
333,kitchen,garden office garden,What is the bedroom south of?
334,kitchen,garden office garden,What is the garden south of?
335,bathroom,garden office garden,What is west of the office?
336,garden,garden office garden,What is south of the bathroom?
337,bathroom,garden office garden,What is west of the garden?
338,bathroom,garden office office,What is north of the office?
339,garden,garden office garden,What is east of the office?
340,bathroom,garden office garden,What is west of the kitchen?
341,office,garden office garden,What is the garden south of?
342,hallway,garden office garden,What is west of the bedroom?
343,bedroom,garden office office,What is south of the hallway?
344,garden,garden office garden,What is the hallway east of?
345,hallway,garden office garden,What is north of the kitchen?
346,garden,garden office garden,What is west of the office?
347,bathroom,garden office garden,What is the office west of?
348,bathroom,garden office garden,What is the garden north of?
349,garden,garden office office,What is the office south of?
350,garden,garden office office,What is the hallway north of?
351,hallway,garden office garden,What is the kitchen west of?
352,bathroom,garden office garden,What is north of the hallway?
353,bedroom,garden office garden,What is the kitchen north of?
354,bathroom,garden office office,What is the kitchen south of?
355,bedroom,garden office office,What is north of the office?
356,hallway,garden office office,What is east of the bathroom?
357,kitchen,garden office garden,What is south of the hallway?
358,hallway,garden office garden,What is west of the office?
359,bedroom,garden office office,What is the office north of?
360,kitchen,garden office garden,What is north of the garden?
361,hallway,garden office office,What is the garden east of?
362,bathroom,garden office garden,What is the kitchen west of?
363,garden,garden office office,What is the hallway east of?
364,bedroom,garden office office,What is south of the office?
365,bathroom,garden office office,What is the office west of?
366,hallway,garden office garden,What is east of the bedroom?
367,garden,garden office garden,What is west of the bedroom?
368,kitchen,garden office garden,What is the bathroom west of?
369,bathroom,garden office garden,What is north of the bedroom?
370,bathroom,garden office office,What is the garden south of?
371,bathroom,garden office garden,What is the hallway west of?
372,office,garden office garden,What is the hallway east of?
373,office,garden office garden,What is east of the kitchen?
374,bathroom,garden office garden,What is north of the kitchen?
375,office,garden office garden,What is west of the bathroom?
376,kitchen,garden office garden,What is the office west of?
377,garden,garden office garden,What is south of the bedroom?
378,garden,garden office garden,What is north of the kitchen?
379,office,garden office office,What is the bedroom south of?
380,kitchen,garden office garden,What is the office north of?
381,hallway,garden office garden,What is the bedroom west of?
382,bathroom,garden office garden,What is west of the office?
383,bedroom,garden office office,What is the garden south of?
384,office,garden office garden,What is north of the bathroom?
385,bedroom,garden office office,What is east of the garden?
386,bathroom,garden office office,What is the kitchen east of?
387,bedroom,garden office office,What is the garden south of?
388,bedroom,garden office office,What is the office south of?
389,hallway,garden office garden,What is south of the bedroom?
390,kitchen,garden office garden,What is the hallway north of?
391,bathroom,garden office garden,What is north of the garden?
392,kitchen,garden office garden,What is west of the garden?
393,garden,garden office office,What is south of the hallway?
394,bedroom,garden office office,What is the office east of?
395,bathroom,garden office garden,What is the garden south of?
396,bedroom,garden office office,What is the office west of?
397,bedroom,garden office office,What is west of the bathroom?
398,kitchen,garden office office,What is west of the office?
399,hallway,garden office garden,What is north of the garden?
400,office,garden office office,What is south of the bathroom?
401,garden,garden office office,What is west of the office?
402,hallway,garden office garden,What is the bedroom east of?
403,bathroom,garden office garden,What is the office west of?
404,bedroom,garden office office,What is north of the garden?
405,hallway,garden office garden,What is the bedroom north of?
406,bathroom,garden office garden,What is west of the hallway?
407,bedroom,garden office office,What is the bathroom east of?
408,bedroom,garden office office,What is the office east of?
409,garden,garden office garden,What is south of the bathroom?
410,bathroom,garden office garden,What is north of the office?
411,hallway,garden office garden,What is north of the kitchen?
412,office,garden office garden,What is the bathroom south of?
413,bathroom,garden office office,What is the bedroom north of?
414,kitchen,garden office garden,What is the bathroom west of?
415,garden,garden office office,What is the hallway north of?
416,hallway,garden office office,What is south of the bathroom?
417,bathroom,garden office garden,What is the hallway north of?
418,hallway,garden office garden,What is the office south of?
419,office,garden office office,What is the hallway east of?
420,kitchen,garden office garden,What is east of the bathroom?
421,hallway,garden office garden,What is north of the office?
422,kitchen,garden office office,What is the bedroom west of?
423,office,garden office office,What is the garden west of?
424,garden,garden office garden,What is the kitchen east of?
425,office,garden office garden,What is the bedroom south of?
426,bathroom,garden office garden,What is the hallway south of?
427,office,garden office office,What is north of the bathroom?
428,hallway,garden office garden,What is the garden north of?
429,bedroom,garden office office,What is the kitchen east of?
430,kitchen,garden office office,What is east of the bedroom?
431,bedroom,garden office office,What is south of the bathroom?
432,kitchen,garden office garden,What is the hallway south of?
433,kitchen,garden office garden,What is west of the office?
434,garden,garden office garden,What is north of the kitchen?
435,bathroom,garden office garden,What is the bedroom south of?
436,garden,garden office garden,What is west of the kitchen?
437,bathroom,garden office garden,What is the bedroom east of?
438,bedroom,garden office office,What is the bathroom west of?
439,garden,garden office garden,What is the office south of?
440,bathroom,garden office garden,What is the kitchen east of?
441,kitchen,garden office garden,What is the hallway east of?
442,bedroom,garden office office,What is south of the office?
443,bedroom,garden office office,What is the garden south of?
444,bathroom,garden office garden,What is south of the office?
445,bedroom,garden office office,What is east of the bathroom?
446,office,garden office office,What is the kitchen east of?
447,bathroom,garden office garden,What is the kitchen south of?
448,garden,garden office garden,What is west of the hallway?
449,garden,garden office office,What is the bathroom south of?
450,hallway,garden office garden,What is north of the office?
451,hallway,garden office garden,What is south of the bathroom?
452,office,garden office garden,What is south of the bedroom?
453,garden,garden office garden,What is east of the hallway?
454,bedroom,garden office office,What is the office south of?
455,kitchen,garden office garden,What is west of the hallway?
456,kitchen,garden office garden,What is south of the garden?
457,bedroom,garden office office,What is east of the hallway?
458,bedroom,garden office office,What is south of the kitchen?
459,kitchen,garden office office,What is the hallway west of?
460,bedroom,garden</s> office,What is west of the hallway?
461,kitchen,garden office office,What is the garden west of?
462,hallway,garden office office,What is east of the bathroom?
463,office,garden office office,What is west of the garden?
464,garden,garden office office,What is west of the bathroom?
465,office,garden office office,What is the garden north of?
466,garden,garden office garden,What is west of the office?
467,office,garden office office,What is the bedroom east of?
468,kitchen,garden office office,What is south of the bedroom?
469,hallway,garden office garden,What is the bathroom north of?
470,bedroom,garden office office,What is west of the kitchen?
471,office,garden office garden,What is west of the garden?
472,bathroom,garden office garden,What is east of the hallway?
473,bathroom,garden office office,What is the garden west of?
474,bedroom,garden office office,What is east of the office?
475,hallway,garden office garden,What is the office west of?
476,bathroom,garden office garden,What is the bedroom south of?
477,kitchen,garden office garden,What is west of the bathroom?
478,office,garden office garden,What is the garden north of?
479,kitchen,garden office garden,What is north of the garden?
480,bedroom,garden office garden,What is west of the kitchen?
481,bathroom,garden office garden,What is south of the hallway?
482,hallway,garden office garden,What is north of the kitchen?
483,garden,garden office garden,What is north of the office?
484,bedroom,garden office office,What is the kitchen east of?
485,garden,garden office office,What is east of the hallway?
486,bedroom,garden office office,What is south of the hallway?
487,hallway,garden office garden,What is east of the kitchen?
488,bathroom,garden office garden,What is the office south of?
489,hallway,garden office garden,What is the bedroom south of?
490,hallway,garden office garden,What is north of the bathroom?
491,garden,garden office garden,What is east of the bathroom?
492,garden,garden office garden,What is south of the kitchen?
493,office,garden office garden,What is south of the garden?
494,bedroom,garden office office,What is the office west of?
495,hallway,garden office garden,What is north of the bedroom?
496,office,garden office office,What is north of the bedroom?
497,bedroom,garden office office,What is the office north of?
498,kitchen,garden office garden,What is the office east of?
499,hallway,garden office garden,What is the bathroom south of?
500,garden,garden office garden,What is east of the hallway?
501,office,garden office garden,What is east of the kitchen?
502,bedroom,garden office office,What is north of the garden?
503,hallway,garden office garden,What is the bathroom east of?
504,bedroom,garden office office,What is the hallway west of?
505,garden,garden office office,What is west of the bathroom?
506,bedroom,garden</s> office,What is north of the office?
507,bedroom,garden office office,What is the hallway north of?
508,bathroom,garden office garden,What is the garden north of?
509,office,garden office office,What is the hallway east of?
510,kitchen,garden office office,What is south of the bedroom?
511,hallway,garden office garden,What is the office east of?
512,hallway,garden office office,What is the garden north of?
513,garden,garden office office,What is north of the office?
514,garden,garden office garden,What is the hallway north of?
515,bathroom,garden office office,What is the office north of?
516,garden,garden office garden,What is west of the hallway?
517,office,garden office office,What is the bathroom south of?
518,office,garden office office,What is north of the hallway?
519,hallway,garden office garden,What is east of the bathroom?
520,bathroom,garden office garden,What is south of the bedroom?
521,hallway,garden office garden,What is west of the bathroom?
522,kitchen,garden office garden,What is the bedroom south of?
523,garden,garden office office,What is west of the bedroom?
524,garden,garden office office,What is the office north of?
525,garden,garden office garden,What is north of the bathroom?
526,office,garden office office,What is south of the garden?
527,bathroom,garden office garden,What is west of the garden?
528,garden,garden office garden,What is the bedroom east of?
529,hallway,garden office garden,What is south of the office?
530,kitchen,garden office garden,What is the garden south of?
531,hallway,garden office garden,What is west of the bedroom?
532,office,garden office office,What is the bedroom west of?
533,kitchen,garden office garden,What is the garden east of?
534,garden,garden office garden,What is the bedroom south of?
535,kitchen,garden office garden,What is the hallway east of?
536,garden,garden office garden,What is the hallway east of?
537,bedroom,garden office office,What is the garden south of?
538,bedroom,garden office office,What is east of the garden?
539,kitchen,garden office office,What is the hallway west of?
540,hallway,garden office garden,What is the bedroom east of?
541,hallway,garden office garden,What is the bathroom south of?
542,garden,garden office garden,What is north of the kitchen?
543,garden,garden office garden,What is east of the kitchen?
544,office,garden office office,What is the bathroom north of?
545,hallway,garden office office,What is the office east of?
546,hallway,garden office garden,What is the bedroom east of?
547,office,garden office office,What is north of the hallway?
548,bedroom,garden office garden,What is west of the kitchen?
549,hallway,garden office garden,What is south of the bathroom?
550,office,garden office office,What is east of the hallway?
551,bathroom,garden office garden,What is the hallway east of?
552,hallway,garden office garden,What is north of the bedroom?
553,bedroom,garden office office,What is the garden south of?
554,office,garden office garden,What is south of the bedroom?
555,bathroom,garden office garden,What is east of the garden?
556,kitchen,garden office garden,What is west of the garden?
557,bathroom,garden office office,What is the bedroom east of?
558,garden,garden office garden,What is the bathroom south of?
559,kitchen,garden office garden,What is the garden west of?
560,bedroom,garden office garden,What is the kitchen south of?
561,kitchen,garden office office,What is east of the office?
562,hallway,garden office office,What is west of the bathroom?
563,hallway,garden office garden,What is the garden west of?
564,bedroom,garden office office,What is the kitchen west of?
565,kitchen,garden office garden,What is the office west of?
566,bathroom,garden office garden,What is the bedroom west of?
567,bathroom,garden office garden,What is west of the hallway?
568,bedroom,garden</s> office,What is north of the garden?
569,kitchen,garden office office,What is south of the bathroom?
570,kitchen,garden office garden,What is the office east of?
571,bathroom,garden office office,What is north of the office?
572,hallway,garden office office,What is north of the office?
573,bedroom,garden office office,What is west of the garden?
574,office,garden office office,What is the kitchen west of?
575,bathroom,garden office garden,What is the bedroom west of?
576,office,garden office garden,What is the bathroom south of?
577,hallway,garden office office,What is north of the bathroom?
578,garden,garden office office,What is the kitchen south of?
579,kitchen,garden office garden,What is the hallway south of?
580,office,garden office office,What is the bedroom west of?
581,hallway,garden office office,What is the garden east of?
582,kitchen,garden office office,What is the bedroom south of?
583,office,garden office office,What is the hallway west of?
584,hallway,garden office garden,What is the bedroom north of?
585,garden,garden office office,What is west of the bedroom?
586,hallway,garden office garden,What is south of the office?
587,kitchen,garden office office,What is south of the garden?
588,office,garden office office,What is the bedroom east of?
589,office,garden office office,What is south of the kitchen?
590,bathroom,garden office office,What is the kitchen west of?
591,hallway,garden office garden,What is the office north of?
592,bathroom,garden office garden,What is east of the kitchen?
593,office,garden office office,What is east of the hallway?
594,kitchen,garden office garden,What is west of the bedroom?
595,garden,garden office garden,What is the office west of?
596,bedroom,garden office office,What is east of the office?
597,office,garden office office,What is west of the bathroom?
598,bathroom,garden office garden,What is the kitchen west of?
599,bathroom,garden office garden,What is the garden south of?
600,hallway,garden office garden,What is east of the office?
601,kitchen,garden office office,What is the bathroom south of?
602,hallway,garden office office,What is north of the bedroom?
603,garden,garden office garden,What is north of the office?
604,bedroom,garden office office,What is south of the kitchen?
605,hallway,garden office garden,What is west of the garden?
606,office,garden office office,What is the kitchen west of?
607,kitchen,garden office office,What is north of the bedroom?
608,hallway,garden office garden,What is the bedroom south of?
609,hallway,garden office garden,What is west of the kitchen?
610,kitchen,garden office garden,What is the bedroom north of?
611,office,garden office office,What is the bedroom north of?
612,hallway,garden office garden,What is east of the office?
613,hallway,garden office garden,What is the office north of?
614,hallway,garden office garden,What is east of the bedroom?
615,garden,garden office garden,What is the office east of?
616,office,garden office office,What is north of the bedroom?
617,kitchen,garden office garden,What is north of the bedroom?
618,hallway,garden office garden,What is south of the office?
619,bathroom,garden office garden,What is the office west of?
620,bedroom,garden office office,What is the garden east of?
621,office,garden office office,What is the kitchen south of?
622,kitchen,garden office office,What is the office south of?
623,garden,garden office office,What is north of the office?
624,bathroom,garden office office,What is west of the kitchen?
625,office,garden office garden,What is east of the bedroom?
626,office,garden office office,What is the garden north of?
627,bathroom,garden office office,What is east of the bedroom?
628,office,garden office garden,What is the bathroom south of?
629,garden,garden office office,What is east of the kitchen?
630,bathroom,garden office garden,What is east of the kitchen?
631,bathroom,garden office office,What is the office north of?
632,bathroom,garden office office,What is west of the hallway?
633,bedroom,garden office office,What is the office east of?
634,bedroom,garden office office,What is east of the office?
635,bedroom,garden office office,What is the kitchen north of?
636,bedroom,garden office garden,What is the kitchen west of?
637,kitchen,garden office garden,What is the garden east of?
638,kitchen,garden office garden,What is the office east of?
639,kitchen,garden office garden,What is east of the bedroom?
640,bedroom,garden office office,What is the garden east of?
641,office,garden office office,What is the hallway east of?
642,office,garden office office,What is the bedroom east of?
643,garden,garden office office,What is east of the hallway?
644,garden,garden office garden,What is the bathroom west of?
645,office,garden office office,What is west of the bedroom?
646,bedroom,garden office office,What is the hallway east of?
647,bathroom,garden office garden,What is east of the bedroom?
648,garden,garden office garden,What is north of the bedroom?
649,hallway,garden office garden,What is south of the bedroom?
