,target,output,question
52,apple,"apple (Document[15]):""Fred went to the garden . And this",What did Fred give to Mary? 
53,apple,"apple (Document[119]):""Jeff went back to the hallway",What did Mary give to Jeff? 
54,apple,"apple (Document[119]):""Jeff went back to the garden .",What did Mary give to Jeff? 
55,Fred,"Jimmy (Document[179]):""Jimmy was the first to receive",Who received the football? 
56,football,"apple (Document[1855]):""Bill gave the football to Fred",What did Bill give to Fred? 
57,Bill,"Bill (Document[119]):""Bill gave the apple to Mary",Who gave the apple? 
58,Bill,"Agricola (Document[15]):""Agricola and Mother Bunch",Who did Mary give the apple to? 
59,Jeff,"Jeff (Document[129]):""Bill went back to the hall",Who did Bill give the apple to? 
60,Jeff,"Jeff (Document[119]):""Bill gave the apple to Jeff""",Who did Bill give the apple to? 
61,Bill,"Bill (Document[39]):""Bill passed the apple to Jeff""",Who gave the apple to Jeff? 
62,Jeff,"Jeff (Document[11]):""Bill went back to the hallway . THE",Who gave the apple to Bill? 
63,Bill,"Bill (Document[27]):""Bill passed the apple to Jeff . The Re",Who received the apple? 
64,Mary,"Jeff (Document[159]):""Jeff put down the milk .",Who gave the milk? 
65,Mary,"Mary (Document[119]):""Mary took the apple there .",Who gave the apple to Bill? 
66,Bill,"Bill (Document[129]):""Mary took the apple there . """,Who did Mary give the apple to? 
67,Mary,"Mary (Document[119]):""Mary passed the apple to Bill",Who did Bill give the apple to? 
68,apple,"apple (Document[129]):""Mary took the apple there . There",What did Bill give to Mary? 
69,Mary,"Mary (Document[129]):""Bill moved to the bedroom",Who did Bill give the apple to? 
70,apple,"apple (Document[11]):""Fred picked up the apple . That means",What did Fred give to Jeff? 
71,Jeff,"Jeff (Document[119]):""Jeff journeyed to the bathroom .",Who gave the football? 
72,Jeff,"Jeff (Document[119]):""Jeff journeyed to the garden",Who gave the football? 
73,apple,"the apple (Document[10]):""Bill went back to the bathroom",What did Fred give to Bill? 
74,apple,"apple (Document[38]):""Bill went back to the bathroom .",What did Fred give to Bill? 
75,Fred,"Fred (Document[159]):""Fred journeyed to the hall",Who gave the football? 
76,Fred,"Fred (Document[119]):""Fred took the football there .",Who gave the football? 
77,Mary,"Bill (Document[119]):""Bill got the football there .",Who received the football? 
78,Mary,"Fred (Document[159]):""Fred took the football there . Age that",Who gave the football? 
79,football,"The chain from off his neck (Document[11]):""And, left alone",What did Mary give to Fred? 
80,milk,"milk (Document[12]):""Fred handed the milk to Jeff.""",What did Fred give to Jeff? 
81,milk,"milk (Document[4]):""Fred journeyed to the kitchen . The",What did Fred give to Jeff? 
82,Fred,"Fred (Document[119]):""Fred journeyed to the kitchen . In",Who did Jeff give the milk to? 
83,milk,"milk (Document[119]):""Jeff went to the bedroom",What did Jeff give to Fred? 
84,Jeff,"Bill (Document[140]):""Bill grabbed the football there .",Who gave the milk to Fred? 
85,Fred,"Fred (Document[152]):""Bill went back to the kitchen",Who did Mary give the apple to? 
86,Fred,"Bill (Document[159]):""Bill passed the apple to Mary.""",Who gave the apple to Mary? 
87,Mary,"Cyril (Document[159]):""Cyril paced the room several",Who gave the apple? 
88,Jeff,"Fred (Document[129]):""Mary journeyed to the office",Who did Mary give the apple to? 
89,Jeff,"Jeff (Document[159]):""Jeff left the apple . Next",Who received the football? 
90,football,"a plate of soup (Document[173]):""TRUUS . What",What did Mary give to Jeff? 
91,Mary,"Mary (Document[180]):""Jeff journeyed to the bed",Who received the football? 
92,Mary,"Jeff (Document[186]):""Jeff passed the football to Mary",Who gave the football? 
93,Jeff,"Jeff (Document[119]):""Mary journeyed to the bed",Who did Mary give the football to? 
94,Bill,"Bill (Document[17]):""Fred went to the bedroom . Fred gave",Who did Fred give the apple to? 
95,Jeff,"Jeff (Document[119]):""Mary grabbed the apple there .",Who did Mary give the apple to? 
96,Mary,"Mary (Document[159]):""Mary grabbed the apple there .",Who gave the apple to Jeff? 
97,apple,"apple (Document[150]):""Jeff moved to the bathroom .",What did Jeff give to Fred? 
98,Fred,"Mary (Document[1872]):""Mary grabbed the apple there",Who did Jeff give the apple to? 
99,milk,"milk (Document[34]):""Bill passed the milk to Mary""",What did Bill give to Mary? 
100,Bill,"Bill (Document[159]):""Mary took the apple there . Mary put",Who did Mary give the apple to? 
101,Bill,"Bill (Document[15]):""Bill journeyed to the bathroom . Indeed",Who received the apple? 
102,Fred,"Bill (Document[11]):""Bill went back to the hallway",Who gave the apple? 
103,Bill,"Bill (Document[159]):""Bill journeyed to the garden",Who gave the apple? 
104,apple,"apple (Document[6]):""Mary went to the office . ""Suppose",What did Mary give to Bill? 
105,Jeff,"Jeff (Document[15]):""Mary gave the milk to Jeff.""",Who received the milk? 
106,Mary,"Mary (Document[159]):""Mary gave the milk to Jeff.""",Who gave the milk? 
107,Jeff,"Jeff (Document[352]):""Those _kisses,_ too,",Who did Mary give the milk to? 
108,football,"a ring (Document[447]):""Bill handed the football to Mary",What did Bill give to Mary? 
109,Mary,"Bill (Document[482]):""Bill handed the football to Mary . What",Who gave the football? 
110,apple,"apple (Document[22]):""Jeff gave the apple to Mary . Was",What did Jeff give to Mary? 
111,apple,"apple (Document[15]):""Jeff handed the apple to Mary . [",What did Jeff give to Mary? 
112,Mary,"Jeff (Document[10]):""Jeff went back to the kitchen .",Who gave the apple? 
113,Mary,"Jeff (Document[129]):""Jeff handed the apple to Mary",Who gave the apple? 
114,Mary,"Mary (Document[119]):""Mary journeyed to the bed",Who received the apple? 
115,Bill,"Mary (Document[129]):""Mary, the maid,",Who gave the milk? 
116,milk,"milk (Document[109]):""Bill handed the milk to Mary",What did Mary give to Bill? 
117,Bill,"Bill (Document[119]):""Jeff moved to the office .",Who did Mary give the milk to? 
118,milk,"milk (Document[11]):""Bill handed the milk to Mary .",What did Bill give to Mary? 
119,Mary,"Mary (Document[129]):""Bill handed the milk to Mary . Not",Who did Bill give the milk to? 
120,milk,"milk (Document[129]):""Mary journeyed to the kitchen",What did Mary give to Bill? 
121,Mary,"Bill (Document[119]):""Bill went back to the hall",Who gave the milk? 
122,Mary,"Eleanor (Document[129]):""Mary journeyed to the office .",Who gave the milk? 
123,Jeff,"Jeff (Document[119]):""Bill journeyed to the hallway .",Who did Bill give the football to? 
124,Bill,"Bill (Document[119]):""Bill went back to the hallway .",Who gave the football to Jeff? 
125,Jeff,"Bill (Document[129]):""Bill picked up the football there .""",Who received the football? 
126,Jeff,"Jeff (Document[49]):""Jeff passed the football to Bill .",Who gave the football to Bill? 
127,football,"football (Document[84]):""Jeff took the football there . Jeff left",What did Jeff give to Bill? 
128,football,"football (Document[12]):""Bill went back to the office . B",What did Jeff give to Bill? 
129,apple,"an apple (Document[112]):""Fred took the apple there .",What did Fred give to Mary? 
130,Bill,"Bill (Document[119]):""The big headlines in the papers this morning",Who received the apple? 
131,apple,"apple (Document[162]):""Mary passed the apple to Bill .",What did Mary give to Bill? 
132,apple,"an apple (Document[179]):""Mary passed the apple to Bill",What did Mary give to Bill? 
133,apple,"apple (Document[12]):""Jeff passed the apple to Mary.""",What did Jeff give to Mary? 
134,Fred,"Bill (Document[6]):""Bill passed the apple to Mary . Fred passed the",Who gave the apple? 
135,football,"ball (Document[159]):""Fred handed the football to Jeff.""",What did Fred give to Jeff? 
136,football,"ball (Document[159]):""Fred handed the football to Jeff.""",What did Fred give to Jeff? 
137,Jeff,"Fred (Document[119]):""Fred grabbed the football there .",Who gave the football? 
138,Fred,"Bill (Document[159]):""Jeff gave the football to Bill""",Who did Jeff give the football to? 
139,football,"football (Document[11]):""Fred put down the football there . List",What did Fred give to Mary? 
140,football,"Fred (Document[31]):""Fred took the milk there .""",What did Jeff give to Mary? 
141,Mary,"Jeff (Document[119]):""Jeff handed the football to Mary",Who received the football? 
142,football,"the football (Document[12]):""Mary passed the football to Jeff . She could",What did Mary give to Jeff? 
143,Jeff,"Jeff (Document[119]):""Jeff handed the football to Mary",Who gave the football? 
144,Bill,"Bill (Document[119]):""Bill got the apple there .",Who received the apple? 
145,Fred,"Fred (Document[119]):""Fred picked up the apple .",Who received the apple? 
146,Fred,"Fred (Document[119]):""Fred picked up the apple .",Who received the apple? 
147,Mary,"Mary (Document[26]):""Bill handed the football to Mary""",Who did Bill give the football to? 
148,Bill,"Bill (Document[29]):""Bill went to the garden . So",Who gave the football to Mary? 
149,Fred,"Eleanor (Document[21]):""Eleanor received the football from",Who received the football? 
150,Bill,"Eleanor (Document[119]):""Eleanor had not bought a ticket",Who received the apple? 
151,Jeff,"Jeff (Document[10th April, 1685. Mary left",Who gave the apple to Bill? 
152,Bill,"Bill (Document[98]):""Bill journeyed to the office .",Who received the apple? 
153,Bill,"Bill (Document[61]):""Bill journeyed to the office .",Who gave the apple to Jeff? 
154,apple,"apple (Document[12]):""Bill journeyed to the office . Bill",What did Bill give to Jeff? 
155,football,"milk (Document[109]):""Mary took the milk there .",What did Mary give to Bill? 
156,football,"milk (Document[129]):""Mary journeyed to the hall",What did Mary give to Bill? 
157,Mary,"Mary (Document[282]):""Bill gave the football to Mary""",Who did Bill give the football to? 
158,football,"the apple (Document[284)].

""Bill grabbed",What did Bill give to Mary? 
159,Bill,"Bill (Document[221]):""Bill journeyed to the office .",Who received the apple? 
160,Bill,"Bill (Document[293]):""Fred gave the apple to Bill.""",Who did Fred give the apple to? 
161,apple,"apple (Document[12]):""Fred journeyed to the garden . On",What did Fred give to Bill? 
162,apple,"apple (Document[42]):""Fred grabbed the apple there .",What did Fred give to Bill? 
163,Fred,"Bill (Document[159]):""Bill moved to the garden .",Who gave the apple? 
164,Jeff,"Bill (Document[119]):""Bill moved to the garden .",Who received the apple? 
165,Jeff,"Jeff (Document[119]):""Jeff journeyed to the office",Who received the apple? 
166,Jeff,"Mary (Document[129]):""Mary journeyed to the hallway .",Who received the apple? 
167,Jeff,"Jeff (Document[119]):""Jeff went back to the hall",Who received the apple? 
168,apple,"apple (Document[129]):""Mary moved to the garden . '",What did Mary give to Jeff? 
169,Bill,"Bill (Document[119]):""Bill put down the football .",Who gave the milk to Fred? 
170,football,"a football (Document[129]):""Mary took the football there .",What did Mary give to Bill? 
171,Bill,"Bill (Document[129]):""Mary took the football there . Don and",Who did Mary give the football to? 
172,football,"a football (Document[119]):""Bill journeyed to the bed",What did Bill give to Mary? 
173,football,"football (Document[112]):""Bill journeyed to the bedroom",What did Bill give to Mary? 
174,Mary,"Mary (Document[20]):""Mary journeyed to the bedroom . G",Who did Bill give the football to? 
175,football,"the football (Document[126]):""Jeff gave the football to Bill",What did Jeff give to Bill? 
176,football,"a bottle of wine (Document[119]):""Bill went to",What did Bill give to Mary? 
177,Mary,"Bill (Document[119]):""Bill went to the bathroom . Mary",Who received the football? 
178,Bill,"Bill (Document[129]):""Bill passed the football to Mary . Hot",Who gave the football? 
179,football,"a roast chicken (Document[129]):""Bruin,",What did Bill give to Fred? 
180,Fred,"Bruin (Document[129]):""It was late in the afternoon of the",Who gave the milk to Jeff? 
181,milk,"milk (Document[159]):""Fred took the milk there .",What did Jeff give to Mary? 
182,Mary,"Jeff (Document[5]):""Jeff put down the milk . "" """,Who received the milk? 
183,Mary,"Jeff (Document[129]):""Jeff gave the milk to Mary",Who gave the milk? 
184,Fred,"Catharine (Document[119]):""Catharine received",Who received the milk? 
185,football,"football (Document[129]):""Mary moved to the garden . A",What did Mary give to Bill? 
186,football,"football (Document[129]):""Mary got the football there . I",What did Mary give to Bill? 
187,football,"football (Document[119]):""Mary went to the garden . Fred",What did Mary give to Bill? 
188,Bill,"Bill (Document[11]):""Ruby is a little girl who lives in Australia",Who gave the football? 
189,football,"the football (Document[11]):""Bill put down the football . The",What did Bill give to Mary? 
190,Fred,"Fred (Document[119]):""Fred went back to the office . The",Who gave the football? 
191,Fred,"Fred (Document[159]):""Fred journeyed to the office . Fred",Who gave the football to Jeff? 
192,football,"football (Document[159]):""Fred moved to the garden . Fred",What did Fred give to Jeff? 
193,apple,"a football (Document[119]):""Bill went back to the office",What did Bill give to Fred? 
194,Bill,"Bill (Document[11]):""Bill went to the garden . ""Even",Who gave the apple to Fred? 
195,milk,"milk (Document[119]):""Bill went to the office .",What did Mary give to Bill? 
196,Mary,"Bill (Document[11]):""Bill went to the office . Fred went back",Who gave the milk? 
197,Bill,"Bill (Document[15]):""Bill went back to the bedroom . Trans",Who gave the milk? 
198,milk,"milk (Document[119]):""Bill went back to the bed",What did Bill give to Mary? 
199,Mary,"Morton, Joseph (Document[109]):""Morton, Joseph,",Who gave the milk? 
200,milk,"milk (Document[11]):""Bill journeyed to the kitchen .",What did Jeff give to Bill? 
201,milk,"milk (Document[196]):""Jeff got the milk there .",What did Jeff give to Bill? 
202,milk,"milk (Document[10]):""Jeff journeyed to the hallway",What did Jeff give to Bill? 
203,Mary,"Mary (Document[129]):""Mary went to the bathroom",Who gave the football? 
204,Fred,"Bill (Document[15]):""Bill went to the bathroom . Here all",Who did Mary give the football to? 
205,Fred,"Fred (Document[17]):""Mary gave the football to Fred .",Who received the football? 
206,Fred,"Fred (Document[178]):""Mary journeyed to the hall",Who did Mary give the football to? 
207,Jeff,"Jeff (Document[119]):""Fred went to the garden . He shut",Who did Fred give the football to? 
208,Fred,"Mary (Document[15]):""Mary journeyed to the hallway . The",Who gave the football to Jeff? 
209,Jeff,"Mary (Document[159]):""Mary journeyed to the hallway .",Who gave the football to Fred? 
210,Fred,"Fred (Document[119]):""Fred gave the milk to Jeff",Who gave the milk to Jeff? 
211,Fred,"Jeff (Document[159]):""Jeff went to the office . ""Ex",Who gave the milk? 
212,Jeff,"Jeff (Document[159]):""Fred gave the milk to Jeff",Who gave the milk to Fred? 
213,Jeff,"Jeff (Document[109]):""Jeff went back to the garden . Education",Who gave the milk to Fred? 
214,Fred,"Bill (Document[49]):""Bill went to the hallway . For a",Who gave the milk? 
215,Fred,"Bill (Document[119]):""Bill went to the office . It is",Who gave the apple to Mary? 
216,Mary,"Mary (Document[11]):""Fred journeyed to the garden . With youth",Who received the apple? 
217,Bill,"Bill (Document[12]):""Bill went to the office . Bill went to",Who received the apple? 
218,Mary,"Mary (Document[35]):""Fred journeyed to the office .",Who did Fred give the milk to? 
219,Mary,"Fred (Document[113]):""Fred journeyed to the garden",Who gave the apple? 
220,Bill,"Bill (Document[125]):""Bill went back to the bathroom .",Who gave the apple to Mary? 
221,Bill,"Bill (Document[134]):""Bill went back to the hallway .",Who gave the apple to Mary? 
222,Mary,"Mary (Document[119]):""Mary went back to the hallway .",Who gave the apple to Bill? 
223,Bill,"Bill (Document[159]):""Mary journeyed to the garden",Who did Mary give the apple to? 
224,apple,"apple (Document[129]):""Bill went back to the hallway",What did Bill give to Mary? 
225,football,"a football (Document[129]):""Jeff gave Fred a football .",What did Jeff give to Fred? 
226,Jeff,"Jeff (Document[129]):""Jeff grabbed the football there .",Who gave the football to Fred? 
227,football,"football (Document[129]):""Jeff handed the football to Fred .",What did Jeff give to Fred? 
228,football,"the football (Document[129]):""Jeff handed the football to Fred",What did Jeff give to Fred? 
229,football,"Old Ropes (Document[119]):""Old Ropes--A se",What did Jeff give to Fred? 
230,apple,"an apple (Document[9]):""Rudolph paced his long chamber like",What did Fred give to Bill? 
231,Bill,"Bill (Document[109]):""Fred passed the apple to Bill",Who did Fred give the apple to? 
232,Fred,"Fred (Document[119]):""Fred gave the apple to Bill",Who gave the apple to Bill? 
233,Fred,"Fred (Document[219]):""Fred gave the apple to Bill",Who gave the apple to Bill? 
234,Fred,"Fred (Document[32]):""Fred gave the apple to Bill .",Who gave the apple? 
235,Bill,"Bill (Document[57]):""Bill journeyed to the bedroom",Who gave the football to Mary? 
236,Bill,"Bill (Document[70]):""Bill journeyed to the bedroom",Who gave the football? 
237,football,"the football (Document[11]):""Bill gave the football to Mary.""",What did Bill give to Mary? 
238,Bill,"Bill (Document[119]):""Bill went to the garden . Jeff went",Who gave the football to Mary? 
239,Bill,"Bill (Document[119]):""Bill journeyed to the bedroom .",Who gave the football? 
240,Fred,"Mary (Document[159]):""Fred journeyed to the hallway .",Who gave the football to Bill? 
241,Fred,"Bill (Document[129]):""Bill passed the football to Fred",Who gave the football? 
242,Fred,"Fred (Document[119]):""Fred journeyed to the hall",Who gave the football to Bill? 
243,Bill,"Bill (Document[119]):""Bill gave the football to Fred",Who gave the football to Fred? 
244,football,"football (Document[129]):""Burt also was an arrant diss",What did Bill give to Fred? 
245,football,"a football (Document[129]):""Jeff took the football there .",What did Jeff give to Mary? 
246,Mary,"Burt (Document[129]):""Burt and Amy are sitting on the por",Who gave the football? 
247,Mary,"Jeff (Document[159]):""Jeff took the football there . Before part",Who gave the football? 
248,Bill,"Bill (Document[129]):""Bill handed the apple to Mary.""",Who gave the apple? 
249,Mary,"Mary (Document[129]):""Mary journeyed to the garden . Por",Who gave the apple to Bill? 
250,apple,"apple (Document[12]):""Mary went to the bedroom . The",What did Mary give to Fred? 
251,Fred,"Fred (Document[15]):""Fred journeyed to the hallway",Who received the apple? 
252,Mary,"Fred (Document[119]):""Fred journeyed to the hall",Who gave the apple? 
253,Jeff,"Fred (Document[210]):""Fred (Document[210]",Who received the apple? 
254,apple,"apple (Document[119]):""Fred journeyed to the office .",What did Fred give to Jeff? 
255,Fred,"Elsie Bellwood (Document[129]):""Jeff went to the garden",Who received the milk? 
256,Jeff,"Jeff (Document[4]):""Jeff went back to the bedroom . From this",Who gave the milk to Fred? 
257,Jeff,"Fred (Document[9]):""Fred handed the milk to Jeff . Fred",Who gave the milk? 
258,football,"football (Document[10]):""Bill journeyed to the hallway .",What did Bill give to Mary? 
259,Mary,"Mary (Document[119]):""Fred journeyed to the hallway .",Who did Fred give the milk to? 
260,Jeff,"Easton (Document[129]):""Jeff gave the apple to Mary.""",Who gave the apple to Mary? 
261,Fred,"Jeff (Document[129]):""Jeff gave the apple to Mary . I",Who gave the apple to Mary? 
262,Mary,"Mary (Document[129]):""Mary gave the apple to Fred",Who gave the apple? 
263,apple,"the apple (Document[129]):""Mary handed the apple to Bill",What did Mary give to Bill? 
264,apple,"apple (Document[12]):""Bill dropped the apple there . The battle",What did Mary give to Bill? 
265,football,"the football (Document[12]):""Fred went to the garden . The",What did Fred give to Bill? 
266,Fred,"Bill (Document[12]):""Bill discarded the milk . Indeed the million",Who gave the football? 
267,Fred,"Jimmie (Document[119]):""Jimmie handed the football to Bill",Who gave the football to Bill? 
268,Mary,"Fred (Document[20]):""Fred went to the garden . """,Who did Bill give the football to? 
269,Mary,"Bill (Document[159]):""Bill dropped the apple . It",Who gave the football? 
270,Mary,"Mary (Document[79]):""Mary went to the kitchen . The plans of",Who received the apple? 
271,Mary,"Jeff (Document[142]):""Jeff grabbed the apple",Who gave the apple? 
272,apple,"apple (Document[42]):""When Carmen entered the house, late that",What did Mary give to Jeff? 
273,Bill,"Carmen (Document[119]):""Carmen gave the apple to Jeff""",Who gave the apple to Jeff? 
274,apple,"apple (Document[159]):""Jeff went to the garden . The",What did Jeff give to Fred? 
275,Mary,"Jeff (Document[15]):""Mary went back to the garden .",Who received the football? 
276,Mary,"Mary (Document[3]):""Mary put down the football there . Mary went to",Who received the football? 
277,football,"football (Document[29]):""Mary went back to the garden . Mary",What did Mary give to Jeff? 
278,Mary,"Mary (Document[159]):""Mary put down the football . Mary picked",Who did Jeff give the football to? 
279,Mary,"Bill (Document[119]):""Bill journeyed to the hallway .",Who received the football? 
280,Fred,"Fred (Document[229]):""Fred took the apple there .",Who gave the apple? 
281,apple,"apple (Document[119]):""Mary gave the apple to Fred""",What did Mary give to Fred? 
282,Fred,"Fred (Document[159]):""Fred took the apple there .",Who gave the apple to Mary? 
283,Fred,"Mary (Document[70]):""Mary moved to the office . mut",Who received the apple? 
284,apple,"apple (Document[71]):""Fred gave the apple to Mary.""",What did Fred give to Mary? 
285,Fred,"Bill (Document[119]):""Bill went back to the bathroom .",Who gave the apple? 
286,Fred,"Fred (Document[119]):""Fred put down the apple .",Who gave the apple to Bill? 
287,Fred,"Fred (Document[129]):""Fred picked up the apple there . He",Who gave the apple to Bill? 
288,apple,"apple (Document[10]):""Fred journeyed to the bedroom .",What did Fred give to Bill? 
289,Bill,"Bill (Document[119]):""Bill journeyed to the office . """,Who gave the apple to Mary? 
290,Mary,"Mary (Document[129]):""Mary gave the milk to Bill.""",Who gave the milk to Bill? 
291,Bill,"Bill (Document[119]):""Bill picked up the milk there . How",Who gave the milk? 
292,Mary,"Mary (Document[159]):""Mary passed the milk to Bill.""",Who gave the milk to Bill? 
293,Bill,"Bill (Document[102]):""Bill picked up the milk there",Who did Mary give the milk to? 
294,apple,"apple (Document[109]):""Jane: ""I'll write",What did Jeff give to Fred? 
295,milk,"milk (Document[11]):""Mary journeyed to the hallway",What did Mary give to Jeff? 
296,Mary,"Jeff (Document[119]):""Jeff dropped the milk . The",Who gave the milk? 
297,milk,"milk (Document[11]):""Mary journeyed to the hallway",What did Mary give to Jeff? 
298,milk,"milk (Document[12]):""Mary journeyed to the hallway",What did Mary give to Jeff? 
299,Bill,"Bill (Document[119]):""Bill went back to the kitchen",Who gave the milk to Jeff? 
300,football,"the football (Document[129]):""Mary handed the football to Fred.""",What did Mary give to Fred? 
301,Fred,"Fred (Document[159]):""Mary picked up the football there . """,Who did Mary give the football to? 
302,Mary,"Carmen (Document[10]):""Carmen gave the football to Fred""",Who gave the football to Fred? 
303,Mary,"Mary (Document[159]):""Fred went back to the bathroom .",Who did Fred give the apple to? 
304,Fred,"Fred (Document[159]):""Fred went to the bedroom . But",Who gave the apple to Mary? 
305,Jeff,"Ben (Document[119]):""Ben and Harry are rowing down the",Who gave the apple to Mary? 
306,Mary,"Mary (Document[11]):""Jeff picked up the apple there .",Who did Jeff give the apple to? 
307,milk,"milk (Document[119]):""Fred journeyed to the office",What did Mary give to Fred? 
308,Fred,"Fred (Document[159]):""Mary journeyed to the bedroom .",Who did Mary give the milk to? 
309,Fred,"Fred (Document[159]):""Fred moved to the hallway",Who received the milk? 
310,Mary,"Mary (Document[159]):""Mary went to the hallway . The",Who gave the football to Bill? 
311,Bill,"Bill (Document[119]):""Bill went back to the hallway .",Who gave the football? 
312,football,"apple (Document[10]):""Bill took the apple there . Bill gave",What did Bill give to Mary? 
313,apple,"football (Document[12]):""Bill went back to the hallway .",What did Bill give to Mary? 
314,Bill,"Bill (Document[10]):""Bill went back to the hallway",Who did Jeff give the football to? 
315,milk,"milk (Document[159]):""Jeff gave the milk to Bill",What did Jeff give to Bill? 
316,Bill,"Bill (Document[12]):""Bill went back to the office.""",Who received the milk? 
317,milk,"milk (Document[129]):""Bill went back to the office",What did Jeff give to Bill? 
318,apple,"apple (Document[119]):""Fred picked up the apple there .",What did Fred give to Mary? 
319,Fred,"Muriel (Document[129]):""Muriel shook back his long,",Who did Mary give the apple to? 
320,Mary,"Mary (Document[57]):""Mary picked up the apple there .",Who gave the apple? 
321,apple,"apple (Document[58]):""Mary picked up the apple there .""",What did Mary give to Bill? 
322,Mary,"Mary (Document[129]):""Jeff moved to the garden . ); width",Who did Jeff give the football to? 
323,Mary,"Bill (Document[129]):""Bill put down the apple . Fred put",Who received the football? 
324,Mary,"Mary (Document[129]):""Mary moved to the office .",Who received the football? 
325,Bill,"Bill (Document[4]):""Bill journeyed to the bathroom .",Who gave the football to Mary? 
326,Bill,"Bill (Document[10]):""Bill left the football . Carmen",Who gave the football? 
327,Jeff,"Bert (Document[11]):""Bert was sent to buy some white",Who received the apple? 
