,target,output,question
177,hallway,"the hallway (Document[109]):""The hallway is north of",What is the office south of?
178,kitchen,"The hallway (Document[109]):""The hallway is south of",What is south of the office?
179,bathroom,"the hallway (Document[161-3]):""The hallway is",What is the garden south of?
180,hallway,"the hallway (Document[6]):""The hallway is south of the kitchen",What is the bedroom north of?
181,bathroom,"bathroom (Document[119]):""The hallway is south of",What is east of the hallway?
182,bedroom,"bedroom (Document[15]):""The hallway is east of the bath",What is the hallway west of?
183,bathroom,"office (Document[52]):""The garden is south of the office.""",What is south of the garden?
184,bedroom,"garden (Document[69]):""The office is east of the garden .",What is the office west of?
185,bathroom,"the garden (Document[42]):""The garden is west of the bedroom",What is west of the bedroom?
186,garden,"garden (Document[119]):""The garden is west of the bed",What is the office west of?
187,garden,"garden (Document[109]):""The garden is west of the bed",What is south of the bedroom?
188,kitchen,"kitchen (Document[81]):""The hallway is south of the kitchen",What is south of the office?
189,hallway,"hallway (Document[98]):""The hallway is east of the bath",What is east of the bathroom?
190,bathroom,"bedroom (Answer)

The hallway is west of the bathroom. As",What is the kitchen east of?
191,bathroom,"bedroom (Answer: office)

<context>
The hallway is south",What is the office east of?
192,bedroom,"bedroom (Document[109]):""The hallway is south of the",What is the office south of?
193,office,bedroom (Answer: The hallway is south of the kitchen. The bedroom is,What is the kitchen south of?
194,bedroom,"bedroom (Document[21]):""The garden is west of the bedroom",What is east of the garden?
195,office,"bedroom (Document[129]):""The hallway is south of the",What is east of the bathroom?
196,kitchen,"bedroom (Document[119]):""The hallway is south of the",What is north of the hallway?
197,office,"bedroom (Document[119]):""The hallway is south of the",What is the kitchen south of?
198,garden,"garden (Document[119]):""The hallway is south of the",What is south of the hallway?
199,kitchen,"the office (Document[119]):""The hallway is south of the",What is the bathroom south of?
200,bedroom,"bedroom (Document[413]):""The hallway is south of the",What is the hallway south of?
201,hallway,"hallway (Document[119]):""The hallway is east of the",What is east of the garden?
202,office,"the hallway (Document[119]):""The hallway is north of",What is the bathroom north of?
203,kitchen,"bedroom (Document[109]):""The hallway is south of the",What is west of the hallway?
204,office,"the hallway (Document[119]):""The hallway is south of",What is the bathroom east of?
205,garden,"the hallway (Document[109]):""The hallway is south of",What is the bedroom east of?
206,garden,"the hallway (Document[41]):""The hallway is north of the",What is the office north of?
207,garden,"garden (Answer: The garden is north of the office.)

<context>",What is the office north of?
208,garden,"garden (Document[109]):""The garden is south of the office",What is south of the office?
209,bathroom,"bedroom (Document[109]):""The hallway is south of the",What is south of the kitchen?
210,office,"garden (Document[109]):""The garden is west of the bed",What is south of the bedroom?
211,kitchen,"hallway (Document[119]):""The hallway is south of the",What is the office east of?
212,office,"the office (Document[119]):""The office is west of the bed",What is west of the bedroom?
213,hallway,"the hallway (Document[119]):""The hallway is south of",What is the bedroom south of?
214,hallway,"bedroom (Document[10]):""The hallway is north of the kitchen",What is the kitchen south of?
215,bedroom,"bedroom (Document[109]):""The hallway is south of the",What is west of the hallway?
216,bedroom,"bedroom (Answer: The bedroom is west of the office.)

<context",What is west of the office?
217,hallway,"hallway (Document[14]):""The hallway is east of the bath",What is east of the bathroom?
218,office,bedroom (Answer: The garden is west of the bedroom. The bedroom is,What is the garden south of?
219,hallway,"hallway (Document[109]):""The hallway is east of the",What is east of the office?
220,office,"The office (Document[129]):""The office is south of the bed",What is south of the bedroom?
221,kitchen,"garden (Document[109]):""The garden is west of the bed",What is west of the bedroom?
222,kitchen,"bedroom (Document[109]):""The garden is west of the bed",What is west of the garden?
223,bedroom,"hallway (Document[119]):""The hallway is south of the",What is the bathroom west of?
224,kitchen,"garden (Document[622]):""The office is north of the garden",What is the office west of?
225,hallway,"bedroom (Document[10]):""The garden is west of the bedroom",What is the garden east of?
226,hallway,"hallway (Document[109]):""The hallway is north of the",What is north of the kitchen?
227,kitchen,"bedroom (Document[109]):""The garden is west of the bed",What is the garden north of?
228,hallway,"bedroom (Answer)

The girl was dancing excitedly along the bank.",What is the garden north of?
229,kitchen,"garden (Document[109]):""The garden is west of the bed",What is west of the bedroom?
230,garden,"garden (Document[119]):""The hallway is south of the",What is north of the hallway?
231,garden,bedroom (Answer: The hallway is south of the kitchen. The bedroom is,What is the hallway west of?
232,hallway,"office (Document[105]):""The office is east of the bathroom",What is the bathroom east of?
233,bedroom,"bedroom (Document[109]):""The hallway is south of the",What is the kitchen south of?
234,bathroom,"the garden (Document[32]):""The garden is west of the bedroom",What is the office west of?
235,kitchen,"the bathroom (Document[85]):""The bedroom is east of the",What is east of the bedroom?
236,office,"the office (Document[570]):""The office is east of the bed",What is east of the bedroom?
237,bathroom,"the bathroom (Document[582]):""The hallway is south of",What is east of the kitchen?
238,bedroom,"bedroom (Document[586]):""The hallway is south of the",What is west of the kitchen?
239,office,"bedroom (Document[10]):""The hallway is south of the kitchen",What is the kitchen north of?
240,garden,"garden (Document[129]):""The hallway is north of the",What is north of the bedroom?
241,bathroom,"hallway (Document[119]):""The hallway is south of the",What is east of the kitchen?
242,office,"the hallway (Document[109]):""The hallway is north of",What is north of the garden?
243,bedroom,"bedroom (Document[109]):""The hallway is south of the",What is the hallway south of?
244,office,"bedroom (Document[109]):""The hallway is south of the",What is the kitchen west of?
245,garden,"garden (Document[129]):""The garden is west of the bed",What is south of the bedroom?
246,garden,"the garden (Document[12]):""The garden is west of the office .",What is west of the office?
247,kitchen,"bedroom (Document[12]):""The hallway is south of the kitchen",What is the garden north of?
248,office,"office (Document[109]):""The hallway is west of the office",What is west of the kitchen?
249,bedroom,"bedroom (Document[109]):""The hallway is south of the",What is the hallway west of?
250,office,"office (Answer: south)

<context>
The
subject of these songs",What is south of the bathroom?
251,kitchen,"garden (Document[119]):""The garden is west of the bed",What is west of the bedroom?
252,office,"bedroom (Answer: The hallway is north of the bedroom.)
</example",What is the hallway north of?
253,bedroom,"bedroom (Document[16]):""The hallway is south of the kitchen",What is east of the hallway?
254,office,"The hallway (Document[14]):""The hallway is south of the",What is south of the bathroom?
255,hallway,"the garden (Document[10]):""The garden is west of the bedroom",What is the bedroom north of?
256,bathroom,"bedroom (Document[119]):""The hallway is south of the",What is the garden east of?
257,kitchen,"kitchen (Document[119]):""The hallway is north of the",What is the bathroom north of?
258,kitchen,"garden (Document[109]):""The garden is west of the bed",What is west of the bedroom?
259,garden,"the office (Document[13]):""The hallway is west of the office",What is the hallway east of?
260,kitchen,"bedroom (Document[10]):""The bedroom is north of the garden",What is south of the garden?
261,hallway,"the hallway (Document[23]):""The hallway is west of the",What is the bedroom east of?
262,garden,"the garden (Document[109]):""The hallway is south of the",What is west of the office?
263,office,"bedroom (Document[109]):""The hallway is south of the",What is north of the kitchen?
264,garden,"garden (Document[129]):""The hallway is south of the",What is the office north of?
265,kitchen,"the garden (Document[119]):""The hallway is south of the",What is north of the office?
266,garden,"garden (Document[109]):""The hallway is south of the",What is south of the bedroom?
267,hallway,bedroom (Answer: The garden is west of the bedroom. The bedroom is,What is the garden north of?
268,garden,"the garden (Answer: west of the bedroom)

The garden is west of",What is the bedroom east of?
269,bedroom,"bedroom (Document[129]):""The hallway is south of the",What is west of the hallway?
270,bathroom,"bedroom (Document[19' 13"",[1] making the revolution",What is east of the hallway?
271,kitchen,"the garden (Document[109]):""The garden is west of the bed",What is the bedroom south of?
272,hallway,"hallway (Document[69]):""The hallway is east of the garden",What is east of the garden?
273,kitchen,"bedroom (Document[70]):""The hallway is south of the kitchen",What is the hallway south of?
274,office,"the hallway (Document[109]):""The hallway is south of",What is the bathroom east of?
275,bedroom,"bedroom (Document[129]):""The garden is west of the bed",What is the garden south of?
276,bathroom,bedroom (Answer: The garden is west of the bedroom. The bedroom is,What is the kitchen west of?
277,bathroom,"bathroom (Document[55]):""The bathroom is east of the",What is east of the garden?
278,bedroom,"bedroom (Document[59]):""The hallway is south of the kitchen",What is south of the bathroom?
279,office,"garden (Document[109]):""The garden is west of the bed",What is the bedroom west of?
280,hallway,"bedroom (Answer: The bedroom is north of the garden.)

Answer:",What is north of the garden?
281,hallway,"kitchen (Document[129]):""The hallway is south of the",What is west of the office?
282,hallway,"hallway (Document[119]):""The hallway is east of the",What is east of the bathroom?
283,kitchen,"garden (Document[109]):""The garden is west of the bed",What is west of the bedroom?
284,garden,"garden (Answer: north)

Question: What is south of the garden?",What is north of the office?
285,garden,"bedroom (Document[10]):""The hallway is south of the kitchen",What is the hallway south of?
286,hallway,"bedroom (Document[101]):""The hallway is west of the",What is the garden east of?
287,bathroom,"garden (Document[112]):""The garden is west of the bed",What is east of the bedroom?
288,garden,"garden (Document[135]):""The garden is east of the office",What is east of the office?
289,office,"bedroom (Document[138]):""The garden is west of the bed",What is the garden west of?
290,garden,"garden (Document[129]):""The garden is east of the bath",What is east of the bathroom?
291,garden,"garden (Document[119]):""The garden is east of the bed",What is the bedroom west of?
292,garden,"garden (Document[119]):""The hallway is south of the",What is west of the kitchen?
293,office,"office (Document[109]):""The hallway is south of the kitchen",What is west of the bathroom?
294,bathroom,"hallway (Document[109]):""The hallway is south of the",What is south of the bedroom?
295,bathroom,"bathroom (Document[129]):""The hallway is south of",What is south of the bedroom?
296,bathroom,"bedroom (Document[109]):""The hallway is south of the",What is the kitchen south of?
297,office,"bedroom (Document[119]):""The hallway is south of the",What is east of the kitchen?
298,hallway,"bedroom (Document[109]):""The hallway is south of the",What is north of the kitchen?
299,kitchen,"the office (Document[54]):""The office is east of the bathroom",What is the bathroom east of?
300,hallway,"hallway (Document[19]):""The hallway is west of the bath",What is west of the bathroom?
301,office,"office (Document[10]):""The hallway is south of the kitchen .",What is south of the hallway?
302,bathroom,"bedroom (Document[22]):""The hallway is south of the kitchen",What is the hallway west of?
303,bedroom,"bedroom (Document[27]):""The hallway is south of the kitchen",What is east of the bathroom?
304,garden,"bathroom (Document[129]):""The office is north of the",What is the office south of?
305,bedroom,"bedroom (Document[155]):""The hallway is south of the",What is east of the office?
306,bedroom,"bedroom (Document[109]):""The hallway is north of the",What is north of the hallway?
307,garden,"garden (Document[119]):""The office is north of the garden",What is the office east of?
308,kitchen,"bedroom (Answer: garden)

<context>
The hallway is south",What is the hallway west of?
309,garden,"garden (Document[119]):""The garden is west of the bath",What is west of the bathroom?
310,garden,"bedroom (Document[129]):""The hallway is south of the",What is the kitchen west of?
311,bedroom,"bedroom (Document[159]):""The hallway is south of the",What is the office west of?
312,bathroom,"bedroom (Document[109]):""The garden is east of the bed",What is east of the garden?
313,bathroom,"the garden (Document[119]):""The garden is west of the bed",What is east of the kitchen?
314,kitchen,"bedroom (Answer)

<context>
The hallway is south of the",What is the garden north of?
315,kitchen,"bedroom (Document[109]):""The hallway is south of the",What is west of the hallway?
316,office,"the hallway (Document[109]):""The hallway is south of",What is east of the garden?
317,office,bedroom (Answer: The garden is west of the bedroom. The bedroom is,What is the hallway west of?
318,bedroom,"bedroom (Document[109]):""The hallway is south of the",What is east of the garden?
319,hallway,bedroom (Answer: The garden is west of the bedroom. The bedroom is,What is the garden east of?
320,bedroom,"bedroom (Answer: south)

Question: What is the office north of?",What is the office west of?
321,hallway,"hallway (Document[109]):""The hallway is east of the",What is the bathroom west of?
322,bathroom,"the office (Document[149]):""The hallway is south of the",What is the bedroom north of?
323,garden,"garden (Document[109]):""The garden is west of the bed",What is the bedroom east of?
324,bathroom,bedroom (Answer: The garden is west of the bedroom. The bedroom is,What is the garden west of?
325,hallway,"bedroom (Document[109]):""The hallway is south of the",What is south of the garden?
326,hallway,"hallway (Document[41]):""The hallway is south of the office",What is south of the office?
327,kitchen,"bedroom (Document[225]):""The garden is west of the bed",What is the garden east of?
328,bathroom,"bedroom (Answer: bedroom)

<context>
The hallway is",What is the garden west of?
329,office,"hallway (Document[247]):""The hallway is west of the",What is the bathroom west of?
330,hallway,"hallway (Document[119]):""The hallway is west of the",What is west of the garden?
331,bathroom,"bathroom (Document[159]):""The hallway is south of",What is south of the hallway?
332,hallway,"hallway (Document[109]):""The hallway is west of the",What is the bedroom east of?
333,kitchen,"the hallway (Document[10]):""The hallway is south of the",What is the bedroom south of?
334,kitchen,"bedroom (Document[276]):""The garden is west of the bed",What is the garden south of?
335,bathroom,"bathroom (Document[44]):""The garden is west of the bath",What is west of the office?
336,garden,"garden (Document[51]):""The hallway is south of the kitchen",What is south of the bathroom?
337,bathroom,"bedroom (Document[54]):""The garden is west of the bedroom",What is west of the garden?
338,bathroom,"hallway (Document[109]):""The hallway is north of the",What is north of the office?
339,garden,"garden (Answer: east)

<context>
[Illustration]",What is east of the office?
340,bathroom,"bathroom (Document[20]):""The bathroom is west of the",What is west of the kitchen?
341,office,"bedroom (Document[26]):""The garden is west of the bedroom",What is the garden south of?
342,hallway,"garden (Document[28]):""The garden is west of the bedroom",What is west of the bedroom?
343,bedroom,"bedroom (Document[109]):""The hallway is south of the",What is south of the hallway?
344,garden,"bedroom (Answer: garden)

<context>
The garden is west of",What is the hallway east of?
345,hallway,"bedroom (Document[166]):""The hallway is north of the",What is north of the kitchen?
346,garden,"garden (Document[1084]):""The garden is west of the",What is west of the office?
347,bathroom,"the bathroom (Answer: east)

<context>
The next question is",What is the office west of?
348,bathroom,"the office (Document[50]):""The garden is west of the bedroom",What is the garden north of?
349,garden,"the garden (Document[109]):""The hallway is south of the",What is the office south of?
350,garden,"bedroom (Document[15]):""The hallway is north of the garden",What is the hallway north of?
351,hallway,"bedroom (Document[40]):""The garden is west of the bedroom",What is the kitchen west of?
352,bathroom,bedroom (Answer: The garden is west of the bedroom. The bedroom is,What is north of the hallway?
353,bedroom,"bedroom (Document[42]):""The hallway is south of the kitchen",What is the kitchen north of?
354,bathroom,"bedroom (Document[109]):""The hallway is south of the",What is the kitchen south of?
355,bedroom,"bedroom (Document[10]):""The hallway is south of the kitchen",What is north of the office?
356,hallway,"hallway (Document[119]):""The hallway is east of the",What is east of the bathroom?
357,kitchen,bedroom (Answer: The garden is west of the bedroom. The bedroom is,What is south of the hallway?
358,hallway,"hallway (Document[43]):""The hallway is west of the office",What is west of the office?
359,bedroom,"bedroom (Document[51]):""The hallway is south of the kitchen",What is the office north of?
360,kitchen,"office (Document[60]):""The garden is north of the office.""",What is north of the garden?
