from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,lr_scheduler,max_n_segments,num_mem_tokens,model_path,exact_match,k2,freeze_model_weights
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,4,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,8,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,4,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,16,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,8,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,16,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,32,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,32,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,64,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,64,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,256,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,256,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa3_three-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,4,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,8,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,16,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,4,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,8,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,32,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,16,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,64,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,32,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,64,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,256,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,256,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa4_two-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,4,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,8,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,16,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,32,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,4,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,8,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,64,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,16,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,32,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,256,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_qs_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,64,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,256,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa5_three-arg-relations/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1024,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_1024x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa1_single-supporting-fact/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2048,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_2048x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa1_single-supporting-fact/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,19532,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_19532x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa1_single-supporting-fact/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1024,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_1024x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa2_two-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2048,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_2048x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa2_two-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,19532,16,/home/jovyan/rmt/runs/babilong_ood/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_19532x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa2_two-supporting-facts/run_2,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16,/home/jovyan/rmt/runs/babilong_ood/qa11_basic-coreference/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa1_single-supporting-fact/run_2,0.021021021530032158,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2,16,/home/jovyan/rmt/runs/babilong_ood/qa11_basic-coreference/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_cpt_32x512_from_dataset_qa1_single-supporting-fact/run_2,0.01601601578295231,-1,False
